kbofID,playerID,yearID,stint,lgID,teamID,POS,G,GS,InnOuts,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS_pct
10065,72862,2019,1,KBO,Lotte,P,6,0,24,0,0,0,2,0,1,0,0,0,-
10066,72918,2004,1,KBO,Lotte,P,1,0,6,0,0,0,0,0,-,0,0,0,-
10067,73113,2003,1,KBO,LG,SS,43,26,777,9,0,43,63,17,0.922,0,0,0,-
10068,73113,2003,1,KBO,LG,2B,21,11,306,4,0,25,24,7,0.925,0,0,0,-
10069,73113,2003,1,KBO,LG,3B,14,6,213,2,0,8,13,2,0.913,0,0,0,-
10070,73113,2004,1,KBO,LG,2B,87,86,2130,8,0,169,262,69,0.982,0,0,0,-
10071,73113,2004,1,KBO,LG,SS,8,0,54,0,0,2,1,0,1,0,0,0,-
10072,73113,2005,1,KBO,LG,2B,34,31,771,4,0,67,98,17,0.976,0,0,0,-
10073,73113,2006,1,KBO,LG,2B,71,62,1671,6,0,146,173,43,0.982,0,0,0,-
10074,73113,2006,1,KBO,LG,SS,38,37,945,3,0,51,107,24,0.981,0,0,0,-
10075,73113,2007,1,KBO,LG,2B,84,31,1140,2,0,92,142,28,0.992,0,0,0,-
10076,73113,2007,1,KBO,LG,SS,32,11,381,0,0,24,57,13,1,0,0,0,-
10077,73113,2007,1,KBO,LG,3B,24,16,369,3,0,12,32,6,0.936,0,0,0,-
10078,73113,2008,1,KBO,LG,2B,88,81,1998,7,0,178,224,51,0.983,0,0,0,-
10079,73113,2008,1,KBO,LG,SS,49,28,828,3,0,68,93,16,0.982,0,0,0,-
10080,73113,2008,1,KBO,LG,3B,1,1,27,1,0,1,2,1,0.75,0,0,0,-
10081,73113,2009,1,KBO,LG,2B,88,75,1935,6,0,187,244,71,0.986,0,0,0,-
10082,73113,2009,1,KBO,LG,SS,14,7,183,4,0,15,21,5,0.9,0,0,0,-
10083,73113,2009,1,KBO,LG,3B,12,9,210,0,0,5,15,0,1,0,0,0,-
10084,73113,2010,1,KBO,LG,2B,77,69,1815,4,0,190,239,66,0.991,0,0,0,-
10085,73113,2010,1,KBO,LG,SS,8,2,96,2,0,10,14,2,0.923,0,0,0,-
10086,73113,2011,1,KBO,LG,SS,77,65,1554,11,0,90,200,43,0.963,0,0,0,-
10087,73113,2011,1,KBO,LG,2B,77,27,927,6,0,93,110,29,0.971,0,0,0,-
10088,73113,2014,1,KBO,LG,2B,66,39,1077,9,0,87,121,30,0.959,0,0,0,-
10089,73113,2014,1,KBO,LG,SS,10,7,159,1,0,4,20,0,0.96,0,0,0,-
10090,73113,2014,1,KBO,LG,C,1,0,3,0,0,0,0,0,-,0,0,0,-
10091,73113,2014,1,KBO,LG,3B,1,0,6,0,0,0,1,0,1,0,0,0,-
10092,73113,2015,1,KBO,KT,2B,134,131,3228,6,0,311,347,101,0.991,0,0,0,-
10093,73113,2015,1,KBO,KT,SS,1,0,9,0,0,0,0,0,-,0,0,0,-
10094,73113,2016,1,KBO,KT,2B,109,108,2664,13,0,227,317,76,0.977,0,0,0,-
10095,73113,2017,1,KBO,KT,2B,122,119,2850,6,0,243,312,78,0.989,0,0,0,-
10096,73113,2018,1,KBO,KT,2B,127,122,3048,14,0,283,381,111,0.979,0,0,0,-
10097,73113,2019,1,KBO,KT,2B,126,121,2949,9,0,222,349,81,0.984,0,0,0,-
10098,73113,2020,1,KBO,KT,2B,105,94,2238,8,0,180,286,66,0.983,0,0,0,-
10099,73113,2021,1,KBO,KT,2B,97,60,1566,3,0,121,181,43,0.99,0,0,0,-
10100,73113,2022,1,KBO,KT,2B,86,45,1239,7,0,80,155,29,0.971,0,0,0,-
10101,73113,2023,1,KBO,KT,2B,101,52,1509,4,0,117,179,35,0.987,0,0,0,-
10102,73113,2024,1,KBO,KT,2B,3,0,9,0,0,1,1,1,1,0,0,0,-
10103,73117,2004,1,KBO,LG,P,18,0,54,0,0,2,6,1,1,0,0,0,-
10104,73117,2005,1,KBO,LG,P,6,0,21,0,0,0,1,0,1,0,0,0,-
10105,73117,2006,1,KBO,LG,P,62,0,225,0,1,4,20,1,1,0,0,0,-
10106,73117,2007,1,KBO,LG,P,62,0,234,1,0,7,20,4,0.964,0,0,0,-
10107,73117,2008,1,KBO,LG,P,54,0,153,0,0,2,12,1,1,0,0,0,-
10108,73117,2009,1,KBO,LG,P,30,0,105,0,0,1,5,1,1,0,0,0,-
10109,73117,2012,1,KBO,LG,P,58,3,276,0,1,4,17,2,1,0,0,0,-
10110,73117,2013,1,KBO,LG,P,30,25,441,0,0,6,26,1,1,0,0,0,-
10111,73117,2014,1,KBO,LG,P,29,28,459,0,2,8,28,4,1,0,0,0,-
10112,73117,2015,1,KBO,LG,P,25,25,456,1,4,9,30,3,0.975,0,0,0,-
10113,73117,2016,1,KBO,LG,P,28,24,396,2,2,6,18,1,0.923,0,0,0,-
10114,73117,2017,1,KBO,Samsung,P,27,25,399,2,1,10,20,1,0.938,0,0,0,-
10115,73117,2018,1,KBO,Samsung,P,48,0,174,1,2,3,10,2,0.929,0,0,0,-
10116,73117,2019,1,KBO,Samsung,P,54,0,177,2,0,3,7,3,0.833,0,0,0,-
10117,73117,2020,1,KBO,Samsung,P,52,0,144,0,0,2,12,2,1,0,0,0,-
10118,73117,2021,1,KBO,Samsung,P,60,0,147,1,0,1,6,0,0.875,0,0,0,-
10119,73117,2022,1,KBO,Samsung,P,60,0,141,0,2,1,9,1,1,0,0,0,-
10120,73117,2023,1,KBO,Samsung,P,56,0,129,0,1,1,8,0,1,0,0,0,-
10121,73117,2024,1,KBO,KT,P,45,0,129,1,0,1,5,0,0.857,0,0,0,-
10122,73117,2025,1,KBO,KT,P,22,0,57,0,0,2,4,0,1,0,0,0,-
10123,73123,2003,1,KBO,LG,OF,62,62,1443,4,0,102,5,0,0.964,0,0,0,-
10124,73123,2003,1,KBO,LG,1B,3,3,81,2,0,30,1,3,0.939,0,0,0,-
10125,73123,2004,1,KBO,Doosan,OF,9,8,201,1,0,20,1,0,0.955,0,0,0,-
10126,73123,2004,1,KBO,Doosan,1B,6,6,141,2,0,47,6,4,0.964,0,0,0,-
10127,73136,2005,1,KBO,LG,C,14,1,108,1,0,30,2,0,0.97,1,5,0,0
10128,73136,2005,1,KBO,LG,1B,5,0,27,0,0,6,0,2,1,0,0,0,-
10129,73136,2005,1,KBO,LG,3B,1,0,3,0,0,0,0,0,-,0,0,0,-
10130,73136,2006,1,KBO,LG,C,18,7,228,0,0,50,6,1,1,1,3,4,57.1
10131,73136,2006,1,KBO,LG,OF,4,0,27,0,0,2,1,0,1,0,0,0,-
10132,73136,2006,1,KBO,LG,1B,1,0,12,0,0,3,0,0,1,0,0,0,-
10133,73136,2007,1,KBO,LG,C,16,0,72,2,0,13,0,0,0.867,0,1,0,0
10134,73136,2008,1,KBO,Doosan,OF,65,55,1395,5,0,116,2,1,0.959,0,0,0,-
10135,73136,2008,1,KBO,Doosan,OF,4,2,48,0,0,4,0,0,1,0,0,0,-
10136,73136,2008,1,KBO,Doosan,OF,2,0,9,0,0,1,0,0,1,0,0,0,-
10137,73136,2009,1,KBO,Doosan,1B,8,3,108,0,0,32,1,9,1,0,0,0,-
10138,73136,2009,1,KBO,Doosan,OF,5,1,51,0,0,3,0,0,1,0,0,0,-
10139,73136,2009,1,KBO,Doosan,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
10140,73136,2009,1,KBO,Doosan,OF,1,0,9,0,0,1,0,0,1,0,0,0,-
10141,73136,2010,1,KBO,Doosan,OF,99,97,2091,3,0,180,5,2,0.984,0,0,0,-
10142,73136,2010,1,KBO,Doosan,C,1,0,9,0,0,3,1,0,1,0,0,0,-
10143,73136,2011,1,KBO,Doosan,OF,50,40,1059,0,0,72,5,0,1,0,0,0,-
10144,73136,2011,1,KBO,Doosan,C,2,0,6,0,0,3,0,1,1,0,0,0,-
10145,73136,2012,1,KBO,Nexen,OF,55,43,1134,1,0,103,11,3,0.991,0,0,0,-
10146,73136,2013,1,KBO,Nexen,OF,18,15,387,1,0,28,1,0,0.967,0,0,0,-
10147,73136,2013,1,KBO,Nexen,C,1,0,6,0,0,0,0,0,-,2,0,0,-
10148,73136,2014,1,KBO,Nexen,OF,31,20,579,1,0,48,0,0,0.98,0,0,0,-
10149,73136,2015,1,KBO,Hanwha,OF,57,38,966,2,0,70,3,0,0.973,0,0,0,-
10150,73136,2015,1,KBO,Hanwha,OF,19,11,255,0,0,16,0,0,1,0,0,0,-
10151,73136,2015,1,KBO,Hanwha,OF,2,0,9,0,0,0,1,0,1,0,0,0,-
10152,73136,2015,1,KBO,Hanwha,1B,1,0,15,0,0,6,0,1,1,0,0,0,-
10153,73136,2016,1,KBO,Hanwha,OF,48,31,759,2,0,53,4,1,0.966,0,0,0,-
10154,73136,2016,1,KBO,Hanwha,OF,21,13,312,0,0,31,2,0,1,0,0,0,-
10155,73136,2016,1,KBO,Hanwha,1B,5,3,90,0,0,35,1,5,1,0,0,0,-
10156,73136,2016,1,KBO,Hanwha,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
10157,73136,2017,1,KBO,Hanwha,OF,71,69,1677,4,0,119,7,0,0.969,0,0,0,-
10158,73136,2017,1,KBO,Hanwha,1B,5,1,45,0,0,13,3,0,1,0,0,0,-
10159,73136,2017,1,KBO,Hanwha,OF,4,3,72,0,0,5,0,0,1,0,0,0,-
10160,73136,2018,1,KBO,Hanwha,1B,58,54,1332,4,0,397,32,37,0.991,0,0,0,-
10161,73136,2018,1,KBO,Hanwha,OF,17,17,384,0,0,26,0,0,1,0,0,0,-
10162,73136,2018,1,KBO,Hanwha,OF,2,0,12,0,0,0,0,0,-,0,0,0,-
10163,73136,2018,1,KBO,Hanwha,C,1,0,3,0,0,0,0,0,-,0,0,0,-
10164,73136,2019,1,KBO,Hanwha,OF,54,49,1164,3,0,91,3,0,0.969,0,0,0,-
10165,73136,2019,1,KBO,Hanwha,1B,23,18,477,2,0,159,11,19,0.988,0,0,0,-
10166,73136,2019,1,KBO,Hanwha,OF,2,0,12,0,0,0,0,0,-,0,0,0,-
10167,73136,2020,1,KBO,Hanwha,1B,5,5,111,1,0,33,1,4,0.971,0,0,0,-
10168,73136,2021,1,KBO,Hanwha,1B,10,7,192,1,0,46,5,5,0.981,0,0,0,-
10169,73153,2003,1,KBO,LG,OF,21,11,288,1,0,24,0,0,0.96,0,0,0,-
10170,73153,2003,1,KBO,LG,OF,2,0,12,0,0,2,0,0,1,0,0,0,-
10171,73153,2003,1,KBO,LG,OF,2,0,12,0,0,0,0,0,-,0,0,0,-
10172,73153,2004,1,KBO,LG,OF,2,0,30,0,0,2,0,0,1,0,0,0,-
10173,73153,2004,1,KBO,LG,OF,2,1,30,0,0,0,0,0,-,0,0,0,-
10174,73153,2005,1,KBO,LG,OF,38,13,420,0,0,29,0,0,1,0,0,0,-
10175,73153,2005,1,KBO,LG,OF,29,5,240,0,0,19,1,0,1,0,0,0,-
10176,73153,2005,1,KBO,LG,OF,14,1,93,0,0,2,0,0,1,0,0,0,-
10177,73153,2006,1,KBO,LG,OF,43,23,636,1,0,60,3,0,0.984,0,0,0,-
10178,73153,2006,1,KBO,LG,OF,10,4,144,0,0,13,0,0,1,0,0,0,-
10179,73153,2006,1,KBO,LG,OF,9,1,42,0,0,2,0,0,1,0,0,0,-
10180,73153,2007,1,KBO,LG,OF,123,113,2982,4,0,295,3,1,0.987,0,0,0,-
10181,73153,2008,1,KBO,LG,OF,126,126,3273,2,0,343,6,4,0.994,0,0,0,-
10182,73153,2009,1,KBO,LG,OF,131,129,3333,4,0,323,10,0,0.988,0,0,0,-
10183,73153,2009,1,KBO,LG,OF,2,2,51,0,0,7,0,0,1,0,0,0,-
10184,73153,2010,1,KBO,LG,OF,128,121,3234,2,0,232,3,1,0.992,0,0,0,-
10185,73153,2011,1,KBO,LG,OF,95,88,2304,0,0,205,3,1,1,0,0,0,-
10186,73153,2012,1,KBO,LG,OF,83,56,1662,0,0,141,5,0,1,0,0,0,-
10187,73153,2012,1,KBO,LG,OF,3,0,15,0,0,1,0,0,1,0,0,0,-
10188,73153,2012,1,KBO,LG,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
10189,73153,2013,1,KBO,LG,OF,82,33,1161,2,0,80,1,0,0.976,0,0,0,-
10190,73153,2013,1,KBO,LG,OF,8,3,81,0,0,5,0,0,1,0,0,0,-
10191,73153,2013,1,KBO,LG,OF,1,0,0,0,0,0,0,0,-,0,0,0,-
10192,73153,2014,1,KBO,KIA,OF,123,112,2874,3,0,248,4,2,0.988,0,0,0,-
10193,73153,2015,1,KBO,KT,OF,131,126,2943,2,0,213,3,1,0.991,0,0,0,-
10194,73153,2015,1,KBO,KT,OF,39,8,408,0,0,23,0,0,1,0,0,0,-
10195,73153,2015,1,KBO,KT,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
10196,73153,2016,1,KBO,KT,OF,117,107,2688,1,0,212,7,1,0.995,0,0,0,-
10197,73153,2016,1,KBO,KT,OF,49,28,771,1,0,40,1,0,0.976,0,0,0,-
10198,73153,2017,1,KBO,KT,OF,73,48,1314,2,0,102,0,0,0.981,0,0,0,-
10199,73153,2017,1,KBO,KT,OF,34,28,633,0,0,57,1,0,1,0,0,0,-
10200,73153,2019,1,KBO,KT,OF,1,0,3,0,0,1,0,0,1,0,0,0,-
10201,73153,2019,1,KBO,KT,OF,1,0,15,0,0,2,0,0,1,0,0,0,-
10202,73156,2003,1,KBO,LG,P,1,0,3,0,0,1,0,0,1,0,0,0,-
10203,73166,2003,1,KBO,LG,P,1,1,3,0,0,1,0,0,1,0,0,0,-
10204,73166,2004,1,KBO,LG,P,40,11,258,1,0,4,9,0,0.929,0,0,0,-
10205,73166,2005,1,KBO,LG,P,65,0,237,0,0,3,15,0,1,0,0,0,-
10206,73166,2006,1,KBO,LG,P,29,23,426,0,3,7,25,0,1,0,0,0,-
10207,73166,2007,1,KBO,LG,P,44,13,384,0,0,3,22,4,1,0,0,0,-
10208,73166,2008,1,KBO,LG,P,54,0,213,0,1,4,16,2,1,0,0,0,-
10209,73166,2009,1,KBO,LG,P,21,16,237,1,0,6,13,0,0.95,0,0,0,-
10210,73166,2010,1,KBO,LG,P,16,0,69,0,0,3,7,1,1,0,0,0,-
10211,73166,2012,1,KBO,LG,P,7,7,90,0,0,0,6,1,1,0,0,0,-
10212,73168,2003,1,KBO,LG,P,5,0,15,0,0,0,1,0,1,0,0,0,-
10213,73168,2004,1,KBO,LG,P,1,0,3,0,0,0,0,0,-,0,0,0,-
10214,73209,2003,1,KBO,Doosan,SS,40,18,570,9,0,32,64,17,0.914,0,0,0,-
10215,73209,2003,1,KBO,Doosan,2B,33,5,285,1,0,33,25,9,0.983,0,0,0,-
10216,73209,2003,1,KBO,Doosan,3B,12,3,111,0,0,2,14,2,1,0,0,0,-
10217,73209,2004,1,KBO,Doosan,SS,27,9,330,1,0,20,34,7,0.982,0,0,0,-
10218,73209,2004,1,KBO,Doosan,3B,19,1,96,0,0,2,2,0,1,0,0,0,-
10219,73209,2004,1,KBO,Doosan,2B,9,3,93,0,0,5,11,1,1,0,0,0,-
10220,73209,2005,1,KBO,Doosan,2B,58,22,762,1,0,76,72,27,0.993,0,0,0,-
10221,73209,2005,1,KBO,Doosan,3B,51,19,645,3,0,19,40,1,0.952,0,0,0,-
10222,73209,2005,1,KBO,Doosan,SS,6,1,57,0,0,2,7,2,1,0,0,0,-
10223,73209,2005,1,KBO,Doosan,C,1,0,21,0,0,3,1,0,1,0,1,1,50
10224,73209,2006,1,KBO,Doosan,3B,98,71,1938,11,0,55,147,6,0.948,0,0,0,-
10225,73209,2006,1,KBO,Doosan,SS,15,1,111,2,0,5,9,1,0.875,0,0,0,-
10226,73209,2006,1,KBO,Doosan,2B,6,6,102,0,0,8,6,2,1,0,0,0,-
10227,73209,2007,1,KBO,SK,SS,111,82,2367,14,0,147,293,67,0.969,0,0,0,-
10228,73209,2007,1,KBO,SK,3B,7,2,102,1,0,2,7,2,0.9,0,0,0,-
10229,73209,2008,1,KBO,SK,SS,118,104,2853,17,0,171,342,74,0.968,0,0,0,-
10230,73209,2009,1,KBO,SK,SS,118,109,2967,15,0,153,327,78,0.97,0,0,0,-
10231,73209,2010,1,KBO,SK,SS,97,84,2208,13,0,111,229,59,0.963,0,0,0,-
10232,73209,2010,1,KBO,SK,1B,4,2,48,0,0,13,2,4,1,0,0,0,-
10233,73209,2013,1,KBO,SK,SS,15,8,207,3,0,5,18,2,0.885,0,0,0,-
10234,73209,2014,1,KBO,SK,2B,127,120,3108,10,0,225,343,93,0.983,0,0,0,-
10235,73209,2015,1,KBO,SK,2B,82,58,1578,3,0,126,153,37,0.989,0,0,0,-
10236,73209,2015,1,KBO,SK,SS,13,8,249,2,0,13,26,7,0.951,0,0,0,-
10237,73209,2015,1,KBO,SK,3B,9,5,105,2,0,2,7,0,0.818,0,0,0,-
10238,73209,2016,1,KBO,SK,2B,9,6,138,1,0,8,9,3,0.944,0,0,0,-
10239,73209,2016,1,KBO,SK,1B,8,8,174,0,0,67,9,10,1,0,0,0,-
10240,73209,2016,1,KBO,SK,SS,3,1,30,1,0,1,3,1,0.8,0,0,0,-
10241,73209,2016,1,KBO,SK,3B,1,1,6,0,0,0,0,0,-,0,0,0,-
10242,73209,2017,1,KBO,SK,SS,76,64,1581,6,0,94,175,42,0.978,0,0,0,-
10243,73209,2017,1,KBO,SK,2B,32,27,600,0,0,48,68,17,1,0,0,0,-
10244,73209,2017,1,KBO,SK,3B,31,7,342,1,0,9,16,2,0.962,0,0,0,-
10245,73209,2017,1,KBO,SK,1B,17,9,225,0,0,66,4,6,1,0,0,0,-
10246,73209,2017,1,KBO,SK,C,1,0,3,0,0,1,0,0,1,0,0,0,-
10247,73209,2018,1,KBO,SK,SS,80,70,1770,11,0,93,192,41,0.963,0,0,0,-
10248,73209,2018,1,KBO,SK,3B,32,13,393,1,0,11,28,2,0.975,0,0,0,-
10249,73209,2018,1,KBO,SK,1B,16,6,225,0,0,55,6,8,1,0,0,0,-
10250,73209,2018,1,KBO,SK,2B,14,9,264,1,0,19,35,11,0.982,0,0,0,-
10251,73209,2019,1,KBO,SK,2B,61,49,1197,1,0,96,154,38,0.996,0,0,0,-
10252,73209,2019,1,KBO,SK,3B,17,5,198,0,0,2,15,1,1,0,0,0,-
10253,73209,2019,1,KBO,SK,1B,11,6,189,0,0,56,1,6,1,0,0,0,-
10254,73209,2020,1,KBO,KIA,3B,60,57,1458,8,0,35,102,16,0.945,0,0,0,-
10255,73209,2020,1,KBO,KIA,1B,3,1,39,1,0,12,2,5,0.933,0,0,0,-
10256,73209,2020,1,KBO,KIA,2B,1,0,3,0,0,0,0,0,-,0,0,0,-
10257,73209,2021,1,KBO,KIA,3B,9,3,129,0,0,3,7,2,1,0,0,0,-
10258,73209,2021,1,KBO,KIA,1B,4,1,30,0,0,10,1,0,1,0,0,0,-
10259,73211,2003,1,KBO,Doosan,P,5,4,57,0,0,0,3,0,1,0,0,0,-
10260,73211,2004,1,KBO,Doosan,P,20,10,147,0,0,0,8,1,1,0,0,0,-
10261,73211,2007,1,KBO,Doosan,P,29,2,132,0,0,3,3,0,1,0,0,0,-
10262,73211,2008,1,KBO,Doosan,P,3,0,24,0,0,0,1,0,1,0,0,0,-
10263,73211,2009,1,KBO,Doosan,P,9,3,72,0,0,1,4,1,1,0,0,0,-
10264,73211,2010,1,KBO,Doosan,P,6,0,27,0,0,1,0,0,1,0,0,0,-
10265,73211,2011,1,KBO,Doosan,P,44,1,186,2,1,4,9,0,0.867,0,0,0,-
10266,73211,2012,1,KBO,Doosan,P,42,18,438,0,1,13,27,2,1,0,0,0,-
10267,73211,2013,1,KBO,Doosan,P,30,30,540,0,3,9,37,5,1,0,0,0,-
10268,73211,2014,1,KBO,Doosan,P,29,19,327,4,0,8,14,1,0.846,0,0,0,-
10269,73211,2015,1,KBO,Doosan,P,47,0,174,1,1,5,8,0,0.929,0,0,0,-
10270,73211,2016,1,KBO,Lotte,P,22,20,282,1,2,9,16,1,0.962,0,0,0,-
10271,73211,2017,1,KBO,Lotte,P,9,1,42,0,0,0,1,0,1,0,0,0,-
10272,73211,2018,1,KBO,Lotte,P,33,19,396,0,2,10,15,0,1,0,0,0,-
10273,73211,2020,1,KBO,Lotte,P,25,24,399,1,1,6,18,1,0.96,0,0,0,-
10274,73211,2021,1,KBO,Lotte,P,14,11,168,0,2,1,9,0,1,0,0,0,-
10275,73211,2022,1,KBO,SSG,P,41,8,237,0,0,8,11,0,1,0,0,0,-
10276,73211,2023,1,KBO,SSG,P,76,0,249,1,0,6,8,1,0.933,0,0,0,-
10277,73211,2024,1,KBO,SSG,P,77,0,249,1,0,2,7,0,0.9,0,0,0,-
10278,73211,2025,1,KBO,SSG,P,29,0,90,0,0,0,6,0,1,0,0,0,-
10279,73213,2003,1,KBO,Doosan,SS,57,50,1194,7,0,75,131,31,0.967,0,0,0,-
10280,73213,2003,1,KBO,Doosan,2B,3,1,39,0,0,7,3,1,1,0,0,0,-
10281,73213,2004,1,KBO,Doosan,SS,122,117,2934,13,0,199,364,90,0.977,0,0,0,-
10282,73213,2005,1,KBO,Doosan,SS,126,125,3219,14,0,193,390,109,0.977,0,0,0,-
10283,73213,2006,1,KBO,Doosan,SS,126,125,3228,15,0,210,348,78,0.974,0,0,0,-
10284,73213,2009,1,KBO,Doosan,SS,121,118,2964,10,0,183,378,100,0.982,0,0,0,-
10285,73213,2010,1,KBO,Doosan,SS,128,123,3174,14,0,202,368,72,0.976,0,0,0,-
10286,73213,2011,1,KBO,Doosan,SS,92,89,2331,6,0,173,264,51,0.986,0,0,0,-
10287,73213,2012,1,KBO,Doosan,SS,85,83,2106,5,0,119,224,51,0.986,0,0,0,-
10288,73213,2013,1,KBO,Doosan,SS,92,63,1758,4,0,109,219,50,0.988,0,0,0,-
10289,73213,2014,1,KBO,NC,SS,97,95,2280,6,0,144,260,59,0.985,0,0,0,-
10290,73213,2015,1,KBO,NC,SS,140,137,3306,13,0,187,347,75,0.976,0,0,0,-
10291,73213,2016,1,KBO,NC,SS,110,103,2589,13,0,209,291,80,0.975,0,0,0,-
10292,73213,2017,1,KBO,NC,SS,123,107,2547,10,0,154,301,62,0.978,0,0,0,-
10293,73213,2018,1,KBO,NC,SS,66,49,1173,3,0,83,125,30,0.986,0,0,0,-
10294,73213,2019,1,KBO,NC,SS,67,35,1032,4,0,54,138,31,0.98,0,0,0,-
10295,73224,2004,1,KBO,Lotte,OF,5,2,69,0,0,6,0,0,1,0,0,0,-
10296,73224,2004,1,KBO,Lotte,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
10297,73226,2004,1,KBO,Doosan,P,2,1,15,0,0,1,0,0,1,0,0,0,-
10298,73226,2005,1,KBO,Doosan,P,72,3,255,0,1,2,15,2,1,0,0,0,-
10299,73226,2006,1,KBO,Doosan,P,21,0,57,0,0,1,3,0,1,0,0,0,-
10300,73226,2009,1,KBO,Doosan,P,9,2,51,1,0,2,2,1,0.8,0,0,0,-
10301,73226,2010,1,KBO,Doosan,P,9,4,57,0,0,0,5,0,1,0,0,0,-
10302,73226,2011,1,KBO,Doosan,P,31,6,159,0,0,2,9,0,1,0,0,0,-
10303,73226,2012,1,KBO,Lotte,P,69,0,159,0,0,2,9,2,1,0,0,0,-
10304,73226,2013,1,KBO,Lotte,P,58,0,177,0,0,3,6,0,1,0,0,0,-
10305,73226,2014,1,KBO,Lotte,P,46,0,120,1,0,3,6,0,0.9,0,0,0,-
10306,73226,2015,1,KBO,Lotte,P,45,0,117,0,0,2,5,0,1,0,0,0,-
10307,73226,2016,1,KBO,Doosan,P,39,0,111,0,0,3,2,0,1,0,0,0,-
10308,73226,2017,1,KBO,Doosan,P,45,0,132,0,0,2,4,0,1,0,0,0,-
10309,73228,2003,1,KBO,Doosan,P,6,0,6,0,0,0,0,0,-,0,0,0,-
10310,73228,2004,1,KBO,Doosan,P,34,17,243,1,0,5,8,0,0.929,0,0,0,-
10311,73228,2005,1,KBO,KIA,P,49,2,183,0,0,1,10,1,1,0,0,0,-
10312,73228,2006,1,KBO,KIA,P,44,15,300,1,0,6,12,2,0.947,0,0,0,-
10313,73228,2007,1,KBO,KIA,P,9,6,84,1,0,1,3,0,0.8,0,0,0,-
10314,73228,2008,1,KBO,SK,P,10,9,99,0,1,1,5,0,1,0,0,0,-
10315,73228,2009,1,KBO,SK,P,49,11,399,0,0,9,14,0,1,0,0,0,-
10316,73228,2010,1,KBO,SK,P,27,7,201,0,0,2,10,2,1,0,0,0,-
10317,73228,2011,1,KBO,SK,P,51,4,276,2,0,1,15,0,0.889,0,0,0,-
10318,73228,2016,1,KBO,SK,P,1,1,0,0,0,0,0,0,-,0,0,0,-
10319,73229,2003,1,KBO,Doosan,P,39,20,477,0,0,7,28,0,1,0,0,0,-
10320,73231,2003,1,KBO,Doosan,SS,1,0,3,0,0,1,1,1,1,0,0,0,-
10321,73231,2004,1,KBO,Doosan,SS,3,0,6,0,0,0,0,0,-,0,0,0,-
10322,73231,2004,1,KBO,Doosan,2B,1,0,3,0,0,0,0,0,-,0,0,0,-
10323,73231,2004,1,KBO,Doosan,3B,1,0,9,0,0,2,1,0,1,0,0,0,-
10324,73232,2003,1,KBO,Doosan,C,17,5,198,2,0,39,1,1,0.952,0,10,1,9.1
10325,73232,2008,1,KBO,Woori,C,1,0,6,1,0,4,0,0,0.8,0,1,0,0
10326,73233,2003,1,KBO,Doosan,3B,27,25,642,6,0,23,58,4,0.931,0,0,0,-
10327,73233,2003,1,KBO,Doosan,1B,10,9,219,0,0,77,10,6,1,0,0,0,-
10328,73233,2003,1,KBO,Doosan,SS,8,6,165,2,0,7,16,1,0.92,0,0,0,-
10329,73241,2003,1,KBO,Doosan,P,5,0,9,0,0,0,0,0,-,0,0,0,-
10330,73241,2004,1,KBO,Doosan,P,43,3,234,1,2,5,8,0,0.929,0,0,0,-
10331,73241,2005,1,KBO,Doosan,P,51,0,168,0,1,0,9,0,1,0,0,0,-
10332,73241,2006,1,KBO,Doosan,P,53,0,162,0,0,5,8,1,1,0,0,0,-
10333,73241,2007,1,KBO,Doosan,P,52,2,177,0,1,4,4,0,1,0,0,0,-
10334,73241,2008,1,KBO,Doosan,P,42,3,159,1,0,3,12,0,0.938,0,0,0,-
10335,73241,2009,1,KBO,Doosan,P,32,11,282,1,0,6,6,1,0.923,0,0,0,-
10336,73241,2010,1,KBO,Doosan,P,63,0,234,1,1,2,8,0,0.909,0,0,0,-
10337,73241,2011,1,KBO,Doosan,P,45,0,189,0,1,5,18,1,1,0,0,0,-
10338,73241,2012,1,KBO,Doosan,P,4,0,12,0,0,0,3,0,1,0,0,0,-
10339,73241,2013,1,KBO,Doosan,P,55,0,156,1,1,2,7,1,0.9,0,0,0,-
10340,73241,2014,1,KBO,Doosan,P,53,0,159,0,0,1,4,0,1,0,0,0,-
10341,73241,2015,1,KBO,Lotte,P,10,0,18,0,0,0,1,0,1,0,0,0,-
10342,73241,2016,1,KBO,Doosan,P,46,0,156,0,0,2,6,2,1,0,0,0,-
10343,73246,2003,1,KBO,Doosan,OF,4,3,66,0,0,6,1,1,1,0,0,0,-
10344,73248,2003,1,KBO,Doosan,P,34,0,153,0,0,2,3,0,1,0,0,0,-
10345,73248,2005,1,KBO,Doosan,P,7,0,27,0,0,0,0,0,-,0,0,0,-
10346,73248,2006,1,KBO,Doosan,P,61,1,243,1,0,3,11,0,0.933,0,0,0,-
10347,73248,2007,1,KBO,Doosan,P,42,8,249,0,0,2,6,0,1,0,0,0,-
10348,73248,2010,1,KBO,Doosan,P,25,0,120,0,0,1,2,0,1,0,0,0,-
10349,73248,2011,1,KBO,Doosan,P,24,11,195,1,0,3,10,2,0.929,0,0,0,-
