kbofID,playerID,yearID,stint,lgID,teamID,POS,G,GS,InnOuts,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS_pct
1,50007,2022,1,KBO,KT,SS,1,0,15,0,0,1,1,0,1,0,0,0,-
2,50007,2022,1,KBO,KT,2B,1,0,9,0,0,1,0,0,1,0,0,0,-
3,50007,2023,1,KBO,KT,2B,2,1,24,1,0,1,0,0,0.5,0,0,0,-
4,50007,2023,1,KBO,KT,SS,1,0,6,0,0,0,0,0,-,0,0,0,-
5,50030,2020,1,KBO,KT,P,26,24,399,0,0,8,17,0,1,0,0,0,-
6,50030,2021,1,KBO,KT,P,24,24,357,1,0,14,17,2,0.969,0,0,0,-
7,50030,2022,1,KBO,KT,P,27,27,513,1,1,12,25,2,0.974,0,0,0,-
8,50030,2023,1,KBO,KT,P,3,3,33,1,1,2,2,1,0.8,0,0,0,-
9,50030,2024,1,KBO,KT,P,6,0,24,0,0,2,1,0,1,0,0,0,-
10,50030,2025,1,KBO,KT,P,9,9,162,1,0,6,17,2,0.958,0,0,0,-
11,50036,2020,1,KBO,KT,P,4,0,15,0,0,0,1,0,1,0,0,0,-
12,50036,2021,1,KBO,Lotte,P,15,0,24,0,0,0,0,0,-,0,0,0,-
13,50036,2022,1,KBO,Lotte,P,13,0,27,0,0,3,0,0,1,0,0,0,-
14,50036,2025,1,KBO,Kiwoom,P,21,0,51,2,0,0,3,1,0.6,0,0,0,-
15,50040,2020,1,KBO,KT,P,35,34,621,0,0,14,23,2,1,0,0,0,-
16,50040,2021,1,KBO,KT,P,33,33,564,1,0,9,36,0,0.978,0,0,0,-
17,50040,2022,1,KBO,KT,P,30,29,489,1,1,17,20,2,0.974,0,0,0,-
18,50054,2020,1,KBO,KT,2B,35,9,324,3,0,22,34,5,0.949,0,0,0,-
19,50054,2020,1,KBO,KT,3B,20,5,183,0,0,4,15,2,1,0,0,0,-
20,50054,2020,1,KBO,KT,SS,4,1,33,0,0,1,5,1,1,0,0,0,-
21,50054,2020,1,KBO,KT,1B,1,0,3,0,0,0,1,0,1,0,0,0,-
22,50054,2021,1,KBO,KT,1B,12,2,111,1,0,31,0,2,0.969,0,0,0,-
23,50054,2021,1,KBO,KT,2B,9,4,93,0,0,4,11,2,1,0,0,0,-
24,50054,2021,1,KBO,KT,3B,8,1,63,2,0,0,5,1,0.714,0,0,0,-
25,50054,2024,1,KBO,KT,2B,55,49,1209,4,0,73,116,27,0.979,0,0,0,-
26,50054,2024,1,KBO,KT,OF,7,4,99,0,0,7,1,1,1,0,0,0,-
27,50054,2024,1,KBO,KT,3B,3,0,33,0,0,1,4,0,1,0,0,0,-
28,50054,2024,1,KBO,KT,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
29,50054,2025,1,KBO,KT,2B,20,14,357,2,0,25,50,11,0.974,0,0,0,-
30,50054,2025,1,KBO,KT,1B,5,1,39,0,0,17,1,4,1,0,0,0,-
31,50066,2020,1,KBO,KT,C,25,6,243,1,1,50,11,2,0.984,3,5,2,28.6
32,50066,2023,1,KBO,KT,C,46,24,705,1,0,175,11,1,0.995,0,14,2,12.5
33,50066,2023,1,KBO,KT,1B,1,0,3,1,0,1,0,0,0.5,0,0,0,-
34,50066,2024,1,KBO,KT,C,17,5,243,2,0,71,3,0,0.974,2,4,2,33.3
35,50066,2025,1,KBO,KT,C,10,3,123,2,0,33,4,0,0.949,0,1,0,0
36,50092,2024,1,KBO,KT,3B,8,4,108,0,0,1,2,0,1,0,0,0,-
37,50092,2024,1,KBO,KT,SS,2,0,9,1,0,1,1,0,0.667,0,0,0,-
38,50092,2025,1,KBO,KT,1B,8,1,66,0,0,18,2,4,1,0,0,0,-
39,50092,2025,1,KBO,KT,SS,3,0,30,0,0,0,3,1,1,0,0,0,-
40,50106,2023,1,KBO,LG,P,67,0,204,1,0,7,11,2,0.947,0,0,0,-
41,50106,2024,1,KBO,LG,P,62,0,189,0,0,4,4,0,1,0,0,0,-
42,50108,2024,1,KBO,LG,OF,4,3,63,0,0,5,0,0,1,0,0,0,-
43,50108,2024,1,KBO,LG,OF,2,0,6,0,0,0,0,0,-,0,0,0,-
44,50108,2025,1,KBO,LG,OF,7,5,123,0,0,14,0,0,1,0,0,0,-
45,50108,2025,1,KBO,LG,OF,6,0,33,0,0,3,0,0,1,0,0,0,-
46,50109,2020,1,KBO,LG,P,4,0,12,0,0,1,0,0,1,0,0,0,-
47,50109,2024,1,KBO,KT,P,30,1,96,1,0,1,8,0,0.9,0,0,0,-
48,50115,2024,1,KBO,LG,2B,2,0,12,1,0,1,3,2,0.8,0,0,0,-
49,50115,2024,1,KBO,LG,3B,1,0,6,0,0,0,0,0,-,0,0,0,-
50,50126,2020,1,KBO,LG,P,20,16,291,0,1,6,10,2,1,0,0,0,-
51,50126,2021,1,KBO,LG,P,25,22,345,4,1,7,17,3,0.857,0,0,0,-
52,50126,2022,1,KBO,LG,P,26,26,357,2,0,5,11,2,0.889,0,0,0,-
53,50126,2023,1,KBO,LG,P,5,5,57,1,0,0,6,0,0.857,0,0,0,-
54,50150,2020,1,KBO,LG,3B,12,8,186,2,0,2,8,0,0.833,0,0,0,-
55,50150,2020,1,KBO,LG,1B,3,0,12,0,0,4,0,0,1,0,0,0,-
56,50150,2020,1,KBO,LG,SS,2,0,12,0,0,0,2,0,1,0,0,0,-
57,50150,2020,1,KBO,LG,2B,1,0,9,0,0,0,0,0,-,0,0,0,-
58,50150,2021,1,KBO,LG,SS,6,1,66,1,0,4,8,0,0.923,0,0,0,-
59,50150,2021,1,KBO,LG,3B,2,1,27,1,0,0,0,0,0,0,0,0,-
60,50150,2022,1,KBO,LG,2B,20,19,438,5,0,35,41,14,0.938,0,0,0,-
61,50150,2022,1,KBO,LG,SS,13,3,111,0,0,6,15,2,1,0,0,0,-
62,50150,2022,1,KBO,LG,3B,3,0,18,0,0,0,2,0,1,0,0,0,-
63,50150,2022,1,KBO,LG,1B,2,0,12,0,0,5,1,0,1,0,0,0,-
64,50150,2023,1,KBO,LG,SS,13,7,198,4,0,19,18,8,0.902,0,0,0,-
65,50150,2023,1,KBO,LG,2B,7,2,87,0,0,5,10,1,1,0,0,0,-
66,50150,2023,1,KBO,LG,1B,5,0,18,0,0,4,0,1,1,0,0,0,-
67,50150,2023,1,KBO,LG,3B,2,1,15,1,0,1,2,0,0.75,0,0,0,-
68,50150,2024,1,KBO,Lotte,3B,80,73,1920,13,0,58,116,12,0.93,0,0,0,-
69,50150,2024,1,KBO,Lotte,2B,20,15,330,0,0,24,34,11,1,0,0,0,-
70,50150,2024,1,KBO,Lotte,SS,6,4,117,1,0,8,9,3,0.944,0,0,0,-
71,50150,2025,1,KBO,Lotte,3B,39,38,993,8,0,30,69,9,0.925,0,0,0,-
72,50157,2020,1,KBO,LG,P,23,11,201,0,0,2,6,0,1,0,0,0,-
73,50157,2021,1,KBO,LG,P,35,3,198,0,0,4,9,0,1,0,0,0,-
74,50157,2022,1,KBO,LG,P,23,23,342,2,1,4,24,1,0.933,0,0,0,-
75,50157,2023,1,KBO,LG,P,17,16,222,0,0,4,7,0,1,0,0,0,-
76,50157,2024,1,KBO,LG,P,1,1,9,0,0,0,0,0,-,0,0,0,-
77,50165,2020,1,KBO,LG,1B,104,103,2481,6,0,799,57,84,0.993,0,0,0,-
78,50165,2021,1,KBO,LG,1B,37,37,861,4,0,286,24,35,0.987,0,0,0,-
79,50167,2021,1,KBO,LG,1B,4,3,66,0,0,24,1,2,1,0,0,0,-
80,50167,2021,1,KBO,LG,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
81,50167,2021,1,KBO,LG,OF,1,0,9,0,0,0,0,0,-,0,0,0,-
82,50167,2023,1,KBO,Kiwoom,OF,25,24,621,0,0,75,0,0,1,0,0,0,-
83,50167,2023,1,KBO,Kiwoom,OF,9,6,183,0,0,16,0,0,1,0,0,0,-
84,50167,2023,1,KBO,Kiwoom,OF,7,2,87,0,0,5,0,0,1,0,0,0,-
85,50167,2024,1,KBO,Kiwoom,OF,58,50,1293,2,0,108,3,0,0.982,0,0,0,-
86,50167,2024,1,KBO,Kiwoom,OF,48,40,1023,1,0,102,1,0,0.99,0,0,0,-
87,50167,2024,1,KBO,Kiwoom,OF,1,1,12,0,0,0,0,0,-,0,0,0,-
88,50167,2025,1,KBO,Kiwoom,OF,38,36,912,0,0,109,1,0,1,0,0,0,-
89,50202,2020,1,KBO,Doosan,OF,33,0,180,0,0,15,0,0,1,0,0,0,-
90,50202,2020,1,KBO,Doosan,OF,23,0,162,0,0,16,1,0,1,0,0,0,-
91,50202,2020,1,KBO,Doosan,OF,9,0,78,0,0,8,0,0,1,0,0,0,-
92,50202,2021,1,KBO,Doosan,OF,52,3,321,0,0,27,0,0,1,0,0,0,-
93,50202,2021,1,KBO,Doosan,OF,18,0,96,0,0,6,1,0,1,0,0,0,-
94,50202,2021,1,KBO,Doosan,OF,11,1,81,0,0,6,0,0,1,0,0,0,-
95,50202,2022,1,KBO,Doosan,OF,52,39,1098,6,0,82,4,0,0.935,0,0,0,-
96,50202,2022,1,KBO,Doosan,OF,22,18,393,1,0,33,1,0,0.971,0,0,0,-
97,50202,2022,1,KBO,Doosan,OF,6,0,39,0,0,3,0,0,1,0,0,0,-
98,50202,2023,1,KBO,Lotte,OF,61,32,936,3,0,92,4,0,0.97,0,0,0,-
99,50202,2023,1,KBO,Lotte,OF,30,18,429,0,0,48,1,0,1,0,0,0,-
100,50202,2023,1,KBO,Lotte,OF,27,18,471,0,0,46,1,1,1,0,0,0,-
101,50203,2020,1,KBO,Doosan,P,14,0,39,0,0,0,1,0,1,0,0,0,-
102,50203,2021,1,KBO,Doosan,P,24,0,60,0,0,1,3,0,1,0,0,0,-
103,50203,2022,1,KBO,Doosan,P,10,0,27,0,0,0,2,1,1,0,0,0,-
104,50203,2024,1,KBO,Doosan,P,8,0,27,1,0,1,1,0,0.667,0,0,0,-
105,50204,2020,1,KBO,Doosan,1B,4,0,15,0,0,7,0,0,1,0,0,0,-
106,50204,2020,1,KBO,Doosan,3B,1,0,3,0,0,1,1,0,1,0,0,0,-
107,50204,2020,1,KBO,Doosan,2B,1,0,3,0,0,0,0,0,-,0,0,0,-
108,50204,2020,1,KBO,Doosan,SS,1,0,3,0,0,0,0,0,-,0,0,0,-
109,50204,2021,1,KBO,Doosan,1B,14,0,60,0,0,20,3,1,1,0,0,0,-
110,50204,2021,1,KBO,Doosan,3B,6,0,27,0,0,1,1,0,1,0,0,0,-
111,50204,2021,1,KBO,Doosan,2B,1,0,6,0,0,0,0,0,-,0,0,0,-
112,50204,2021,1,KBO,Doosan,OF,1,1,6,0,0,0,0,0,-,0,0,0,-
113,50204,2021,1,KBO,Doosan,SS,1,0,12,0,0,3,1,0,1,0,0,0,-
114,50204,2023,1,KBO,Doosan,1B,12,3,123,0,0,36,1,3,1,0,0,0,-
115,50204,2023,1,KBO,Doosan,3B,3,1,18,0,0,0,1,0,1,0,0,0,-
116,50204,2023,1,KBO,Doosan,SS,2,0,12,0,0,0,0,0,-,0,0,0,-
117,50204,2025,1,KBO,Doosan,1B,8,0,36,0,0,6,0,2,1,0,0,0,-
118,50204,2025,1,KBO,Doosan,3B,5,0,18,0,0,2,2,0,1,0,0,0,-
119,50204,2025,1,KBO,Doosan,SS,5,1,54,1,0,2,5,1,0.875,0,0,0,-
120,50204,2025,1,KBO,Doosan,OF,2,0,6,0,0,0,0,0,-,0,0,0,-
121,50205,2021,1,KBO,Doosan,P,10,0,33,0,0,0,1,0,1,0,0,0,-
122,50205,2022,1,KBO,Doosan,P,8,0,18,0,0,0,1,0,1,0,0,0,-
123,50206,2024,1,KBO,Doosan,P,11,0,27,0,0,1,0,0,1,0,0,0,-
124,50206,2025,1,KBO,Doosan,P,3,0,3,0,0,0,0,0,-,0,0,0,-
125,50208,2020,1,KBO,Doosan,2B,2,0,12,0,0,1,1,0,1,0,0,0,-
126,50208,2021,1,KBO,Doosan,2B,1,0,3,0,0,1,0,0,1,0,0,0,-
127,50208,2021,1,KBO,Doosan,SS,1,0,3,0,0,0,0,0,-,0,0,0,-
128,50208,2021,1,KBO,Doosan,3B,1,0,9,0,0,0,0,0,-,0,0,0,-
129,50208,2024,1,KBO,Doosan,2B,1,0,3,0,0,0,0,0,-,0,0,0,-
130,50208,2025,1,KBO,Doosan,2B,22,16,408,1,0,35,37,9,0.986,0,0,0,-
131,50208,2025,1,KBO,Doosan,SS,16,15,384,2,0,28,39,3,0.971,0,0,0,-
132,50208,2025,1,KBO,Doosan,3B,7,7,171,0,0,4,9,0,1,0,0,0,-
133,50208,2025,1,KBO,Doosan,1B,1,0,0,0,0,0,0,0,-,0,0,0,-
134,50211,2023,1,KBO,Doosan,P,1,0,6,0,0,0,0,0,-,0,0,0,-
135,50234,2020,1,KBO,Doosan,P,21,21,348,0,0,4,8,0,1,0,0,0,-
136,50244,2024,1,KBO,Doosan,C,3,0,21,0,0,8,1,0,1,0,0,0,-
137,50262,2020,1,KBO,Doosan,P,4,0,9,0,0,0,1,0,1,0,0,0,-
138,50293,2020,1,KBO,Doosan,OF,9,4,114,0,0,10,0,0,1,0,0,0,-
139,50293,2020,1,KBO,Doosan,OF,6,1,30,0,0,1,1,0,1,0,0,0,-
140,50293,2022,1,KBO,Doosan,OF,26,21,489,1,0,35,1,0,0.973,0,0,0,-
141,50293,2022,1,KBO,Doosan,OF,11,2,93,0,0,10,0,0,1,0,0,0,-
142,50293,2023,1,KBO,Doosan,OF,34,22,636,0,0,50,3,2,1,0,0,0,-
143,50293,2023,1,KBO,Doosan,OF,6,0,30,0,0,2,0,0,1,0,0,0,-
144,50293,2024,1,KBO,Doosan,OF,7,2,84,0,0,4,0,0,1,0,0,0,-
145,50293,2024,1,KBO,Doosan,OF,3,0,18,0,0,0,0,0,-,0,0,0,-
146,50296,2020,1,KBO,Doosan,P,4,1,18,0,0,0,0,0,-,0,0,0,-
147,50296,2021,1,KBO,Doosan,P,6,1,30,0,0,0,1,0,1,0,0,0,-
148,50298,2020,1,KBO,Doosan,P,3,0,9,0,0,0,0,0,-,0,0,0,-
149,50298,2021,1,KBO,Doosan,P,1,0,3,0,0,0,0,0,-,0,0,0,-
150,50300,2020,1,KBO,Kiwoom,3B,8,8,198,2,0,5,14,2,0.905,0,0,0,-
151,50300,2020,1,KBO,Kiwoom,OF,2,2,45,0,0,6,0,0,1,0,0,0,-
152,50300,2020,1,KBO,Kiwoom,1B,1,0,3,0,0,0,0,0,-,0,0,0,-
153,50304,2020,1,KBO,Kiwoom,2B,1,0,3,0,0,0,1,0,1,0,0,0,-
154,50304,2021,1,KBO,Kiwoom,2B,5,2,72,1,0,5,7,1,0.923,0,0,0,-
155,50304,2021,1,KBO,Kiwoom,SS,3,0,9,0,0,0,2,1,1,0,0,0,-
156,50304,2023,1,KBO,Kiwoom,2B,7,6,132,0,0,10,10,2,1,0,0,0,-
157,50304,2023,1,KBO,Kiwoom,SS,3,0,33,1,0,4,3,1,0.875,0,0,0,-
158,50304,2024,1,KBO,Kiwoom,SS,22,19,438,2,0,17,39,9,0.966,0,0,0,-
159,50304,2024,1,KBO,Kiwoom,2B,5,2,54,0,0,3,6,1,1,0,0,0,-
160,50304,2024,1,KBO,Kiwoom,3B,1,0,6,0,0,0,1,0,1,0,0,0,-
161,50312,2021,1,KBO,Kiwoom,SS,28,16,387,5,0,22,44,9,0.93,0,0,0,-
162,50312,2021,1,KBO,Kiwoom,2B,22,0,99,0,0,10,10,2,1,0,0,0,-
163,50312,2021,1,KBO,Kiwoom,3B,2,0,6,0,0,0,1,0,1,0,0,0,-
164,50312,2022,1,KBO,Kiwoom,SS,66,16,588,2,0,31,76,20,0.982,0,0,0,-
165,50312,2022,1,KBO,Kiwoom,2B,12,0,48,0,0,7,4,1,1,0,0,0,-
166,50312,2023,1,KBO,Kiwoom,SS,14,4,111,2,0,9,13,3,0.917,0,0,0,-
167,50312,2023,1,KBO,Kiwoom,2B,8,0,42,0,0,2,5,1,1,0,0,0,-
168,50312,2023,1,KBO,Kiwoom,3B,1,0,3,0,0,0,0,0,-,0,0,0,-
169,50312,2024,1,KBO,Kiwoom,SS,1,0,3,0,0,0,0,0,-,0,0,0,-
170,50350,2020,1,KBO,Kiwoom,2B,38,35,909,4,0,65,115,23,0.978,0,0,0,-
171,50350,2020,1,KBO,Kiwoom,SS,28,21,573,8,0,41,64,12,0.929,0,0,0,-
172,50350,2023,1,KBO,Kiwoom,SS,51,49,1221,3,0,68,113,24,0.984,0,0,0,-
173,50354,2021,1,KBO,Kiwoom,P,2,0,6,0,0,0,0,0,-,0,0,0,-
174,50354,2023,1,KBO,Kiwoom,P,11,2,39,1,0,1,0,0,0.5,0,0,0,-
175,50354,2024,1,KBO,Kiwoom,P,12,9,129,2,0,4,9,0,0.867,0,0,0,-
176,50357,2020,1,KBO,Kiwoom,OF,7,3,66,1,0,6,0,0,0.857,0,0,0,-
177,50357,2020,1,KBO,Kiwoom,OF,1,0,3,0,0,0,0,0,-,0,0,0,-
178,50357,2021,1,KBO,Kiwoom,OF,11,5,159,0,0,20,0,0,1,0,0,0,-
179,50357,2021,1,KBO,Kiwoom,1B,1,1,21,0,0,11,0,1,1,0,0,0,-
180,50357,2022,1,KBO,Kiwoom,OF,10,8,177,0,0,15,0,0,1,0,0,0,-
181,50357,2022,1,KBO,Kiwoom,OF,3,1,54,0,0,3,0,0,1,0,0,0,-
182,50357,2023,1,KBO,Kiwoom,OF,10,7,153,0,0,10,0,0,1,0,0,0,-
183,50357,2023,1,KBO,Kiwoom,1B,9,9,165,0,0,51,2,7,1,0,0,0,-
184,50357,2023,1,KBO,Kiwoom,OF,1,0,0,0,0,0,0,0,-,0,0,0,-
185,50357,2024,1,KBO,Kiwoom,OF,17,13,297,0,0,25,1,0,1,0,0,0,-
186,50357,2024,1,KBO,Kiwoom,OF,4,1,27,0,0,3,0,0,1,0,0,0,-
187,50357,2024,1,KBO,Kiwoom,1B,3,1,30,0,0,11,0,4,1,0,0,0,-
188,50357,2025,1,KBO,Kiwoom,OF,17,8,240,0,0,29,1,1,1,0,0,0,-
189,50357,2025,1,KBO,Kiwoom,OF,15,10,279,1,0,21,0,0,0.955,0,0,0,-
190,50357,2025,1,KBO,Kiwoom,OF,6,4,105,0,0,20,1,1,1,0,0,0,-
191,50357,2025,1,KBO,Kiwoom,1B,3,0,15,0,0,2,0,1,1,0,0,0,-
192,50360,2020,1,KBO,Kiwoom,P,8,0,24,0,0,1,1,0,1,0,0,0,-
193,50360,2021,1,KBO,Kiwoom,P,40,8,246,2,1,1,14,2,0.882,0,0,0,-
194,50360,2022,1,KBO,Kiwoom,P,24,0,78,0,0,3,7,2,1,0,0,0,-
195,50360,2023,1,KBO,Kiwoom,P,35,2,117,1,0,1,6,1,0.875,0,0,0,-
196,50360,2024,1,KBO,Kiwoom,P,17,0,66,0,0,1,3,0,1,0,0,0,-
197,50365,2020,1,KBO,Kiwoom,2B,3,0,12,0,0,2,2,1,1,0,0,0,-
198,50365,2020,1,KBO,Kiwoom,3B,2,0,12,0,0,0,0,0,-,0,0,0,-
199,50365,2020,1,KBO,Kiwoom,SS,1,0,3,0,0,0,0,0,-,0,0,0,-
200,50365,2021,1,KBO,Kiwoom,2B,5,2,63,0,0,6,7,0,1,0,0,0,-
201,50365,2021,1,KBO,Kiwoom,SS,3,0,21,0,0,2,4,2,1,0,0,0,-
202,50365,2021,1,KBO,Kiwoom,1B,2,0,6,0,0,1,0,0,1,0,0,0,-
203,50365,2021,1,KBO,Kiwoom,3B,2,1,30,0,0,0,3,0,1,0,0,0,-
204,50393,2021,1,KBO,Kiwoom,P,3,0,9,0,0,0,0,0,-,0,0,0,-
205,50393,2024,1,KBO,Kiwoom,P,37,0,108,0,0,2,3,0,1,0,0,0,-
206,50397,2020,1,KBO,Kiwoom,P,1,0,0,0,0,0,0,0,-,0,0,0,-
207,50397,2021,1,KBO,Kiwoom,P,2,0,0,0,0,0,0,0,-,0,0,0,-
208,50404,2020,1,KBO,Samsung,P,27,27,522,1,0,7,25,2,0.97,0,0,0,-
209,50404,2021,1,KBO,Samsung,P,30,30,531,0,0,14,20,3,1,0,0,0,-
210,50404,2022,1,KBO,Samsung,P,26,26,480,1,0,21,20,1,0.976,0,0,0,-
211,50404,2023,1,KBO,Samsung,P,30,30,564,2,1,15,40,2,0.965,0,0,0,-
212,50411,2022,1,KBO,Samsung,P,8,0,18,0,0,0,1,0,1,0,0,0,-
213,50430,2020,1,KBO,Samsung,P,1,0,3,0,0,0,1,0,1,0,0,0,-
214,50430,2023,1,KBO,Samsung,P,3,0,9,0,0,0,0,0,-,0,0,0,-
215,50430,2024,1,KBO,Samsung,P,4,0,18,0,0,2,3,0,1,0,0,0,-
216,50441,2020,1,KBO,Samsung,P,1,0,3,0,0,0,0,0,-,0,0,0,-
217,50441,2022,1,KBO,Samsung,P,16,13,198,0,0,5,5,1,1,0,0,0,-
218,50441,2023,1,KBO,Samsung,P,7,7,93,0,0,1,2,0,1,0,0,0,-
219,50441,2024,1,KBO,Samsung,P,15,6,126,1,0,2,6,0,0.889,0,0,0,-
220,50441,2025,1,KBO,Samsung,P,5,1,21,0,0,0,1,0,1,0,0,0,-
221,50449,2020,1,KBO,Samsung,P,11,11,135,0,0,0,5,0,1,0,0,0,-
222,50449,2021,1,KBO,Samsung,P,1,1,9,0,0,0,1,0,1,0,0,0,-
223,50449,2022,1,KBO,Samsung,P,12,12,165,0,0,0,4,0,1,0,0,0,-
224,50449,2023,1,KBO,Samsung,P,7,1,30,0,0,0,1,0,1,0,0,0,-
225,50458,2020,1,KBO,Samsung,2B,74,30,984,5,0,78,112,16,0.974,0,0,0,-
226,50458,2020,1,KBO,Samsung,SS,37,27,699,4,0,47,68,13,0.966,0,0,0,-
227,50458,2020,1,KBO,Samsung,3B,13,6,192,0,0,5,11,2,1,0,0,0,-
228,50458,2020,1,KBO,Samsung,OF,3,3,78,0,0,6,0,0,1,0,0,0,-
229,50458,2020,1,KBO,Samsung,OF,2,0,15,1,0,1,0,0,0.5,0,0,0,-
230,50458,2021,1,KBO,Samsung,SS,90,73,1797,15,0,90,172,34,0.946,0,0,0,-
231,50458,2021,1,KBO,Samsung,2B,36,10,390,3,0,27,44,10,0.959,0,0,0,-
232,50458,2021,1,KBO,Samsung,3B,5,4,99,1,0,0,11,0,0.917,0,0,0,-
233,50458,2022,1,KBO,Samsung,2B,96,83,2202,18,0,194,251,55,0.961,0,0,0,-
234,50458,2022,1,KBO,Samsung,SS,15,11,297,4,0,14,32,8,0.92,0,0,0,-
235,50458,2023,1,KBO,Samsung,2B,91,84,2088,16,0,170,224,45,0.961,0,0,0,-
236,50458,2024,1,KBO,Samsung,OF,117,103,2577,3,0,259,0,0,0.989,0,0,0,-
237,50458,2024,1,KBO,Samsung,2B,10,0,42,0,0,3,1,0,1,0,0,0,-
238,50458,2025,1,KBO,Samsung,OF,21,19,444,0,0,40,0,0,1,0,0,0,-
239,50464,2020,1,KBO,Samsung,P,7,5,78,0,0,0,5,2,1,0,0,0,-
240,50464,2021,1,KBO,Samsung,P,11,11,105,0,0,2,8,1,1,0,0,0,-
241,50464,2022,1,KBO,Samsung,P,2,0,15,0,0,0,0,0,-,0,0,0,-
242,50464,2024,1,KBO,Samsung,P,25,8,141,0,0,1,5,0,1,0,0,0,-
243,50464,2025,1,KBO,Samsung,P,15,0,57,0,0,3,4,0,1,0,0,0,-
244,50468,2020,1,KBO,Samsung,OF,16,11,288,0,0,19,0,0,1,0,0,0,-
245,50468,2020,1,KBO,Samsung,1B,15,12,279,1,0,68,7,8,0.987,0,0,0,-
246,50468,2020,1,KBO,Samsung,3B,13,10,249,2,0,8,6,1,0.875,0,0,0,-
247,50468,2020,1,KBO,Samsung,SS,6,6,138,2,0,9,19,6,0.933,0,0,0,-
248,50469,2020,1,KBO,Samsung,1B,11,11,252,2,0,65,9,6,0.974,0,0,0,-
249,50469,2020,1,KBO,Samsung,OF,8,8,195,0,0,9,0,0,1,0,0,0,-
250,50469,2020,1,KBO,Samsung,OF,6,6,141,0,0,6,0,0,1,0,0,0,-
251,50500,2022,1,KBO,Lotte,OF,54,49,1164,5,0,94,1,1,0.95,0,0,0,-
252,50500,2022,1,KBO,Lotte,OF,36,21,621,2,0,42,0,0,0.955,0,0,0,-
253,50500,2022,1,KBO,Lotte,OF,13,11,285,0,0,22,1,0,1,0,0,0,-
254,50500,2023,1,KBO,Lotte,OF,60,36,1011,1,0,96,2,0,0.99,0,0,0,-
255,50500,2023,1,KBO,Lotte,OF,14,9,204,0,0,21,0,0,1,0,0,0,-
256,50500,2023,1,KBO,Lotte,OF,2,1,27,0,0,3,0,0,1,0,0,0,-
257,50500,2024,1,KBO,Lotte,OF,65,57,1359,2,0,87,3,1,0.978,0,0,0,-
258,50500,2024,1,KBO,Lotte,OF,57,27,873,2,0,58,2,0,0.968,0,0,0,-
259,50500,2024,1,KBO,Lotte,OF,2,0,12,0,0,1,0,0,1,0,0,0,-
260,50500,2025,1,KBO,Lotte,OF,27,27,627,2,0,40,1,0,0.953,0,0,0,-
261,50500,2025,1,KBO,Lotte,OF,1,0,9,0,0,1,0,0,1,0,0,0,-
262,50506,2020,1,KBO,Lotte,SS,144,139,3540,10,0,228,380,88,0.984,0,0,0,-
263,50506,2021,1,KBO,Lotte,SS,133,127,3228,11,0,235,337,78,0.981,0,0,0,-
264,50524,2020,1,KBO,Lotte,P,25,25,390,5,0,4,29,3,0.868,0,0,0,-
265,50556,2020,1,KBO,Lotte,P,31,0,87,0,0,3,5,0,1,0,0,0,-
266,50556,2021,1,KBO,Lotte,P,44,0,141,1,0,1,7,1,0.889,0,0,0,-
267,50556,2022,1,KBO,Lotte,P,68,0,213,0,0,6,9,1,1,0,0,0,-
268,50556,2023,1,KBO,Lotte,P,47,0,141,0,0,3,10,2,1,0,0,0,-
269,50556,2024,1,KBO,Lotte,P,27,0,63,0,1,1,3,0,1,0,0,0,-
270,50556,2025,1,KBO,Lotte,P,5,0,15,1,0,0,1,0,0.5,0,0,0,-
271,50558,2020,1,KBO,Lotte,P,31,31,582,3,0,13,14,1,0.9,0,0,0,-
272,50558,2021,1,KBO,Lotte,P,31,31,495,0,0,8,19,1,1,0,0,0,-
273,50558,2022,1,KBO,Lotte,P,11,11,186,1,0,3,8,1,0.917,0,0,0,-
274,50558,2023,1,KBO,Lotte,P,16,16,240,0,0,3,7,0,1,0,0,0,-
275,50563,2021,1,KBO,Lotte,P,5,0,6,0,0,0,0,0,-,0,0,0,-
276,50573,2022,1,KBO,Lotte,P,1,0,0,0,0,0,0,0,-,0,0,0,-
277,50592,2020,1,KBO,Lotte,P,2,0,0,0,0,0,0,0,-,0,0,0,-
278,50596,2021,1,KBO,Lotte,P,1,0,0,0,0,0,0,0,-,0,0,0,-
279,50596,2024,1,KBO,Lotte,P,3,1,9,0,0,0,0,0,-,0,0,0,-
280,50596,2025,1,KBO,Lotte,P,2,0,6,0,0,0,0,0,-,0,0,0,-
281,50600,2020,1,KBO,KIA,2B,36,20,576,0,0,57,72,17,1,0,0,0,-
282,50600,2023,1,KBO,KIA,2B,13,1,75,0,0,2,7,1,1,0,0,0,-
283,50600,2023,1,KBO,KIA,SS,8,0,27,0,0,5,2,1,1,0,0,0,-
284,50600,2023,1,KBO,KIA,3B,3,0,15,0,0,1,2,1,1,0,0,0,-
285,50600,2024,1,KBO,KIA,2B,65,4,501,2,0,36,61,17,0.98,0,0,0,-
286,50600,2024,1,KBO,KIA,SS,17,9,243,2,0,13,24,6,0.949,0,0,0,-
287,50600,2024,1,KBO,KIA,3B,15,3,156,1,0,2,7,0,0.9,0,0,0,-
288,50600,2024,1,KBO,KIA,OF,1,0,6,0,0,0,0,0,-,0,0,0,-
