debutID,playerID,debutYear,debutTeam,krName,position,signingBonus,salary,draftOrder,debutYearTeam
1,50007,2022,KT,문상준,Infielder,4000만원,3100만원,20 KT 2차 8라운드 72순위,22KT
2,50030,2020,KT,소형준,Pitcher,36000만원,22000만원,20 KT 1차,20KT
3,50036,2020,KT,이강준,Pitcher,9000만원,3200만원,20 KT 2차 3라운드 22순위,20KT
4,50040,2020,KT,데스파이네,Pitcher,300000달러,700000달러,20 KT 자유선발,20KT
5,50054,2020,KT,천성호,Infielder,10000만원,7100만원,20 KT 2차 2라운드 12순위,20KT
6,50066,2020,KT,강현우,Catcher,15000만원,5000만원,20 KT 2차 1라운드 2순위,20KT
7,50092,2020,KT,윤준혁,Infielder,8000만원,3500만원,20 KT 2차 4라운드 32순위,20KT
8,50106,2023,LG,유영찬,Pitcher,,21000만원,20 LG 2차 5라운드 43순위,23LG
9,50108,2024,LG,함창건,Outfielder,5000만원,3200만원,20 LG 2차 7라운드 63순위,24LG
10,50109,2020,LG,성재헌,Pitcher,4000만원,3600만원,20 LG 2차 8라운드 73순위,20LG
11,50115,2024,LG,김수인,Infielder,,3100만원,20 LG 육성선수,24LG
12,50126,2020,LG,이민호,Pitcher,30000만원,14000만원,20 LG 1차,20LG
13,50150,2014,Chicago Cubs,손호영,Infielder,,12500만원,20 LG 2차 3라운드 23순위,14시카고컵스
14,50157,2020,LG,김윤식,Pitcher,20000만원,12000만원,20 LG 2차 1라운드 3순위,20LG
15,50165,2020,LG,라모스,Infielder,200000달러,600000달러,20 LG 자유선발,20LG
16,50167,2020,LG,이주형,Outfielder,15000만원,11000만원,20 LG 2차 2라운드 13순위,20LG
17,50202,2020,Doosan,안권수,Outfielder,3000만원,8000만원,20 두산 2차 10라운드 99순위,20두산
18,50203,2020,Doosan,권휘,Pitcher,,3700만원,20 두산 육성선수,20두산
19,50204,2020,Doosan,박지훈,Infielder,6000만원,3240만원,20 두산 2차 5라운드 49순위,20두산
20,50205,2021,Doosan,박웅,Pitcher,,3300만원,20 두산 육성선수,21두산
21,50206,2024,Doosan,최종인,Pitcher,3000만원,3500만원,20 두산 2차 9라운드 89순위,24두산
22,50208,2020,Doosan,오명진,Infielder,5000만원,3100만원,20 두산 2차 6라운드 59순위,20두산
23,50211,2020,Doosan,제환유,Pitcher,10000만원,3000만원,20 두산 2차 2라운드 19순위,20두산
24,50234,2020,Doosan,플렉센,Pitcher,143000달러,600000달러,20 두산 자유선발,20두산
25,50244,2020,Doosan,장규빈,Catcher,14000만원,3100만원,20 두산 2차 1라운드 9순위,20두산
26,50262,2020,Doosan,이주엽,Pitcher,20000만원,3000만원,20 두산 1차,20두산
27,50293,2020,Doosan,양찬열,Outfielder,4000만원,4000만원,20 두산 2차 8라운드 79순위,20두산
28,50296,2020,Doosan,조제영,Pitcher,7000만원,3000만원,20 두산 2차 4라운드 39순위,20두산
29,50298,2020,Doosan,최세창,Pitcher,8000만원,3000만원,20 두산 2차 3라운드 29순위,20두산
30,50300,2020,Kiwoom,모터,Infielder,,200000달러,20 키움 자유선발,20키움
31,50304,2020,Kiwoom,김병휘,Infielder,7000만원,3500만원,20 키움 2차 4라운드 37순위,20키움
32,50312,2021,Kiwoom,신준우,Infielder,9000만원,4200만원,20 키움 2차 2라운드 17순위,21키움
33,50350,2020,Kiwoom,러셀,Infielder,,550000달러,20 키움 자유선발,20키움
34,50354,2020,Kiwoom,이종민,Pitcher,11000만원,3600만원,20 키움 2차 1라운드 7순위,20키움
35,50357,2020,Kiwoom,박주홍,Outfielder,20000만원,3700만원,20 키움 1차,20키움
36,50360,2020,Kiwoom,김동혁,Pitcher,8000만원,4800만원,20 키움 2차 3라운드 27순위,20키움
37,50365,2010,Houston Astros,문찬종,,,,20 키움 2차 6라운드 57순위,10휴스턴
38,50393,2021,Kiwoom,김동욱,Pitcher,2000만원,3000만원,20 키움 2차 10라운드 97순위,21키움
39,50397,2020,Kiwoom,박관진,Pitcher,6000만원,3000만원,20 키움 2차 5라운드 47순위,20키움
40,50404,2020,Samsung,뷰캐넌,Pitcher,100000달러,1100000달러,20 삼성 자유선발,20삼성
41,50411,2022,Samsung,박주혁,Pitcher,6000만원,3800만원,20 삼성 2차 5라운드 45순위,22삼성
42,50430,2020,Samsung,홍원표,Pitcher,8000만원,3550만원,20 삼성 2차 3라운드 25순위,20삼성
43,50441,2020,Samsung,황동재,Pitcher,23000만원,6200만원,20 삼성 1차,20삼성
44,50449,2020,Samsung,허윤동,Pitcher,15000만원,5000만원,20 삼성 2차 1라운드 5순위,20삼성
45,50458,2020,Samsung,김지찬,Outfielder,11000만원,28000만원,20 삼성 2차 2라운드 15순위,20삼성
46,50464,2020,Samsung,이승민,Pitcher,7000만원,5000만원,20 삼성 2차 4라운드 35순위,20삼성
47,50468,2020,Samsung,살라디노,Infielder,100000달러,700000달러,20 삼성 자유선발,20삼성
48,50469,2020,Samsung,팔카,Outfielder,20000달러,100000달러,20 삼성 자유선발,20삼성
49,50500,2022,Lotte,황성빈,Outfielder,7000만원,15500만원,20 롯데 2차 5라운드 44순위,22롯데
50,50506,2020,Lotte,마차도,Infielder,150000달러,500000달러,20 롯데 자유선발,20롯데
51,50524,2020,Lotte,샘슨,Pitcher,339700달러,500000달러,20 롯데 자유선발,20롯데
52,50556,2020,Lotte,최준용,Pitcher,25000만원,11000만원,20 롯데 1차,20롯데
53,50558,2020,Lotte,스트레일리,Pitcher,300000달러,1000000달러,20 롯데 자유선발,20롯데
54,50563,2020,Lotte,박로건,Pitcher,11000만원,3100만원,20 롯데 2차 2라운드 14순위,20롯데
55,50573,2022,Lotte,김민기,Pitcher,,3000만원,20 롯데 육성선수,22롯데
56,50592,2020,Lotte,박명현,Pitcher,9000만원,3200만원,20 롯데 2차 3라운드 24순위,20롯데
57,50596,2020,Lotte,홍민기,Pitcher,16000만원,3100만원,20 롯데 2차 1라운드 4순위,20롯데
58,50600,2020,KIA,홍종표,Infielder,11000만원,6500만원,20 KIA 2차 2라운드 16순위,20KIA
59,50604,2020,KIA,유지성,Pitcher,7000만원,3200만원,20 KIA 2차 4라운드 36순위,20KIA
60,50608,2024,Lotte,이인한,Outfielder,3000만원,3100만원,20 KIA 2차 9라운드 86순위,24롯데
61,50636,2020,KIA,브룩스,Pitcher,200000달러,1000000달러,20 KIA 자유선발,20KIA
62,50640,2020,KIA,가뇽,Pitcher,200000달러,650000달러,20 KIA 자유선발,20KIA
63,50641,2022,KIA,장재혁,Pitcher,5000만원,3100만원,20 KIA 2차 6라운드 56순위,22KIA
64,50650,2021,KIA,최용준,Pitcher,3000만원,3000만원,20 KIA 2차 10라운드 96순위,21KIA
65,50657,2020,KIA,박민,Infielder,15000만원,3800만원,20 KIA 2차 1라운드 6순위,20KIA
66,50662,2020,KIA,정해영,Pitcher,20000만원,36000만원,20 KIA 1차,20KIA
67,50704,2020,Hanwha,임종찬,Outfielder,9000만원,3700만원,20 한화 2차 3라운드 28순위,20한화
68,50705,2020,Hanwha,강재민,Pitcher,8000만원,14500만원,20 한화 2차 4라운드 38순위,20한화
69,50706,2020,Hanwha,장웅정,Pitcher,7000만원,3200만원,20 한화 2차 5라운드 48순위,20한화
70,50707,2020,Hanwha,최인호,Outfielder,6000만원,6800만원,20 한화 2차 6라운드 58순위,20한화
71,50709,2020,Hanwha,박정현,Infielder,4000만원,3700만원,20 한화 2차 8라운드 78순위,20한화
72,50711,2024,Hanwha,김승일,Pitcher,3000만원,3200만원,20 한화 2차 10라운드 98순위,24한화
73,50720,2020,Hanwha,남지민,Pitcher,16000만원,4000만원,20 한화 2차 1라운드 8순위,20한화
74,50726,2020,Hanwha,한승주,Pitcher,11000만원,4500만원,20 한화 2차 2라운드 18순위,20한화
75,50730,2020,Hanwha,반즈,Outfielder,50000달러,50000달러,20 한화 자유선발,20한화
76,50758,2020,Hanwha,신지후,Pitcher,22000만원,,20 한화 1차,20한화
77,50802,2020,SK,화이트,Infielder,,,20 SK 자유선발,20SK
78,50812,2022,SSG,박시후,Pitcher,2000만원,3100만원,20 SK 2차 10라운드 100순위,22SSG
79,50813,2020,SK,양선률,Pitcher,,3000만원,20 SK 육성선수,20SK
80,50815,2020,SK,킹험,Pitcher,100000달러,700000달러,20 SK 자유선발,20SK
81,50819,2020,SK,이거연,Infielder,3000만원,3000만원,20 SK 2차 9라운드 90순위,20SK
82,50820,2021,SK,전의산,Infielder,13000만원,8000만원,20 SK 2차 1라운드 10순위,21SK
83,50835,2020,SK,핀토,Pitcher,100000달러,450000달러,20 SK 자유선발,20SK
84,50840,2020,SK,현원회,Infielder,7000만원,3000만원,20 SK 2차 4라운드 40순위,20SK
85,50848,2020,SK,김성민,Infielder,10000만원,3000만원,20 SK 2차 2라운드 20순위,20SK
86,50854,2020,SK,최지훈,Outfielder,8000만원,30000만원,20 SK 2차 3라운드 30순위,20SK
87,50859,2020,SK,오원석,Pitcher,20000만원,14000만원,20 SK 1차,20SK
88,50868,2020,SK,류효승,Outfielder,5000만원,3100만원,20 SK 2차 6라운드 60순위,20SK
89,50900,2020,NC,임형원,Pitcher,8000만원,3000만원,20 NC 2차 4라운드 31순위,20NC
90,50901,2020,NC,안인산,Infielder,10000만원,3000만원,20 NC 2차 3라운드 21순위,20NC
91,50902,2022,NC,김한별,Infielder,,3800만원,20 NC 2차 7라운드 61순위,22NC
92,50903,2024,NC,한재환,Infielder,4000만원,3000만원,20 NC 2차 8라운드 71순위,24NC
93,50904,2024,LG,이종준,Pitcher,3000만원,4200만원,20 NC 2차 9라운드 81순위,24LG
94,50905,2021,NC,강태경,Pitcher,7000만원,3100만원,20 NC 2차 5라운드 41순위,21NC
95,50906,2023,NC,박영빈,Outfielder,,3100만원,20 NC 육성선수,23NC
96,50912,2020,NC,라이트,Pitcher,200000달러,800000달러,20 NC 자유선발,20NC
97,50923,2020,NC,알테어,Outfielder,200000달러,1100000달러,20 NC 자유선발,20NC
98,50992,2020,NC,김태경,Pitcher,15000만원,5000만원,20 NC 1차,20NC
99,50995,2020,NC,정구범,Pitcher,25000만원,3000만원,20 NC 2차 1라운드 1순위,20NC
100,50996,2020,NC,박시원,Outfielder,12000만원,4400만원,20 NC 2차 2라운드 11순위,20NC
101,51003,2021,KT,권동진,Infielder,15000만원,4600만원,21 KT 2차 1라운드 5순위,21KT
102,51004,2021,KT,알몬테,Outfielder,,525000달러,21 KT 자유선발,21KT
103,51005,2021,KT,김건형,Outfielder,4000만원,3300만원,21 KT 2차 8라운드 75순위,21KT
104,51007,2023,KT,최성민,Outfielder,,3200만원,21 KT 2차 6라운드 55순위,23KT
105,51009,2022,KT,전진영,Outfielder,,3000만원,21 KT 육성선수,22KT
106,51013,2021,KT,유준규,Outfielder,8000만원,3000만원,21 KT 2차 3라운드 25순위,21KT
107,51058,2021,KT,한차현,Pitcher,10000만원,3500만원,21 KT 2차 2라운드 15순위,21KT
108,51060,2021,KT,지명성,Pitcher,7000만원,3200만원,21 KT 2차 4라운드 35순위,21KT
109,51097,2023,KT,김영현,Pitcher,,4100만원,21 KT 2차 5라운드 45순위,23KT
110,51100,2021,LG,이영빈,Infielder,13000만원,6000만원,21 LG 2차 1라운드 7순위,21LG
111,51110,2024,LG,이믿음,Pitcher,7000만원,3000만원,21 LG 2차 4라운드 37순위,24LG
112,51111,2022,LG,송승기,Pitcher,3000만원,3600만원,21 LG 2차 9라운드 87순위,22LG
113,51136,2021,LG,수아레즈,Pitcher,200000달러,400000달러,21 LG 자유선발,21LG
114,51143,2021,LG,강효종,Pitcher,20000만원,4300만원,21 LG 1차,21LG
115,51144,2021,LG,보어,Infielder,,300000달러,21 LG 자유선발,21LG
116,51154,2021,LG,김진수,Pitcher,10000만원,3600만원,21 LG 2차 2라운드 17순위,21LG
117,51203,2021,Doosan,안재석,Infielder,20000만원,5300만원,21 두산 1차,21두산
118,51230,2021,Doosan,김동주,Pitcher,12000만원,5500만원,21 두산 2차 1라운드 10순위,21두산
119,51234,2021,Doosan,로켓,Pitcher,250000달러,493000달러,21 두산 자유선발,21두산
120,51257,2021,Doosan,미란다,Pitcher,150000달러,1600000달러,21 두산 자유선발,21두산
121,51264,2021,Doosan,최승용,Pitcher,8000만원,8500만원,21 두산 2차 2라운드 20순위,21두산
122,51269,2021,Doosan,강현구,Outfielder,7000만원,3000만원,21 두산 2차 3라운드 30순위,21두산
123,51294,2021,Doosan,김도윤,Pitcher,6000만원,3100만원,21 두산 2차 4라운드 40순위,21두산
124,51298,2021,Doosan,박성재,Catcher,3000만원,3100만원,21 두산 2차 8라운드 80순위,21두산
125,51301,2021,Kiwoom,김성진,Pitcher,7000만원,4500만원,21 키움 2차 3라운드 29순위,21키움
126,51302,2021,Kiwoom,이주형,Infielder,6000만원,3700만원,21 키움 2차 4라운드 39순위,21키움
127,51303,2022,Kiwoom,김시앙,Catcher,5000만원,3500만원,21 키움 2차 5라운드 49순위,22키움
128,51307,2022,Kiwoom,이재홍,Infielder,3000만원,3100만원,21 키움 2차 9라운드 89순위,22키움
129,51309,2021,Kiwoom,크레익,Infielder,,371000달러,21 키움 자유선발,21키움
130,51324,2021,Kiwoom,프레이타스,Infielder,,550000달러,21 키움 자유선발,21키움
131,51334,2021,Kiwoom,스미스,Pitcher,,500000달러,21 키움 자유선발,21키움
132,51344,2021,Kiwoom,김휘집,Infielder,10000만원,17500만원,21 키움 2차 1라운드 9순위,21키움
133,51359,2021,Kiwoom,장재영,Outfielder,90000만원,4600만원,21 키움 1차,21키움
134,51393,2021,Kiwoom,김준형,Pitcher,8000만원,3700만원,21 키움 2차 2라운드 19순위,21키움
135,51403,2022,Samsung,김동진,Infielder,6000만원,4500만원,21 삼성 2차 5라운드 43순위,22삼성
136,51407,2024,Samsung,이창용,Infielder,4000만원,3300만원,21 삼성 2차 8라운드 73순위,24삼성
137,51417,2021,Samsung,김현준,Outfielder,3000만원,10000만원,21 삼성 2차 9라운드 83순위,21삼성
138,51439,2021,Samsung,몽고메리,Pitcher,100000달러,450000달러,21 삼성 자유선발,21삼성
139,51454,2021,Samsung,이승현,Pitcher,35000만원,12000만원,21 삼성 1차,21삼성
140,51460,2021,Samsung,이재희,Pitcher,15000만원,3600만원,21 삼성 2차 1라운드 3순위,21삼성
141,51463,2021,Samsung,피렐라,Outfielder,100000달러,1200000달러,21 삼성 자유선발,21삼성
142,51516,2021,Lotte,김진욱,Pitcher,37000만원,10000만원,21 롯데 2차 1라운드 1순위,21롯데
143,51526,2023,Lotte,우강훈,Pitcher,4000만원,3600만원,21 롯데 2차 5라운드 41순위,23롯데
144,51528,2021,Lotte,손성빈,Catcher,15000만원,6800만원,21 롯데 1차,21롯데
145,51546,2021,Lotte,정우준,Pitcher,5000만원,3200만원,21 롯데 2차 6라운드 51순위,21롯데
146,51551,2021,Lotte,나승엽,Infielder,50000만원,12000만원,21 롯데 2차 2라운드 11순위,21롯데
147,51560,2021,Lotte,이주찬,Infielder,,3200만원,21 롯데 육성선수,21롯데
148,51567,2021,Lotte,프랑코,Pitcher,55000달러,245000달러,21 롯데 자유선발,21롯데
149,51574,2021,Lotte,최종은,Infielder,,3000만원,21 롯데 육성선수,21롯데
150,51586,2021,Lotte,김창훈,Pitcher,8000만원,3200만원,21 롯데 2차 3라운드 21순위,21롯데
151,51594,2021,Lotte,송재영,Pitcher,6000만원,3200만원,21 롯데 2차 4라운드 31순위,21롯데
152,51604,2022,KIA,김선우,Catcher,3000만원,3100만원,21 KIA 2차 9라운드 84순위,22KIA
153,51619,2021,KIA,멩덴,Pitcher,300000달러,425000달러,21 KIA 자유선발,21KIA
154,51636,2021,KIA,다카하시,Pitcher,,60000달러,21 KIA 자유선발,21KIA
155,51640,2021,KIA,권다결,Catcher,7000만원,3200만원,21 KIA 2차 4라운드 34순위,21KIA
156,51645,2021,KIA,박건우,Pitcher,13000만원,3100만원,21 KIA 2차 1라운드 4순위,21KIA
157,51648,2021,KIA,이의리,Pitcher,30000만원,17000만원,21 KIA 1차,21KIA
158,51665,2021,KIA,장민기,Pitcher,10000만원,3500만원,21 KIA 2차 2라운드 14순위,21KIA
159,51668,2021,KIA,이승재,Pitcher,8000만원,3600만원,21 KIA 2차 3라운드 24순위,21KIA
160,51701,2023,NC,조현진,Infielder,5000만원,3100만원,21 한화 2차 6라운드 52순위,23NC
161,51706,2021,Hanwha,장지승,Outfielder,,3200만원,21 한화 육성선수,21한화
162,51713,2022,Hanwha,김규연,Pitcher,4000만원,5300만원,21 한화 2차 8라운드 72순위,22한화
163,51714,2021,Hanwha,페레즈,Infielder,100000달러,300000달러,21 한화 자유선발,21한화
164,51715,2021,Hanwha,김기중,Pitcher,15000만원,6000만원,21 한화 2차 1라운드 2순위,21한화
165,51722,2021,Hanwha,카펜터,Pitcher,100000달러,350000달러,21 한화 자유선발,21한화
166,51725,2021,Hanwha,힐리,Infielder,300000달러,500000달러,21 한화 자유선발,21한화
167,51761,2021,Hanwha,배동현,Pitcher,6000만원,3400만원,21 한화 2차 5라운드 42순위,21한화
168,51762,2021,Hanwha,장규현,Catcher,7000만원,3300만원,21 한화 2차 4라운드 32순위,21한화
169,51764,2021,Hanwha,정민규,Infielder,15000만원,3100만원,21 한화 1차,21한화
170,51767,2021,Hanwha,송호정,Infielder,10000만원,3100만원,21 한화 2차 2라운드 12순위,21한화
171,51803,2023,Lotte,박형준,Outfielder,4000만원,3000만원,21 SK 2차 6라운드 58순위,23롯데
172,51809,2021,SSG,조요한,Pitcher,4000만원,4000만원,21 SK 2차 7라운드 68순위,21SSG
173,51817,2000,Seattle Mariners,추신수,Outfielder,,3000만원,07 해외진출선수 특별지명,00시애틀
174,51833,2021,SSG,가빌리오,Pitcher,100000달러,246000달러,21 SSG 자유선발,21SSG
175,51834,2021,SK,르위키,Pitcher,100000달러,550000달러,21 SK 자유선발,21SK
176,51863,2021,SK,폰트,Pitcher,150000달러,1100000달러,21 SK 자유선발,21SK
177,51865,2021,SK,조형우,Catcher,13000만원,4000만원,21 SK 2차 1라운드 8순위,21SK
178,51867,2021,SK,김건우,Pitcher,20000만원,3000만원,21 SK 1차,21SK
179,51868,2021,SK,고명준,Infielder,9000만원,8000만원,21 SK 2차 2라운드 18순위,21SK
180,51895,2021,SK,장지훈,Pitcher,6000만원,13000만원,21 SK 2차 4라운드 38순위,21SK
181,51897,2021,SK,조병현,Pitcher,7000만원,13500만원,21 SK 2차 3라운드 28순위,21SK
182,51907,2021,NC,김주원,Infielder,15000만원,20000만원,21 NC 2차 1라운드 6순위,21NC
183,51948,2021,NC,이용준,Pitcher,10000만원,6700만원,21 NC 2차 2라운드 16순위,21NC
184,51967,2021,NC,파슨스,Pitcher,80000달러,440000달러,21 NC 자유선발,21NC
185,51991,2021,NC,오장한,Outfielder,8000만원,3300만원,21 NC 2차 3라운드 26순위,21NC
186,51994,2021,NC,한재승,Pitcher,7000만원,7500만원,21 NC 2차 4라운드 36순위,21NC
187,51996,2021,NC,오태양,Infielder,6000만원,3100만원,21 NC 2차 5라운드 46순위,21NC
188,52001,2022,KT,안현민,Outfielder,7000만원,3300만원,22 KT 2차 4라운드 38순위,22KT
189,52002,2023,KT,김병준,Outfielder,3000만원,3600만원,22 KT 2차 9라운드 88순위,23KT
190,52009,2022,KT,알포드,Outfielder,100000달러,1000000달러,22 KT 자유선발,22KT
191,52025,2022,KT,라모스,Outfielder,100000달러,550000달러,22 KT 자유선발,22KT
192,52043,2022,KT,벤자민,Pitcher,100000달러,900000달러,22 KT 자유선발,22KT
193,52060,2022,KT,박영현,Pitcher,30000만원,24000만원,22 KT 1차,22KT
194,52063,2022,KT,이상우,Pitcher,16000만원,3100만원,22 KT 2차 1라운드 8순위,22KT
195,52103,2024,LG,최원영,Outfielder,5000만원,4000만원,22 LG 2차 6라운드 57순위,24LG
196,52105,2024,LG,김성우,Catcher,5000만원,3100만원,22 LG 2차 7라운드 67순위,24LG
197,52112,2022,LG,루이즈,Infielder,150000달러,600000달러,22 LG 자유선발,22LG
198,52119,2022,LG,허준혁,Pitcher,6000만원,3300만원,22 LG 2차 5라운드 47순위,22LG
199,52121,2025,LG,문정빈,Infielder,4000만원,3100만원,22 LG 2차 8라운드 77순위,25LG
200,52125,2022,LG,가르시아,Infielder,,180000달러,22 LG 자유선발,22LG
201,52140,2022,LG,김주완,Pitcher,13000만원,3100만원,22 LG 2차 1라운드 7순위,22LG
202,52145,2022,LG,플럿코,Pitcher,,800000달러,22 LG 자유선발,22LG
203,52149,2022,LG,조원태,Pitcher,25000만원,,22 LG 1차,22LG
204,52154,2022,LG,이주헌,Catcher,7000만원,3300만원,22 LG 2차 3라운드 27순위,22LG
205,52204,2022,Doosan,이병헌,Pitcher,27000만원,13000만원,22 두산 1차,22두산
206,52206,2022,Doosan,최지강,Pitcher,,9500만원,22 두산 육성선수,22두산
207,52234,2022,Doosan,스탁,Pitcher,100000달러,400000달러,22 두산 자유선발,22두산
208,52257,2022,Doosan,브랜든,Pitcher,,750000달러,22 두산 자유선발,22두산
209,52267,2022,Doosan,김동준,Infielder,13000만원,3000만원,22 두산 2차 1라운드 9순위,22두산
210,52295,2022,Doosan,이원재,Pitcher,10000만원,3000만원,22 두산 2차 2라운드 19순위,22두산
211,52305,2023,Kiwoom,박수종,Outfielder,,4500만원,22 키움 육성선수,23키움
212,52308,2022,Kiwoom,애플러,Pitcher,,275000달러,22 키움 자유선발,22키움
213,52330,2022,Kiwoom,주승우,Pitcher,18000만원,7700만원,22 키움 1차,22키움
214,52348,2022,Kiwoom,박찬혁,Outfielder,13000만원,4000만원,22 키움 2차 1라운드 6순위,22키움
215,52366,2022,Kiwoom,푸이그,Outfielder,300000달러,1000000달러,22 키움 자유선발,22키움
216,52391,2022,Kiwoom,송정인,Pitcher,10000만원,3100만원,22 키움 2차 2라운드 16순위,22키움
217,52394,2022,Kiwoom,노운현,Pitcher,6000만원,3000만원,22 키움 2차 4라운드 32순위,22키움
218,52395,2023,Kiwoom,윤석원,Pitcher,6000만원,4000만원,22 키움 2차 4라운드 36순위,23키움
219,52397,2022,Kiwoom,이명종,Pitcher,5000만원,6000만원,22 키움 2차 6라운드 56순위,22키움
220,52402,2023,Samsung,김상민,Outfielder,4000만원,3200만원,22 삼성 2차 8라운드 73순위,23삼성
221,52405,2022,Samsung,조민성,Infielder,5000만원,3400만원,22 삼성 2차 6라운드 53순위,22삼성
222,52415,2022,Samsung,이재현,Infielder,22000만원,21000만원,22 삼성 1차,22삼성
223,52424,2022,Samsung,김재혁,Outfielder,11000만원,3500만원,22 삼성 2차 2라운드 13순위,22삼성
224,52430,2022,Samsung,김영웅,Infielder,17000만원,15000만원,22 삼성 2차 1라운드 3순위,22삼성
225,52457,2022,Samsung,수아레즈,Pitcher,100000달러,900000달러,22 삼성 자유선발,22삼성
226,52460,2022,Samsung,김서준,Pitcher,6000만원,3400만원,22 삼성 2차 5라운드 43순위,22삼성
227,52504,2023,Lotte,김동혁,Outfielder,,3300만원,22 롯데 2차 7라운드 64순위,23롯데
228,52514,2022,Lotte,김세민,Infielder,8000만원,3100만원,22 롯데 2차 3라운드 28순위,22롯데
229,52516,2022,Lotte,조세진,Outfielder,13000만원,4000만원,22 롯데 2차 1라운드 4순위,22롯데
230,52526,2022,Lotte,피터스,Outfielder,,600000달러,22 롯데 자유선발,22롯데
231,52528,2022,Lotte,반즈,Pitcher,150000달러,950000달러,22 롯데 자유선발,22롯데
232,52530,2022,Lotte,이민석,Pitcher,20000만원,4000만원,22 롯데 1차,22롯데
233,52547,2022,Lotte,렉스,Outfielder,,1000000달러,22 롯데 자유선발,22롯데
234,52557,2022,Lotte,스파크맨,Pitcher,,500000달러,22 롯데 자유선발,22롯데
235,52558,2022,Lotte,진승현,Pitcher,12000만원,4000만원,22 롯데 2차 2라운드 14순위,22롯데
236,52568,2022,Lotte,한태양,Infielder,5000만원,3800만원,22 롯데 2차 6라운드 54순위,22롯데
237,52591,2022,Lotte,윤동희,Outfielder,8000만원,20000만원,22 롯데 2차 3라운드 24순위,22롯데
238,52605,2022,KIA,김도영,Infielder,40000만원,50000만원,22 KIA 1차,22KIA
239,52606,2022,KIA,파노니,Pitcher,,350000달러,22 KIA 자유선발,22KIA
240,52630,2022,KIA,소크라테스,Outfielder,100000달러,500000달러,22 KIA 자유선발,22KIA
241,52637,2022,KIA,놀린,Pitcher,200000달러,350000달러,22 KIA 자유선발,22KIA
242,52639,2022,KIA,최지민,Pitcher,15000만원,12000만원,22 KIA 2차 1라운드 5순위,22KIA
243,52641,2023,KIA,황동하,Pitcher,4000만원,10000만원,22 KIA 2차 7라운드 65순위,23KIA
244,52645,2022,KIA,로니,Pitcher,100000달러,300000달러,22 KIA 자유선발,22KIA
245,52667,2022,KIA,윤도현,Infielder,10000만원,3200만원,22 KIA 2차 2라운드 15순위,22KIA
246,52701,2022,Hanwha,문동주,Pitcher,50000만원,10000만원,22 한화 1차,22한화
247,52704,2023,Hanwha,이상혁,Outfielder,,3500만원,22 한화 육성선수,23한화
248,52705,2022,Hanwha,유상빈,Outfielder,,3300만원,22 한화 육성선수,22한화
249,52707,2022,Hanwha,라미레즈,Pitcher,100000달러,275000달러,22 한화 자유선발,22한화
250,52710,2024,Hanwha,한경빈,Infielder,,3100만원,22 한화 육성선수,24한화
251,52712,2022,Hanwha,터크먼,Outfielder,300000달러,700000달러,22 한화 자유선발,22한화
252,52715,2022,Hanwha,이재민,Pitcher,4000만원,3100만원,22 한화 2차 8라운드 71순위,22한화
253,52720,2022,Hanwha,페냐,Pitcher,100000달러,650000달러,22 한화 자유선발,22한화
254,52731,2022,Hanwha,박준영,Pitcher,20000만원,,22 한화 2차 1라운드 1순위,22한화
255,52764,2022,Hanwha,허인서,Catcher,11000만원,3100만원,22 한화 2차 2라운드 11순위,22한화
256,52769,2016,Chicago Cubs,권광민,Infielder,,3800만원,22 한화 2차 5라운드 41순위,16시카고컵스
257,52804,2022,SSG,석정우,Infielder,,3100만원,22 SSG 육성선수,22SSG
258,52806,2022,SSG,라가레스,Outfielder,,400000달러,22 SSG 자유선발,22SSG
259,52808,2022,SSG,모리만도,Pitcher,,180000달러,22 SSG 자유선발,22SSG
260,52809,2022,SSG,전영준,Pitcher,3000만원,3200만원,22 SSG 2차 9라운드 82순위,22SSG
261,52827,2022,SSG,크론,Infielder,150000달러,600000달러,22 SSG 자유선발,22SSG
262,52833,2022,SSG,노바,Pitcher,150000달러,750000달러,22 SSG 자유선발,22SSG
263,52867,2022,SSG,윤태현,Pitcher,25000만원,,22 SSG 1차,22SSG
264,52868,2022,SSG,이기순,Pitcher,6000만원,3100만원,22 SSG 2차 5라운드 42순위,22SSG
265,52873,2022,SSG,신헌민,Pitcher,18000만원,3300만원,22 SSG 2차 1라운드 2순위,22SSG
266,52902,2022,NC,임지민,Pitcher,6000만원,3000만원,22 NC 2차 5라운드 50순위,22NC
267,52903,2022,NC,조민석,Pitcher,3000만원,3500만원,22 NC 2차 9라운드 90순위,22NC
268,52904,2022,NC,마티니,Outfielder,110000달러,440000달러,22 NC 자유선발,22NC
269,52950,2022,NC,더모디,Pitcher,40000달러,180000달러,22 NC 자유선발,22NC
270,52992,2025,NC,이준혁,Pitcher,12000만원,3000만원,22 NC 2차 1라운드 10순위,25NC
271,52994,2022,NC,박동수,Pitcher,10000만원,3400만원,22 NC 2차 2라운드 20순위,22NC
272,52995,2022,NC,김녹원,Pitcher,8000만원,3000만원,22 NC 2차 3라운드 30순위,22NC
273,53006,2023,KT,강건,Pitcher,3000만원,3500만원,23 KT 11라운드 110순위,23KT
274,53029,2023,KT,김정운,Pitcher,22000만원,3100만원,23 KT 1라운드 10순위,23KT
275,53036,2023,KT,류현인,Infielder,5000만원,3100만원,23 KT 7라운드 70순위,23KT
276,53040,2023,KT,슐서,Pitcher,60000달러,650000달러,23 KT 자유선발,23KT
