debutID,playerID,debutYear,debutTeam,krName,position,signingBonus,salary,draftOrder,debutYearTeam
1320,69435,2019,Samsung,헤일리,Pitcher,,,19 삼성 자유선발,19삼성
1321,69439,2019,Samsung,라이블리,Pitcher,,500000달러,19 삼성 자유선발,19삼성
1322,69442,2019,Samsung,김도환,Catcher,11000만원,4700만원,19 삼성 2차 2라운드 12순위,19삼성
1323,69446,2019,Samsung,원태인,Pitcher,35000만원,63000만원,19 삼성 1차,19삼성
1324,69453,2009,Chicago Cubs,이학주,Infielder,,9200만원,19 삼성 2차 1라운드 2순위,09시카고컵스
1325,69500,2022,Lotte,김민수,Outfielder,3000만원,3000만원,19 롯데 2차 9라운드 88순위,22롯데
1326,69507,2019,Lotte,박영완,Pitcher,6000만원,3100만원,19 롯데 2차 5라운드 48순위,19롯데
1327,69508,2019,Lotte,신윤후,Infielder,3000만원,4800만원,19 롯데 2차 10라운드 98순위,19롯데
1328,69516,2019,Lotte,김현수,Pitcher,9000만원,4500만원,19 롯데 2차 3라운드 28순위,19롯데
1329,69517,2019,Lotte,고승민,Infielder,15000만원,18500만원,19 롯데 2차 1라운드 8순위,19롯데
1330,69530,2019,Lotte,아수아헤,Infielder,,,19 롯데 자유선발,19롯데
1331,69539,2019,Lotte,서준원,Pitcher,35000만원,9500만원,19 롯데 1차,19롯데
1332,69550,2019,Lotte,톰슨,Pitcher,,,19 롯데 자유선발,19롯데
1333,69569,2019,Lotte,윌슨,Infielder,,,19 롯데 자유선발,19롯데
1334,69594,2019,Lotte,박진,Pitcher,8000만원,6000만원,19 롯데 2차 4라운드 38순위,19롯데
1335,69605,2019,KIA,해즐베이커,Outfielder,,,19 KIA 자유선발,19KIA
1336,69620,2019,KIA,김기훈,Pitcher,35000만원,5500만원,19 KIA 1차,19KIA
1337,69636,2019,KIA,오선우,Infielder,5000만원,3400만원,19 KIA 2차 5라운드 50순위,19KIA
1338,69640,2019,KIA,터너,Pitcher,,,19 KIA 자유선발,19KIA
1339,69645,2019,KIA,장지수,Pitcher,10000만원,3400만원,19 KIA 2차 2라운드 20순위,19KIA
1340,69646,2019,KIA,양승철,Pitcher,6000만원,3200만원,19 KIA 2차 4라운드 40순위,19KIA
1341,69652,2019,KIA,터커,Infielder,350000달러,700000달러,19 KIA 자유선발,19KIA
1342,69656,2019,KIA,윌랜드,Pitcher,,,19 KIA 자유선발,19KIA
1343,69702,2020,Hanwha,김건,Infielder,7000만원,3200만원,19 한화 2차 5라운드 43순위,20한화
1344,69703,2020,Hanwha,오동욱,Pitcher,5000만원,3600만원,19 한화 2차 6라운드 53순위,20한화
1345,69705,2020,Hanwha,조한민,Infielder,4000만원,3600만원,19 한화 2차 8라운드 73순위,20한화
1346,69706,2020,Hanwha,허관회,Catcher,3000만원,3300만원,19 한화 2차 9라운드 83순위,20한화
1347,69727,2019,Hanwha,변우혁,Infielder,18000만원,8500만원,19 한화 1차,19한화
1348,69737,2019,Hanwha,노시환,Infielder,20000만원,33000만원,19 한화 2차 1라운드 3순위,19한화
1349,69744,2019,Hanwha,서폴드,Pitcher,300000달러,900000달러,19 한화 자유선발,19한화
1350,69745,2019,Hanwha,김도현,Pitcher,8000만원,9000만원,19 한화 2차 4라운드 33순위,19한화
1351,69748,2019,Hanwha,채드벨,Pitcher,200000달러,600000달러,19 한화 자유선발,19한화
1352,69762,2019,Hanwha,박윤철,Pitcher,3000만원,3400만원,19 한화 2차 10라운드 93순위,19한화
1353,69766,2019,Hanwha,유로결,Outfielder,11000만원,3500만원,19 한화 2차 2라운드 13순위,19한화
1354,69802,2019,SK,최경모,Infielder,5000만원,3700만원,19 SK 2차 6라운드 56순위,19SK
1355,69803,2023,SSG,서상준,Pitcher,4000만원,3200만원,19 SK 2차 7라운드 66순위,23SSG
1356,69804,2019,SK,채현우,Outfielder,3000만원,3000만원,19 SK 2차 8라운드 76순위,19SK
1357,69810,2020,Sangmu,김규남,Outfielder,,3000만원,19 SK 육성선수,20상무
1358,69813,2009,Chicago Cubs,하재훈,Outfielder,,9000만원,19 SK 2차 2라운드 16순위,09시카고컵스
1359,69825,2019,SK,김창평,Outfielder,15000만원,3100만원,19 SK 2차 1라운드 6순위,19SK
1360,69839,2019,SK,백승건,Pitcher,10000만원,3200만원,19 SK 1차,19SK
1361,69860,2012,Oakland Authletics,김성민,Infielder,,2700만원,19 SK 2차 5라운드 46순위,12오클랜드
1362,69861,2019,SK,다익손,Pitcher,,,19 SK 자유선발,19SK
1363,69900,2023,NC,박주찬,Infielder,,3000만원,19 NC 육성선수,23NC
1364,69901,2019,NC,스몰린스키,Outfielder,,,19 NC 자유선발,19NC
1365,69934,2019,NC,버틀러,Pitcher,,,19 NC 자유선발,19NC
1366,69940,2019,NC,루친스키,Pitcher,300000달러,1600000달러,19 NC 자유선발,19NC
1367,69950,2019,NC,베탄코트,Catcher,,,19 NC 자유선발,19NC
1368,69953,2019,NC,프리드릭,Pitcher,,,19 NC 자유선발,19NC
1369,69962,2019,NC,송명기,Pitcher,16000만원,13500만원,19 NC 2차 1라운드 7순위,19NC
1370,69969,2019,NC,전사민,Pitcher,10000만원,3800만원,19 NC 2차 2라운드 17순위,19NC
1371,69974,2019,NC,배민서,Pitcher,7000만원,4100만원,19 NC 2차 4라운드 37순위,19NC
1372,69980,2024,NC,김범준,Outfielder,6000만원,3000만원,19 NC 2차 5라운드 47순위,24NC
1373,69991,2022,NC,하준수,Pitcher,5000만원,3100만원,19 NC 2차 6라운드 57순위,22NC
1374,69992,2020,NC,최정원,Infielder,5000만원,7000만원,19 NC 2차 7라운드 67순위,20NC
1375,69995,2020,NC,서호철,Infielder,3000만원,17500만원,19 NC 2차 9라운드 87순위,20NC
1376,69996,2021,NC,노시훈,Pitcher,3000만원,3000만원,19 NC 2차 10라운드 97순위,21NC
1377,70117,1994,Boston Redsox,최경환,,,,,94보스턴
1378,70121,2000,LG,경헌호,,,,96 LG 2차우선,00LG
1379,70122,2000,LG,최승환,,,,96 LG 2차우선,00LG
1380,70123,,,테이텀,Infielder,,,00 LG 자유선발,
1381,70124,,,쿡슨,Outfielder,,,00 LG 자유선발,
1382,70135,,,장준관,Pitcher,,,,
1383,70142,2000,LG,김광수,Pitcher,,,00 LG 2차 2라운드 11순위,00LG
1384,70143,,,해리거,Pitcher,,,00 LG 자유선발,
1385,70148,,,윤현식,Infielder,,,,
1386,70154,,,김성준,Pitcher,,,,
1387,70164,,,박재형,Pitcher,,,,
1388,70220,,,파머,Pitcher,,,00 두산 자유선발,
1389,70224,2000,Doosan,강봉규,,,,96 OB 2차 7라운드 57순위,00두산
1390,70240,2010,Hanwha,정원석,Infielder,,,96 OB 2차 2라운드 17순위,10한화
1391,70249,,,정진용,Pitcher,,,,
1392,70251,,,박찬협,Pitcher,,,,
1393,70303,,,장교성,Infielder,,,,
1394,70309,,,윌리엄스,Infielder,,,00 현대 자유선발,
1395,70310,,,카펜터,Outfielder,,,00 현대 자유선발,
1396,70312,2000,Hyundai,오윤,,,,00 현대 2차 2라운드 12순위,00현대
1397,70317,,,퀸란,Infielder,,,00 현대 자유선발,
1398,70323,2008,Nexen,신철인,Pitcher,,,00 현대 2차 10라운드 77순위,08넥센
1399,70329,2000,Hyundai,마일영,,,,00 쌍방울 2차 1라운드 1순위,00현대
1400,70335,,,브링클리,Outfielder,,,00 현대 자유선발,
1401,70345,2000,Hyundai,김성태,Pitcher,,,00 현대 2차 6라운드 44순위,00현대
1402,70349,2000,Hyundai,박승민,,,,96 현대 2차 9라운드 67순위,00현대
1403,70352,,,이상현,Pitcher,,,,
1404,70356,2000,Hyundai,이동학,Pitcher,,,00 현대 2차 1라운드 4순위,00현대
1405,70364,2008,Nexen,전근표,Outfielder,,,96 현대 2차 5라운드 35순위,08히어로즈
1406,70408,2000,Samsung,박정환,,,,96 삼성 2차 6라운드 45순위,00삼성
1407,70410,2000,Samsung,김주찬,,,,00 삼성 2차 1라운드 5순위,00삼성
1408,70414,2000,Samsung,프랑코,,,,00 삼성 자유선발,00삼성
1409,70425,2000,Samsung,배영수,,,,00 삼성 1차,00삼성
1410,70427,,,남기헌,Outfielder,,,,
1411,70430,,,박영진,Pitcher,,,,
1412,70434,2000,Samsung,이용훈,,,,96 삼성 2차 5라운드 17순위,00삼성
1413,70441,,,가르시아,Pitcher,,,00 삼성 자유선발,
1414,70444,,,이명호,Pitcher,,,,
1415,70464,,,구민호,Infielder,,,,
1416,70503,,,우드,Outfielder,,,00 롯데 자유선발,
1417,70523,,,차정국,Outfielder,,,,
1418,70531,,,강민영,Pitcher,,,,
1419,70533,,,김무성,Infielder,,,,
1420,70542,,,화이트,Outfielder,,,00 롯데 자유선발,
1421,70543,,,박창원,Outfielder,,,,
1422,70546,,,전영삼,Pitcher,,,,
1423,70553,2000,Lotte,박기혁,,,,00 롯데 2차 2라운드 15순위,00롯데
1424,70571,,,박효순,Pitcher,,,,
1425,70608,,,양현석,Outfielder,,,,
1426,70612,2000,Haitai,김상훈,,,,96 해태 2차우선,00해태
1427,70615,2000,Haitai,강영식,,,,00 해태 2차 2라운드 10순위,00해태
1428,70625,,,조홍준,Infielder,,,,
1429,70626,2000,Haitai,홍세완,,,,96 해태 2차 11라운드 86순위,00해태
1430,70630,,,최영완,Pitcher,,,,
1431,70640,,,포조,Infielder,,,00 해태 자유선발,
1432,70641,,,타바레스,Outfielder,,,00 해태 자유선발,
1433,70643,,,배스,Outfielder,,,00 해태 자유선발,
1434,70644,,,미첼,Outfielder,,,00 해태 자유선발,
1435,70646,2001,KIA,김상현,Outfielder,,,00 해태 2차 6라운드 42순위,01KIA
1436,70649,,,최길성,Infielder,,,,
1437,70655,,,윤형진,Pitcher,,,,
1438,70706,,,최동연,Infielder,,,,
1439,70719,,,김장백,Pitcher,,,,
1440,70723,,,조윤채,Outfielder,,,,
1441,70738,,,이상현,Outfielder,,,,
1442,70750,,,허진석,Pitcher,,,,
1443,70754,,,장재혁,Pitcher,,,,
1444,70755,2010,Doosan,조규수,Pitcher,,,00 한화 1차,10두산
1445,70756,2000,Hanwha,이범호,,,,00 한화 2차 1라운드 8순위,00한화
1446,70766,,,방진호,Infielder,,,,
1447,70806,,,장재명,Infielder,,,,
1448,70814,,,신주일,Infielder,,,,
1449,70820,2000,SK,이승호,,,,00 쌍방울 1차,00SK
1450,70831,,,뮬렌,Infielder,,,00 SK 자유선발,
1451,70832,,,배홍철,Pitcher,,,,
1452,70833,2000,SK,채종범,,,,96 쌍방울 2차 12라운드 82순위,00SK
1453,70834,,,브리또,Infielder,,,00 SK 자유선발,
1454,70837,,,혼즈,Outfielder,,,00 SK 자유선발,
1455,70838,,,조병찬,Outfielder,,,,
1456,70839,2000,SK,신승현,Pitcher,,,00 쌍방울 2차 11라운드 81순위,00SK
1457,70840,,,콜,Pitcher,,,00 SK 자유선발,
1458,70855,2000,SK,엄정욱,Pitcher,,,00 쌍방울 2차 2라운드 9순위,00SK
1459,70865,,,풀리엄,Outfielder,,,00 SK 자유선발,
1460,71118,2001,LG,이동현,Pitcher,,,01 LG 1차,01LG
1461,71120,,,박용진,Pitcher,,,,
1462,71123,,,발데스,Pitcher,,,01 LG 자유선발,
1463,71125,,,린튼,Pitcher,,,01 LG 자유선발,
1464,71136,,,박만채,Pitcher,,,,
1465,71150,,,김재학,Outfielder,,,,
1466,71184,2003,Sangmu,이성우,,,,00 LG 육성선수,03상무
1467,71201,2001,Doosan,최경훈,,,,,01두산
1468,71202,,,이대현,Pitcher,,,,
1469,71207,2001,Doosan,김원섭,Outfielder,,,97 OB 2차 7라운드 42순위,01두산
1470,71220,,,베넷,Pitcher,,,01 두산 자유선발,
1471,71252,,,윤태수,Outfielder,,,,
1472,71255,2001,Doosan,김태영,Pitcher,,,01 두산 2차 1라운드 8순위,01두산
1473,71260,2001,Doosan,이재우,,,,98 OB 2차 11라운드 84순위,01두산
1474,71261,,,김덕용,Pitcher,,,,
1475,71263,,,장인규,Pitcher,,,,
1476,71267,,,김태구,Pitcher,,,,
1477,71299,,,니일,Infielder,,,01 두산 자유선발,
1478,71325,,,필립스,Infielder,,,01 현대 자유선발,
1479,71339,,,테일러,Pitcher,,,01 현대 자유선발,
1480,71343,,,여승현,Pitcher,,,,
1481,71347,2001,Hyundai,장민석,Outfielder,,,01 현대 2차 1라운드 9순위,01현대
1482,71353,,,엔리케스,Pitcher,,,01 현대 자유선발,
1483,71412,,,바에르가,Infielder,,,01 삼성 자유선발,
1484,71414,,,리베라,Pitcher,,,01 삼성 자유선발,
1485,71419,,,마르티네스,Outfielder,,,01 삼성 자유선발,
1486,71429,,,이성수,Pitcher,,,,
1487,71432,2001,Samsung,박한이,,,,97 삼성 2차 6라운드 44순위,01삼성
1488,71433,2001,Samsung,이정호,,,,01 삼성 1차,01삼성
1489,71440,,,김덕윤,Pitcher,,,,
1490,71441,,,토레스,Pitcher,,,01 삼성 자유선발,
1491,71443,,,갈베스,Pitcher,,,01 삼성 자유선발,
1492,71458,,,정정오,Infielder,,,,
1493,71463,,,조정권,Outfielder,,,,
1494,71504,2001,Lotte,신명철,,,,97 롯데 2차우선,01롯데
1495,71509,,,권오현,Outfielder,,,,
1496,71536,,,레이,Pitcher,,,01 롯데 자유선발,
1497,71543,,,얀,Outfielder,,,01 롯데 자유선발,
1498,71550,,,김장현,Pitcher,,,,
1499,71551,,,이대일,Pitcher,,,,
1500,71552,2001,Lotte,최준석,Infielder,,,01 롯데 2차 6라운드 49순위,01롯데
1501,71558,,,박상민,Outfielder,,,,
1502,71562,2001,Lotte,박종윤,Infielder,,,01 롯데 2차 4라운드 33순위,01롯데
1503,71563,,,김제빈,Pitcher,,,,
1504,71564,2001,Lotte,이대호,Infielder,21000만원,80000만원,01 롯데 2차 1라운드 4순위,01롯데
1505,71565,2001,Lotte,이우민,,,,01 롯데 2차 2라운드 17순위,01롯데
1506,71609,,,김민철,Infielder,,,01 해태 2차 7라운드 54순위,
1507,71610,2001,KIA,김경언,Outfielder,,,01 해태 2차 2라운드 15순위,01KIA
1508,71636,,,정원,Pitcher,,,,
1509,71638,,,오우진,Infielder,,,,
1510,71641,,,이윤학,Pitcher,,,,
1511,71642,,,리치,Pitcher,,,01 KIA 자유선발,
1512,71643,,,산토스,Infielder,,,01 KIA 자유선발,
1513,71648,,,심제훈,Infielder,,,,
1514,71649,,,레스,Pitcher,,,01 KIA 자유선발,
1515,71650,,,권민성,Outfielder,,,,
1516,71653,,,루이스,Pitcher,,,01 KIA 자유선발,
1517,71661,,,김주철,Pitcher,,,,
1518,71663,,,젠슨,Pitcher,,,01 KIA 자유선발,
1519,71708,,,김백만,Pitcher,,,,
1520,71713,,,서창호,Infielder,,,,
1521,71715,2003,Samsung,지승민,Pitcher,,,97 한화 2차 우선,03삼성
1522,71719,,,에반스,Pitcher,,,01 한화 자유선발,
1523,71720,,,워렌,Pitcher,,,01 한화 자유선발,
1524,71721,,,차베스,Pitcher,,,01 한화 자유선발,
1525,71727,,,누네스,Pitcher,,,01 한화 자유선발,
1526,71728,,,리스,Pitcher,,,01 한화 자유선발,
1527,71729,,,윈스턴,Pitcher,,,01 한화 자유선발,
1528,71744,,,이송영,Catcher,,,,
1529,71745,,,고상천,Pitcher,,,,
1530,71748,,,박정근,Pitcher,,,,
1531,71752,2001,Hanwha,김태균,Infielder,16000만원,,01 한화 1차,01한화
1532,71753,,,유영민,Pitcher,,,,
1533,71761,,,김대원,Infielder,,,,
1534,71763,,,김무성,Outfielder,,,,
1535,71765,,,김기동,Outfielder,,,,
1536,71801,2001,SK,정대현,,,,97 쌍방울 2차우선,01SK
1537,71806,2001,SK,김동건,,,,01 SK 2차 1라운드 3순위,01SK
1538,71815,2001,SK,박준서,Infielder,,,01 SK 2차 3라운드 19순위,01SK
1539,71823,,,조형식,Pitcher,,,,
1540,71827,,,오승준,Pitcher,,,,
1541,71829,,,에르난데스,Pitcher,,,01 SK 자유선발,
1542,71835,2001,SK,조중근,,,,01 SK 2차 6라운드 50순위,01SK
1543,71837,2001,SK,김강민,Outfielder,11000만원,11000만원,01 SK 2차 2라운드 18순위,01SK
1544,71842,2001,SK,정상호,,,,01 SK 1차,01SK
1545,71845,2001,SK,채병용,,,,01 SK 2차 6라운드 34순위,01SK
1546,71848,2001,SK,조동화,,,,00 SK 육성선수,01SK
1547,71851,2001,SK,김건한,Pitcher,,,01 SK 2차 1라운드 1순위,01SK
1548,71857,2001,SK,박재상,,,,01 SK 2차 11라운드 67순위,01SK
1549,71859,,,에레라,Outfielder,,,01 SK 자유선발,
1550,71867,,,김장준,Pitcher,,,,
1551,71901,,,이준,Pitcher,,,,
1552,72108,2000,Sangmu,김우석,,,,02 LG 2차 1라운드 7순위,00상무
1553,72123,,,만자니오,Pitcher,,,02 LG 자유선발,
1554,72124,,,케펜,Pitcher,,,02 LG 자유선발,
1555,72131,2002,LG,김용우,Infielder,,,98 LG 2차 4라운드 11순위,02LG
1556,72133,2002,LG,박용택,Outfielder,30000만원,,98 LG 2차우선,02LG
1557,72139,2002,LG,추승우,,,,98 LG 2차 12라운드 95순위,02LG
1558,72143,,,김광희,Outfielder,,,,
1559,72154,2002,LG,박도현,,,,02 LG 2차 2라운드 15순위,02LG
1560,72157,,,서승화,Pitcher,,,98 LG 2차 3라운드 23순위,
1561,72160,,,김세중,Infielder,,,,
1562,72161,2002,LG,안치용,Outfielder,,,98 LG 2차우선,02LG
1563,72163,,,김광우,Pitcher,,,,
1564,72169,2002,LG,오태근,,,,02 LG 육성선수,02LG
1565,72195,,,이일의,Outfielder,,,,
1566,72202,,,이민택,Catcher,,,,
1567,72214,2002,Doosan,고영민,,,,02 두산 2차 1라운드 9순위,02두산
1568,72216,2002,Doosan,이재영,Pitcher,,,02 두산 1차,02두산
1569,72220,,,유재웅,Outfielder,,,98 OB 2차 우선,
1570,72253,2010,LG,이경환,,,,02 두산 2차 3라운드 25순위,10LG
1571,72261,2002,Doosan,황덕균,Pitcher,,,02 두산 2차 4라운드 33순위,02두산
1572,72268,,,김학재,Infielder,,,,
1573,72303,2002,Hyundai,김민우,,,,98 현대 2차 4라운드 27순위,02현대
1574,72312,2002,Hyundai,강귀태,Catcher,,,98 현대 2차우선,02현대
1575,72313,2002,Hyundai,조재호,,,,98 현대 2차 7라운드 51순위,02현대
1576,72314,,,박우호,Outfielder,,,,
1577,72321,2002,Hyundai,배힘찬,Pitcher,,,02 현대 2차 1라운드 10순위,02현대
1578,72322,,,폴,Infielder,,,02 현대 자유선발,
1579,72324,2002,Hyundai,허웅,Catcher,,,02 현대 2차 2라운드 18순위,02현대
1580,72325,2000,Sangmu,강병식,,,,96 현대 2차 8라운드 59순위,00상무
1581,72333,2002,Hyundai,이대환,,,,98 현대 2차우선,02현대
1582,72337,,,프랭클린,Infielder,,,02 현대 자유선발,
1583,72340,,,최환인,Pitcher,,,,
1584,72342,,,토레스,Pitcher,,,02 현대 자유선발,
1585,72350,,,베라스,Pitcher,,,02 현대 자유선발,
1586,72351,2008,Nexen,조용준,Pitcher,,,98 현대 2차 5라운드 35순위,08넥센
1587,72412,,,엘비라,Pitcher,,,02 삼성 자유선발,
1588,72427,2002,Samsung,현재윤,Catcher,,,98 삼성 2차 4라운드 29순위,02삼성
1589,72428,,,패트릭,Pitcher,,,02 삼성 자유선발,
1590,72432,,,박봉수,Outfielder,,,,
1591,72443,2002,Samsung,최형우,Outfielder,5000만원,100000만원,02 삼성 2차 6라운드 48순위,02삼성
1592,72447,2002,Samsung,권혁,Pitcher,15000만원,19000만원,02 삼성 1차,02삼성
1593,72448,,,이태호,Outfielder,,,,
1594,72452,,,이준민,Catcher,,,,
1595,72454,2002,Samsung,권오원,,,,98 삼성 2차 7라운드 53순위,02삼성
1596,72456,2002,Samsung,손주인,,,,02 삼성 2차 3라운드 24순위,02삼성
1597,72458,2002,Samsung,임세업,Outfielder,,,02 삼성 2차 7라운드 56순위,02삼성
1598,72461,2002,Samsung,노병오,,,,02 삼성 2차 4라운드 32순위,02삼성
1599,72463,2002,Samsung,안지만,Pitcher,,,02 삼성 2차 5라운드 40순위,02삼성
1600,72466,2002,Samsung,조동찬,,,,02 삼성 2차 1라운드 8순위,02삼성
1601,72513,,,매기,Pitcher,,,02 롯데 자유선발,
1602,72522,,,허일상,,,,,
1603,72523,2002,Lotte,고효준,Pitcher,11000만원,8000만원,02 롯데 2차 1라운드 6순위,02롯데
1604,72535,2002,Lotte,이명우,Pitcher,,,02 롯데 2차 2라운드 14순위,02롯데
1605,72543,,,베로아,Outfielder,,,02 롯데 자유선발,
1606,72546,2002,Lotte,문규현,,,,02 롯데 2차 10라운드 78순위,02롯데
1607,72548,,,김정현,Infielder,,,,
1608,72551,2002,Lotte,이정민,,,,02 롯데 1차,02롯데
1609,72553,,,해처,Outfielder,,,02 롯데 자유선발,
1610,72554,,,김풍철,Pitcher,,,,
1611,72556,,,신원주,Pitcher,,,,
1612,72559,2002,Lotte,신종길,Outfielder,,,02 롯데 2차 6라운드 46순위,02롯데
1613,72562,,,변인재,Pitcher,,,,
1614,72606,2002,KIA,이현곤,,,,98 해태 2차우선,02KIA
1615,72623,,,조민철,Catcher,,,,
1616,72627,2002,KIA,강철민,,,,98 해태 2차 우선,02KIA
1617,72641,2002,KIA,김진우,Pitcher,,,02 KIA 1차,02KIA
1618,72643,2002,KIA,문수호,Pitcher,,,02 KIA 2차 2라운드 13순위,02KIA
1619,72649,2002,KIA,신용운,Pitcher,,,02 KIA 2차 1라운드 5순위,02KIA
1620,72650,,,펨버튼,Outfielder,,,02 KIA 자유선발,
1621,72653,,,키퍼,Pitcher,,,02 KIA 자유선발,
1622,72654,,,뉴선,Outfielder,,,02 KIA 자유선발,
1623,72659,,,리오스,Pitcher,,,02 KIA 자유선발,
1624,72720,,,유혜정,Pitcher,,,,
1625,72736,,,가르시아,Infielder,,,02 한화 자유선발,
1626,72739,,,신주영,Pitcher,,,02 한화 2차,
1627,72742,2002,Hanwha,채상병,,,,98 한화 2차 5라운드 34순위,02한화
1628,72743,,,정병희,Pitcher,,,02 한화 2차 2라운드 12순위,
1629,72749,2002,Hanwha,마정길,,,,98 한화 2차 10라운드 74순위,02한화
1630,72752,,,조현수,Outfielder,,,,
1631,72756,,,피코타,Pitcher,,,02 한화 자유선발,
1632,72765,,,송혁,Outfielder,,,,
1633,72801,2002,SK,제춘모,,,,02 SK 2차 1라운드 1순위,02SK
1634,72813,,,박창근,Pitcher,,,,
1635,72819,,,박두일,Infielder,,,,
1636,72822,2008,LG,서성종,Infielder,,,02 SK 2차 6라운드 27순위,08LG
1637,72824,,,페르난데스,Infielder,,,02 SK 자유선발,
1638,72838,,,러핀,Pitcher,,,02 SK 자유선발,
1639,72850,,,김재구,Infielder,,,,
1640,72852,,,윤형국,Infielder,,,,
1641,72859,,,잉글린,Outfielder,,,02 SK 자유선발,
1642,72860,2002,SK,이대수,,,,01 SK 육성선수,02SK
1643,72862,2002,SK,윤길현,Pitcher,,,02 SK 2차 1라운드 2순위,02SK
1644,72918,,,손용수,Pitcher,,,,
1645,73113,2003,LG,박경수,Infielder,,,03 LG 1차,03LG
1646,73117,2003,LG,우규민,Pitcher,12000만원,20000만원,03 LG 2차 3라운드 19순위,03LG
1647,73123,,,알칸트라,Outfielder,,,03 LG 자유선발,
1648,73136,2003,LG,이성열,,,,03 LG 2차 1라운드 3순위,03LG
1649,73153,2003,LG,이대형,Outfielder,,,03 LG 2차 2라운드 11순위,03LG
1650,73156,,,이경민,Pitcher,,,,
1651,73166,2003,LG,정재복,,,,99 LG 2차 6라운드 47순위,03LG
1652,73168,,,김진유,Pitcher,,,,
1653,73209,2003,Doosan,나주환,,,,03 두산 2차 2라운드 16순위,03두산
1654,73211,2003,Doosan,노경은,Pitcher,35000만원,40000만원,03 두산 1차,03두산
1655,73213,2003,Doosan,손시헌,,,,03 두산 육성선수,03두산
1656,73224,,,김만윤,Outfielder,,,,
1657,73226,2003,Doosan,김성배,Pitcher,,,99 OB 2차 8라운드 61순위,03두산
1658,73228,2003,Doosan,전병두,,,,03 두산 2차 1라운드 8순위,03두산
1659,73229,,,이리키,Pitcher,,,03 두산 자유선발,
1660,73231,,,백승훈,Infielder,,,,
1661,73232,,,정종수,Catcher,,,,
1662,73233,,,쿨바,Infielder,,,03 두산 자유선발,
1663,73241,2003,Doosan,정재훈,,,,99 OB 2차 5라운드 37순위,03두산
1664,73246,,,백대운,Outfielder,,,,
1665,73248,2003,Doosan,김승회,Pitcher,5000만원,17000만원,03 두산 2차 5라운드 40순위,03두산
1666,73306,2003,Hyundai,지석훈,,,,03 현대 2차 1라운드 6순위,03현대
1667,73317,,,신동민,Pitcher,,,,
1668,73322,,,바워스,Pitcher,,,03 현대 자유선발,
1669,73324,,,브룸바,Outfielder,,,03 현대 자유선발,
1670,73339,2003,Hyundai,이종욱,,,,99 현대 2차 2라운드 16순위,03현대
1671,73342,2003,Hyundai,이택근,Outfielder,25000만원,5000만원,99 현대 2차 3라운드 24순위,03현대
1672,73343,2004,Hyundai,노환수,Pitcher,,,03 현대 2차 3라운드 22순위,04현대
1673,73363,2003,Hyundai,권도영,,,,99 현대 2차 9라운드 72순위,03현대
1674,73409,2003,Samsung,강명구,,,,03 삼성 2차 1라운드 7순위,03삼성
1675,73413,,,임동규,Pitcher,,,99 삼성 2차 5라운드 38순위,
1676,73419,,,김문수,Pitcher,,,,
1677,73424,,,라이언,Pitcher,,,03 삼성 자유선발,
1678,73438,,,김영복,Infielder,,,,
1679,73455,2009,LG,곽용섭,Infielder,,,03 삼성 2차 2라운드 15순위,09LG
1680,73468,,,허연철,Outfielder,,,,
1681,73503,,,보이,Outfielder,,,03 롯데 자유선발,
1682,73508,,,이석만,Pitcher,,,,
1683,73513,2003,Lotte,정보명,,,,03 롯데 육성선수,03롯데
1684,73521,,,김휘곤,Pitcher,,,03 롯데 2차 2라운드 9순위,
1685,73537,,,양성제,Pitcher,,,,
1686,73540,2003,Lotte,김영화,Catcher,,,,03롯데
1687,73543,2003,Lotte,박정준,Outfielder,,,03 롯데 1차,03롯데
1688,73559,,,페레즈,Outfielder,,,03 롯데 자유선발,
1689,73563,2003,Lotte,이인구,Outfielder,,,03 롯데 2차 8라운드 57순위,03롯데
1690,73564,,,이시온,Outfielder,,,03 롯데 자유선발,
1691,73565,,,김주용,Outfielder,,,,
1692,73567,,,조인신,Infielder,,,,
1693,73602,2003,KIA,차일목,,,,99 해태 2차 5라운드 36순위,03KIA
1694,73604,,,김주호,Infielder,,,,
1695,73606,2003,KIA,서동욱,,,,03 KIA 2차 1라운드 4순위,03KIA
1696,73629,,,고우석,Pitcher,,,03 KIA 1차,
1697,73632,2003,KIA,임준혁,Pitcher,,,03 KIA 2차 2라운드 12순위,03KIA
1698,73653,,,존슨,Pitcher,,,03 KIA 자유선발,
1699,73654,,,이정상,Outfielder,,,,
1700,73657,2003,KIA,조태수,Pitcher,,,02 KIA 2차 7라운드 53순위,03KIA
1701,73666,,,최동락,Outfielder,,,,
1702,73703,2003,Hanwha,한상훈,Infielder,,,99 한화 2차 6라운드 42순위,03한화
1703,73713,,,맹진국,Infielder,,,,
1704,73720,,,문용민,Pitcher,,,,
1705,73725,2003,Hanwha,이양기,,,,99 한화 2차 12라운드 90순위,03한화
1706,73732,,,고지행,Infielder,,,,
1707,73736,2003,Hanwha,신민기,,,,,03한화
1708,73738,2003,Hanwha,안영명,Pitcher,18000만원,8500만원,03 한화 1차,03한화
1709,73746,,,에스트라다,Pitcher,,,03 한화 자유선발,
1710,73747,,,메히아,Infielder,,,03 한화 자유선발,
1711,73750,2003,Hanwha,윤규진,,,,03 한화 2차 2라운드 13순위,03한화
1712,73757,,,최민준,Outfielder,,,,
1713,73801,2003,SK,송은범,Pitcher,40000만원,6000만원,03 SK 1차,03SK
