playerID,birthYear,birthMonth,birthDay,nationality,nameLast,nameFirst,nameGiven,weight,height,bats,throws,position
64565,1991,6,18,Korea,Lee,In-Bok,Lee In-Bok,214,74,R,R,Pitcher
64580,1996,1,2,Korea,Kim,Jae-Yeol,Kim Jae-Yeol,214,72,R,R,Pitcher
64594,1991,9,4,Korea,Shim,Gyu-Beom,Shim Gyu-Beom,185,71,L,L,Pitcher
64596,1994,5,2,Korea,Kim,Yu-Yeong,Kim Yu-Yeong,183,71,L,L,Pitcher
64602,1991,4,16,Korea,Lee,Eun-Chong,Lee Eun-Chong,165,68,L,R,Outfielder
64610,1991,9,12,Korea,Kang,Han-Ul,Kang Han-Ul,146,71,L,R,Infielder
64615,1995,3,3,Korea,Cha,Myeong-Jin,Cha Myeong-Jin,229,74,R,R,Pitcher
64640,1992,4,16,Korea,Kim,Ji-Hun,Kim Ji-Hun,196,71,R,R,Pitcher
64641,1983,5,30,Dominica Republic,Asencio,Jairo,Asencio Jairo,181,74,R,R,Pitcher
64646,1995,6,5,Korea,Park,Chan-Ho,Park Chan-Ho,159,70,R,R,Infielder
64657,1991,7,26,Korea,Park,Jun-Tae,Park Jun-Tae,194,72,L,R,
64658,1979,8,12,USA,Houlton,D.J.,Houlton D.J.,236,76,R,R,Pitcher
64659,1984,1,18,USA,Thomas,Justin,Thomas Justin,218,75,L,L,Pitcher
64699,1984,9,9,USA,Pill,Brett,Pill Brett,225,76,R,R,Infielder
64704,1995,2,8,Korea,No,Tae-Hyeong,No Tae-Hyeong,163,72,L,R,Infielder
64706,1991,9,6,Korea,Lee,Chang-Yeol,Lee Chang-Yeol,154,69,L,R,Infielder
64717,1994,4,10,Korea,Ji,Si-Wan,Ji Si-Wan,231,71,R,R,Catcher
64718,1992,2,20,Korea,Choi,Seol-U,Choi Seol-U,205,70,R,R,Pitcher
64724,1991,1,9,Korea,Park,Jun-Hyeok,Park Jun-Hyeok,201,74,L,R,Outfielder
64737,1985,10,6,Canada,Albers,Andrew,Albers Andrew,194,73,R,L,Pitcher
64746,1985,2,8,Dominica Republic,Pie,Felix,Pie Felix,190,74,L,L,Outfielder
64759,1992,1,11,Korea,Seo,Gyun,Seo Gyun,179,73,R,R,Pitcher
64760,1995,12,26,Korea,Hwang,Yeong-Guk,Hwang Yeong-Guk,183,73,L,L,Pitcher
64761,1988,2,15,USA,Clay,Caleb,Clay Caleb,181,74,R,R,Pitcher
64762,1985,3,27,USA,Tatusko,Ryan,Tatusko Ryan,203,77,L,R,Pitcher
64764,1994,6,3,Korea,Park,Han-Gil,Park Han-Gil,231,74,R,R,Pitcher
64768,1995,6,27,Korea,Cho,I-Hyeon,Cho I-Hyeon,209,73,L,R,Pitcher
64769,1991,4,21,Korea,Jung,Gwang-Un,Jung Gwang-Un,179,72,R,R,Pitcher
64793,1991,3,2,Korea,Kim,Min-Su,Kim Min-Su,176,70,R,R,Catcher
64802,1992,2,14,Korea,Cho,Seong-Mo,Cho Seong-Mo,168,70,L,R,Infielder
64803,1991,5,29,Korea,Lim,Jae-Hyeon,Lim Jae-Hyeon,168,69,R,R,
64804,1991,1,29,Korea,Park,Cheol-U,Park Cheol-U,154,69,R,R,Infielder
64805,1995,1,7,Korea,Lee,Seung-Jin,Lee Seung-Jin,190,73,R,R,Pitcher
64824,1982,10,18,USA,Wolf,Ross,Wolf Ross,181,72,R,R,Pitcher
64861,1995,2,13,Korea,Lee,Geon-Uk,Lee Geon-Uk,187,72,R,R,Pitcher
64864,1978,6,25,USA,Scott,Luke,Scott Luke,220,72,L,R,Outfielder
64868,1989,9,9,Korea,Cho,Yong-Ho,Cho Yong-Ho,165,67,L,R,Outfielder
64890,1995,12,4,Korea,Yoo,Seo-Jun,Yoo Seo-Jun,176,71,R,R,Outfielder
64893,1992,2,25,Korea,Park,Min-Ho,Park Min-Ho,209,73,R,R,Pitcher
64895,1995,5,20,Korea,Lee,Jin-Seok,Lee Jin-Seok,172,72,R,R,Outfielder
64896,1994,3,7,Korea,Seo,Dong-Min,Seo Dong-Min,198,73,R,R,Pitcher
64906,1992,1,10,Korea,Kang,Min-Guk,Kang Min-Guk,172,69,R,R,Infielder
64907,1990,2,16,Korea,Kang,Jang-San,Kang Jang-San,229,76,R,R,Pitcher
64914,1986,11,10,USA,Thames,Eric,Thames Eric,209,72,L,R,Infielder
64944,1995,8,28,Korea,Park,Dae-On,Park Dae-On,187,72,R,R,Catcher
64956,1984,9,28,USA,Weber,Ryan,Weber Ryan,205,74,R,R,Pitcher
64960,1991,6,15,Korea,Kim,Hak-Seong,Kim Hak-Seong,201,72,R,R,Pitcher
64984,1995,10,7,Korea,Kim,Tae-Jin,Kim Tae-Jin,161,67,L,R,Infielder
64995,1995,2,24,Korea,Bae,Jae-Hwan,Bae Jae-Hwan,209,73,R,R,Pitcher
65005,1983,10,21,Dominica Republic,Marte,Andy,Marte Andy,205,73,R,R,Infielder
65036,1987,2,25,USA,Irwin,Chris,Irwin Chris,209,75,R,R,Pitcher
65040,1996,3,31,Korea,Kim,Tae-Hun,Kim Tae-Hun,172,70,L,R,Outfielder
65042,1993,1,25,Korea,Hong,Seong-Mu,Hong Seong-Mu,216,72,R,R,Pitcher
65044,1996,4,18,Korea,Kim,Man-Su,Kim Man-Su,176,71,R,R,Catcher
65048,1992,7,24,Korea,Kim,Min-Su,Kim Min-Su,176,74,R,R,Pitcher
65052,1987,7,2,USA,Black,Dan,Black Dan,256,76,R,R,Infielder
65056,1996,10,4,Korea,Eom,Sang-Baek,Eom Sang-Baek,159,74,R,R,Pitcher
65057,1992,12,29,Korea,Lee,Chang-Jae,Lee Chang-Jae,157,70,L,L,Pitcher
65058,1996,7,10,Korea,Jung,Seong-Gon,Jung Seong-Gon,176,71,L,L,Pitcher
65060,1995,5,31,Korea,Ju,Gwon,Ju Gwon,181,71,R,R,Pitcher
65062,1990,9,16,Korea,Kim,Jae-Yun,Kim Jae-Yun,201,73,R,R,Pitcher
65064,1992,7,9,Korea,Yoon,Su-Ho,Yoon Su-Ho,198,72,R,R,Pitcher
65067,1991,9,26,Korea,Cho,Mu-Geun,Cho Mu-Geun,282,79,R,R,
65096,1995,6,26,Korea,Jung,Ju-Hu,Jung Ju-Hu,148,71,L,R,Infielder
65103,1988,1,18,Dominica Republic,Jimenez,Luis,Jimenez Luis,203,73,R,R,Infielder
65104,1980,3,4,USA,Hannahan,Jack,Hannahan Jack,201,74,L,R,Infielder
65109,1995,5,26,Korea,Baek,Seung-Hyeon,Baek Seung-Hyeon,198,72,R,R,Pitcher
65115,1996,2,12,Korea,An,Ik-Hun,An Ik-Hun,168,69,L,L,Outfielder
65117,1996,10,20,Korea,Lee,Sang-Gyu,Lee Sang-Gyu,170,73,R,R,Pitcher
65120,1996,3,27,Korea,Park,Seong-Jun,Park Seong-Jun,154,69,R,R,Infielder
65132,1996,10,30,Korea,Kim,Jae-Seong,Kim Jae-Seong,187,73,L,R,Catcher
65136,1991,10,12,Korea,Park,Ji-Gyu,Park Ji-Gyu,198,72,L,R,
65137,1985,6,3,USA,Harrell,Lucas,Harrell Lucas,201,74,R,R,Pitcher
65157,1996,4,16,Korea,Choi,Min-Chang,Choi Min-Chang,168,70,L,L,Outfielder
65203,1986,6,3,USA,Lutz,Matt,Lutz Matt,218,72,R,R,Infielder
65206,1992,11,14,Korea,Park,Seong-Min,Park Seong-Min,176,68,L,L,Pitcher
65207,1996,1,21,Korea,Shin,Min-Jae,Shin Min-Jae,148,67,L,R,Infielder
65219,1985,9,10,USA,Swarzak,Anthony,Swarzak Anthony,231,76,R,R,Pitcher
65233,1986,9,24,Dominica Republic,Romero,Jose,Romero Jose,225,74,R,R,Infielder
65241,1995,7,11,Korea,Chae,Won-Hu,Chae Won-Hu,154,71,R,R,Pitcher
65264,1996,4,7,Korea,Nam,Gyeong-Ho,Nam Gyeong-Ho,187,73,R,R,Pitcher
65269,1996,5,3,Korea,Kim,Min-Hyeok,Kim Min-Hyeok,220,74,R,R,Infielder
65293,1991,12,28,Korea,Jung,Jin-Cheol,Jung Jin-Cheol,172,70,L,R,Infielder
65304,1993,3,7,Korea,Kim,Eun-Seong,Kim Eun-Seong,183,70,R,R,Infielder
65320,1997,1,7,Korea,Choi,Won-Tae,Choi Won-Tae,229,72,R,R,Pitcher
65331,1985,8,22,USA,Feierabend,Ryan,Feierabend Ryan,225,75,L,L,Pitcher
65343,1996,10,10,Korea,Kim,Taek-Hyeong,Kim Taek-Hyeong,198,73,L,L,Pitcher
65345,1996,12,13,Korea,Kim,Hae-Su,Kim Hae-Su,192,74,R,R,Pitcher
65348,1996,6,19,Korea,Park,Ju-Hyeon,Park Ju-Hyeon,247,72,R,R,Pitcher
65357,1996,8,29,Korea,Song,Seong-Mun,Song Seong-Mun,194,72,L,R,Infielder
65362,1996,12,27,Korea,Song,U-Hyeon,Song U-Hyeon,172,71,L,L,Outfielder
65368,1995,6,21,Korea,Jung,Yong-Jun,Jung Yong-Jun,176,71,R,R,Pitcher
65392,1996,6,3,Korea,Kim,Jeong-In,Kim Jeong-In,176,72,R,R,Pitcher
65398,1991,9,12,Korea,Lim,Gyu-Bin,Lim Gyu-Bin,223,72,R,R,Pitcher
65399,1990,2,17,Korea,Heo,Jeong-Hyeop,Heo Jeong-Hyeop,203,72,R,R,Outfielder
65405,1992,3,11,Korea,Yoon,Yeong-Su,Yoon Yeong-Su,168,69,L,R,Infielder
65411,1996,12,8,Korea,Kim,Ju-On,Kim Ju-On,196,74,R,R,Pitcher
65412,1992,11,15,Korea,Kwon,Jeong-Ung,Kwon Jeong-Ung,194,71,R,R,
65425,1987,5,16,USA,Cloyd,Tyler,Cloyd Tyler,209,75,R,R,Pitcher
65444,1984,7,7,Dominica Republic,Figaro,Angel,Figaro Angel,174,72,R,R,Pitcher
65447,1992,3,17,Korea,Choi,Min-Gu,Choi Min-Gu,165,70,R,R,Outfielder
65462,1995,8,25,Korea,Kim,Gi-Hwan,Kim Gi-Hwan,163,72,L,R,Outfielder
65464,1996,10,24,Korea,Choi,Jeong-Yong,Choi Jeong-Yong,185,70,L,R,Infielder
65496,1996,3,16,Korea,Hong,Jeong-U,Hong Jeong-U,187,72,R,R,Pitcher
65503,1996,10,29,Korea,Kim,Ji-Su,Kim Ji-Su,172,70,L,L,Outfielder
65506,1992,8,7,Korea,Kim,Jae-Yu,Kim Jae-Yu,181,71,L,R,Outfielder
65509,1996,8,20,Korea,Cha,Jae-Yong,Cha Jae-Yong,194,72,L,L,Pitcher
65513,1992,4,3,Korea,Kim,Dae-Ryuk,Kim Dae-Ryuk,181,73,R,R,Infielder
65514,1996,11,1,Korea,Kang,Tae-Yul,Kang Tae-Yul,201,70,R,R,Catcher
65515,1992,5,13,Korea,Kang,Ro-Han,Kang Ro-Han,174,72,L,R,Outfielder
65516,1996,9,29,Korea,Bae,Je-Seong,Bae Je-Seong,198,75,L,R,Pitcher
65522,1995,2,27,Korea,Kim,Gang-Hyeon,Kim Gang-Hyeon,185,70,L,R,Pitcher
65523,1985,5,15,USA,Adduci,Jim,Adduci Jim,209,74,L,L,Outfielder
65543,1987,6,15,USA,Lindblom,Josh,Lindblom Josh,231,77,R,R,Pitcher
65546,1988,6,29,USA,Raley,Brooks,Raley Brooks,185,75,L,L,Pitcher
65586,1992,10,24,Korea,Jeon,Byeong-U,Jeon Byeong-U,205,72,R,R,Infielder
65610,1996,2,10,Korea,Hwang,Dae-In,Hwang Dae-In,220,70,R,R,Infielder
65616,1993,2,9,Korea,Lee,Min-U,Lee Min-U,229,73,R,R,Pitcher
65618,1991,7,23,Korea,Hwang,In-Jun,Hwang In-Jun,207,72,R,R,Pitcher
65630,1983,5,12,USA,MacLane,Evan,MacLane Evan,227,73,R,R,Pitcher
65639,1996,1,29,Korea,Park,Jeong-Su,Park Jeong-Su,163,70,L,R,Pitcher
65643,1992,7,8,Korea,Moon,Gyeong-Chan,Moon Gyeong-Chan,187,73,R,R,Pitcher
65653,1992,4,30,Korea,Kim,Ho-Ryeong,Kim Ho-Ryeong,187,70,R,R,Outfielder
65658,1988,3,14,USA,Stinson,Josh,Stinson Josh,209,76,R,R,Pitcher
65659,1982,12,21,USA,Humber,Philip,Humber Philip,209,75,R,R,Pitcher
65661,1992,7,21,Korea,Lee,Jong-Seok,Lee Jong-Seok,205,73,R,R,Pitcher
65665,1992,8,10,Korea,Lee,Jun-Yeong,Lee Jun-Yeong,187,70,L,L,Pitcher
65696,1992,10,24,Korea,Kim,Myeong-Chan,Kim Myeong-Chan,234,74,L,L,Pitcher
65703,1996,10,7,Korea,Lee,Do-Yun,Lee Do-Yun,174,69,L,R,Infielder
65707,1992,8,10,Korea,Ju,Hyeon-Sang,Ju Hyeon-Sang,203,70,R,R,Pitcher
65733,1980,7,2,USA,Morgan,Nyjer,Morgan Nyjer,176,71,L,L,Outfielder
65742,1985,8,14,Dominica Republic,Rogers,Esmil,Rogers Esmil,209,76,R,R,Pitcher
65762,1982,7,20,USA,Fox,Jake,Fox Jake,220,72,R,R,Outfielder
65764,1995,7,25,Korea,Kim,Min-U,Kim Min-U,271,73,R,R,Pitcher
65769,1995,10,3,Korea,Kim,Beom-Su,Kim Beom-Su,203,71,L,L,Pitcher
65802,1996,6,26,Korea,Bong,Min-Ho,Bong Min-Ho,198,72,L,L,Pitcher
65823,1984,9,10,USA,Brown,Andrew,Brown Andrew,198,72,R,R,Outfielder
65827,1996,12,19,Korea,Cho,Han-Uk,Cho Han-Uk,170,73,R,R,Pitcher
65844,1996,5,10,Korea,Park,Se-Ung,Park Se-Ung,192,71,L,L,Pitcher
65856,1988,10,14,USA,Kelly,Casey,Kelly Casey,190,74,R,R,Pitcher
65869,1992,6,7,Korea,Lee,Hyeon-Seok,Lee Hyeon-Seok,198,69,R,R,Catcher
65898,1996,2,9,Korea,Kim,Ung-Bin,Kim Ung-Bin,214,72,L,R,Infielder
65905,1996,7,1,Korea,Choi,Seung-Min,Choi Seung-Min,161,71,L,R,Outfielder
65908,1996,5,6,Korea,Ryu,Jae-In,Ryu Jae-In,165,72,L,R,Pitcher
65931,1986,9,28,USA,Stewart,Zach,Stewart Zach,205,74,R,R,Pitcher
65933,1997,2,17,Korea,Gu,Chang-Mo,Gu Chang-Mo,187,72,L,L,Pitcher
65937,1992,10,3,Korea,Lee,Ho-Jung,Lee Ho-Jung,201,72,R,R,Pitcher
65949,1996,10,10,Korea,Ryu,Jin-Uk,Ryu Jin-Uk,194,74,R,R,Pitcher
65964,1996,4,16,Korea,Lee,U-Seok,Lee U-Seok,176,73,R,R,Pitcher
66018,1991,9,1,Korea,Kim,Seon-Gi,Kim Seon-Gi,216,74,R,R,Pitcher
66032,1983,12,26,Venezuela,Pino,Yohan,Pino Yohan,190,74,R,R,Pitcher
66039,1997,5,19,Korea,Han,Seung-Ji,Han Seung-Ji,187,72,R,R,Pitcher
66047,1997,6,27,Korea,Park,Se-Jin,Park Se-Jin,205,70,L,L,Pitcher
66049,1988,9,30,Colombia,Marimon,Sugar Ray,Marimon Sugar Ray,194,74,R,R,Pitcher
66050,1984,12,26,USA,Lowey,Josh,Lowey Josh,190,71,R,R,Pitcher
66052,1991,3,13,Korea,Nam,Tae-Hyeok,Nam Tae-Hyeok,236,74,R,R,Infielder
66064,1997,7,29,Korea,Kim,Tae-O,Kim Tae-O,185,72,L,L,Pitcher
66068,1997,9,5,Korea,Seo,Ui-Tae,Seo Ui-Tae,254,76,L,L,Pitcher
66098,1993,1,26,Korea,Kim,Do-Yeong,Kim Do-Yeong,227,75,R,R,Pitcher
66108,1993,11,21,Korea,Hong,Chang-Gi,Hong Chang-Gi,207,74,L,R,Outfielder
66112,1997,9,7,Korea,Kim,Gi-Yeon,Kim Gi-Yeon,234,70,R,R,Catcher
66113,1992,1,3,Korea,Kim,Ho-Eun,Kim Ho-Eun,192,71,L,R,Infielder
66138,1984,8,22,USA,Huff,David,Huff David,194,72,L,L,Pitcher
66145,1997,3,8,Korea,Kim,Dae-Hyeon,Kim Dae-Hyeon,220,74,R,R,Pitcher
66154,1987,12,15,USA,Copeland,Scott,Copeland Scott,218,76,R,R,Pitcher
66160,1997,3,3,Korea,Yoo,Jae-Yu,Yoo Jae-Yu,190,71,R,R,Pitcher
66162,1998,1,30,Korea,Kim,Ju-Seong,Kim Ju-Seong,179,71,R,R,Infielder
66201,1993,5,14,Korea,Ko,Bong-Jae,Ko Bong-Jae,185,72,R,R,Pitcher
66203,1993,6,19,Korea,Seo,Ye-Il,Seo Ye-Il,183,70,R,R,
66207,1996,8,17,Korea,Hwang,Gyeong-Tae,Hwang Gyeong-Tae,170,71,R,R,Infielder
66209,1993,8,30,Korea,Cho,Su-Haeng,Cho Su-Haeng,161,70,L,R,Outfielder
66226,1986,9,9,USA,Bowden,Michael,Bowden Michael,223,75,R,R,Pitcher
66233,1997,7,15,Korea,Hong,Seong-Ho,Hong Seong-Ho,216,74,L,R,Outfielder
66244,1986,1,30,USA,Evans,Nick,Evans Nick,231,74,R,R,Infielder
66291,1997,11,1,Korea,Lee,Yeong-Ha,Lee Yeong-Ha,201,76,R,R,Pitcher
66302,1993,4,14,Korea,Chae,Sang-Hyeon,Chae Sang-Hyeon,183,71,L,R,Outfielder
66305,1994,2,12,Korea,Park,Seung-Ju,Park Seung-Ju,212,72,R,R,Pitcher
66306,1984,7,20,USA,Dorn,Danny,Dorn Danny,198,74,L,L,Outfielder
66309,1996,9,16,Korea,Kim,Hong-Bin,Kim Hong-Bin,172,72,R,R,Pitcher
66323,1984,11,23,USA,Coello,Robert,Coello Robert,254,77,R,R,Pitcher
66324,1986,12,19,USA,McGregor,Scott,McGregor Scott,198,76,R,R,Pitcher
66354,1997,11,11,Korea,Ju,Hyo-Sang,Ju Hyo-Sang,209,72,L,R,Catcher
66359,1997,12,18,Korea,Yoo,Jae-Hun,Yoo Jae-Hun,172,70,L,R,Pitcher
66392,1993,5,12,Korea,Kim,Jong-Deok,Kim Jong-Deok,183,68,R,R,Catcher
66402,1990,2,10,USA,Webster,Allen,Webster Allen,190,74,R,R,Pitcher
66406,1993,8,14,Korea,An,Ju-Hyeong,An Ju-Hyeong,150,69,L,R,Infielder
66409,1993,8,3,Korea,Lee,Seong-Gyu,Lee Seong-Gyu,181,70,R,R,Outfielder
66423,1986,1,27,Dominica Republic,Flande,Yohan,Flande Yohan,198,74,L,L,Pitcher
66440,1986,6,6,USA,Balester,Collin,Balester Collin,194,77,R,R,Pitcher
66444,1992,2,13,USA,Lee,Kevin,Lee Kevin,198,72,R,R,Pitcher
66446,1988,9,6,Mexico,León,Arnold,León Arnold,198,72,R,R,Pitcher
66451,1997,3,5,Korea,Choi,Chung-Yeon,Choi Chung-Yeon,187,75,R,R,Pitcher
66452,1983,1,5,Venezuela,Baldiris,Aarom,Baldiris Aarom,198,73,R,R,Infielder
66462,1993,10,27,Korea,Kim,Seong-Hun,Kim Seong-Hun,150,68,L,R,Infielder
66469,1997,8,28,Korea,Hwang,Seon-Do,Hwang Seon-Do,187,72,R,R,Outfielder
66492,1992,7,9,Korea,Kim,Seung-Hyeon,Kim Seung-Hyeon,231,71,R,R,Pitcher
66493,1993,8,13,Korea,Lim,Dae-Han,Lim Dae-Han,187,70,L,R,Pitcher
66504,1996,5,14,Korea,Lee,Chan-Geon,Lee Chan-Geon,161,70,L,R,Infielder
66508,1991,12,12,Korea,Na,Gyeong-Min,Na Gyeong-Min,172,70,L,L,
66523,1983,11,6,USA,Maxwell,Justin,Maxwell Justin,225,76,R,R,Outfielder
66556,1997,7,12,Korea,Park,Seon-U,Park Seon-U,201,74,R,R,Pitcher
66557,1996,5,20,Korea,Han,Seung-Hyeok,Han Seung-Hyeok,183,74,L,L,Pitcher
66565,1993,12,23,Korea,Kim,Seong-Jae,Kim Seong-Jae,198,72,L,L,Pitcher
66606,1997,3,23,Korea,Choi,Won-Jun,Choi Won-Jun,187,70,L,R,Outfielder
66609,1996,4,18,Korea,Jeon,Sang-Hyeon,Jeon Sang-Hyeon,194,72,R,R,Pitcher
66614,1997,3,8,Korea,Kim,Gyu-Seong,Kim Gyu-Seong,194,73,L,R,Infielder
66615,1997,7,1,Korea,Ryu,Seung-Hyeon,Ryu Seung-Hyeon,185,69,L,R,Outfielder
66628,1989,9,11,USA,Spruill,Zeke,Spruill Zeke,190,77,R,R,Pitcher
66630,1997,6,5,Korea,Kim,Hyeon-Jun,Kim Hyeon-Jun,172,72,R,R,Pitcher
66643,1987,1,26,Dominica Republic,Noesi,Hector,Noesi Hector,205,75,R,R,Pitcher
66657,1997,7,21,Korea,Lee,Jin-Yeong,Lee Jin-Yeong,196,72,R,R,Outfielder
66659,1997,3,20,Korea,Jung,Dong-Hyeon,Jung Dong-Hyeon,223,73,L,L,Pitcher
66660,1996,9,13,Korea,Nam,Ha-Jun,Nam Ha-Jun,172,72,L,R,Pitcher
66662,1998,1,25,Korea,Shin,Beom-Su,Shin Beom-Su,183,70,L,R,Catcher
66663,1993,7,12,Korea,Seo,Deok-Won,Seo Deok-Won,196,72,R,R,
66702,1996,7,24,Korea,Lee,Si-Won,Lee Si-Won,159,70,L,L,Outfielder
66704,1997,6,10,Korea,Kim,Tae-Yeon,Kim Tae-Yeon,212,70,R,R,Outfielder
66706,1993,9,30,Korea,Jang,Jin-Hyeok,Jang Jin-Hyeok,198,72,L,R,Outfielder
66707,1997,3,3,Korea,Park,Sang-Eon,Park Sang-Eon,198,73,R,R,Catcher
66710,1997,5,5,Korea,Kang,Sang-Won,Kang Sang-Won,141,68,L,R,Outfielder
66715,1994,1,28,Korea,Kim,In-Hwan,Kim In-Hwan,220,73,L,R,Infielder
66716,1993,8,9,Korea,Jung,Gyeong-Un,Jung Gyeong-Un,168,70,R,R,Infielder
66740,1989,2,23,Dominica Republic,Rosario,Wilin,Rosario Wilin,220,71,R,R,Infielder
66741,1993,7,22,Korea,Kim,Jae-Yeong,Kim Jae-Yeong,194,74,R,R,Pitcher
66742,1987,7,16,USA,Surkamp,Eric,Surkamp Eric,220,78,L,L,Pitcher
66748,1985,7,1,Italy,Maestri,Alex,Maestri Alex,176,72,R,R,Pitcher
66749,1993,12,21,Korea,Kim,Ju-Hyeon,Kim Ju-Hyeon,243,73,L,L,Infielder
66750,1989,2,19,Dominica Republic,Castillo,Fabio,Castillo Fabio,245,74,R,R,Pitcher
66801,1997,3,10,Korea,Kim,Chan-Ho,Kim Chan-Ho,168,70,R,R,Pitcher
66804,1993,10,18,Korea,No,Gwan-Hyeon,No Gwan-Hyeon,165,68,L,R,Infielder
66805,1988,3,5,Dominica Republic,Gómez,Héctor,Gómez Héctor,194,74,R,R,Infielder
66825,1988,12,20,Dominica Republic,Lara,Braulio,Lara Braulio,181,73,R,L,Pitcher
66833,1997,10,10,Korea,Lim,Seok-Jin,Lim Seok-Jin,216,71,R,R,Infielder
66838,1990,7,24,Korea,Kim,Dong-Yeop,Kim Dong-Yeop,223,73,R,R,Outfielder
66858,1997,10,22,Korea,Jung,Dong-Yun,Jung Dong-Yun,227,76,L,R,Pitcher
66859,1993,2,3,Korea,Kim,Ju-Han,Kim Ju-Han,205,72,R,R,Pitcher
66864,1997,1,27,Korea,An,Sang-Hyeon,An Sang-Hyeon,163,70,R,R,Infielder
66917,1997,12,29,Korea,Kim,Chan-Hyeong,Kim Chan-Hyeong,183,72,R,R,Infielder
66920,1997,4,28,Korea,Choi,Seong-Yeong,Choi Seong-Yeong,187,71,L,L,Pitcher
66928,1997,8,5,Korea,Park,Jun-Yeong,Park Jun-Yeong,198,71,R,R,Infielder
66960,1990,4,1,Korea,Jung,Su-Min,Jung Su-Min,203,74,R,R,Pitcher
66963,1997,4,11,Korea,Choi,U-Jae,Choi U-Jae,198,73,L,R,Outfielder
66965,1993,3,18,Korea,Do,Tae-Hun,Do Tae-Hun,187,72,L,R,Infielder
66968,1993,5,2,Korea,Lee,Jae-Yul,Lee Jae-Yul,165,73,L,L,Outfielder
66990,1993,4,19,Korea,Lim,Seo-Jun,Lim Seo-Jun,179,70,R,R,Pitcher
66992,1993,4,10,Korea,Cho,Won-Bin,Cho Won-Bin,187,71,R,R,Infielder
67005,1997,8,29,Korea,Hong,Hyeon-Bin,Hong Hyeon-Bin,154,69,L,R,Outfielder
67006,1998,5,29,Korea,An,Chi-Yeong,An Chi-Yeong,159,69,L,R,Outfielder
67008,1989,3,23,Korea,Lee,Dae-Eun,Lee Dae-Eun,198,74,L,R,Pitcher
67024,1986,3,27,USA,Monell,Johnny,Monell Johnny,209,73,L,R,Infielder
67025,1990,5,24,USA,Rojas,Mel,Rojas Mel,225,74,R,R,Outfielder
67033,1989,12,14,USA,Roach,Zach,Roach Zach,194,72,R,R,Pitcher
67045,1998,6,8,Korea,Cho,Byeong-Uk,Cho Byeong-Uk,209,73,R,R,Pitcher
67048,1997,12,5,Korea,Lee,Jeong-Hyeon,Lee Jeong-Hyeon,205,74,R,R,Pitcher
67063,1998,1,31,Korea,Moon,Sang-In,Moon Sang-In,174,73,R,R,Catcher
67066,1997,5,29,Korea,Lee,Jong-Hyeok,Lee Jong-Hyeok,190,75,R,R,Pitcher
67092,1995,1,15,Korea,Lee,Jae-Geun,Lee Jae-Geun,157,70,L,R,Infielder
67116,1998,4,14,Korea,Oh,Seok-Ju,Oh Seok-Ju,163,71,R,R,Pitcher
67119,1998,8,6,Korea,Ko,U-Seok,Ko U-Seok,198,72,R,R,Pitcher
67122,1998,9,17,Korea,Kim,Tae-Hyeong,Kim Tae-Hyeong,216,75,L,L,Pitcher
67123,1998,7,1,Korea,Jeon,Jun-Ho,Jeon Jun-Ho,176,71,R,R,Pitcher
67134,1984,5,7,USA,Torres,Roni,Torres Roni,234,75,L,L,Infielder
67143,1998,12,2,Korea,Son,Ju-Yeong,Son Ju-Yeong,209,75,L,L,Pitcher
67164,1998,8,19,Korea,Lee,Chan-Hyeok,Lee Chan-Hyeok,198,74,R,R,Pitcher
67202,1998,12,20,Korea,Park,Yu-Yeon,Park Yu-Yeon,170,70,R,R,Catcher
67207,1998,8,5,Korea,Lee,Yu-Chan,Lee Yu-Chan,150,69,R,R,Infielder
67246,1993,11,29,Korea,Kim,Myeong-Sin,Kim Myeong-Sin,198,70,R,R,Pitcher
67259,1998,8,22,Korea,Moon,Won,Moon Won,201,74,R,R,Pitcher
67263,1994,12,21,Korea,Choi,Won-Jun,Choi Won-Jun,201,72,R,R,Pitcher
67266,1998,3,10,Korea,Park,Chi-Guk,Park Chi-Guk,172,70,R,R,Pitcher
67304,1999,1,27,Korea,Kim,Hye-Seong,Kim Hye-Seong,176,70,L,R,Infielder
67312,1987,9,1,USA,O'Sullivan,Sean,O'Sullivan Sean,243,73,R,R,Pitcher
67313,1988,2,10,USA,Brigham,Jake,Brigham Jake,198,75,R,R,Pitcher
67341,1998,8,20,Korea,Lee,Jeong-Hu,Lee Jeong-Hu,190,73,L,R,Outfielder
67360,1998,12,10,Korea,Oh,Yun-Seong,Oh Yun-Seong,176,72,R,R,Pitcher
67363,1994,10,5,Korea,Lee,Byeong-Gyu,Lee Byeong-Gyu,161,69,L,R,
67365,1998,12,16,Korea,Yang,Ji-Yul,Yang Ji-Yul,227,73,R,R,Pitcher
67391,1998,10,22,Korea,Kim,Jae-Ung,Kim Jae-Ung,194,67,L,L,Pitcher
67394,1989,11,10,USA,Choice,Michael,Choice Michael,216,72,R,R,Outfielder
67419,1995,2,4,Korea,Moon,Yong-Ik,Moon Yong-Ik,205,70,R,R,Pitcher
67421,1998,3,13,Korea,Choi,Ji-Gwang,Choi Ji-Gwang,187,68,R,R,Pitcher
67423,1989,9,9,USA,Ranaudo,Anthony,Ranaudo Anthony,231,80,R,R,Pitcher
67435,1989,7,29,USA,Petrick,Zach,Petrick Zach,198,76,R,R,Pitcher
