npbpID,playerID,yearID,stint,lgID,teamID,POS,G,W,L,SV,HLD,HP,CG,SHO,WL_pct,BFP,IPouts,H,HR,BB,HBP,SO,WP,BK,R,ER,ERA,GS,K_pct,BB_pct,HR_pct,BABIP,LOB%,IBB,RA-,FIP-,RA9_WAR,WAR
1081,100681,1953,1,PL,NISHITETSU,UC,12,0,2,,,,0,0,0,152,91,29,6,29,4,10,2,0,32,26,7.71,9,0.066,0.191,0.039,0.235,0.56,,261,227,-1.7,-1.2
1082,100681,1954,1,PL,TAKAHASHI,UC,28,3,4,,,,0,0,0.429,526,375,104,12,56,6,78,0,0,47,41,2.95,19,0.148,0.106,0.023,0.257,0.798,,93,122,1.8,0.1
1083,100681,1955,1,PL,TOMBO,UC,4,0,2,,,,0,0,0,40,18,15,0,8,1,2,0,0,14,13,19.5,2,0.05,0.2,0,0.556,0.417,0,569,164,-1,-0.1
1084,100682,1949,1,JBL,OSAKA,UC,1,0,1,,,,0,0,0,4,0,2,0,2,0,0,0,0,4,4,-1,1,0,0.5,0,1,0,,-1,-1,-0.3,-0.1
1085,100685,1949,1,JBL,TOKYU,UC,7,0,0,,,,0,0,,102,69,24,3,11,0,4,0,0,13,13,5.09,0,0.039,0.108,0.029,0.25,0.714,,105,128,0.2,-0.1
1086,100686,1949,1,JBL,DAIEI,UC,7,1,2,,,,1,0,0.333,155,110,33,4,17,0,9,0,0,20,17,4.17,7,0.058,0.11,0.026,0.234,0.676,,101,120,0.4,0
1087,100686,1950,1,PL,DAIEI,UC,29,12,8,,,,13,1,0.6,791,563,189,10,61,0,50,2,0,81,76,3.64,21,0.063,0.077,0.013,0.27,0.716,,83,98,3.9,2.4
1088,100686,1951,1,PL,DAIEI,UC,23,7,8,,,,6,0,0.467,537,377,131,5,43,3,28,1,1,65,57,4.08,19,0.052,0.08,0.009,0.282,0.659,,117,106,0.3,1.1
1089,100686,1952,1,PL,DAIEI,UC,31,4,15,,,,6,1,0.211,666,480,167,13,50,0,47,4,0,74,66,3.71,18,0.071,0.075,0.02,0.283,0.719,,100,109,1.8,1.1
1090,100686,1953,1,PL,DAIEI,UC,21,6,8,,,,7,1,0.429,498,374,114,9,31,0,39,2,0,51,47,3.39,13,0.078,0.062,0.018,0.255,0.71,,101,109,1.3,0.9
1091,100686,1954,1,PL,DAIEI,UC,44,12,22,,,,21,2,0.353,1158,862,252,11,75,2,91,3,0,109,85,2.66,32,0.079,0.065,0.009,0.253,0.702,,94,98,3.9,3.5
1092,100686,1955,1,PL,DAIEI,UC,36,11,14,,,,6,1,0.44,755,552,185,11,35,2,59,3,0,94,75,3.67,24,0.078,0.046,0.015,0.276,0.62,1,125,104,-0.1,1.8
1093,100686,1956,1,PL,DAIEI,UC,22,3,4,,,,0,0,0.429,308,221,75,5,16,1,16,1,0,33,30,3.67,6,0.052,0.052,0.016,0.265,0.694,0,122,121,0.1,0.1
1094,100686,1957,1,PL,DAIEI,UC,5,0,0,,,,0,0,,28,18,8,0,3,0,1,0,0,6,6,9,0,0.036,0.107,0,0.348,0.455,0,262,117,-0.4,0
1095,100687,1949,1,JBL,DAIEI,UC,27,9,4,,,,6,0,0.692,506,355,116,10,60,2,46,3,0,63,51,3.88,12,0.091,0.119,0.02,0.277,0.701,,99,111,1.3,0.7
1096,100687,1950,1,PL,DAIEI,UC,35,8,10,,,,10,1,0.444,788,534,184,11,92,4,83,0,0,100,84,4.25,21,0.105,0.117,0.014,0.294,0.68,,108,105,1.3,1.6
1097,100687,1951,1,PL,DAIEI,UC,30,6,12,,,,9,0,0.333,646,456,140,14,66,4,72,0,3,75,66,3.91,18,0.111,0.102,0.022,0.263,0.709,,112,118,0.8,0.4
1098,100687,1952,1,PL,DAIEI,UC,36,13,11,,,,14,1,0.542,929,667,204,14,66,7,97,1,0,103,81,3.28,26,0.104,0.071,0.015,0.262,0.676,,100,97,2.5,2.8
1099,100687,1953,1,PL,DAIEI,UC,30,13,12,,,,15,4,0.52,805,601,157,6,57,2,87,1,0,65,46,2.07,23,0.108,0.071,0.007,0.237,0.727,,80,90,4.2,3.2
1100,100687,1954,1,PL,DAIEI,UC,8,1,1,,,,0,0,0.5,91,68,18,2,5,1,7,1,0,9,7,2.78,2,0.077,0.055,0.022,0.213,0.708,,98,116,0.3,0.1
1101,100687,1955,1,PL,DAIEI,UC,3,0,0,,,,0,0,,26,17,6,0,2,1,3,2,0,2,1,1.59,1,0.115,0.077,0,0.3,0.778,0,86,97,0.1,0.1
1102,100690,1949,1,JBL,HANKYU,UC,29,2,6,,,,1,0,0.25,416,279,99,8,52,1,44,2,0,62,56,5.42,11,0.106,0.125,0.019,0.295,0.639,,124,108,-0.1,0.7
1103,100690,1950,1,PL,HANKYU,UC,53,14,18,,,,14,4,0.438,1180,834,251,16,104,1,156,2,2,134,109,3.53,37,0.132,0.088,0.014,0.266,0.665,,92,89,4.2,4.8
1104,100690,1951,1,PL,HANKYU,UC,40,12,14,,,,14,2,0.462,1098,764,232,12,100,1,150,2,0,102,79,2.79,36,0.137,0.091,0.011,0.269,0.731,,91,92,4,4.2
1105,100690,1953,1,PL,HANKYU,UC,23,11,4,,,,8,2,0.733,594,445,121,6,41,2,90,3,0,38,31,1.88,15,0.152,0.069,0.01,0.263,0.81,,63,84,4.5,2.8
1106,100690,1954,1,PL,HANKYU,UC,25,6,6,,,,6,0,0.5,522,376,121,8,36,1,71,2,1,57,46,3.3,18,0.136,0.069,0.015,0.285,0.688,,113,95,0.6,1.8
1107,100690,1955,1,PL,HANKYU,UC,46,15,11,,,,10,2,0.577,874,638,172,10,85,3,124,0,1,74,52,2.2,24,0.142,0.097,0.011,0.258,0.756,6,85,101,4,2.3
1108,100690,1956,1,PL,HANKYU,UC,44,14,12,,,,6,2,0.538,775,575,172,8,51,0,108,2,0,60,53,2.49,27,0.139,0.066,0.01,0.278,0.77,8,85,90,3.5,3.1
1109,100690,1957,1,PL,HANKYU,UC,28,6,8,,,,7,4,0.429,508,368,121,4,30,0,61,1,0,46,42,3.08,22,0.12,0.059,0.008,0.297,0.722,2,99,94,1.4,1.8
1110,100690,1958,1,PL,HANKYU,UC,22,6,8,,,,2,1,0.429,334,247,82,3,18,0,27,1,1,28,27,2.95,13,0.081,0.054,0.009,0.281,0.752,1,93,109,1.2,0.6
1111,100690,1959,1,PL,NISHITETSU,UC,28,0,1,,,,0,0,0,148,100,39,4,11,1,19,1,0,17,15,4.05,2,0.128,0.074,0.027,0.315,0.749,0,130,131,-0.1,-0.1
1112,100694,1949,1,JBL,YOMIURI,UC,1,0,0,,,,0,0,,16,6,7,0,3,0,0,1,0,5,4,18,0,0,0.188,0,0.538,0.5,,465,126,-0.3,0
1113,100696,1949,1,JBL,CHUNICHI,UC,29,8,12,,,,7,0,0.4,688,479,160,15,66,3,66,1,0,81,65,3.66,15,0.096,0.096,0.022,0.27,0.712,,94,105,2.2,1.4
1114,100696,1950,1,CL,CHUNICHI,UC,55,27,15,,,,22,2,0.643,1361,977,269,24,134,7,209,5,0,135,116,3.21,30,0.154,0.098,0.018,0.252,0.731,,74,87,8.4,6
1115,100696,1951,1,CL,NAGOYA,UC,58,28,13,,,,15,4,0.683,1243,871,274,18,90,5,147,4,0,116,76,2.36,24,0.118,0.072,0.014,0.266,0.736,,75,86,7.3,5.7
1116,100696,1952,1,CL,NAGOYA,UC,61,32,14,,,,25,6,0.696,1448,1067,316,13,96,3,160,5,0,118,92,2.33,30,0.11,0.066,0.009,0.262,0.748,,73,83,9.1,7.2
1117,100696,1953,1,CL,NAGOYA,UC,45,23,9,,,,13,1,0.719,1114,800,230,16,91,9,156,4,0,98,84,2.84,27,0.14,0.082,0.014,0.26,0.754,,80,92,5.8,4.3
1118,100696,1954,1,CL,CHUNICHI,UC,63,32,12,,,,27,7,0.727,1531,1186,265,9,103,7,273,7,0,71,61,1.39,32,0.178,0.067,0.006,0.235,0.839,,43,71,16.7,10.1
1119,100696,1955,1,CL,CHUNICHI,UC,53,26,12,,,,24,5,0.684,1253,984,226,16,57,5,247,2,0,62,57,1.56,27,0.197,0.045,0.013,0.233,0.851,1,53,74,11.4,7.8
1120,100696,1956,1,CL,CHUNICHI,UC,42,14,14,,,,19,4,0.5,949,744,172,11,48,0,167,2,0,70,55,2,26,0.176,0.051,0.012,0.233,0.733,1,85,79,4.3,5.2
1121,100696,1957,1,CL,CHUNICHI,UC,41,10,7,,,,6,1,0.588,639,508,108,11,32,1,122,4,0,43,33,1.75,12,0.191,0.05,0.017,0.213,0.78,1,75,89,3.9,2.7
1122,100696,1958,1,CL,CHUNICHI,UC,46,11,9,,,,10,1,0.55,858,654,169,16,46,3,161,4,0,56,43,1.78,18,0.188,0.054,0.019,0.248,0.828,1,75,92,5.1,3.3
1123,100696,1961,1,PL,DAIMAI,UC,32,4,6,,,,2,0,0.4,353,255,77,5,29,1,53,2,0,29,23,2.44,4,0.15,0.082,0.014,0.28,0.78,2,82,100,1.7,1
1124,100697,1950,1,CL,CHUNICHI,UC,1,0,0,,,,0,0,,9,3,3,0,3,0,1,0,0,3,3,27,0,0.111,0.333,0,0.6,0.5,,534,153,-0.2,0
1125,100698,1949,1,JBL,OSAKA,UC,6,0,0,,,,0,0,,93,59,21,2,12,0,9,0,0,13,10,4.58,1,0.097,0.129,0.022,0.271,0.662,,123,113,0,0.1
1126,100698,1950,1,CL,OSAKA,UC,32,7,6,,,,6,1,0.538,620,427,136,9,67,6,43,1,0,69,56,3.54,19,0.069,0.108,0.015,0.259,0.713,,86,103,2.6,1.4
1127,100698,1951,1,CL,OSAKA,UC,45,11,13,,,,10,1,0.458,955,683,217,14,72,1,86,2,0,106,82,3.24,28,0.09,0.075,0.015,0.266,0.68,,87,91,4.1,3.7
1128,100698,1952,1,CL,OSAKA,UC,43,8,8,,,,1,0,0.5,654,468,165,15,41,1,48,0,0,78,70,4.04,16,0.073,0.063,0.023,0.278,0.694,,110,108,1,1.2
1129,100698,1953,1,CL,OSAKA,UC,32,5,5,,,,4,3,0.5,348,255,88,5,15,1,29,1,1,38,29,3.07,8,0.083,0.043,0.014,0.285,0.68,,97,89,1,1.5
1130,100698,1954,1,CL,OSAKA,UC,28,8,3,,,,3,1,0.727,435,339,92,5,22,1,30,0,0,22,19,1.51,8,0.069,0.051,0.011,0.234,0.861,,47,97,4.4,1.4
1131,100698,1955,1,CL,OSAKA,UC,14,5,4,,,,4,2,0.556,267,202,60,6,10,1,14,1,0,27,19,2.54,10,0.052,0.037,0.022,0.233,0.703,0,112,122,0.3,0.1
1132,100698,1956,1,CL,OSAKA,UC,5,1,0,,,,1,1,1,78,60,18,1,4,0,5,0,0,3,1,0.45,2,0.064,0.051,0.013,0.254,0.922,1,45,106,0.8,0.2
1133,100699,1949,1,JBL,TAIYO,UC,32,9,12,,,,6,1,0.429,672,451,141,9,94,1,62,1,1,77,60,3.59,22,0.092,0.14,0.013,0.265,0.712,,95,108,2,1
1134,100699,1950,1,CL,SHOCHIKU,UC,19,1,1,,,,1,1,0.5,322,218,78,8,42,1,35,0,0,33,33,4.09,9,0.109,0.13,0.025,0.302,0.801,,81,113,1.6,0.3
1135,100699,1951,1,PL,HANKYU,UC,9,0,3,,,,0,0,0,115,78,29,3,9,2,8,0,1,21,12,4.15,4,0.07,0.078,0.026,0.283,0.531,,183,129,-0.7,-0.1
1136,100699,1952,1,PL,HANKYU,UC,18,1,1,,,,0,0,0.5,277,184,77,7,19,2,18,0,0,38,36,5.28,4,0.065,0.069,0.025,0.308,0.68,,134,118,-0.3,0.2
1137,100699,1953,1,PL,HANKYU,UC,5,2,0,,,,0,0,1,93,71,17,1,7,0,8,1,0,6,4,1.52,0,0.086,0.075,0.011,0.216,0.796,,63,101,0.7,0.2
1138,100700,1949,1,JBL,NANKAI,UC,7,0,0,,,,0,0,,100,62,23,2,14,1,4,2,0,13,11,4.79,2,0.04,0.14,0.02,0.269,0.71,,117,131,0,-0.1
1139,100700,1950,1,CL,TAIYO,UC,15,0,4,,,,0,0,0,242,152,68,8,26,1,15,2,0,51,45,7.99,7,0.062,0.107,0.033,0.314,0.525,,179,124,-1.4,-0.1
1140,100700,1951,1,CL,TAIYO,UC,1,0,0,,,,0,0,,5,0,3,0,2,0,0,0,0,4,4,-1,0,0,0.4,0,1,0.2,,-1,-1,-0.3,-0.1
1141,100702,1949,1,JBL,TOKYU,UC,1,0,0,,,,0,0,,13,8,3,0,2,0,1,0,2,2,1,3.38,0,0.077,0.154,0,0.3,0.6,,139,98,0,0
1142,100704,1949,1,JBL,TOKYU,UC,15,3,2,,,,1,0,0.6,265,187,55,4,27,1,27,0,0,28,24,3.47,5,0.102,0.102,0.015,0.255,0.711,,84,98,1.2,0.8
1143,100704,1950,1,PL,TOKYU,UC,58,23,23,,,,27,2,0.5,1546,1091,349,27,96,6,207,0,1,182,131,3.24,36,0.134,0.062,0.017,0.269,0.651,,96,87,4.9,7
1144,100704,1951,1,PL,TOKYU,UC,40,19,12,,,,27,1,0.613,1173,884,248,17,67,6,135,0,2,94,77,2.35,32,0.115,0.057,0.014,0.246,0.764,,72,91,7.7,4.7
1145,100704,1952,1,PL,TOKYU,UC,5,1,2,,,,2,0,0.333,96,71,20,0,6,2,7,0,0,6,6,2.28,4,0.073,0.063,0,0.25,0.786,,55,85,0.9,0.4
1146,100704,1953,1,PL,TOKYU,UC,45,16,21,,,,21,6,0.432,1119,822,259,10,60,0,180,0,0,105,84,2.76,35,0.161,0.054,0.009,0.297,0.702,,95,74,3.7,6.9
1147,100704,1954,1,PL,TOEI,UC,56,23,14,,,,15,1,0.622,1226,898,240,9,86,5,204,4,0,105,81,2.44,25,0.166,0.07,0.007,0.262,0.71,,87,78,5.2,6.9
1148,100704,1955,1,PL,TOEI,UC,55,22,21,,,,25,4,0.512,1431,1060,321,8,83,5,185,2,1,110,89,2.27,32,0.129,0.058,0.006,0.284,0.752,7,76,83,8.3,7.2
1149,100704,1956,1,PL,TOEI,UC,44,10,21,,,,11,3,0.323,1069,795,249,13,49,4,182,0,0,113,92,3.12,36,0.17,0.046,0.012,0.3,0.666,1,116,83,1,5.4
1150,100704,1957,1,PL,TOEI,UC,26,9,11,,,,7,0,0.45,594,445,133,3,20,3,86,0,0,53,45,2.73,18,0.145,0.034,0.005,0.282,0.679,0,93,75,2.1,3.6
1151,100704,1958,1,PL,TOEI,UC,31,5,10,,,,3,1,0.333,522,379,126,7,27,4,89,0,0,58,45,3.21,15,0.17,0.052,0.013,0.307,0.673,2,120,91,0.2,2
1152,100704,1959,1,PL,NISHITETSU,UC,28,1,5,,,,0,0,0.167,283,191,77,5,15,3,44,1,0,44,37,5.23,4,0.155,0.053,0.018,0.341,0.58,0,176,103,-1.5,0.7
1153,100706,1949,1,JBL,OSAKA,UC,34,11,7,,,,8,0,0.611,702,479,169,14,57,7,61,1,2,103,81,4.57,20,0.087,0.081,0.02,0.28,0.609,,120,102,0.1,1.7
1154,100706,1950,1,CL,OSAKA,UC,6,1,2,,,,1,1,0.333,96,69,25,4,8,1,13,0,0,18,16,6.26,5,0.135,0.083,0.042,0.304,0.563,,139,115,-0.2,0.1
1155,100706,1951,1,CL,OSAKA,UC,5,0,1,,,,0,0,0,54,31,20,0,3,0,0,0,1,9,7,6.1,1,0,0.056,0,0.392,0.609,,163,84,-0.2,0.3
1156,100706,1952,1,CL,OSAKA,UC,5,0,2,,,,1,0,0,60,39,16,1,6,1,2,0,0,8,7,4.85,2,0.033,0.1,0.017,0.326,0.694,,135,131,-0.1,0
1157,100708,1949,1,JBL,TAIYO,UC,1,0,0,,,,0,0,,15,6,5,0,4,0,0,0,0,5,5,22.5,0,0,0.267,0,0.455,0.444,,465,158,-0.3,0
1158,100710,1949,1,JBL,TAIYO,UC,1,0,1,,,,0,0,0,6,3,4,0,0,0,0,0,0,2,2,18,1,0,0,0,0.667,0.5,,372,69,-0.1,0
1159,100710,1950,1,CL,SHOCHIKU,UC,1,0,0,,,,0,0,,22,9,5,0,6,1,3,0,1,9,9,27,0,0.136,0.273,0,0.417,0.25,,534,140,-0.4,0
1160,100710,1951,1,CL,SHOCHIKU,UC,14,0,3,,,,0,0,0,159,102,39,4,20,1,9,0,0,27,21,5.56,3,0.057,0.126,0.025,0.282,0.607,,148,128,-0.5,-0.1
1161,100710,1952,1,CL,SHOCHIKU,UC,41,9,15,,,,15,0,0.375,1027,703,235,13,118,7,71,1,1,110,96,3.69,25,0.069,0.115,0.013,0.278,0.731,,103,116,2.2,0.9
1162,100710,1953,1,CL,YOSHO,UC,2,0,0,,,,0,0,,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1,,0,74,0.1,0.1
1163,100713,1950,1,PL,MAINICHI,UC,1,0,0,,,,0,0,,19,12,2,0,6,0,2,0,0,2,2,4.5,1,0.105,0.316,0,0.182,0.75,,96,159,0.1,-0.1
1164,100727,1950,1,CL,HIROSHIMA,UC,5,0,0,,,,0,0,,30,16,9,1,5,0,4,1,1,11,5,8.44,0,0.133,0.167,0.033,0.4,0.238,,367,129,-0.6,0
1165,100727,1951,1,CL,HIROSHIMA,UC,8,1,2,,,,0,0,0.333,107,66,27,2,14,2,4,1,0,25,21,8.59,4,0.037,0.131,0.019,0.305,0.448,,212,131,-0.9,-0.1
1166,100728,1950,1,PL,MAINICHI,UC,29,9,4,,,,4,1,0.692,594,416,134,9,58,4,61,1,1,76,63,4.09,22,0.103,0.098,0.015,0.274,0.654,,105,102,1.2,1.5
1167,100728,1951,1,PL,MAINICHI,UC,25,9,5,,,,4,1,0.643,602,423,153,12,39,3,49,1,0,71,52,3.32,20,0.081,0.065,0.02,0.287,0.696,,114,108,0.6,1.1
1168,100728,1952,1,PL,MAINICHI,UC,2,0,0,,,,0,0,,23,11,9,1,5,0,0,0,0,6,6,14.73,0,0,0.217,0.043,0.471,0.635,,353,226,-0.3,-0.2
1169,100728,1953,1,PL,HANKYU,UC,22,4,4,,,,3,0,0.5,321,225,74,1,25,2,28,2,0,29,20,2.4,6,0.087,0.078,0.003,0.285,0.723,,96,92,1,1.2
1170,100728,1954,1,PL,HANKYU,UC,9,2,2,,,,0,0,0.5,92,66,25,3,8,0,8,0,0,13,10,4.09,5,0.087,0.087,0.033,0.31,0.694,,146,139,-0.2,-0.2
1171,100732,1950,1,CL,NISHI NIPPON,UC,15,1,8,,,,4,0,0.111,344,225,80,12,51,1,16,0,0,56,48,5.76,11,0.047,0.148,0.035,0.258,0.66,,133,144,-0.4,-0.7
1172,100737,1950,1,CL,KOKUTETSU,UC,45,2,13,,,,6,0,0.133,766,529,199,20,45,1,53,0,1,110,88,4.49,12,0.069,0.059,0.026,0.279,0.622,,111,99,0.9,2.2
1173,100737,1951,1,CL,KOKUTETSU,UC,9,1,1,,,,0,0,0.5,89,59,22,3,7,0,9,0,0,13,11,5.03,1,0.101,0.079,0.034,0.275,0.645,,124,112,0,0.1
1174,100738,1950,1,PL,NISHITETSU,UC,11,0,3,,,,0,0,0,161,97,38,3,22,2,10,0,2,30,27,7.52,7,0.062,0.137,0.019,0.287,0.554,,178,130,-0.8,-0.1
1175,100738,1951,1,PL,HANKYU,UC,13,0,0,,,,0,0,,176,109,45,4,13,3,9,0,0,26,15,3.72,2,0.051,0.074,0.023,0.287,0.632,,162,128,-0.7,-0.1
1176,100740,1950,1,PL,KINTETSU,UC,50,18,19,,,,20,3,0.486,1254,905,292,20,83,9,164,2,2,153,124,3.7,37,0.131,0.066,0.016,0.282,0.649,,97,88,3.8,5.4
1177,100740,1951,1,PL,KINTETSU,UC,36,8,16,,,,13,1,0.333,863,631,177,13,65,4,82,0,1,93,73,3.12,26,0.095,0.075,0.015,0.24,0.672,,100,102,2.3,2.1
1178,100740,1952,1,PL,KINTETSU,UC,40,5,22,,,,4,1,0.185,772,534,201,12,52,4,75,0,1,109,87,4.4,25,0.097,0.067,0.016,0.306,0.616,,132,97,-0.7,2.4
1179,100740,1953,1,PL,KINTETSU,UC,38,12,12,,,,10,4,0.5,899,666,191,8,58,7,89,0,0,77,65,2.64,24,0.099,0.065,0.009,0.253,0.731,,86,94,4,3.1
1180,100740,1954,1,PL,KINTETSU,UC,29,14,2,,,,8,3,0.875,562,432,129,7,31,0,52,1,2,45,32,2,18,0.093,0.055,0.012,0.265,0.766,,77,95,3.2,1.9
1181,100740,1955,1,PL,KINTETSU,UC,30,2,9,,,,2,0,0.182,437,308,115,6,22,3,37,0,0,50,35,3.07,16,0.085,0.05,0.014,0.306,0.684,0,119,105,0.2,1
1182,100740,1956,1,PL,KINTETSU,UC,26,7,5,,,,2,1,0.583,427,319,104,5,15,3,38,2,0,38,32,2.71,14,0.089,0.035,0.012,0.277,0.73,0,97,100,1.3,1.3
1183,100740,1957,1,PL,KINTETSU,UC,26,2,5,,,,2,0,0.286,376,281,91,7,13,1,26,1,0,36,28,2.69,6,0.069,0.035,0.019,0.259,0.725,0,98,108,1.1,0.7
1184,100741,1950,1,PL,DAIEI,UC,15,3,2,,,,1,0,0.6,234,155,62,6,20,0,27,0,0,36,29,5.05,6,0.115,0.085,0.026,0.309,0.625,,133,106,-0.3,0.5
1185,100741,1951,1,PL,DAIEI,UC,29,9,8,,,,8,2,0.529,645,467,147,11,50,1,65,1,1,68,46,2.66,14,0.101,0.078,0.017,0.268,0.712,,99,104,1.8,1.5
1186,100741,1952,1,PL,DAIEI,UC,31,9,8,,,,5,0,0.529,555,386,129,11,60,2,61,2,1,66,60,4.2,16,0.11,0.108,0.02,0.286,0.712,,111,114,0.8,0.6
1187,100741,1953,1,PL,DAIEI,UC,29,9,9,,,,7,2,0.5,625,459,140,6,50,1,52,4,0,63,52,3.06,19,0.083,0.08,0.01,0.267,0.701,,102,102,1.5,1.5
1188,100741,1954,1,PL,DAIEI,UC,37,6,16,,,,8,2,0.273,775,529,203,14,60,0,68,3,0,113,93,4.75,23,0.088,0.077,0.018,0.307,0.616,,159,113,-2.6,1
1189,100741,1955,1,PL,DAIEI,UC,36,6,17,,,,3,1,0.261,602,444,131,4,40,1,55,6,1,72,51,3.1,18,0.091,0.066,0.007,0.268,0.601,1,119,96,0.3,1.9
1190,100752,1950,1,PL,NISHITETSU,UC,16,2,7,,,,1,0,0.222,235,152,66,3,15,2,20,1,1,36,30,5.33,8,0.085,0.064,0.013,0.326,0.596,,136,92,-0.4,0.9
1191,100752,1951,1,PL,NANKAI,UC,11,0,1,,,,0,0,0,131,85,36,1,12,2,5,0,2,22,13,4.13,3,0.038,0.092,0.008,0.315,0.576,,176,113,-0.7,0.2
1192,100753,1950,1,CL,OSAKA,UC,1,0,0,,,,0,0,,4,0,2,0,2,0,0,0,0,4,1,-1,0,0,0.5,0,1,0,,-1,-1,-0.3,-0.1
1193,100758,1950,1,PL,TOKYU,UC,33,5,11,,,,3,0,0.313,515,340,142,14,33,7,39,1,1,85,68,5.4,10,0.076,0.064,0.027,0.305,0.597,,144,113,-1.2,0.6
1194,100758,1951,1,PL,TOKYU,UC,22,3,4,,,,0,0,0.429,288,198,74,3,16,0,21,1,1,37,27,3.68,7,0.073,0.056,0.01,0.295,0.618,,127,93,-0.1,1.1
1195,100758,1952,1,PL,TOKYU,UC,30,6,9,,,,9,1,0.4,617,442,160,13,27,2,29,1,1,70,61,3.73,21,0.047,0.044,0.021,0.274,0.697,,102,107,1.5,1.2
1196,100758,1953,1,PL,TOKYU,UC,36,8,8,,,,8,3,0.5,670,491,168,12,25,2,50,0,0,68,54,2.97,17,0.075,0.037,0.018,0.276,0.713,,103,102,1.6,1.7
1197,100758,1954,1,PL,TOEI,UC,24,1,9,,,,2,0,0.1,419,282,127,10,21,2,24,1,0,60,55,5.27,12,0.057,0.05,0.024,0.33,0.662,,158,120,-1.4,0.2
1198,100759,1950,1,PL,TOKYU,UC,1,0,0,,,,0,0,,28,17,12,1,3,0,3,0,0,7,6,9.53,0,0.107,0.107,0.036,0.524,0.588,,237,127,-0.2,0
1199,100760,1950,1,CL,KOKUTETSU,UC,49,9,19,,,,9,1,0.321,1020,701,249,20,86,0,65,4,2,136,104,4.01,26,0.064,0.084,0.02,0.271,0.648,,104,99,2.1,2.8
1200,100760,1951,1,CL,KOKUTETSU,UC,45,6,7,,,,0,0,0.462,627,437,168,10,46,1,39,2,0,78,62,3.83,4,0.062,0.073,0.016,0.304,0.682,,100,97,1.6,1.9
1201,100760,1952,1,CL,KOKUTETSU,UC,31,3,5,,,,1,0,0.375,408,296,97,5,23,0,23,2,1,44,33,3.01,3,0.056,0.056,0.012,0.267,0.673,,98,95,1.2,1.4
1202,100760,1953,1,CL,KOKUTETSU,UC,14,0,0,,,,0,0,,110,74,32,1,8,0,6,0,0,13,7,2.55,0,0.055,0.073,0.009,0.33,0.699,,115,97,0.1,0.4
1203,100760,1954,1,CL,KOKUTETSU,UC,18,0,0,,,,0,0,,222,171,46,4,8,1,20,0,0,18,15,2.37,4,0.09,0.036,0.018,0.227,0.749,,76,97,1.3,0.7
1204,100760,1955,1,CL,KOKUTETSU,UC,6,0,0,,,,0,0,,54,31,16,3,5,0,4,0,0,13,9,7.84,0,0.074,0.093,0.056,0.325,0.476,1,352,195,-0.9,-0.4
1205,100763,1950,1,CL,SHOCHIKU,UC,34,20,4,,,,13,5,0.833,925,676,197,9,75,1,70,0,0,70,51,2.04,30,0.076,0.081,0.01,0.248,0.78,,55,86,8.4,4.2
1206,100763,1951,1,CL,SHOCHIKU,UC,36,15,13,,,,13,2,0.536,905,650,211,13,57,1,61,2,1,95,66,2.74,19,0.067,0.063,0.014,0.261,0.694,,82,91,4.5,3.5
1207,100763,1952,1,CL,NAGOYA,UC,35,12,11,,,,8,4,0.522,798,584,171,8,61,3,57,3,0,78,61,2.82,21,0.071,0.076,0.01,0.247,0.702,,88,97,3.4,2.5
1208,100763,1953,1,CL,NAGOYA,UC,37,12,9,,,,4,1,0.571,686,478,174,8,44,2,48,1,1,78,68,3.84,15,0.07,0.064,0.012,0.292,0.68,,107,95,1.2,2.3
1209,100763,1954,1,CL,CHUNICHI,UC,18,5,3,,,,3,2,0.625,348,250,82,3,23,0,35,1,0,32,25,2.7,11,0.101,0.066,0.009,0.285,0.724,,92,90,1.2,1.4
1210,100763,1955,1,CL,CHUNICHI,UC,2,0,1,,,,0,0,0,24,15,8,2,3,0,2,0,0,7,6,10.8,1,0.083,0.125,0.083,0.353,0.488,0,392,269,-0.5,-0.3
1211,100764,1950,1,CL,TAIYO,UC,12,1,1,,,,0,0,0.5,200,125,49,2,31,1,6,2,0,35,26,5.62,4,0.03,0.155,0.01,0.294,0.588,,150,118,-0.6,0.1
1212,100764,1951,1,CL,TAIYO,UC,11,0,1,,,,0,0,0,96,55,33,2,12,0,4,1,0,21,17,8.35,3,0.042,0.125,0.021,0.413,0.569,,214,124,-0.8,0
1213,100767,1950,1,CL,NISHI NIPPON,UC,48,11,19,,,,14,1,0.367,1149,787,294,29,72,6,84,0,3,159,128,4.39,28,0.073,0.063,0.025,0.279,0.643,,108,100,1.7,3.2
1214,100767,1951,1,PL,NISHITETSU,UC,20,4,3,,,,2,1,0.571,350,266,75,5,15,2,28,0,1,26,19,1.93,10,0.08,0.043,0.014,0.242,0.776,,66,94,2.6,1.2
1215,100767,1952,1,PL,NISHITETSU,UC,29,2,3,,,,0,0,0.4,289,201,72,4,21,1,19,0,1,43,31,4.16,5,0.066,0.073,0.014,0.285,0.577,,138,103,-0.5,0.7
1216,100767,1953,1,PL,KINTETSU,UC,25,1,2,,,,0,0,0.333,316,230,73,7,18,1,19,0,0,35,21,2.47,4,0.06,0.057,0.022,0.25,0.693,,113,119,0.4,0.2
1217,100768,1950,1,PL,NANKAI,UC,47,14,9,,,,13,3,0.609,968,710,218,17,62,2,78,0,0,92,77,2.93,29,0.081,0.064,0.018,0.25,0.736,,74,97,6,3
