npbpID,playerID,yearID,stint,lgID,teamID,POS,G,W,L,SV,HLD,HP,CG,SHO,WL_pct,BFP,IPouts,H,HR,BB,HBP,SO,WP,BK,R,ER,ERA,GS,K_pct,BB_pct,HR_pct,BABIP,LOB%,IBB,RA-,FIP-,RA9_WAR,WAR
230,100103,1937.2F,1,JBL,HANKYU,UC,15,3,7,,,,6,0,0.3,417,290,72,5,56,5,46,1,0,50,39,3.63,13,0.11,0.134,0.012,0.227,0.659,,103,111,0.8,0.5
231,100103,1943,1,JBL,HANKYU,UC,2,0,0,,,,0,0,,27,18,3,0,6,0,4,0,0,2,2,3,1,0.148,0.222,0,0.176,0.778,,115,130,0,0
232,100104,1936.1S,1,JBL,NAGOYA,UC,8,1,3,,,,0,0,0.25,89,62,36,0,13,1,3,1,0,31,28,12.19,3,0.034,0.146,0,0.493,0.38,,254,111,-1.3,0.1
233,100104,1936.2F,1,JBL,NAGOYA,UC,1,0,0,,,,0,0,,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0.4,0,0,1,,0,260,0.1,-0.1
234,100109,1936.1S,1,JBL,DAI TOKYO,UC,6,0,4,,,,2,0,0,127,109,37,0,35,0,17,1,0,32,22,5.45,2,0.134,0.276,0,0.446,0.556,,149,126,-0.5,-0.1
235,100109,1936.2F,1,JBL,DAI TOKYO,UC,12,0,4,,,,3,0,0,252,150,46,0,46,1,26,1,0,47,24,4.32,4,0.103,0.183,0,0.263,0.495,,198,118,-1.7,0.1
236,100109,1937.1S,1,JBL,DAI TOKYO,UC,28,11,10,,,,13,1,0.524,812,549,140,3,133,3,91,0,0,84,51,2.51,20,0.112,0.164,0.004,0.242,0.706,,98,113,2,0.8
237,100109,1937.2F,1,JBL,LION,UC,21,3,11,,,,2,0,0.214,446,274,90,6,70,2,37,1,0,71,60,5.91,14,0.083,0.157,0.013,0.261,0.592,,155,124,-1.4,-0.1
238,100109,1938.1S,1,JBL,LION,UC,16,2,5,,,,7,1,0.286,479,316,107,4,64,1,44,1,0,50,36,3.08,10,0.092,0.134,0.008,0.289,0.733,,101,105,1,1
239,100109,1938.2F,1,JBL,LION,UC,17,5,6,,,,6,0,0.455,389,272,68,3,46,0,51,3,0,39,27,2.68,11,0.131,0.118,0.008,0.23,0.683,,97,91,1.1,1.4
240,100109,1939,1,JBL,LION,UC,38,3,12,,,,7,2,0.2,823,544,169,4,108,1,80,5,0,102,68,3.38,20,0.097,0.131,0.005,0.27,0.646,,142,106,-1.5,1.7
241,100109,1940,1,JBL,LION,UC,47,9,22,,,,17,6,0.29,1187,851,222,1,121,3,154,1,0,115,81,2.57,34,0.13,0.102,0.001,0.248,0.67,,119,83,0.4,5.7
242,100111,1936.1S,1,JBL,DAI TOKYO,UC,6,0,2,,,,2,0,0,128,94,30,2,30,0,12,1,0,21,15,4.31,4,0.094,0.234,0.016,0.326,0.682,,113,142,0.1,-0.3
243,100111,1936.2F,1,JBL,DAI TOKYO,UC,12,1,10,,,,6,0,0.091,429,248,104,0,66,2,27,2,0,83,48,5.23,8,0.063,0.154,0,0.315,0.517,,211,117,-2.6,0.3
244,100111,1937.1S,1,JBL,DAI TOKYO,UC,19,0,5,,,,2,0,0,352,216,87,0,44,1,13,0,0,63,36,4.5,5,0.037,0.125,0,0.302,0.523,,186,111,-2.1,0.5
245,100111,1937.2F,1,JBL,LION,UC,20,2,3,,,,1,0,0.4,509,310,119,6,78,2,40,5,2,82,67,5.84,7,0.079,0.153,0.012,0.298,0.614,,158,120,-1.7,0.1
246,100116,1938.1S,1,JBL,KYOJIN,UC,1,0,0,,,,0,0,,11,6,3,0,3,0,1,0,0,4,4,18,0,0.091,0.273,0,0.429,0.333,,425,147,-0.2,0
247,100116,1938.2F,1,JBL,KYOJIN,UC,11,8,2,,,,6,1,0.8,327,246,46,4,37,2,44,0,0,25,16,1.76,11,0.135,0.113,0.012,0.179,0.756,,68,97,2.3,1
248,100117,1936.2F,1,JBL,SENATORS,UC,2,0,1,,,,0,0,0,23,15,5,0,6,0,0,0,0,2,2,3.6,2,0,0.261,0,0.294,0.818,,84,175,0.1,-0.1
249,100117,1937.1S,1,JBL,SENATORS,UC,16,5,7,,,,8,0,0.417,415,293,79,2,47,2,26,0,1,41,31,2.86,14,0.063,0.113,0.005,0.232,0.695,,89,108,1.5,0.7
250,100117,1937.2F,1,JBL,SENATORS,UC,14,2,3,,,,2,1,0.4,272,176,59,6,40,3,16,0,0,43,34,5.22,8,0.059,0.147,0.022,0.259,0.63,,146,139,-0.7,-0.5
251,100117,1938.1S,1,JBL,SENATORS,UC,7,0,2,,,,0,0,0,164,111,36,1,18,0,7,1,0,26,21,5.11,3,0.043,0.11,0.006,0.255,0.532,,149,103,-0.5,0.4
252,100117,1938.2F,1,JBL,SENATORS,UC,16,3,3,,,,4,3,0.5,367,243,78,4,42,4,14,0,0,39,33,3.67,12,0.038,0.114,0.011,0.247,0.718,,108,119,0.5,0.2
253,100117,1939,1,JBL,SENATORS,UC,5,0,0,,,,0,0,,70,47,24,0,1,0,5,0,0,10,8,4.6,3,0.071,0.014,0,0.381,0.6,,161,63,-0.3,0.6
254,100124,1936.2F,1,JBL,DAI TOKYO,UC,4,0,1,,,,0,0,0,52,29,12,1,13,1,2,1,0,14,11,10.24,3,0.038,0.25,0.019,0.314,0.488,,305,202,-0.7,-0.4
255,100131,1936.2F,1,JBL,NAGOYA,UC,20,8,5,,,,7,3,0.615,590,400,113,2,73,3,53,1,0,70,52,3.51,10,0.09,0.124,0.003,0.248,0.639,,110,106,0.5,1.2
256,100131,1937.1S,1,JBL,NAGOYA,UC,19,3,9,,,,5,0,0.25,513,328,127,2,55,4,37,4,0,91,60,4.94,17,0.072,0.107,0.004,0.31,0.519,,177,104,-2.5,1.1
257,100131,1937.2F,1,JBL,NAGOYA,UC,27,5,11,,,,8,2,0.313,641,449,150,3,51,6,40,1,0,74,56,3.37,19,0.062,0.08,0.005,0.274,0.656,,99,92,1.7,2.4
258,100131,1938.1S,1,JBL,NAGOYA,UC,18,4,9,,,,7,0,0.308,441,303,104,2,36,0,30,0,0,56,39,3.48,12,0.068,0.082,0.005,0.282,0.612,,118,87,0.1,1.9
259,100131,1938.2F,1,JBL,NAGOYA,UC,5,2,1,,,,2,2,0.667,120,88,24,0,10,1,7,0,0,11,9,2.76,4,0.058,0.083,0,0.242,0.686,,84,88,0.5,0.5
260,100131,1940,1,JBL,NAGOYA,UC,1,0,1,,,,0,0,0,31,18,7,1,3,0,1,0,0,7,4,6,1,0.032,0.097,0.032,0.231,0.349,,342,162,-0.3,-0.1
261,100131,1941,1,JBL,NAGOYA,UC,23,4,6,,,,0,0,0.4,390,270,75,3,47,2,39,1,0,37,27,2.7,8,0.1,0.121,0.008,0.252,0.726,,145,105,-0.7,0.8
262,100131,1942,1,JBL,NAGOYA,UC,27,4,13,,,,3,0,0.235,567,406,121,5,39,2,29,0,0,49,28,1.86,13,0.051,0.069,0.009,0.24,0.729,,129,104,-0.3,1.3
263,100131,1943,1,JBL,NAGOYA,UC,18,5,5,,,,6,4,0.5,445,348,81,3,26,1,31,1,0,24,17,1.32,14,0.07,0.058,0.007,0.209,0.809,,72,86,2.7,2
264,100131,1944,1,JBL,SANGYO,UC,22,6,12,,,,14,2,0.333,672,480,157,5,33,1,28,0,0,67,40,2.25,19,0.042,0.049,0.007,0.254,0.674,,111,93,0.8,2.5
265,100131,1946,1,JBL,CHUBU NIPPON,UC,38,10,13,,,,17,2,0.435,1023,726,243,4,63,3,51,4,0,117,85,3.16,26,0.05,0.062,0.004,0.266,0.633,,99,87,2.7,4.5
266,100131,1950,1,CL,HIROSHIMA,UC,15,2,8,,,,6,0,0.2,354,235,96,13,24,0,22,0,0,62,50,5.74,13,0.062,0.068,0.037,0.282,0.57,,141,114,-0.7,0.3
267,100135,1936.2F,1,JBL,HANKYU,UC,9,3,2,,,,2,0,0.6,230,166,35,0,29,3,14,0,1,14,12,1.95,7,0.061,0.126,0,0.196,0.791,,53,111,2,0.3
268,100135,1937.1S,1,JBL,HANKYU,UC,23,6,3,,,,4,0,0.667,470,317,78,3,76,5,26,1,0,45,31,2.64,12,0.055,0.162,0.006,0.214,0.736,,91,133,1.5,-0.4
269,100135,1937.2F,1,JBL,HANKYU,UC,11,1,2,,,,1,0,0.333,194,120,51,0,22,4,12,2,0,38,32,7.2,5,0.062,0.113,0,0.333,0.506,,190,100,-1.2,0.5
270,100135,1938.1S,1,JBL,HANKYU,UC,4,2,1,,,,3,1,0.667,112,88,16,0,6,0,9,1,0,4,3,0.92,4,0.08,0.054,0,0.17,0.818,,29,70,1.6,0.8
271,100135,1938.2F,1,JBL,HANKYU,UC,10,4,2,,,,4,0,0.667,297,211,51,0,32,2,19,0,0,28,22,2.82,7,0.064,0.108,0,0.213,0.671,,89,94,1.1,1
272,100135,1939,1,JBL,HANKYU,UC,33,13,12,,,,13,2,0.52,809,599,152,4,66,3,70,4,0,68,48,2.16,23,0.087,0.082,0.005,0.226,0.71,,86,90,3.5,3.3
273,100135,1940,1,JBL,HANKYU,UC,13,4,3,,,,4,1,0.571,317,230,46,0,41,1,24,1,0,26,12,1.41,9,0.076,0.129,0,0.19,0.705,,100,109,0.8,0.5
274,100135,1942,1,JBL,TAIYO,UC,19,3,4,,,,3,0,0.429,343,257,55,5,34,0,23,0,0,26,19,2,11,0.067,0.099,0.015,0.18,0.768,,109,124,0.5,0.1
275,100135,1943,1,JBL,NISHITETSU,UC,38,9,18,,,,16,2,0.333,1079,752,177,5,156,5,80,0,0,94,77,2.76,31,0.074,0.145,0.005,0.21,0.737,,130,125,-0.6,0.1
276,100135,1947,1,JBL,KINSEI,UC,40,11,19,,,,22,5,0.367,1166,822,248,6,113,9,53,0,0,126,91,2.99,30,0.045,0.097,0.005,0.249,0.675,,127,110,-0.3,1.8
277,100135,1950,1,CL,NISHI NIPPON,UC,34,7,16,,,,6,0,0.304,725,467,194,19,58,4,26,1,1,130,109,6.3,25,0.036,0.08,0.026,0.287,0.549,,149,113,-2.1,0.8
278,100137,1936.2F,1,JBL,OSAKA,UC,1,0,0,,,,0,0,,15,12,3,0,1,1,0,0,0,1,1,2.25,1,0,0.067,0,0.231,0.8,,53,121,0.1,0
279,100137,1937.1S,1,JBL,DAI TOKYO,UC,4,0,1,,,,0,0,0,77,44,17,1,19,0,8,1,0,13,9,5.52,1,0.104,0.247,0.013,0.333,0.665,,189,162,-0.4,-0.3
280,100137,1937.2F,1,JBL,LION,UC,1,0,0,,,,0,0,,3,0,1,0,2,0,0,0,1,0,0,-1,0,0,0.667,0,1,1,,-1,-1,0,-0.1
281,100138,1936.2F,1,JBL,KYOJIN,UC,2,0,0,,,,0,0,,24,15,1,0,7,0,3,0,0,1,1,1.8,1,0.125,0.292,0,0.077,0.875,,42,160,0.2,-0.1
282,100138,1937.2F,1,JBL,KYOJIN,UC,6,2,0,,,,0,0,1,106,79,14,1,15,1,12,0,0,8,5,1.71,3,0.113,0.142,0.009,0.169,0.769,,61,107,0.9,0.2
283,100138,1938.1S,1,JBL,KYOJIN,UC,8,2,3,,,,3,0,0.4,162,116,29,2,16,2,18,0,0,25,16,3.72,5,0.111,0.099,0.012,0.221,0.498,,137,98,-0.3,0.5
284,100142,1936.2F,1,JBL,NAGOYA,UC,4,0,1,,,,0,0,0,41,17,13,0,12,0,2,0,0,14,6,9.53,2,0.049,0.293,0,0.481,0.44,,520,177,-0.9,-0.2
285,100147,1937.1S,1,JBL,OSAKA,UC,19,9,3,,,,6,1,0.75,504,350,101,1,51,3,79,0,0,40,29,2.24,18,0.157,0.101,0.002,0.274,0.749,,73,81,2.9,2.6
286,100147,1937.2F,1,JBL,OSAKA,UC,25,15,3,,,,14,3,0.833,732,547,131,2,76,3,103,1,0,46,30,1.48,17,0.141,0.104,0.003,0.24,0.792,,50,80,7.2,3.9
287,100147,1938.1S,1,JBL,OSAKA,UC,19,11,4,,,,11,3,0.733,558,388,111,2,66,1,65,3,1,41,22,1.53,16,0.116,0.118,0.004,0.262,0.782,,67,88,3.7,2.4
288,100147,1938.2F,1,JBL,OSAKA,UC,20,9,2,,,,9,0,0.818,603,413,115,4,72,5,58,6,1,49,38,2.48,15,0.096,0.119,0.007,0.248,0.767,,80,101,2.9,1.5
289,100147,1939,1,JBL,OSAKA,UC,29,11,9,,,,11,2,0.55,710,502,139,4,72,1,89,1,2,60,45,2.42,20,0.125,0.101,0.006,0.254,0.736,,91,88,2.5,3
290,100151,1939,1,JBL,NAGOYA,UC,9,2,3,,,,3,0,0.4,219,141,57,0,26,2,15,0,1,29,23,4.4,4,0.068,0.119,0,0.333,0.659,,156,103,-0.6,0.5
291,100157,1937.1S,1,JBL,KORAKUEN,UC,5,0,3,,,,0,0,0,114,65,25,0,23,0,7,1,0,27,19,7.89,2,0.061,0.202,0,0.309,0.438,,266,134,-1.1,-0.1
292,100161,1937.1S,1,JBL,KORAKUEN,UC,12,1,7,,,,3,0,0.125,310,199,71,3,31,1,21,2,1,57,19,2.58,8,0.068,0.1,0.01,0.276,0.466,,183,109,-1.7,0.5
293,100161,1937.2F,1,JBL,KORAKUEN,UC,6,0,1,,,,0,0,0,76,40,20,0,16,1,5,0,0,16,12,8.1,2,0.066,0.211,0,0.392,0.568,,240,134,-0.7,-0.1
294,100161,1942,1,JBL,YAMATO,UC,22,1,10,,,,5,0,0.091,500,340,98,5,71,2,7,0,0,59,42,3.34,15,0.014,0.142,0.01,0.227,0.683,,186,161,-2.4,-1.4
295,100162,1937.1S,1,JBL,KORAKUEN,UC,7,1,3,,,,0,0,0.25,135,79,31,1,21,0,10,1,0,25,17,5.81,1,0.074,0.156,0.007,0.297,0.534,,202,123,-0.9,0
296,100162,1937.2F,1,JBL,KORAKUEN,UC,1,0,0,,,,0,0,,20,11,6,1,1,1,0,0,0,5,5,12.27,0,0,0.05,0.05,0.313,0.455,,272,174,-0.2,-0.1
297,100163,1937.1S,1,JBL,KORAKUEN,UC,10,1,3,,,,3,0,0.25,221,131,42,1,47,5,25,1,0,32,25,5.15,6,0.113,0.213,0.005,0.293,0.67,,156,141,-0.7,-0.4
298,100163,1938.1S,1,JBL,EAGLES,UC,11,3,5,,,,1,1,0.375,283,191,61,0,40,0,15,1,1,32,29,4.1,10,0.053,0.141,0,0.274,0.683,,107,104,0.4,0.6
299,100163,1938.2F,1,JBL,EAGLES,UC,7,0,4,,,,2,0,0,168,110,34,0,25,2,8,0,0,17,10,2.45,4,0.048,0.149,0,0.262,0.721,,104,115,0.3,0.2
300,100163,1939,1,JBL,EAGLES,UC,14,1,5,,,,1,0,0.167,266,162,81,5,32,0,14,1,0,58,45,7.5,8,0.053,0.12,0.019,0.358,0.519,,272,134,-2.8,-0.3
301,100164,1937.1S,1,JBL,KINKO,UC,20,4,7,,,,3,2,0.364,519,348,109,2,54,1,30,1,0,68,47,3.65,16,0.058,0.104,0.004,0.252,0.596,,125,104,-0.3,1.1
302,100164,1937.2F,1,JBL,KINKO,UC,23,9,7,,,,10,1,0.563,657,456,143,2,67,4,47,3,0,58,41,2.43,18,0.072,0.102,0.003,0.268,0.739,,76,94,3.6,2.2
303,100164,1938.1S,1,JBL,KINKO,UC,13,1,6,,,,2,0,0.143,281,169,69,5,36,1,23,2,0,53,35,5.59,8,0.082,0.128,0.018,0.299,0.535,,200,119,-1.8,0.2
304,100164,1939,1,JBL,KINKO,UC,11,2,3,,,,1,0,0.4,170,116,45,3,14,1,12,1,0,23,20,4.66,3,0.071,0.082,0.018,0.302,0.663,,150,114,-0.5,0.2
305,100165,1937.1S,1,JBL,HANKYU,UC,2,0,0,,,,0,0,,46,28,14,0,2,0,8,0,0,9,7,6.75,0,0.174,0.043,0,0.389,0.438,,206,58,-0.3,0.4
306,100165,1938.1S,1,JBL,HANKYU,UC,8,5,2,,,,1,0,0.714,193,136,29,0,25,1,7,3,0,12,8,1.59,6,0.036,0.13,0,0.185,0.782,,56,105,1.6,0.4
307,100165,1938.2F,1,JBL,HANKYU,UC,2,0,0,,,,0,0,,20,11,6,0,3,0,2,0,0,6,3,7.36,1,0.1,0.15,0,0.4,0.333,,368,98,-0.4,0.1
308,100165,1939,1,JBL,HANKYU,UC,15,7,3,,,,7,2,0.7,458,321,97,4,38,0,25,0,0,41,32,2.69,13,0.055,0.083,0.009,0.242,0.726,,97,103,1.3,1.1
309,100165,1940,1,JBL,HANKYU,UC,54,28,13,,,,30,8,0.683,1450,1132,251,6,82,7,97,1,0,81,54,1.29,35,0.067,0.057,0.004,0.2,0.781,,63,88,10.9,6.2
310,100165,1941,1,JBL,HANKYU,UC,48,30,8,,,,23,11,0.789,1262,1000,200,3,83,3,85,1,0,48,33,0.89,24,0.067,0.066,0.002,0.186,0.845,,51,75,11.2,7.2
311,100165,1942,1,JBL,HANKYU,UC,59,19,17,,,,24,3,0.528,1416,1108,239,1,88,3,105,0,0,82,54,1.32,29,0.074,0.062,0.001,0.2,0.755,,79,76,7.2,8
312,100165,1943,1,JBL,HANKYU,UC,8,1,5,,,,5,0,0.167,240,177,51,1,14,0,14,0,0,21,15,2.29,7,0.058,0.058,0.004,0.248,0.692,,123,84,0,1.1
313,100165,1946,1,JBL,HANKYU,UC,8,2,3,,,,1,0,0.4,144,97,44,1,9,2,6,1,0,17,17,4.73,6,0.042,0.063,0.007,0.347,0.709,,108,97,0.2,0.5
314,100165,1947,1,JBL,HANKYU,UC,16,2,4,,,,2,0,0.333,275,193,69,3,20,0,14,0,0,29,14,1.96,8,0.051,0.073,0.011,0.283,0.708,,125,105,0,0.6
315,100165,1948,1,JBL,HANKYU,UC,30,7,8,,,,5,0,0.467,621,464,163,6,20,0,27,0,0,61,43,2.5,16,0.043,0.032,0.01,0.281,0.699,,101,92,1.6,2.4
316,100165,1949,1,JBL,TOKYU,UC,17,6,4,,,,4,1,0.6,416,285,110,8,26,0,18,0,0,53,43,4.07,10,0.043,0.063,0.019,0.282,0.665,,104,100,0.8,1.1
317,100165,1950,1,CL,NISHI NIPPON,UC,28,5,11,,,,9,0,0.313,688,464,183,9,39,0,33,0,0,84,63,3.67,19,0.048,0.057,0.013,0.29,0.659,,97,87,1.9,3
318,100167,1937.1S,1,JBL,KINKO,UC,9,1,2,,,,0,0,0.333,164,90,32,0,39,2,15,2,0,29,24,7.2,2,0.091,0.238,0,0.302,0.603,,206,146,-1.1,-0.3
319,100167,1937.2F,1,JBL,KINKO,UC,13,0,4,,,,2,0,0,286,182,52,3,52,1,18,4,1,36,29,4.3,5,0.063,0.182,0.01,0.238,0.685,,119,133,0.1,-0.3
320,100167,1938.2F,1,JBL,KINKO,UC,1,0,0,,,,0,0,,26,15,7,0,6,1,0,0,0,8,6,10.8,0,0,0.231,0,0.389,0.429,,359,181,-0.3,-0.1
321,100167,1940,1,JBL,KINKO,UC,3,1,0,,,,1,0,1,77,51,13,0,12,2,5,0,0,2,1,0.53,3,0.065,0.156,0,0.228,0.926,,35,135,0.8,-0.1
322,100171,1940,1,JBL,TSUBASA,UC,1,0,0,,,,0,0,,18,10,3,0,3,0,0,0,0,4,2,5.4,0,0,0.167,0,0.214,0.333,,352,151,-0.2,0
323,100172,1937.1S,1,JBL,HANKYU,UC,27,7,9,,,,10,1,0.438,664,468,121,2,86,1,76,5,1,58,47,2.71,15,0.114,0.13,0.003,0.249,0.731,,79,99,3.3,1.7
324,100172,1937.2F,1,JBL,HANKYU,UC,20,3,7,,,,0,0,0.3,335,209,79,1,52,4,43,3,0,50,42,5.43,7,0.128,0.155,0.003,0.342,0.636,,143,102,-0.8,0.8
325,100172,1941,1,JBL,HANKYU,UC,39,11,11,,,,11,1,0.5,971,702,147,0,141,2,89,2,0,69,51,1.96,30,0.092,0.145,0,0.204,0.762,,104,102,1.9,2.3
326,100172,1942,1,JBL,HANKYU,UC,44,17,17,,,,16,4,0.5,1279,935,242,6,134,6,104,1,0,82,63,1.82,31,0.081,0.105,0.005,0.234,0.803,,94,104,3.9,2.8
327,100172,1943,1,JBL,HANKYU,UC,33,9,13,,,,11,3,0.409,754,535,138,3,92,2,54,0,0,65,50,2.52,24,0.072,0.122,0.004,0.227,0.733,,126,111,-0.2,1.1
328,100172,1944,1,JBL,HANKYU,UC,14,7,5,,,,7,2,0.583,437,318,81,0,44,0,39,0,0,33,21,1.78,11,0.089,0.101,0,0.239,0.736,,82,89,2,1.7
329,100172,1946,1,JBL,HANKYU,UC,21,8,8,,,,6,0,0.5,521,365,112,4,48,1,35,0,0,59,48,3.55,15,0.067,0.092,0.008,0.254,0.656,,100,98,1.3,1.5
330,100172,1950,1,CL,HIROSHIMA,UC,21,2,8,,,,4,0,0.2,472,313,133,13,25,2,21,0,0,75,58,5,11,0.044,0.053,0.028,0.295,0.599,,128,104,-0.4,1
331,100172,1951,1,CL,HIROSHIMA,UC,36,5,15,,,,9,0,0.25,796,540,218,6,41,2,39,1,0,106,90,4.5,25,0.049,0.052,0.008,0.304,0.614,,110,84,1,3.9
332,100172,1952,1,CL,HIROSHIMA,UC,15,1,3,,,,1,0,0.25,235,156,71,5,7,1,10,0,1,35,27,4.67,6,0.043,0.03,0.021,0.314,0.611,,148,102,-0.6,0.6
333,100175,1940,1,JBL,KYOJIN,UC,1,0,0,,,,0,0,,30,21,8,1,2,0,3,0,0,9,9,11.57,0,0.1,0.067,0.033,0.304,0.116,,377,133,-0.3,0
334,100175,1946,1,JBL,OSAKA,UC,27,14,6,,,,16,2,0.7,757,544,172,5,65,2,63,2,1,71,61,3.03,20,0.083,0.086,0.007,0.271,0.724,,80,92,3.9,2.9
335,100175,1947,1,JBL,OSAKA,UC,1,1,0,,,,1,0,1,37,27,6,0,2,1,0,0,0,1,0,0,1,0,0.054,0,0.176,0.889,,31,103,0.5,0.1
336,100175,1948,1,JBL,OSAKA,UC,1,0,0,,,,0,0,,8,2,5,0,0,0,0,0,0,3,2,27,1,0,0,0,0.625,0.4,,1150,77,-0.2,0
337,100175,1949,1,JBL,OSAKA,UC,1,0,1,,,,0,0,0,9,3,5,0,1,0,0,0,0,5,5,45,1,0,0.111,0,0.625,0.167,,930,100,-0.3,0
