playerID,birthYear,birthMonth,birthDay,birthCountry,nameLast,nameFirst,nameFull,weight,height,bats,throws
64086,1990,10,19,South Korea,Shin,Seong-Hyeon,Seong-Hyeon Shin,203,72,R,R
64100,1995,12,6,South Korea,Park,Jae-Uk,Jae-Uk Park,172,71,R,R
64101,1994,5,17,South Korea,Han,Seok-Hyeon,Seok-Hyeon Han,161,71,L,L
64115,1995,11,21,South Korea,Jang,Jun-Won,Jun-Won Jang,170,72,R,R
64117,1991,7,21,South Korea,Yang,Won-Hyeok,Won-Hyeok Yang,157,69,L,R
64136,1984,5,15,United States,Teaford,Everett,Everett Teaford,165,72,L,L
64153,1991,7,15,South Korea,Yang,Seok-Hwan,Seok-Hwan Yang,198,73,R,R
64154,1986,11,13,United States,Bell,Josh,Josh Bell,229,75,R,R
64155,1995,9,6,South Korea,Lim,Ji-Seop,Ji-Seop Lim,220,74,L,L
64157,1986,5,25,United States,Riordan,Chris,Chris Riordan,198,76,R,R
64158,1982,5,25,United States,Snyder,Brad,Brad Snyder,212,76,L,L
64164,1995,5,7,South Korea,Ryu,Hyeong-U,Hyeong-U Ryu,159,72,R,R
64166,1995,6,12,South Korea,Bae,Jeong-Dae,Jeong-Dae Bae,176,73,R,R
64203,1982,1,30,United States,Cantu,Jorge,Jorge Cantu,203,76,R,R
64204,1991,1,7,South Korea,Hong,Yeong-Hyeon,Yeong-Hyeon Hong,192,74,R,R
64209,1995,2,18,South Korea,Jung,Gi-Hun,Gi-Hun Jung,172,72,L,R
64213,1991,7,12,South Korea,Choi,Yong-Je,Yong-Je Choi,198,72,R,R
64219,1981,8,28,Cuba,Maya,Yunesky,Yunesky Maya,203,72,R,R
64230,1986,9,23,United States,Volstad,Chris,Chris Volstad,229,81,R,R
64255,1995,2,26,South Korea,Han,Ju-Seong,Ju-Seong Han,198,72,R,R
64259,1989,6,2,South Korea,Choi,Byeong-Uk,Byeong-Uk Choi,194,71,R,R
64260,1995,7,31,South Korea,Kim,Gyeong-Ho,Gyeong-Ho Kim,150,71,L,R
64266,1992,3,25,South Korea,Lee,Seong-Gon,Seong-Gon Lee,229,73,L,R
64267,1995,3,20,South Korea,Jeon,Yong-Hun,Yong-Hun Jeon,165,72,R,R
64300,1995,10,17,South Korea,Kim,Ha-Seong,Ha-Seong Kim,172,70,R,R
64302,1980,4,7,United States,Rottino,Vinny,Vinny Rottino,190,72,R,R
64340,1995,8,22,South Korea,Lim,Ji-Yeol,Ji-Yeol Lim,207,71,R,R
64346,1995,9,30,South Korea,Lim,Byeong-Uk,Byeong-Uk Lim,207,74,L,R
64350,1995,5,7,South Korea,Ha,Yeong-Min,Yeong-Min Ha,163,72,R,R
64354,1990,11,30,South Korea,Gu,Ja-Hyeong,Ja-Hyeong Gu,194,74,R,R
64396,1995,11,20,South Korea,Kim,Yun-Hwan,Yun-Hwan Kim,157,71,R,R
64407,1995,5,31,South Korea,Kim,Ho-Jae,Ho-Jae Kim,159,70,R,R
64410,1990,7,9,South Korea,Baek,Seung-Min,Seung-Min Baek,172,72,L,L
64430,1983,1,2,United States,Martin,J. D.,J. D. Martin,223,76,R,R
64440,1987,10,31,D.R,Navarro,Yamaico,Yamaico Navarro,205,72,R,R
64462,1995,11,30,South Korea,An,Gyu-Hyeon,Gyu-Hyeon An,174,72,R,R
64464,1995,9,11,South Korea,Lee,Su-Min,Su-Min Lee,207,71,L,L
64468,1996,1,11,South Korea,Park,Gye-Beom,Gye-Beom Park,185,70,R,R
64469,1994,5,4,South Korea,Song,Jun-Seok,Jun-Seok Song,172,69,L,L
64492,1990,2,25,South Korea,Kim,Hui-Seok,Hui-Seok Kim,165,70,R,R
64493,1991,12,12,South Korea,Choi,Seon-Ho,Seon-Ho Choi,154,70,L,L
64498,1995,3,18,South Korea,Gu,Jun-Beom,Jun-Beom Gu,150,69,L,L
64499,1991,8,30,South Korea,Kim,Jae-Hyeon,Jae-Hyeon Kim,161,69,R,R
64501,1995,4,27,South Korea,Bae,Seong-Geun,Seong-Geun Bae,190,72,R,R
64504,1992,2,24,South Korea,Oh,Yun-Seok,Yun-Seok Oh,192,71,R,R
64553,1982,5,7,Venezuela,Jimenez,Luis,Luis Jimenez,280,76,L,L
64554,1992,1,7,South Korea,Moon,Dong-Uk,Dong-Uk Moon,198,74,L,R
64560,1991,3,4,South Korea,Lee,Chang-Jin,Chang-Jin Lee,187,68,R,R
64565,1991,6,18,South Korea,Lee,In-Bok,In-Bok Lee,214,74,R,R
64580,1996,1,2,South Korea,Kim,Jae-Yeol,Jae-Yeol Kim,214,72,R,R
64594,1991,9,4,South Korea,Shim,Gyu-Beom,Gyu-Beom Shim,185,71,L,L
64596,1994,5,2,South Korea,Kim,Yu-Yeong,Yu-Yeong Kim,183,71,L,L
64602,1991,4,16,South Korea,Lee,Eun-Chong,Eun-Chong Lee,165,68,L,R
64610,1991,9,12,South Korea,Kang,Han-Ul,Han-Ul Kang,146,71,L,R
64615,1995,3,3,South Korea,Cha,Myeong-Jin,Myeong-Jin Cha,229,74,R,R
64640,1992,4,16,South Korea,Kim,Ji-Hun,Ji-Hun Kim,196,71,R,R
64641,1983,5,30,D.R,Asencio,Jairo,Jairo Asencio,181,74,R,R
64646,1995,6,5,South Korea,Park,Chan-Ho,Chan-Ho Park,159,70,R,R
64657,1991,7,26,South Korea,Park,Jun-Tae,Jun-Tae Park,194,72,L,R
64658,1979,8,12,United States,Houlton,D.J.,D.J. Houlton,236,76,R,R
64659,1984,1,18,United States,Thomas,Justin,Justin Thomas,218,75,L,L
64699,1984,9,9,United States,Pill,Brett,Brett Pill,225,76,R,R
64704,1995,2,8,South Korea,No,Tae-Hyeong,Tae-Hyeong No,163,72,L,R
64706,1991,9,6,South Korea,Lee,Chang-Yeol,Chang-Yeol Lee,154,69,L,R
64717,1994,4,10,South Korea,Ji,Si-Wan,Si-Wan Ji,231,71,R,R
64718,1992,2,20,South Korea,Choi,Seol-U,Seol-U Choi,205,70,R,R
64724,1991,1,9,South Korea,Park,Jun-Hyeok,Jun-Hyeok Park,201,74,L,R
64737,1985,10,6,Canada,Albers,Andrew,Andrew Albers,194,73,R,L
64746,1985,2,8,D.R,Pie,Felix,Felix Pie,190,74,L,L
64759,1992,1,11,South Korea,Seo,Gyun,Gyun Seo,179,73,R,R
64760,1995,12,26,South Korea,Hwang,Yeong-Guk,Yeong-Guk Hwang,183,73,L,L
64761,1988,2,15,United States,Clay,Caleb,Caleb Clay,181,74,R,R
64762,1985,3,27,United States,Tatusko,Ryan,Ryan Tatusko,203,77,L,R
64764,1994,6,3,South Korea,Park,Han-Gil,Han-Gil Park,231,74,R,R
64768,1995,6,27,South Korea,Cho,I-Hyeon,I-Hyeon Cho,209,73,L,R
64769,1991,4,21,South Korea,Jung,Gwang-Un,Gwang-Un Jung,179,72,R,R
64793,1991,3,2,South Korea,Kim,Min-Su,Min-Su Kim,176,70,R,R
64802,1992,2,14,South Korea,Cho,Seong-Mo,Seong-Mo Cho,168,70,L,R
64803,1991,5,29,South Korea,Lim,Jae-Hyeon,Jae-Hyeon Lim,168,69,R,R
64804,1991,1,29,South Korea,Park,Cheol-U,Cheol-U Park,154,69,R,R
64805,1995,1,7,South Korea,Lee,Seung-Jin,Seung-Jin Lee,190,73,R,R
64824,1982,10,18,United States,Wolf,Ross,Ross Wolf,181,72,R,R
64861,1995,2,13,South Korea,Lee,Geon-Uk,Geon-Uk Lee,187,72,R,R
64864,1978,6,25,United States,Scott,Luke,Luke Scott,220,72,L,R
64868,1989,9,9,South Korea,Cho,Yong-Ho,Yong-Ho Cho,165,67,L,R
64890,1995,12,4,South Korea,Yoo,Seo-Jun,Seo-Jun Yoo,176,71,R,R
64893,1992,2,25,South Korea,Park,Min-Ho,Min-Ho Park,209,73,R,R
64895,1995,5,20,South Korea,Lee,Jin-Seok,Jin-Seok Lee,172,72,R,R
64896,1994,3,7,South Korea,Seo,Dong-Min,Dong-Min Seo,198,73,R,R
64906,1992,1,10,South Korea,Kang,Min-Guk,Min-Guk Kang,172,69,R,R
64907,1990,2,16,South Korea,Kang,Jang-San,Jang-San Kang,229,76,R,R
64914,1986,11,10,United States,Thames,Eric,Eric Thames,209,72,L,R
64944,1995,8,28,South Korea,Park,Dae-On,Dae-On Park,187,72,R,R
64956,1984,9,28,United States,Weber,Thad,Thad Weber,205,74,R,R
64960,1991,6,15,South Korea,Kim,Hak-Seong,Hak-Seong Kim,201,72,R,R
64984,1995,10,7,South Korea,Kim,Tae-Jin,Tae-Jin Kim,161,67,L,R
64995,1995,2,24,South Korea,Bae,Jae-Hwan,Jae-Hwan Bae,209,73,R,R
65005,1983,10,21,D.R,Marte,Andy,Andy Marte,205,73,R,R
65036,1987,2,25,United States,Irwin,Phil,Phil Irwin,209,75,R,R
65040,1996,3,31,South Korea,Kim,Tae-Hun,Tae-Hun Kim,172,70,L,R
65042,1993,1,25,South Korea,Hong,Seong-Mu,Seong-Mu Hong,216,72,R,R
65044,1996,4,18,South Korea,Kim,Man-Su,Man-Su Kim,176,71,R,R
65048,1992,7,24,South Korea,Kim,Min-Su,Min-Su Kim,176,74,R,R
65052,1987,7,2,United States,Black,Dan,Dan Black,256,76,R,R
65056,1996,10,4,South Korea,Eom,Sang-Baek,Sang-Baek Eom,159,74,R,R
65057,1992,12,29,South Korea,Lee,Chang-Jae,Chang-Jae Lee,157,70,L,L
65058,1996,7,10,South Korea,Jung,Seong-Gon,Seong-Gon Jung,176,71,L,L
65060,1995,5,31,South Korea,Ju,Gwon,Gwon Ju,181,71,R,R
65062,1990,9,16,South Korea,Kim,Jae-Yun,Jae-Yun Kim,201,73,R,R
65064,1992,7,9,South Korea,Yoon,Su-Ho,Su-Ho Yoon,198,72,R,R
65067,1991,9,26,South Korea,Cho,Mu-Geun,Mu-Geun Cho,282,79,R,R
65096,1995,6,26,South Korea,Jung,Ju-Hu,Ju-Hu Jung,148,71,L,R
65103,1988,1,18,D.R,Jimenez,Luis,Luis Jimenez,203,73,R,R
65104,1980,3,4,United States,Hannahan,Jack,Jack Hannahan,201,74,L,R
65109,1995,5,26,South Korea,Baek,Seung-Hyeon,Seung-Hyeon Baek,198,72,R,R
65115,1996,2,12,South Korea,An,Ik-Hun,Ik-Hun An,168,69,L,L
65117,1996,10,20,South Korea,Lee,Sang-Gyu,Sang-Gyu Lee,170,73,R,R
65120,1996,3,27,South Korea,Park,Seong-Jun,Seong-Jun Park,154,69,R,R
65132,1996,10,30,South Korea,Kim,Jae-Seong,Jae-Seong Kim,187,73,L,R
65136,1991,10,12,South Korea,Park,Ji-Gyu,Ji-Gyu Park,198,72,L,R
65137,1985,6,3,United States,Harrell,Lucas,Lucas Harrell,201,74,R,R
65157,1996,4,16,South Korea,Choi,Min-Chang,Min-Chang Choi,168,70,L,L
65203,1986,6,3,United States,Lutz,Zach,Zach Lutz,218,72,R,R
65206,1992,11,14,South Korea,Park,Seong-Min,Seong-Min Park,176,68,L,L
65207,1996,1,21,South Korea,Shin,Min-Jae,Min-Jae Shin,148,67,L,R
65219,1985,9,10,United States,Swarzak,Anthony,Anthony Swarzak,231,76,R,R
65233,1986,9,24,D.R,Romero,Jose,Jose Romero,225,74,R,R
65241,1995,7,11,South Korea,Chae,Won-Hu,Won-Hu Chae,154,71,R,R
65264,1996,4,7,South Korea,Nam,Gyeong-Ho,Gyeong-Ho Nam,187,73,R,R
65269,1996,5,3,South Korea,Kim,Min-Hyeok,Min-Hyeok Kim,220,74,R,R
65293,1991,12,28,South Korea,Jung,Jin-Cheol,Jin-Cheol Jung,172,70,L,R
65304,1993,3,7,South Korea,Kim,Eun-Seong,Eun-Seong Kim,183,70,R,R
65320,1997,1,7,South Korea,Choi,Won-Tae,Won-Tae Choi,229,72,R,R
65331,1985,8,22,United States,Feierabend,Ryan,Ryan Feierabend,225,75,L,L
65343,1996,10,10,South Korea,Kim,Taek-Hyeong,Taek-Hyeong Kim,198,73,L,L
65345,1996,12,13,South Korea,Kim,Hae-Su,Hae-Su Kim,192,74,R,R
65348,1996,6,19,South Korea,Park,Ju-Hyeon,Ju-Hyeon Park,247,72,R,R
65357,1996,8,29,South Korea,Song,Seong-Mun,Seong-Mun Song,194,72,L,R
65362,1996,12,27,South Korea,Song,U-Hyeon,U-Hyeon Song,172,71,L,L
65368,1995,6,21,South Korea,Jung,Yong-Jun,Yong-Jun Jung,176,71,R,R
65392,1996,6,3,South Korea,Kim,Jeong-In,Jeong-In Kim,176,72,R,R
65398,1991,9,12,South Korea,Lim,Gyu-Bin,Gyu-Bin Lim,223,72,R,R
65399,1990,2,17,South Korea,Heo,Jeong-Hyeop,Jeong-Hyeop Heo,203,72,R,R
65405,1992,3,11,South Korea,Yoon,Yeong-Su,Yeong-Su Yoon,168,69,L,R
65411,1996,12,8,South Korea,Kim,Ju-On,Ju-On Kim,196,74,R,R
65412,1992,11,15,South Korea,Kwon,Jeong-Ung,Jeong-Ung Kwon,194,71,R,R
65425,1987,5,16,United States,Cloyd,Tyler,Tyler Cloyd,209,75,R,R
65444,1984,7,7,D.R,Figaro,Alfredo,Alfredo Figaro,174,72,R,R
65447,1992,3,17,South Korea,Choi,Min-Gu,Min-Gu Choi,165,70,R,R
65462,1995,8,25,South Korea,Kim,Gi-Hwan,Gi-Hwan Kim,163,72,L,R
65464,1996,10,24,South Korea,Choi,Jeong-Yong,Jeong-Yong Choi,185,70,L,R
65496,1996,3,16,South Korea,Hong,Jeong-U,Jeong-U Hong,187,72,R,R
65503,1996,10,29,South Korea,Kim,Ji-Su,Ji-Su Kim,172,70,L,L
65506,1992,8,7,South Korea,Kim,Jae-Yu,Jae-Yu Kim,181,71,L,R
65509,1996,8,20,South Korea,Cha,Jae-Yong,Jae-Yong Cha,194,72,L,L
65513,1992,4,3,South Korea,Kim,Dae-Ryuk,Dae-Ryuk Kim,181,73,R,R
65514,1996,11,1,South Korea,Kang,Tae-Yul,Tae-Yul Kang,201,70,R,R
65515,1992,5,13,South Korea,Kang,Ro-Han,Ro-Han Kang,174,72,L,R
65516,1996,9,29,South Korea,Bae,Je-Seong,Je-Seong Bae,198,75,L,R
65522,1995,2,27,South Korea,Kim,Gang-Hyeon,Gang-Hyeon Kim,185,70,L,R
65523,1985,5,15,United States,Adduci,Jim,Jim Adduci,209,74,L,L
65543,1987,6,15,United States,Lindblom,Josh,Josh Lindblom,231,77,R,R
65546,1988,6,29,United States,Raley,Brooks,Brooks Raley,185,75,L,L
65586,1992,10,24,South Korea,Jeon,Byeong-U,Byeong-U Jeon,205,72,R,R
65610,1996,2,10,South Korea,Hwang,Dae-In,Dae-In Hwang,220,70,R,R
65616,1993,2,9,South Korea,Lee,Min-U,Min-U Lee,229,73,R,R
65618,1991,7,23,South Korea,Hwang,In-Jun,In-Jun Hwang,207,72,R,R
65630,1983,5,12,United States,Meek,Evan,Evan Meek,227,73,R,R
65639,1996,1,29,South Korea,Park,Jeong-Su,Jeong-Su Park,163,70,L,R
65643,1992,7,8,South Korea,Moon,Gyeong-Chan,Gyeong-Chan Moon,187,73,R,R
65653,1992,4,30,South Korea,Kim,Ho-Ryeong,Ho-Ryeong Kim,187,70,R,R
65658,1988,3,14,United States,Stinson,Josh,Josh Stinson,209,76,R,R
65659,1982,12,21,United States,Humber,Philip,Philip Humber,209,75,R,R
65661,1992,7,21,South Korea,Lee,Jong-Seok,Jong-Seok Lee,205,73,R,R
65665,1992,8,10,South Korea,Lee,Jun-Yeong,Jun-Yeong Lee,187,70,L,L
65696,1992,10,24,South Korea,Kim,Myeong-Chan,Myeong-Chan Kim,234,74,L,L
65703,1996,10,7,South Korea,Lee,Do-Yun,Do-Yun Lee,174,69,L,R
65707,1992,8,10,South Korea,Ju,Hyeon-Sang,Hyeon-Sang Ju,203,70,R,R
65733,1980,7,2,United States,Morgan,Nyjer,Nyjer Morgan,176,71,L,L
65742,1985,8,14,D.R,Rogers,Esmil,Esmil Rogers,209,76,R,R
65762,1982,7,20,United States,Fox,Jake,Jake Fox,220,72,R,R
65764,1995,7,25,South Korea,Kim,Min-U,Min-U Kim,271,73,R,R
65769,1995,10,3,South Korea,Kim,Beom-Su,Beom-Su Kim,203,71,L,L
65802,1996,6,26,South Korea,Bong,Min-Ho,Min-Ho Bong,198,72,L,L
65823,1984,9,10,United States,Brown,Andrew,Andrew Brown,198,72,R,R
65827,1996,12,19,South Korea,Cho,Han-Uk,Han-Uk Cho,170,73,R,R
65844,1996,5,10,South Korea,Park,Se-Ung,Se-Ung Park,192,71,L,L
65856,1988,10,14,United States,Kelly,Merrill,Merrill Kelly,190,74,R,R
65869,1992,6,7,South Korea,Lee,Hyeon-Seok,Hyeon-Seok Lee,198,69,R,R
65898,1996,2,9,South Korea,Kim,Ung-Bin,Ung-Bin Kim,214,72,L,R
65905,1996,7,1,South Korea,Choi,Seung-Min,Seung-Min Choi,161,71,L,R
65908,1996,5,6,South Korea,Ryu,Jae-In,Jae-In Ryu,165,72,L,R
65931,1986,9,28,United States,Stewart,Zach,Zach Stewart,205,74,R,R
65933,1997,2,17,South Korea,Gu,Chang-Mo,Chang-Mo Gu,187,72,L,L
65937,1992,10,3,South Korea,Lee,Ho-Jung,Ho-Jung Lee,201,72,R,R
65949,1996,10,10,South Korea,Ryu,Jin-Uk,Jin-Uk Ryu,194,74,R,R
65964,1996,4,16,South Korea,Lee,U-Seok,U-Seok Lee,176,73,R,R
66018,1991,9,1,South Korea,Kim,Seon-Gi,Seon-Gi Kim,216,74,R,R
66032,1983,12,26,Venezuela,Pino,Yohan,Yohan Pino,190,74,R,R
66039,1997,5,19,South Korea,Han,Seung-Ji,Seung-Ji Han,187,72,R,R
66047,1997,6,27,South Korea,Park,Se-Jin,Se-Jin Park,205,70,L,L
66049,1988,9,30,Colombia,Marimon,Sugar Ray,Sugar Ray Marimon,194,74,R,R
66050,1984,12,26,United States,Lowey,Josh,Josh Lowey,190,71,R,R
66052,1991,3,13,South Korea,Nam,Tae-Hyeok,Tae-Hyeok Nam,236,74,R,R
66064,1997,7,29,South Korea,Kim,Tae-O,Tae-O Kim,185,72,L,L
66068,1997,9,5,South Korea,Seo,Ui-Tae,Ui-Tae Seo,254,76,L,L
66098,1993,1,26,South Korea,Kim,Do-Yeong,Do-Yeong Kim,227,75,R,R
66108,1993,11,21,South Korea,Hong,Chang-Gi,Chang-Gi Hong,207,74,L,R
66112,1997,9,7,South Korea,Kim,Gi-Yeon,Gi-Yeon Kim,234,70,R,R
66113,1992,1,3,South Korea,Kim,Ho-Eun,Ho-Eun Kim,192,71,L,R
66138,1984,8,22,United States,Huff,David,David Huff,194,72,L,L
66145,1997,3,8,South Korea,Kim,Dae-Hyeon,Dae-Hyeon Kim,220,74,R,R
66154,1987,12,15,United States,Copeland,Scott,Scott Copeland,218,76,R,R
66160,1997,3,3,South Korea,Yoo,Jae-Yu,Jae-Yu Yoo,190,71,R,R
66162,1998,1,30,South Korea,Kim,Ju-Seong,Ju-Seong Kim,179,71,R,R
66201,1993,5,14,South Korea,Ko,Bong-Jae,Bong-Jae Ko,185,72,R,R
66203,1993,6,19,South Korea,Seo,Ye-Il,Ye-Il Seo,183,70,R,R
66207,1996,8,17,South Korea,Hwang,Gyeong-Tae,Gyeong-Tae Hwang,170,71,R,R
66209,1993,8,30,South Korea,Cho,Su-Haeng,Su-Haeng Cho,161,70,L,R
66226,1986,9,9,United States,Bowden,Michael,Michael Bowden,223,75,R,R
66233,1997,7,15,South Korea,Hong,Seong-Ho,Seong-Ho Hong,216,74,L,R
66244,1986,1,30,United States,Evans,Nick,Nick Evans,231,74,R,R
66291,1997,11,1,South Korea,Lee,Yeong-Ha,Yeong-Ha Lee,201,76,R,R
66302,1993,4,14,South Korea,Chae,Sang-Hyeon,Sang-Hyeon Chae,183,71,L,R
66305,1994,2,12,South Korea,Park,Seung-Ju,Seung-Ju Park,212,72,R,R
66306,1984,7,20,United States,Dorn,Danny,Danny Dorn,198,74,L,L
66309,1996,9,16,South Korea,Kim,Hong-Bin,Hong-Bin Kim,172,72,R,R
66323,1984,11,23,United States,Coello,Robert,Robert Coello,254,77,R,R
66324,1986,12,19,United States,McGregor,Scott,Scott McGregor,198,76,R,R
66354,1997,11,11,South Korea,Ju,Hyo-Sang,Hyo-Sang Ju,209,72,L,R
66359,1997,12,18,South Korea,Yoo,Jae-Hun,Jae-Hun Yoo,172,70,L,R
66392,1993,5,12,South Korea,Kim,Jong-Deok,Jong-Deok Kim,183,68,R,R
66402,1990,2,10,United States,Webster,Allen,Allen Webster,190,74,R,R
66406,1993,8,14,South Korea,An,Ju-Hyeong,Ju-Hyeong An,150,69,L,R
66409,1993,8,3,South Korea,Lee,Seong-Gyu,Seong-Gyu Lee,181,70,R,R
66423,1986,1,27,D.R,Flande,Yohan,Yohan Flande,198,74,L,L
66440,1986,6,6,United States,Balester,Collin,Collin Balester,194,77,R,R
66444,1992,2,13,United States,Lee,Kevin,Kevin Lee,198,72,R,R
66446,1988,9,6,Mexico,Leon,Arnold,Arnold Leon,198,72,R,R
66451,1997,3,5,South Korea,Choi,Chung-Yeon,Chung-Yeon Choi,187,75,R,R
66452,1983,1,5,Venezuela,Baldiris,Aarom,Aarom Baldiris,198,73,R,R
66462,1993,10,27,South Korea,Kim,Seong-Hun,Seong-Hun Kim,150,68,L,R
66469,1997,8,28,South Korea,Hwang,Seon-Do,Seon-Do Hwang,187,72,R,R
66492,1992,7,9,South Korea,Kim,Seung-Hyeon,Seung-Hyeon Kim,231,71,R,R
66493,1993,8,13,South Korea,Lim,Dae-Han,Dae-Han Lim,187,70,L,R
66504,1996,5,14,South Korea,Lee,Chan-Geon,Chan-Geon Lee,161,70,L,R
66508,1991,12,12,South Korea,Na,Gyeong-Min,Gyeong-Min Na,172,70,L,L
66523,1983,11,6,United States,Maxwell,Justin,Justin Maxwell,225,76,R,R
66556,1997,7,12,South Korea,Park,Seon-U,Seon-U Park,201,74,R,R
66557,1996,5,20,South Korea,Han,Seung-Hyeok,Seung-Hyeok Han,183,74,L,L
66565,1993,12,23,South Korea,Kim,Seong-Jae,Seong-Jae Kim,198,72,L,L
66606,1997,3,23,South Korea,Choi,Won-Jun,Won-Jun Choi,187,70,L,R
66609,1996,4,18,South Korea,Jeon,Sang-Hyeon,Sang-Hyeon Jeon,194,72,R,R
66614,1997,3,8,South Korea,Kim,Gyu-Seong,Gyu-Seong Kim,194,73,L,R
66615,1997,7,1,South Korea,Ryu,Seung-Hyeon,Seung-Hyeon Ryu,185,69,L,R
66628,1989,9,11,United States,Spruill,Zeke,Zeke Spruill,190,77,R,R
66630,1997,6,5,South Korea,Kim,Hyeon-Jun,Hyeon-Jun Kim,172,72,R,R
66643,1987,1,26,D.R,Noesi,Hector,Hector Noesi,205,75,R,R
66657,1997,7,21,South Korea,Lee,Jin-Yeong,Jin-Yeong Lee,196,72,R,R
66659,1997,3,20,South Korea,Jung,Dong-Hyeon,Dong-Hyeon Jung,223,73,L,L
66660,1996,9,13,South Korea,Nam,Ha-Jun,Ha-Jun Nam,172,72,L,R
66662,1998,1,25,South Korea,Shin,Beom-Su,Beom-Su Shin,183,70,L,R
66663,1993,7,12,South Korea,Seo,Deok-Won,Deok-Won Seo,196,72,R,R
66702,1996,7,24,South Korea,Lee,Si-Won,Si-Won Lee,159,70,L,L
66704,1997,6,10,South Korea,Kim,Tae-Yeon,Tae-Yeon Kim,212,70,R,R
66706,1993,9,30,South Korea,Jang,Jin-Hyeok,Jin-Hyeok Jang,198,72,L,R
66707,1997,3,3,South Korea,Park,Sang-Eon,Sang-Eon Park,198,73,R,R
66710,1997,5,5,South Korea,Kang,Sang-Won,Sang-Won Kang,141,68,L,R
66715,1994,1,28,South Korea,Kim,In-Hwan,In-Hwan Kim,220,73,L,R
66716,1993,8,9,South Korea,Jung,Gyeong-Un,Gyeong-Un Jung,168,70,R,R
66740,1989,2,23,D.R,Rosario,Wilin,Wilin Rosario,220,71,R,R
66741,1993,7,22,South Korea,Kim,Jae-Yeong,Jae-Yeong Kim,194,74,R,R
66742,1987,7,16,United States,Surkamp,Eric,Eric Surkamp,220,78,L,L
66748,1985,6,1,Italy,Maestri,Alex,Alex Maestri,176,72,R,R
66749,1993,12,21,South Korea,Kim,Ju-Hyeon,Ju-Hyeon Kim,243,73,L,L
66750,1989,2,19,D.R,Castillo,Fabio,Fabio Castillo,245,74,R,R
66801,1997,3,10,South Korea,Kim,Chan-Ho,Chan-Ho Kim,168,70,R,R
66804,1993,10,18,South Korea,No,Gwan-Hyeon,Gwan-Hyeon No,165,68,L,R
66805,1988,3,5,D.R,Gomez,Hector,Hector Gomez,194,74,R,R
66825,1988,12,20,D.R,Lara,Braulio,Braulio Lara,181,73,R,L
66833,1997,10,10,South Korea,Lim,Seok-Jin,Seok-Jin Lim,216,71,R,R
66838,1990,7,24,South Korea,Kim,Dong-Yeop,Dong-Yeop Kim,223,73,R,R
66858,1997,10,22,South Korea,Jung,Dong-Yun,Dong-Yun Jung,227,76,L,R
66859,1993,2,3,South Korea,Kim,Ju-Han,Ju-Han Kim,205,72,R,R
66864,1997,1,27,South Korea,An,Sang-Hyeon,Sang-Hyeon An,163,70,R,R
66917,1997,12,29,South Korea,Kim,Chan-Hyeong,Chan-Hyeong Kim,183,72,R,R
66920,1997,4,28,South Korea,Choi,Seong-Yeong,Seong-Yeong Choi,187,71,L,L
66928,1997,8,5,South Korea,Park,Jun-Yeong,Jun-Yeong Park,198,71,R,R
66960,1990,4,1,South Korea,Jung,Su-Min,Su-Min Jung,203,74,R,R
66963,1997,4,11,South Korea,Choi,U-Jae,U-Jae Choi,198,73,L,R
66965,1993,3,18,South Korea,Do,Tae-Hun,Tae-Hun Do,187,72,L,R
66968,1993,5,2,South Korea,Lee,Jae-Yul,Jae-Yul Lee,165,73,L,L
66990,1993,4,19,South Korea,Lim,Seo-Jun,Seo-Jun Lim,179,70,R,R
66992,1993,4,10,South Korea,Cho,Won-Bin,Won-Bin Cho,187,71,R,R
67005,1997,8,29,South Korea,Hong,Hyeon-Bin,Hyeon-Bin Hong,154,69,L,R
67006,1998,5,29,South Korea,An,Chi-Yeong,Chi-Yeong An,159,69,L,R
67008,1989,3,23,South Korea,Lee,Dae-Eun,Dae-Eun Lee,198,74,L,R
67024,1986,3,27,United States,Monell,Johnny,Johnny Monell,209,73,L,R
67025,1990,5,24,United States,Rojas,Mel,Mel Rojas,225,74,R,R
67033,1989,12,14,United States,Roach,Donn,Donn Roach,194,72,R,R
67045,1998,6,8,South Korea,Cho,Byeong-Uk,Byeong-Uk Cho,209,73,R,R
67048,1997,12,5,South Korea,Lee,Jeong-Hyeon,Jeong-Hyeon Lee,205,74,R,R
67063,1998,1,31,South Korea,Moon,Sang-In,Sang-In Moon,174,73,R,R
67066,1997,5,29,South Korea,Lee,Jong-Hyeok,Jong-Hyeok Lee,190,75,R,R
67092,1995,1,15,South Korea,Lee,Jae-Geun,Jae-Geun Lee,157,70,L,R
67116,1998,4,14,South Korea,Oh,Seok-Ju,Seok-Ju Oh,163,71,R,R
67119,1998,8,6,South Korea,Ko,U-Seok,U-Seok Ko,198,72,R,R
67122,1998,9,17,South Korea,Kim,Tae-Hyeong,Tae-Hyeong Kim,216,75,L,L
67123,1998,7,1,South Korea,Jeon,Jun-Ho,Jun-Ho Jeon,176,71,R,R
67134,1984,5,7,United States,Torres,Roni,Roni Torres,234,75,L,L
67143,1998,12,2,South Korea,Son,Ju-Yeong,Ju-Yeong Son,209,75,L,L
67164,1998,8,19,South Korea,Lee,Chan-Hyeok,Chan-Hyeok Lee,198,74,R,R
67202,1998,12,20,South Korea,Park,Yu-Yeon,Yu-Yeon Park,170,70,R,R
67207,1998,8,5,South Korea,Lee,Yu-Chan,Yu-Chan Lee,150,69,R,R
