playerID,birthYear,birthMonth,birthDay,birthCountry,nameLast,nameFirst,nameFull,height,weight,bats,throws,Position
100001,1902,3,8,Japan,Yamamoto,Eiichiro,Eiichiro Yamamoto,62,128,R,R,Right fielder
100002,1904,9,13,Japan,Nagasawa,Fujio,Fujio Nagasawa,68,165,R,R,First baseman
100003,1906,3,10,Japan,Onuki,Ken,Ken Onuki,66,123,R,R,Left fielder
100004,1907,1,1,China,Kinoshita,Hiroki,Hiroki Kinoshita,69,150,R,R,Pitcher
100005,1907,3,15,United States,Horio,Fumihito,Fumihito Horio,70,157,B,R,Center fielder
100006,1907,3,20,Japan,Yamashita,Minoru,Minoru Yamashita,68,172,L,L,First baseman
100007,1907,5,14,Japan,Ito,Katsuzo,Katsuzo Ito,64,117,R,R,First baseman
100008,1907,7,23,Japan,Miyatake,Saburo,Saburo Miyatake,67,165,R,R,First baseman
100009,1907,10,28,Japan,Kuroda,Kengo,Kengo Kuroda,66,132,R,R,Third baseman
100010,1908,2,19,United States,Takahashi,Yoshio,Yoshio Takahashi,67,157,R,R,Second baseman
100011,1908,3,1,United States,Wakabayashi,Tadashi,Tadashi Wakabayashi,69,172,R,R,Pitcher
100012,1908,3,8,Japan,Masu,Kaichi,Kaichi Masu,67,132,R,R,Center fielder
100013,1908,6,21,Japan,Shima,Hidenosuke,Hidenosuke Shima,64,132,R,R,Center fielder
100014,1908,9,6,Japan,Tsuda,Shiro,Shiro Tsuda,64,137,R,R,Third baseman
100015,1908,9,25,United States,Harris,Bucky,Bucky Harris,0,0,R,R,Catcher
100016,1909,1,22,Japan,Matsuki,Kenjiro,Kenjiro Matsuki,68,172,L,L,First baseman
100017,1909,6,28,Japan,Nakajima,Haruyasu,Haruyasu Nakajima,69,161,R,R,Right fielder
100018,1910,1,12,United States,North,Herbert,Herbert North,71,0,R,R,Pitcher
100019,1910,1,19,Japan,Karita,Hisanori,Hisanori Karita,67,146,R,R,Second baseman
100020,1910,1,20,Japan,Nakamura,Teruo,Teruo Nakamura,67,141,L,R,Catcher
100021,1910,2,11,United States,Matsuura,Kazuyoshi,Kazuyoshi Matsuura,0,0,R,R,Pitcher
100022,1910,5,14,Japan,Kimata,Takeo,Takeo Kimata,64,128,R,R,Left fielder
100023,1910,6,10,Japan,Aoki,Kozo,Kozo Aoki,67,141,R,R,Left fielder
100024,1910,9,1,Japan,Mizutani,Norikazu,Norikazu Mizutani,64,150,R,R,Right fielder
100025,1910,9,21,Japan,Nakane,Susumu,Susumu Nakane,67,132,L,R,Right fielder
100026,1910,10,14,Japan,Kura,Nobuo,Nobuo Kura,67,123,R,R,Catcher
100027,1911,1,1,Japan,Ogawa,Toshiyasu,Toshiyasu Ogawa,66,161,R,R,Catcher
100028,1911,4,25,Japan,Kawamura,Tokuhisa,Tokuhisa Kawamura,65,141,R,R,Third baseman
100029,1911,5,14,Japan,Furuya,Kuranosuke,Kuranosuke Furuya,67,132,R,R,Pitcher
100030,1911,6,7,Japan,Murakawa,Yukinobu,Yukinobu Murakawa,65,132,R,R,Catcher
100031,1911,7,10,Japan,Nomura,Minoru,Minoru Nomura,64,123,R,R,Second baseman
100032,1911,7,19,Japan,Hiramasu,Toshio,Toshio Hiramasu,66,132,R,R,Center fielder
100033,1911,9,2,Japan,Takeda,Sukekazu,Sukekazu Takeda,0,0,R,R,Pinch Hitter
100034,1912,1,3,United States,Hirakawa,Kiyomi,Kiyomi Hirakawa,72,150,R,R,Pitcher
100035,1912,4,1,Japan,Maekawa,Hachiro,Hachiro Maekawa,67,132,R,R,Pitcher
100036,1912,4,17,Japan,Yamashita,Koichi,Koichi Yamashita,69,157,R,R,Left fielder
100037,1912,4,20,Japan,Maeda,Kiyoshi,Kiyoshi Maeda,0,0,R,R,Left fielder
100038,1912,8,13,Japan,Goto,Tadashi,Tadashi Goto,68,141,R,R,First baseman
100039,1912,9,1,Japan,Nishimura,Masao,Masao Nishimura,64,123,L,L,Right fielder
100040,1912,9,1,Japan,Aoshiba,Kenichi,Kenichi Aoshiba,68,141,R,R,Pitcher
100041,1913,1,27,Taiwan,Yokozawa,Shichiro,Shichiro Yokozawa,69,141,R,R,Third baseman
100042,1913,1,31,Japan,Hatafuku,Toshihide,Toshihide Hatafuku,70,165,R,R,Pitcher
100043,1913,2,11,Japan,Takatani,Shoji,Shoji Takatani,0,0,R,R,Center fielder
100044,1913,2,11,Japan,Watanabe,Toshio,Toshio Watanabe,66,132,R,R,Second baseman
100045,1913,2,22,Japan,Nakamura,Shinichi,Shinichi Nakamura,63,123,R,R,Third baseman
100046,1913,6,9,Japan,Kuramoto,Shingo,Shingo Kuramoto,66,123,R,R,Third baseman
100047,1913,8,7,Japan,Kitai,Masao,Masao Kitai,0,0,R,R,Pitcher
100048,1914,1,17,Japan,Ishihara,Shigezo,Shigezo Ishihara,72,159,R,R,Pitcher
100049,1914,1,20,Japan,Niwa,Toshio,Toshio Niwa,0,0,R,R,Pitcher
100050,1914,2,8,Japan,Sakurai,Shozo,Shozo Sakurai,0,0,L,L,Pitcher
100051,1914,2,8,Japan,Asaoka,Saburo,Saburo Asaoka,66,123,R,R,Pitcher
100052,1914,4,29,Japan,Takahashi,Teruhiko,Teruhiko Takahashi,0,0,R,R,Third baseman
100053,1914,6,10,Japan,Kurosawa,Toshio,Toshio Kurosawa,68,150,L,L,Left fielder
100054,1914,6,27,Japan,Kitaura,Mitsuo,Mitsuo Kitaura,64,132,R,R,Catcher
100055,1914,8,28,Japan,Hirota,Shuzo,Shuzo Hirota,66,150,R,R,First baseman
100056,1914,9,9,Japan,Kaneko,Hiroshi,Hiroshi Kaneko,67,132,L,L,Pitcher
100057,1915,3,22,Japan,Nonin,Wataru,Wataru Nonin,66,123,R,R,Shortstop
100058,1915,4,4,Japan,Eguchi,Yukio,Yukio Eguchi,66,132,R,R,Second baseman
100059,1915,4,6,Japan,Watanuki,Soji,Soji Watanuki,69,141,R,R,First baseman
100060,1915,5,22,Japan,Ikeda,Junzo,Junzo Ikeda,67,132,R,R,Shortstop
100061,1915,6,1,Japan,Toda,Kazumasa,Kazumasa Toda,0,0,,,Left fielder
100062,1915,7,20,Japan,Kageura,Masaru,Masaru Kageura,68,165,R,R,Right fielder
100063,1915,8,31,Japan,Kikuya,Yoshio,Yoshio Kikuya,67,157,R,R,Pitcher
100064,1915,10,1,Japan,Yamada,Katsusaburo,Katsusaburo Yamada,66,141,L,L,Pitcher
100065,1915,10,25,Japan,Ishida,Mitsuhiko,Mitsuhiko Ishida,68,132,R,R,Pitcher
100066,1915,10,31,Japan,Hayashi,Seiichi,Seiichi Hayashi,68,148,R,R,Center fielder
100067,1915,11,6,Japan,Iwata,Tsuguo,Tsuguo Iwata,67,150,R,R,Third baseman
100068,1916,1,5,Japan,Yasunaga,Seishiro,Seishiro Yasunaga,0,0,R,R,First baseman
100069,1916,1,16,Japan,Misono,Takao,Takao Misono,67,157,R,R,Pitcher
100070,1916,1,28,Japan,Matsumoto,Kozaburo,Kozaburo Matsumoto,0,0,R,R,Catcher
100071,1916,3,10,Japan,Sei,Kiyoshi,Kiyoshi Sei,67,132,R,R,Shortstop
100072,1916,3,25,Japan,Naito,Kozo,Kozo Naito,68,143,R,L,Pitcher
100073,1916,4,8,Japan,Asahara,Naoto,Naoto Asahara,68,157,R,R,First baseman
100074,1916,5,1,Russia,Starfin,Victor,Victor Starfin,75,198,R,R,Pitcher
100075,1916,5,5,Japan,Yamaguchi,Masanobu,Masanobu Yamaguchi,70,150,R,R,Center fielder
100076,1916,5,17,Japan,Nakayama,Takeshi,Takeshi Nakayama,68,141,R,R,Catcher
100077,1916,5,27,Japan,Tsutsui,Yoshitake,Yoshitake Tsutsui,68,150,R,R,Catcher
100078,1916,8,14,Japan,Fujimura,Fumio,Fumio Fujimura,68,172,R,R,Third baseman
100079,1916,8,31,Japan,Hidaka,Tokuyuki,Tokuyuki Hidaka,0,0,R,L,Left fielder
100080,1916,9,6,Taiwan,Urushibara,Susumu,Susumu Urushibara,67,150,R,R,Third baseman
100081,1916,9,16,Japan,Otomo,Kazuaki,Kazuaki Otomo,64,121,R,R,Second baseman
100082,1916,9,28,Japan,Yamazaki,Fumikazu,Fumikazu Yamazaki,0,0,R,R,Right fielder
100083,1916,10,20,Japan,Fujii,Isamu,Isamu Fujii,68,157,L,L,Left fielder
100084,1916,10,21,Japan,Sato,Takeo,Takeo Sato,67,132,R,R,Catcher
100085,1916,11,1,0,Mikami,Yoshio,Yoshio Mikami,0,0,R,R,Right fielder
100086,1916,11,15,Japan,Yamamoto,Hisatoshi,Hisatoshi Yamamoto,66,123,R,R,Shortstop
100087,1916,12,28,Japan,Ito,Kentaro,Kentaro Ito,66,157,R,R,Left fielder
100088,1917,1,5,Japan,Iemura,Sotaro,Sotaro Iemura,67,150,R,R,Right fielder
100089,1917,1,5,Japan,Katayama,Eiji,Eiji Katayama,67,123,R,R,Pitcher
100090,1917,2,1,Japan,Sawamura,Eiji,Eiji Sawamura,68,157,L,R,Pitcher
100091,1917,2,20,Japan,Nakamura,Kazuo,Kazuo Nakamura,0,0,R,R,Third baseman
100092,1917,3,12,Japan,Okada,Muneyoshi,Muneyoshi Okada,64,123,R,R,Shortstop
100093,1917,3,12,Japan,Uchibori,Tamotsu,Tamotsu Uchibori,67,141,R,R,Catcher
100094,1917,4,2,Japan,Kato,Nobuo,Nobuo Kato,63,123,R,R,Pinch Hitter
100095,1917,4,25,Japan,Kito,Kazuo,Kazuo Kito,66,132,L,L,Left fielder
100096,1917,4,29,Japan,Igaue,Ryohei,Ryohei Igaue,66,143,R,R,Third baseman
100097,1917,5,15,Japan,Monzen,Masato,Masato Monzen,68,150,R,R,Catcher
100098,1917,5,25,Japan,Uno,Kinji,Kinji Uno,67,150,R,R,Second baseman
100099,1917,8,6,Japan,Noguchi,Akira,Akira Noguchi,68,150,R,R,Pitcher
100100,1917,9,20,Japan,Endo,Chujiro,Chujiro Endo,68,150,R,R,Pitcher
100101,1917,10,12,Japan,Tsutsui,Osamu,Osamu Tsutsui,68,141,R,R,Second baseman
100102,1917,10,19,Japan,Sato,Kikuo,Kikuo Sato,0,0,R,R,Left fielder
100103,1917,10,22,Japan,Maruo,Chitoji,Chitoji Maruo,70,150,R,R,Pitcher
100104,1917,11,15,Japan,Makino,Kiyoshi,Kiyoshi Makino,0,0,R,R,Pitcher
100105,1918,2,13,Japan,Imaoka,Kenjiro,Kenjiro Imaoka,67,132,R,R,Shortstop
100106,1918,4,15,Japan,Shiraishi,Toshio,Toshio Shiraishi,66,150,R,R,Shortstop
100107,1918,5,23,Japan,Hattori,Kazuo,Kazuo Hattori,69,141,R,R,Right fielder
100108,1918,7,6,Japan,Ban,Yoshio,Yoshio Ban,64,130,R,R,Pinch Hitter
100109,1918,7,19,Japan,Kondo,Hisashi,Hisashi Kondo,67,141,L,L,Pitcher
100110,1918,10,9,Japan,Suzuki,Hideo,Hideo Suzuki,67,137,B,R,Catcher
100111,1918,11,4,Japan,Sakurai,Shichinosuke,Shichinosuke Sakurai,67,141,R,R,Pitcher
100112,1918,11,16,Japan,Okamura,Nobuo,Nobuo Okamura,0,0,R,R,Third baseman
100113,1919,1,3,Japan,Suzuki,Minoru,Minoru Suzuki,0,0,R,R,Right fielder
100114,1906,3,10,Japan,Yokozawa,Shiro,Shiro Yokozawa,68,123,R,R,Right fielder
100115,1908,6,23,Japan,Yanagisawa,Toichi,Toichi Yanagisawa,66,141,R,R,Third baseman
100116,1909,1,19,Japan,Mizuhara,Shigeru,Shigeru Mizuhara,67,141,R,R,Third baseman
100117,1910,,,Taiwan,Ito,Jiro,Jiro Ito,68,150,R,R,Pitcher
100118,1911,10,12,Japan,Shimamoto,Yoshifumi,Yoshifumi Shimamoto,66,150,R,R,Catcher
100119,1911,11,21,Japan,Mihara,Osamu,Osamu Mihara,66,141,R,R,Second baseman
100120,1911,,,Japan,Kojima,Shigeo,Shigeo Kojima,66,150,R,R,First baseman
100121,1912,8,31,Japan,Tezuka,Katsumi,Katsumi Tezuka,0,0,R,R,Pinch Hitter
100122,1912,9,27,Japan,Hoshino,Masao,Masao Hoshino,67,141,R,R,Third baseman
100123,1912,10,8,Japan,Tagawa,Hiroshi,Hiroshi Tagawa,0,0,R,R,Catcher
100124,1912,,,United States,Bonna,Jimmy,Jimmy Bonna,70,152,L,R,Pitcher
100125,1912,,,Japan,Kobayashi,Toshizo,Toshizo Kobayashi,67,132,R,R,First baseman
100126,1913,6,7,Japan,Haga,Naokazu,Naokazu Haga,68,132,R,R,Third baseman
100127,1913,10,12,Japan,Kojima,Toshio,Toshio Kojima,67,139,R,R,Second baseman
100128,1914,4,17,Japan,Tsubouchi,Michinori,Michinori Tsubouchi,64,132,R,R,Center fielder
100129,1914,,,Japan,Kanai,Kiyoshi,Kiyoshi Kanai,65,132,R,R,Left fielder
100130,1914,,,Japan,Matsunaga,Eiichi,Eiichi Matsunaga,67,150,R,R,Catcher
100131,1915,4,12,Japan,Morii,Shigeru,Shigeru Morii,66,128,R,R,Pitcher
100132,1915,11,16,Japan,Kosaka,Saburo,Saburo Kosaka,66,123,R,R,Second baseman
100133,1915,,,Japan,Takeda,Isamu,Isamu Takeda,0,0,R,R,Left fielder
100134,1916,8,20,Japan,Shite,Kiyohiko,Kiyohiko Shite,66,123,R,R,Right fielder
100135,1916,9,16,Japan,Shigematsu,Michio,Michio Shigematsu,70,150,R,R,Pitcher
100136,1917,1,16,Japan,Nakamura,Tamio,Tamio Nakamura,65,157,R,R,Catcher
100137,1917,2,9,Japan,Murata,Shigeharu,Shigeharu Murata,66,132,L,L,Pitcher
100138,1917,6,6,Japan,Narita,Tomosaburo,Tomosaburo Narita,67,146,L,L,Pitcher
100139,1917,11,14,Japan,Gomi,Yoshio,Yoshio Gomi,66,123,R,R,Second baseman
100140,1918,7,6,Japan,Saito,Suetoshi,Suetoshi Saito,0,0,R,R,Second baseman
100141,1919,2,7,Japan,Toguchi,Senichi,Senichi Toguchi,0,0,R,R,Pitcher
100142,1919,4,13,Japan,Kato,Tomoo,Tomoo Kato,0,0,L,L,Pitcher
100143,1896,3,25,Japan,Okada,Genzaburo,Genzaburo Okada,67,132,R,R,Catcher
100144,1906,1,4,Japan,Kawakami,Ryosaku,Ryosaku Kawakami,0,0,R,R,Third baseman
100145,1908,4,15,United States,Sugitaya,Mamoru,Mamoru Sugitaya,0,0,R,R,Left fielder
100146,1909,10,19,United States,Omoda,Kano,Kano Omoda,67,141,R,R,Center fielder
100147,1910,11,10,Japan,Nishimura,Yukio,Yukio Nishimura,66,141,R,R,Pitcher
100148,1911,2,11,South Korea,Fujinami,Mitsuo,Mitsuo Fujinami,62,123,R,R,Catcher
100149,1911,6,16,Japan,Susumago,Den,Den Susumago,67,132,R,R,Left fielder
100150,1912,3,6,United States,Ueda,Fujio,Fujio Ueda,68,141,R,R,Second baseman
100151,1912,7,3,Japan,Nakamura,Saburo,Saburo Nakamura,68,150,R,R,Second baseman
100152,1912,9,3,Japan,Terauchi,Kazutaka,Kazutaka Terauchi,68,141,R,R,Center fielder
100153,1913,10,22,Japan,Tsutsui,Takao,Takao Tsutsui,66,123,R,R,Shortstop
100154,1914,1,7,Japan,Ishida,Masayoshi,Masayoshi Ishida,65,132,R,R,Center fielder
100155,1914,1,14,Japan,Naruse,Yoshiteru,Yoshiteru Naruse,0,0,R,R,Pinch Hitter
100156,1914,5,11,Japan,Murata,Shinichi,Shinichi Murata,0,0,R,R,Catcher
100157,1914,5,27,Japan,Oishi,Tsuna,Tsuna Oishi,67,150,R,R,Pitcher
100158,1914,7,25,Japan,Ishimaru,Tokichi,Tokichi Ishimaru,66,130,R,R,Second baseman
100159,1914,8,6,Japan,Ihara,Tokue,Tokue Ihara,0,0,R,R,Catcher
100160,1914,10,25,Japan,Ueda,Tadashi,Tadashi Ueda,0,0,R,R,Right fielder
100161,1914,12,16,Japan,Matsumoto,Misao,Misao Matsumoto,67,123,L,L,Pitcher
100162,1914,,,Japan,Ishii,Akio,Akio Ishii,68,150,R,R,Pitcher
100163,1915,1,2,United States,Furukawa,Masao,Masao Furukawa,0,0,R,R,Pitcher
100164,1915,4,1,Japan,Suzuki,Tsuruo,Tsuruo Suzuki,67,150,R,R,Pitcher
100165,1915,5,29,Japan,Mori,Kotaro,Kotaro Mori,68,132,R,R,Pitcher
100166,1915,8,16,Japan,Sasaki,Tsunesuke,Tsunesuke Sasaki,66,132,R,R,Center fielder
100167,1915,8,23,Japan,Matsumoto,Mitsuhiko,Mitsuhiko Matsumoto,67,141,R,R,Catcher
100168,1915,10,20,Japan,Okamoto,Toshizo,Toshizo Okamoto,67,141,R,R,Second baseman
100169,1915,11,3,Japan,Shiraki,Kazuji,Kazuji Shiraki,72,157,R,R,Right fielder
100170,1916,3,10,Japan,Takagi,Shigeru,Shigeru Takagi,66,150,R,R,Left fielder
100171,1916,3,29,Japan,Kobayashi,Shigeta,Shigeta Kobayashi,68,132,R,R,Right fielder
100172,1916,4,13,Japan,Kasamatsu,Minoru,Minoru Kasamatsu,67,141,R,R,Pitcher
100173,1916,4,15,Japan,Matsuhiro,Kinichi,Kinichi Matsuhiro,66,141,L,L,Right fielder
100174,1916,5,18,Japan,Miura,Toshikazu,Toshikazu Miura,67,132,R,R,Catcher
100175,1916,6,28,Taiwan,Go,Shosei,Shosei Go,66,141,L,L,Center fielder
100176,1916,8,21,Japan,Hashimoto,Shogo,Shogo Hashimoto,0,0,R,L,Pitcher
100177,1916,12,1,Japan,Osawa,Kiyoshi,Kiyoshi Osawa,68,154,R,R,First baseman
100178,1916,,,Japan,Yamamoto,Hirochika,Hirochika Yamamoto,0,0,R,R,Shortstop
100179,1916,,,Japan,Sayama,Masayoshi,Masayoshi Sayama,0,0,R,R,Shortstop
100180,1917,4,29,Japan,Fujino,Fumisaburo,Fumisaburo Fujino,69,150,R,R,Pitcher
100181,1917,6,20,Japan,Nara,Tomoo,Tomoo Nara,66,132,R,R,Second baseman
100182,1917,6,23,Japan,Nakata,Takeo,Takeo Nakata,64,146,R,R,Pitcher
100183,1917,7,13,Japan,Nakayama,Tadayoshi,Tadayoshi Nakayama,67,132,R,R,Pitcher
100184,1917,7,14,Japan,Tanaka,Minoru,Minoru Tanaka,68,132,R,R,Pitcher
100185,1917,8,10,Japan,Aoki,Shoichi,Shoichi Aoki,68,150,R,R,Pitcher
100186,1917,9,2,Japan,Abe,Jushiro,Jushiro Abe,0,0,,,Pitcher
100187,1917,9,9,Japan,Hiruki,Torao,Torao Hiruki,68,150,R,R,Third baseman
100188,1917,9,30,Japan,Iwasaki,Toshio,Toshio Iwasaki,69,141,R,R,Catcher
100189,1917,10,12,Japan,Tamura,Minoru,Minoru Tamura,0,0,L,L,Right fielder
100190,1918,1,7,Japan,Ohara,Toshio,Toshio Ohara,64,132,R,R,Catcher
100191,1918,3,18,Japan,Hondo,Yasuji,Yasuji Hondo,65,143,R,R,Second baseman
100192,1918,4,10,Japan,Hara,Ichiro,Ichiro Hara,0,0,R,R,Catcher
100193,1918,5,14,Japan,Ito,Kunio,Kunio Ito,0,0,R,R,Pitcher
100194,1918,5,26,Japan,Tamai,Sakae,Sakae Tamai,68,150,R,R,Left fielder
100195,1918,7,6,Japan,Mochizuki,Junichi,Junichi Mochizuki,69,157,L,L,Pitcher
100196,1918,9,23,Japan,Hirayama,Kikuji,Kikuji Hirayama,69,148,R,R,Left fielder
100197,1918,10,14,Japan,Tsukamoto,Hiromutsu,Hiromutsu Tsukamoto,64,132,R,R,Center fielder
100198,1918,12,22,Japan,Hayashi,Shinichiro,Shinichiro Hayashi,67,141,R,R,First baseman
100199,1918,,,Japan,Ota,Kenichi,Kenichi Ota,68,141,L,L,Right fielder
100200,1919,10,9,Japan,Minagawa,Sadayuki,Sadayuki Minagawa,63,132,R,R,Shortstop
100201,1920,,,Japan,Tsuji,Nobuo,Nobuo Tsuji,66,123,R,R,Shortstop
100202,1904,12,16,Taiwan,Yokozawa,Saburo,Saburo Yokozawa,66,123,R,R,Second baseman
100203,1906,3,18,Japan,Mori,Shigeo,Shigeo Mori,67,165,R,R,Pinch Hitter
100204,1906,9,27,United States,Moriguchi,Jiro,Jiro Moriguchi,67,132,L,L,Right fielder
100205,1907,4,2,United States,Tanaka,Yoshio,Yoshio Tanaka,0,0,R,R,Catcher
100206,1911,,,Japan,Nishiike,Hidetaka,Hidetaka Nishiike,66,123,R,R,Pitcher
100207,1911,,,Japan,Shioda,Ineo,Ineo Shioda,70,137,R,R,Pitcher
100208,1914,2,5,United States,Yamada,Den,Den Yamada,64,123,R,L,Center fielder
100209,1914,9,30,United States,Nogami,Kiyomitsu,Kiyomitsu Nogami,0,0,L,R,Second baseman
100210,1914,,,Japan,Hino,Hiromi,Hiromi Hino,67,141,R,R,Catcher
100211,1915,,,Japan,Yano,Makio,Makio Yano,66,141,R,R,Third baseman
100212,1915,,,Japan,Ando,Yukinori,Yukinori Ando,0,0,R,R,Second baseman
100213,1916,,,Japan,Shigeri,Sakae,Sakae Shigeri,66,132,R,R,Pitcher
100214,1916,,,Japan,Tashiro,Sueo,Sueo Tashiro,65,141,R,R,Catcher
100215,1918,6,2,Japan,Inoue,Yasuhiro,Yasuhiro Inoue,63,137,R,R,Second baseman
100216,1918,6,20,Japan,Matsuo,Kozo,Kozo Matsuo,67,150,L,L,Pitcher
100217,1918,8,19,Japan,Oki,Katsumi,Katsumi Oki,66,132,R,R,Catcher
100218,1918,,,Japan,Murasawa,Hideo,Hideo Murasawa,0,0,L,L,Pitcher
100219,1920,2,22,Japan,Nakagawa,Miyoshi,Miyoshi Nakagawa,68,141,L,L,Pitcher
100220,1921,9,1,Japan,Nishizawa,Michio,Michio Nishizawa,72,161,R,R,First baseman
100221,,,,0,Saito,Masahisa,Masahisa Saito,0,0,R,R,Pitcher
100222,1912,9,8,United States,Kameda,Tadashi,Tadashi Kameda,69,183,R,R,Pitcher
100223,1913,,,Taiwan,Mise,Mitsunori,Mitsunori Mise,66,123,R,R,Pinch Hitter
100224,1914,2,19,Japan,Utsumi,Iso,Iso Utsumi,68,150,R,R,First baseman
100225,1914,5,18,Japan,Asai,Taro,Taro Asai,0,0,R,R,First baseman
100226,1915,,,Japan,Isono,Seiji,Seiji Isono,0,0,R,R,Shortstop
100227,1915,,,Japan,Muroi,Yutaka,Yutaka Muroi,67,150,R,R,Catcher
100228,1916,12,8,Japan,Okano,Hachiro,Hachiro Okano,66,123,R,R,Third baseman
100229,1917,1,14,Japan,Odano,Kashiwa,Kashiwa Odano,67,146,R,R,Left fielder
100230,1917,9,9,Japan,Tsuri,Tsuneo,Tsuneo Tsuri,67,150,R,R,Pitcher
100231,1918,10,7,Japan,Nomura,Takayoshi,Takayoshi Nomura,67,141,R,R,Left fielder
100232,1918,11,7,Japan,Murase,Ichizo,Ichizo Murase,64,132,R,R,Shortstop
100233,1918,11,24,Japan,Tsunekawa,Sukesaburo,Sukesaburo Tsunekawa,67,132,L,L,Pitcher
100234,1919,1,2,Japan,Yoshihara,Masaki,Masaki Yoshihara,65,146,R,R,Catcher
100235,1919,1,4,Japan,Santa,Masao,Masao Santa,68,150,R,R,Left fielder
100236,1919,5,10,Japan,Chiba,Shigeru,Shigeru Chiba,66,141,R,R,Second baseman
100237,1919,11,29,Japan,Kinoshita,Masafumi,Masafumi Kinoshita,68,146,R,R,Third baseman
100238,1919,,,Japan,Takahashi,Satoshi,Satoshi Takahashi,66,132,R,R,Pitcher
100239,1919,,,Japan,Hamazaki,Hiroshi,Hiroshi Hamazaki,0,0,R,R,Second baseman
100240,1920,3,23,Japan,Kawakami,Tetsuharu,Tetsuharu Kawakami,68,165,L,L,First baseman
100241,1920,,,Japan,Mukasa,Shigeo,Shigeo Mukasa,68,132,R,R,Left fielder
100242,1921,1,16,Japan,Yamada,Kiyoshi,Kiyoshi Yamada,65,128,R,R,Shortstop
100243,1911,,,China,Ryu,Sesho,Sesho Ryu,69,141,R,R,Pitcher
100244,1912,7,9,Japan,Takano,Momosuke,Momosuke Takano,0,0,R,R,Left fielder
100245,1912,8,25,Japan,Nakamura,Kinji,Kinji Nakamura,68,165,R,R,First baseman
100246,1912,,,Japan,Kishimoto,Shoji,Shoji Kishimoto,0,0,R,R,First baseman
100247,1913,11,8,Japan,Suzuki,Yoshitaro,Yoshitaro Suzuki,0,0,R,R,Third baseman
100248,1914,7,10,United States,Ueda,Yoshio,Yoshio Ueda,67,132,R,R,Second baseman
100249,1914,7,15,Japan,Naya,Yonekichi,Yonekichi Naya,0,0,R,R,Pitcher
100250,1915,9,20,Japan,Kaizoji,Koji,Koji Kaizoji,64,132,R,R,Right fielder
100251,1915,11,1,Japan,Nakada,Michinobu,Michinobu Nakada,66,141,R,R,Catcher
100252,1916,12,8,Japan,Hirai,Isaburo,Isaburo Hirai,64,132,R,R,Left fielder
100253,1916,,,Japan,Kaino,Daichi,Daichi Kaino,0,0,R,R,Second baseman
100254,1917,10,17,Japan,Tamakoshi,Toshio,Toshio Tamakoshi,66,141,R,R,First baseman
100255,1918,2,15,Japan,Nakano,Masao,Masao Nakano,68,150,R,R,First baseman
100256,1918,4,19,Japan,Nakatani,Junji,Junji Nakatani,70,150,R,R,Third baseman
100257,1918,5,1,Japan,Sakazawa,Masao,Masao Sakazawa,66,132,R,R,Second baseman
100258,1918,6,4,Japan,Kurio,Nobuo,Nobuo Kurio,66,132,R,R,First baseman
100259,1918,8,8,Japan,Kobayashi,Goro,Goro Kobayashi,64,132,R,R,Shortstop
100260,1918,10,10,Japan,Yoshikawa,Yoshitsugu,Yoshitsugu Yoshikawa,66,141,R,R,Catcher
100261,1918,,,Japan,Isobe,Takeo,Takeo Isobe,67,132,R,R,Pitcher
100262,1918,,,Japan,Nishibata,Toshiro,Toshiro Nishibata,66,132,R,R,Second baseman
100263,1918,,,Japan,Kobayashi,Zenichiro,Zenichiro Kobayashi,0,0,R,R,Second baseman
100264,1918,,,Japan,Ito,Tsunemori,Tsunemori Ito,66,132,R,R,First baseman
100265,1918,,,Taiwan,Shimomura,Yutaka,Yutaka Shimomura,69,141,R,R,Shortstop
100266,1919,6,14,Japan,Fukushi,Isamu,Isamu Fukushi,67,123,R,R,Pitcher
100267,1919,,,Japan,Takakubo,Toyozo,Toyozo Takakubo,0,0,R,R,Left fielder
100268,1919,,,Japan,Miyaguchi,Yoshikichi,Yoshikichi Miyaguchi,69,157,L,L,Pitcher
100269,1919,,,Japan,Umemoto,Masao,Masao Umemoto,0,0,R,R,Pinch Hitter
100270,1919,,,Japan,Fushimi,Goro,Goro Fushimi,66,132,R,R,Catcher
100271,1919,,,Japan,Yamao,Toshikazu,Toshikazu Yamao,68,150,R,R,Center fielder
100272,1919,,,Japan,Nagai,Masahisa,Masahisa Nagai,0,0,R,R,Second baseman
100273,1920,4,10,Japan,Kinoshita,Isamu,Isamu Kinoshita,68,150,R,R,Pitcher
100274,1920,5,13,Japan,Ishii,Takeo,Takeo Ishii,68,141,R,R,First baseman
100275,1920,6,21,Japan,Kusunoki,Yasuo,Yasuo Kusunoki,69,154,R,R,Catcher
100276,1920,7,4,Japan,Nagashima,Susumu,Susumu Nagashima,67,141,R,R,Catcher
100277,1920,8,25,Japan,Masano,Iwao,Iwao Masano,67,141,R,R,Pitcher
100278,1921,1,14,Japan,Iwamoto,Akira,Akira Iwamoto,67,143,R,R,Left fielder
100279,1904,,,Japan,Takada,Katsuo,Katsuo Takada,0,0,R,R,First baseman
100280,1910,,,Philippines,Rivera,Adelano,Adelano Rivera,68,141,R,R,Center fielder
100281,1911,,,North Korea,Park,Hyeon-Myeong ,Hyeon-Myeong  Park,70,157,R,R,Pitcher
100282,1912,5,4,Taiwan,Okamura,Toshiaki,Toshiaki Okamura,67,132,L,R,Right fielder
