kbofID,playerID,yearID,stint,lgID,teamID,POS,G,PO,A,E,DP,PB,FP,RF
353,50709,2022,1,KBO,Hanwha,1B,24,108,12,0,12,0,1,5
354,50709,2022,1,KBO,Hanwha,3B,12,13,14,2,5,0,0.931,2.25
355,50709,2022,1,KBO,Hanwha,2B,12,12,20,1,3,0,0.97,2.667
356,50709,2022,1,KBO,Hanwha,OF,1,1,0,0,0,0,1,1
357,50709,2023,1,KBO,Hanwha,SS,32,37,47,7,11,0,0.923,2.625
358,50709,2023,1,KBO,Hanwha,3B,12,9,5,2,0,0,0.875,1.167
359,50709,2023,1,KBO,Hanwha,1B,8,13,0,0,0,0,1,1.625
360,50709,2023,1,KBO,Hanwha,2B,2,1,0,0,0,0,1,0.5
361,50711,2024,1,KBO,Hanwha,P,3,0,1,0,0,0,1,0.333
362,50711,2025,1,KBO,Hanwha,P,3,0,0,0,0,0,,0
363,50720,2021,1,KBO,Hanwha,P,3,0,0,0,0,0,,0
364,50720,2022,1,KBO,Hanwha,P,22,6,10,3,1,0,0.842,0.727
365,50720,2023,1,KBO,Hanwha,P,16,0,2,1,0,0,0.667,0.125
366,50720,2024,1,KBO,Hanwha,P,2,0,0,0,0,0,,0
367,50726,2020,1,KBO,Hanwha,P,1,0,1,0,0,0,1,1
368,50726,2022,1,KBO,Hanwha,P,7,1,1,0,0,0,1,0.286
369,50726,2023,1,KBO,Hanwha,P,47,5,6,0,1,0,1,0.234
370,50726,2024,1,KBO,Hanwha,P,18,0,2,0,0,0,1,0.111
371,50730,2020,1,KBO,Hanwha,1B,43,263,31,4,36,0,0.987,6.837
372,50730,2020,1,KBO,Hanwha,OF,33,56,2,0,1,0,1,1.758
373,50730,2020,1,KBO,Hanwha,OF,9,16,0,0,0,0,1,1.778
374,50758,2021,1,KBO,Hanwha,P,2,0,0,0,0,0,,0
375,50812,2022,1,KBO,SSG,P,2,0,0,0,0,0,,0
376,50812,2024,1,KBO,SSG,P,11,0,4,0,0,0,1,0.364
377,50812,2025,1,KBO,SSG,P,15,3,4,1,0,0,0.875,0.467
378,50813,2020,1,KBO,SK,P,1,0,1,0,0,0,1,1
379,50813,2021,1,KBO,SSG,P,1,1,0,0,0,0,1,1
380,50815,2020,1,KBO,SK,P,2,0,2,0,0,0,1,1
381,50815,2021,1,KBO,Hanwha,P,25,13,15,1,1,0,0.966,1.12
382,50815,2022,1,KBO,Hanwha,P,3,0,2,0,0,0,1,0.667
383,50819,2020,1,KBO,SK,1B,2,3,0,0,0,0,1,1.5
384,50820,2022,1,KBO,SSG,1B,62,441,29,8,39,0,0.983,7.581
385,50820,2023,1,KBO,SSG,1B,45,268,20,4,27,0,0.986,6.4
386,50820,2024,1,KBO,SSG,1B,23,91,9,2,9,0,0.98,4.348
387,50835,2020,1,KBO,SK,P,30,11,22,0,2,0,1,1.1
388,50840,2020,1,KBO,SK,C,1,3,0,0,0,0,1,3
389,50848,2020,1,KBO,SK,SS,9,3,5,2,1,0,0.8,0.889
390,50854,2020,1,KBO,SK,OF,78,109,3,2,0,0,0.982,1.436
391,50854,2020,1,KBO,SK,OF,63,119,4,1,1,0,0.992,1.952
392,50854,2020,1,KBO,SK,OF,28,29,1,1,0,0,0.968,1.071
393,50854,2021,1,KBO,SSG,OF,105,216,5,1,1,0,0.995,2.105
394,50854,2021,1,KBO,SSG,OF,74,57,1,0,0,0,1,0.784
395,50854,2021,1,KBO,SSG,OF,34,29,1,1,0,0,0.968,0.882
396,50854,2022,1,KBO,SSG,OF,114,241,8,1,2,0,0.996,2.184
397,50854,2022,1,KBO,SSG,OF,39,42,2,0,0,0,1,1.128
398,50854,2022,1,KBO,SSG,OF,27,41,1,0,0,0,1,1.556
399,50854,2023,1,KBO,SSG,OF,109,225,3,3,1,0,0.987,2.092
400,50854,2023,1,KBO,SSG,OF,19,23,2,0,0,0,1,1.316
401,50854,2023,1,KBO,SSG,OF,1,1,0,0,0,0,1,1
402,50854,2024,1,KBO,SSG,OF,119,237,5,7,2,0,0.972,2.034
403,50854,2025,1,KBO,SSG,OF,52,91,0,3,0,0,0.968,1.75
404,50859,2020,1,KBO,SK,P,8,0,0,0,0,0,,0
405,50859,2021,1,KBO,SSG,P,33,3,14,1,0,0,0.944,0.515
406,50859,2022,1,KBO,SSG,P,31,7,18,2,2,0,0.926,0.806
407,50859,2023,1,KBO,SSG,P,28,2,20,1,1,0,0.957,0.786
408,50859,2024,1,KBO,SSG,P,29,9,13,1,2,0,0.957,0.759
409,50859,2025,1,KBO,KT,P,11,3,10,0,0,0,1,1.182
410,50868,2020,1,KBO,SK,1B,3,4,0,0,0,0,1,1.333
411,50900,2020,1,KBO,NC,P,1,0,0,0,0,0,,0
412,50901,2020,1,KBO,NC,P,1,1,0,0,0,0,1,1
413,50901,2021,1,KBO,NC,P,7,0,0,0,0,0,,0
414,50902,2022,1,KBO,NC,SS,23,9,19,3,2,0,0.903,1.217
415,50902,2022,1,KBO,NC,2B,1,2,4,1,2,0,0.857,6
416,50902,2023,1,KBO,NC,SS,47,24,74,3,14,0,0.97,2.085
417,50902,2023,1,KBO,NC,2B,29,6,13,1,0,0,0.95,0.655
418,50902,2023,1,KBO,NC,3B,4,2,0,1,0,0,0.667,0.5
419,50902,2024,1,KBO,NC,SS,21,9,21,1,2,0,0.968,1.429
420,50902,2024,1,KBO,NC,2B,16,11,6,0,1,0,1,1.062
421,50902,2024,1,KBO,NC,3B,2,0,0,0,0,0,,0
422,50902,2025,1,KBO,NC,3B,8,4,1,0,0,0,1,0.625
423,50902,2025,1,KBO,NC,2B,8,4,12,0,2,0,1,2
424,50902,2025,1,KBO,NC,SS,6,4,6,1,1,0,0.909,1.667
425,50903,2024,1,KBO,NC,1B,3,3,0,0,0,0,1,1
426,50903,2024,1,KBO,NC,3B,1,0,0,0,0,0,,0
427,50903,2025,1,KBO,NC,1B,6,23,1,0,2,0,1,4
428,50903,2025,1,KBO,NC,OF,3,2,0,0,0,0,1,0.667
429,50903,2025,1,KBO,NC,3B,1,0,0,0,0,0,,0
430,50904,2024,1,KBO,LG,P,27,1,2,0,0,0,1,0.111
431,50905,2021,1,KBO,NC,P,3,1,2,1,0,0,0.75,1
432,50906,2023,1,KBO,NC,OF,15,8,0,0,0,0,1,0.533
433,50906,2023,1,KBO,NC,OF,6,4,0,0,0,0,1,0.667
434,50906,2024,1,KBO,NC,OF,9,1,0,0,0,0,1,0.111
435,50906,2024,1,KBO,NC,OF,2,0,0,0,0,0,,0
436,50906,2025,1,KBO,NC,OF,3,2,0,0,0,0,1,0.667
437,50912,2020,1,KBO,NC,P,29,9,7,0,1,0,1,0.552
438,50923,2020,1,KBO,NC,OF,131,326,3,2,1,0,0.994,2.511
439,50923,2021,1,KBO,NC,OF,134,319,4,2,2,0,0.994,2.41
440,50992,2020,1,KBO,NC,P,1,0,0,0,0,0,,0
441,50992,2021,1,KBO,NC,P,7,2,1,0,0,0,1,0.429
442,50992,2022,1,KBO,NC,P,16,5,2,1,0,0,0.875,0.438
443,50992,2025,1,KBO,NC,P,3,0,0,0,0,0,,0
444,50995,2022,1,KBO,NC,P,2,0,0,0,0,0,,0
445,50995,2023,1,KBO,NC,P,4,0,0,0,0,0,,0
446,50996,2020,1,KBO,NC,OF,1,0,0,0,0,0,,0
447,50996,2024,1,KBO,NC,OF,27,49,2,0,1,0,1,1.889
448,50996,2024,1,KBO,NC,OF,24,24,3,2,0,0,0.931,1.125
449,50996,2025,1,KBO,NC,OF,25,16,0,0,0,0,1,0.64
450,50996,2025,1,KBO,NC,OF,6,8,0,0,0,0,1,1.333
451,50996,2025,1,KBO,NC,OF,2,6,0,0,0,0,1,3
452,51003,2021,1,KBO,KT,SS,44,25,45,5,4,0,0.933,1.591
453,51003,2021,1,KBO,KT,2B,39,21,29,3,5,0,0.943,1.282
454,51003,2021,1,KBO,KT,3B,2,1,2,0,1,0,1,1.5
455,51003,2022,1,KBO,KT,2B,25,19,33,0,9,0,1,2.08
456,51003,2022,1,KBO,KT,SS,11,8,9,1,3,0,0.944,1.545
457,51003,2022,1,KBO,KT,3B,6,2,1,0,0,0,1,0.5
458,51003,2024,1,KBO,KT,2B,7,6,7,0,2,0,1,1.857
459,51003,2024,1,KBO,KT,3B,1,0,1,1,0,0,0.5,1
460,51003,2025,1,KBO,KT,SS,40,61,84,8,14,0,0.948,3.625
461,51003,2025,1,KBO,KT,2B,4,4,9,0,0,0,1,3.25
462,51004,2021,1,KBO,KT,OF,35,52,1,2,0,0,0.964,1.514
463,51005,2021,1,KBO,KT,OF,11,9,1,0,0,0,1,0.909
464,51005,2024,1,KBO,KT,OF,12,22,0,0,0,0,1,1.833
465,51005,2025,1,KBO,KT,OF,1,0,0,0,0,0,,0
466,51007,2025,1,KBO,KT,OF,14,7,0,0,0,0,1,0.5
467,51007,2025,1,KBO,KT,OF,6,4,1,0,0,0,1,0.833
468,51007,2025,1,KBO,KT,OF,3,1,0,1,0,0,0.5,0.333
469,51009,2022,1,KBO,KT,OF,2,0,0,0,0,0,,0
470,51013,2022,1,KBO,KT,2B,2,0,0,0,0,0,,0
471,51013,2022,1,KBO,KT,SS,1,0,1,0,0,0,1,1
472,51013,2025,1,KBO,KT,OF,10,5,0,0,0,0,1,0.5
473,51013,2025,1,KBO,KT,OF,7,6,1,0,0,0,1,1
474,51013,2025,1,KBO,KT,OF,2,2,0,0,0,0,1,1
475,51058,2021,1,KBO,KT,P,3,0,0,0,0,0,,0
476,51058,2024,1,KBO,KT,P,10,1,1,0,0,0,1,0.2
477,51060,2021,1,KBO,KT,P,3,0,1,0,0,0,1,0.333
478,51060,2022,1,KBO,KT,P,2,0,0,0,0,0,,0
479,51097,2023,1,KBO,KT,P,31,1,6,2,0,0,0.778,0.226
480,51097,2024,1,KBO,KT,P,8,0,1,1,0,0,0.5,0.125
481,51100,2021,1,KBO,LG,1B,26,157,12,2,11,0,0.988,6.5
482,51100,2021,1,KBO,LG,2B,20,13,23,3,6,0,0.923,1.8
483,51100,2021,1,KBO,LG,SS,18,5,22,2,6,0,0.931,1.5
484,51100,2021,1,KBO,LG,3B,2,1,0,0,0,0,1,0.5
485,51100,2022,1,KBO,LG,SS,23,11,24,1,4,0,0.972,1.522
486,51100,2022,1,KBO,LG,2B,15,17,22,1,5,0,0.975,2.6
487,51100,2022,1,KBO,LG,1B,6,19,0,0,2,0,1,3.167
488,51100,2022,1,KBO,LG,OF,1,2,0,0,0,0,1,2
489,51100,2024,1,KBO,LG,1B,12,56,5,1,8,0,0.984,5.083
490,51100,2024,1,KBO,LG,SS,6,5,4,0,2,0,1,1.5
491,51100,2024,1,KBO,LG,2B,5,5,8,0,0,0,1,2.6
492,51100,2024,1,KBO,LG,OF,4,4,0,0,0,0,1,1
493,51100,2024,1,KBO,LG,OF,1,1,0,0,0,0,1,1
494,51100,2024,1,KBO,LG,OF,1,2,0,0,0,0,1,2
495,51100,2025,1,KBO,LG,2B,12,11,21,0,3,0,1,2.667
496,51100,2025,1,KBO,LG,1B,8,10,1,0,1,0,1,1.375
497,51100,2025,1,KBO,LG,3B,4,1,2,0,1,0,1,0.75
498,51100,2025,1,KBO,LG,SS,1,0,0,0,0,0,,0
499,51100,2025,1,KBO,LG,OF,1,0,0,0,0,0,,0
500,51110,2024,1,KBO,LG,P,1,1,0,0,0,0,1,1
501,51111,2022,1,KBO,LG,P,7,0,3,0,0,0,1,0.429
502,51111,2023,1,KBO,LG,P,1,0,1,0,0,0,1,1
503,51111,2025,1,KBO,LG,P,10,3,7,0,0,0,1,1
504,51136,2021,1,KBO,LG,P,23,4,12,1,0,0,0.941,0.696
505,51143,2022,1,KBO,LG,P,1,0,1,0,0,0,1,1
506,51143,2023,1,KBO,LG,P,7,0,1,0,0,0,1,0.143
507,51143,2024,1,KBO,LG,P,1,0,0,0,0,0,,0
508,51144,2021,1,KBO,LG,1B,28,182,12,3,21,0,0.985,6.929
509,51154,2021,1,KBO,LG,P,3,0,0,0,0,0,,0
510,51154,2024,1,KBO,LG,P,7,1,2,0,2,0,1,0.429
511,51203,2021,1,KBO,Doosan,SS,61,67,97,9,22,0,0.948,2.689
512,51203,2021,1,KBO,Doosan,2B,24,25,33,3,6,0,0.951,2.417
513,51203,2021,1,KBO,Doosan,3B,9,4,8,1,1,0,0.923,1.333
514,51203,2022,1,KBO,Doosan,SS,72,99,144,13,36,0,0.949,3.375
515,51203,2022,1,KBO,Doosan,2B,18,30,45,2,7,0,0.974,4.167
516,51203,2022,1,KBO,Doosan,3B,3,1,2,0,0,0,1,1
517,51203,2023,1,KBO,Doosan,SS,13,19,33,1,7,0,0.981,4
518,51203,2023,1,KBO,Doosan,3B,6,4,5,0,0,0,1,1.5
519,51203,2023,1,KBO,Doosan,2B,4,4,4,0,2,0,1,2
520,51230,2022,1,KBO,Doosan,P,10,2,0,1,0,0,0.667,0.2
521,51230,2023,1,KBO,Doosan,P,18,4,9,0,1,0,1,0.722
522,51230,2024,1,KBO,Doosan,P,14,2,3,0,0,0,1,0.357
523,51234,2021,1,KBO,Doosan,P,21,7,15,4,1,0,0.846,1.048
524,51257,2021,1,KBO,Doosan,P,28,4,15,0,0,0,1,0.679
525,51257,2022,1,KBO,Doosan,P,3,0,2,0,0,0,1,0.667
526,51264,2021,1,KBO,Doosan,P,15,0,1,0,0,0,1,0.067
527,51264,2022,1,KBO,Doosan,P,48,2,13,4,0,0,0.789,0.312
528,51264,2023,1,KBO,Doosan,P,34,3,19,1,1,0,0.957,0.647
529,51264,2024,1,KBO,Doosan,P,12,0,4,0,0,0,1,0.333
530,51264,2025,1,KBO,Doosan,P,10,2,4,0,0,0,1,0.6
531,51269,2022,1,KBO,Doosan,OF,1,2,0,1,0,0,0.667,2
532,51269,2022,1,KBO,Doosan,OF,1,0,0,1,0,0,0,0
533,51294,2021,1,KBO,Doosan,P,1,0,0,0,0,0,,0
534,51294,2024,1,KBO,Doosan,P,2,0,0,0,0,0,,0
535,51301,2021,1,KBO,Kiwoom,P,46,3,4,1,0,0,0.875,0.152
536,51301,2022,1,KBO,Kiwoom,P,23,2,2,0,0,0,1,0.174
537,51301,2023,1,KBO,Kiwoom,P,55,1,5,1,0,0,0.857,0.109
538,51302,2021,1,KBO,Kiwoom,OF,1,0,0,0,0,0,,0
539,51302,2022,1,KBO,Kiwoom,1B,11,65,2,0,12,0,1,6.091
540,51302,2022,1,KBO,Kiwoom,OF,1,0,0,0,0,0,,0
541,51303,2022,1,KBO,Kiwoom,C,12,32,1,1,0,1,0.971,2.75
542,51303,2023,1,KBO,Kiwoom,C,32,134,13,0,1,2,1,4.594
543,51303,2024,1,KBO,Kiwoom,C,6,20,0,0,0,0,1,3.333
544,51307,2022,1,KBO,Kiwoom,2B,2,2,2,0,0,0,1,2
545,51307,2022,1,KBO,Kiwoom,3B,1,0,1,0,0,0,1,1
546,51309,2021,1,KBO,Kiwoom,1B,29,232,17,0,27,0,1,8.586
547,51309,2021,1,KBO,Kiwoom,OF,18,24,2,3,0,0,0.897,1.444
548,51324,2021,1,KBO,Kiwoom,C,9,36,5,1,0,1,0.976,4.556
549,51324,2021,1,KBO,Kiwoom,1B,1,5,2,0,1,0,1,7
550,51334,2021,1,KBO,Kiwoom,P,2,0,2,0,1,0,1,1
551,51344,2021,1,KBO,Kiwoom,3B,24,7,32,4,2,0,0.907,1.625
552,51344,2021,1,KBO,Kiwoom,SS,9,9,8,2,3,0,0.895,1.889
553,51344,2021,1,KBO,Kiwoom,2B,7,1,5,1,1,0,0.857,0.857
554,51344,2022,1,KBO,Kiwoom,SS,105,138,257,15,40,0,0.963,3.762
555,51344,2022,1,KBO,Kiwoom,2B,6,1,9,0,1,0,1,1.667
556,51344,2022,1,KBO,Kiwoom,3B,5,2,3,1,2,0,0.833,1
557,51344,2023,1,KBO,Kiwoom,SS,74,102,157,14,40,0,0.949,3.5
558,51344,2023,1,KBO,Kiwoom,3B,43,19,56,4,3,0,0.949,1.744
559,51344,2024,1,KBO,NC,SS,68,80,146,9,32,0,0.962,3.324
560,51344,2024,1,KBO,NC,3B,61,37,84,7,9,0,0.945,1.984
561,51344,2024,1,KBO,NC,1B,13,86,11,0,11,0,1,7.462
562,51344,2025,1,KBO,NC,3B,39,30,59,10,5,0,0.899,2.282
563,51344,2025,1,KBO,NC,1B,10,46,4,0,8,0,1,5
564,51359,2021,1,KBO,Kiwoom,P,19,0,3,0,0,0,1,0.158
565,51359,2022,1,KBO,Kiwoom,P,14,0,1,0,0,0,1,0.071
566,51359,2023,1,KBO,Kiwoom,P,23,3,9,1,1,0,0.923,0.522
567,51359,2024,1,KBO,Kiwoom,OF,20,42,2,0,1,0,1,2.2
568,51359,2024,1,KBO,Kiwoom,OF,17,24,1,0,0,0,1,1.471
569,51359,2025,1,KBO,Kiwoom,OF,6,10,0,1,0,0,0.909,1.667
570,51359,2025,1,KBO,Kiwoom,OF,3,0,0,0,0,0,,0
571,51359,2025,1,KBO,Kiwoom,OF,2,0,0,0,0,0,,0
572,51393,2021,1,KBO,Kiwoom,P,14,0,1,0,0,0,1,0.071
573,51393,2022,1,KBO,Kiwoom,P,12,1,1,0,0,0,1,0.167
574,51393,2023,1,KBO,Kiwoom,P,8,0,0,0,0,0,,0
575,51403,2022,1,KBO,Samsung,2B,2,0,5,0,0,0,1,2.5
576,51403,2022,1,KBO,Samsung,3B,1,0,0,0,0,0,,0
577,51403,2023,1,KBO,Samsung,2B,37,55,87,4,22,0,0.973,3.838
578,51403,2023,1,KBO,Samsung,3B,7,3,7,0,0,0,1,1.429
579,51403,2023,1,KBO,Samsung,SS,7,7,8,2,3,0,0.882,2.143
580,51403,2024,1,KBO,Samsung,2B,23,17,31,0,5,0,1,2.087
581,51403,2024,1,KBO,Samsung,3B,6,3,5,0,1,0,1,1.333
582,51407,2024,1,KBO,Samsung,1B,6,29,2,1,3,0,0.969,5.167
583,51407,2024,1,KBO,Samsung,3B,1,0,1,0,0,0,1,1
584,51407,2025,1,KBO,Samsung,1B,3,12,0,1,2,0,0.923,4
585,51417,2021,1,KBO,Samsung,OF,6,5,0,0,0,0,1,0.833
586,51417,2021,1,KBO,Samsung,OF,4,2,0,0,0,0,1,0.5
587,51417,2021,1,KBO,Samsung,OF,1,1,0,0,0,0,1,1
588,51417,2022,1,KBO,Samsung,OF,102,232,4,3,0,0,0.987,2.314
589,51417,2022,1,KBO,Samsung,OF,13,14,0,0,0,0,1,1.077
590,51417,2022,1,KBO,Samsung,OF,1,0,0,0,0,0,,0
591,51417,2023,1,KBO,Samsung,OF,104,301,4,5,2,0,0.984,2.933
592,51417,2023,1,KBO,Samsung,OF,1,2,0,0,0,0,1,2
593,51417,2024,1,KBO,Samsung,OF,40,62,1,1,0,0,0.984,1.575
594,51417,2024,1,KBO,Samsung,OF,33,48,3,0,1,0,1,1.545
595,51417,2024,1,KBO,Samsung,OF,9,10,0,0,0,0,1,1.111
596,51439,2021,1,KBO,Samsung,P,11,1,8,0,0,0,1,0.818
597,51454,2021,1,KBO,Samsung,P,41,2,6,0,0,0,1,0.195
598,51454,2022,1,KBO,Samsung,P,58,1,11,0,0,0,1,0.207
599,51454,2023,1,KBO,Samsung,P,48,2,5,0,0,0,1,0.146
600,51454,2024,1,KBO,Samsung,P,17,6,15,1,1,0,0.955,1.235
601,51454,2025,1,KBO,Samsung,P,9,1,5,0,0,0,1,0.667
602,51460,2021,1,KBO,Samsung,P,5,0,3,0,0,0,1,0.6
603,51460,2023,1,KBO,Samsung,P,2,0,1,0,0,0,1,0.5
604,51460,2025,1,KBO,Samsung,P,11,0,0,0,0,0,,0
605,51463,2021,1,KBO,Samsung,OF,38,61,2,0,1,0,1,1.658
606,51463,2022,1,KBO,Samsung,OF,121,228,7,5,1,0,0.979,1.942
607,51463,2022,1,KBO,Samsung,OF,3,0,0,0,0,0,,0
608,51463,2023,1,KBO,Samsung,OF,99,171,6,1,0,0,0.994,1.788
609,51463,2023,1,KBO,Samsung,OF,19,32,0,1,0,0,0.97,1.684
610,51516,2021,1,KBO,Lotte,P,39,2,4,0,0,0,1,0.154
611,51516,2022,1,KBO,Lotte,P,14,0,6,0,0,0,1,0.429
612,51516,2023,1,KBO,Lotte,P,49,3,7,0,0,0,1,0.204
613,51516,2024,1,KBO,Lotte,P,19,1,7,0,0,0,1,0.421
614,51516,2025,1,KBO,Lotte,P,6,1,5,1,0,0,0.857,1
615,51526,2023,1,KBO,Lotte,P,3,0,0,1,0,0,0,0
616,51526,2024,1,KBO,LG,P,14,0,0,0,0,0,,0
617,51526,2025,1,KBO,LG,P,10,0,2,0,0,0,1,0.2
618,51528,2021,1,KBO,Lotte,C,12,33,3,0,0,0,1,3
619,51528,2023,1,KBO,Lotte,C,44,166,13,1,1,2,0.994,4.068
620,51528,2024,1,KBO,Lotte,C,86,414,25,4,5,0,0.991,5.105
621,51528,2025,1,KBO,Lotte,C,6,7,1,0,0,0,1,1.333
622,51546,2021,1,KBO,Lotte,P,6,0,1,0,0,0,1,0.167
623,51546,2024,1,KBO,Lotte,P,8,0,1,0,0,0,1,0.125
624,51546,2025,1,KBO,Lotte,P,2,0,0,0,0,0,,0
625,51551,2021,1,KBO,Lotte,1B,27,100,9,4,8,0,0.965,4.037
626,51551,2021,1,KBO,Lotte,3B,21,7,16,1,3,0,0.958,1.095
627,51551,2024,1,KBO,Lotte,1B,113,813,67,11,89,0,0.988,7.788
628,51551,2025,1,KBO,Lotte,1B,52,400,29,4,34,0,0.991,8.25
629,51560,2021,1,KBO,Lotte,2B,1,3,2,0,1,0,1,5
630,51560,2021,1,KBO,Lotte,SS,1,2,3,0,0,0,1,5
631,51560,2024,1,KBO,Lotte,3B,10,3,9,4,2,0,0.75,1.2
632,51560,2024,1,KBO,Lotte,SS,3,1,3,0,1,0,1,1.333
633,51560,2024,1,KBO,Lotte,1B,1,3,0,0,0,0,1,3
634,51560,2024,1,KBO,Lotte,2B,1,0,0,0,0,0,,0
635,51567,2021,1,KBO,Lotte,P,37,5,13,0,3,0,1,0.486
636,51574,2021,1,KBO,Lotte,2B,1,0,1,0,0,0,1,1
637,51586,2021,1,KBO,Lotte,P,6,0,3,0,0,0,1,0.5
638,51586,2022,1,KBO,Lotte,P,1,0,0,0,0,0,,0
639,51586,2023,1,KBO,Lotte,P,3,0,0,0,0,0,,0
640,51594,2021,1,KBO,Lotte,P,19,1,1,0,0,0,1,0.105
641,51594,2024,1,KBO,Lotte,P,19,0,1,0,0,0,1,0.053
642,51594,2025,1,KBO,Lotte,P,33,0,3,0,1,0,1,0.091
643,51604,2022,1,KBO,KIA,C,1,2,0,0,0,0,1,2
644,51604,2023,1,KBO,KIA,C,5,18,1,0,1,0,1,3.8
645,51619,2021,1,KBO,KIA,P,21,7,14,0,1,0,1,1
646,51636,2021,1,KBO,KIA,P,7,3,2,0,1,0,1,0.714
647,51640,2021,1,KBO,KIA,C,5,22,1,0,0,1,1,4.6
648,51640,2022,1,KBO,KIA,C,2,6,0,0,0,0,1,3
649,51645,2021,1,KBO,KIA,P,3,0,0,0,0,0,,0
650,51648,2021,1,KBO,KIA,P,19,3,6,1,0,0,0.9,0.474
651,51648,2022,1,KBO,KIA,P,29,5,13,2,0,0,0.9,0.621
652,51648,2023,1,KBO,KIA,P,28,1,10,3,0,0,0.786,0.393
653,51648,2024,1,KBO,KIA,P,4,1,2,1,1,0,0.75,0.75
654,51665,2021,1,KBO,KIA,P,21,0,2,0,0,0,1,0.095
655,51668,2021,1,KBO,KIA,P,25,0,4,0,0,0,1,0.16
656,51668,2022,1,KBO,KIA,P,1,0,0,0,0,0,,0
657,51701,2023,1,KBO,NC,SS,7,1,4,0,1,0,1,0.714
658,51701,2023,1,KBO,NC,2B,1,0,1,0,0,0,1,1
659,51706,2021,1,KBO,Hanwha,OF,18,28,0,1,0,0,0.966,1.556
660,51706,2021,1,KBO,Hanwha,OF,3,4,0,0,0,0,1,1.333
661,51706,2023,1,KBO,Hanwha,OF,1,0,0,0,0,0,,0
662,51713,2022,1,KBO,Hanwha,P,12,0,1,0,0,0,1,0.083
663,51713,2023,1,KBO,Hanwha,P,23,1,0,0,0,0,1,0.043
664,51713,2024,1,KBO,Hanwha,P,58,1,12,0,0,0,1,0.224
665,51714,2021,1,KBO,Hanwha,1B,35,159,18,5,14,0,0.973,5.057
666,51714,2021,1,KBO,Hanwha,SS,12,13,25,1,4,0,0.974,3.167
667,51714,2021,1,KBO,Hanwha,OF,10,8,0,1,0,0,0.889,0.8
668,51714,2021,1,KBO,Hanwha,3B,7,4,8,2,1,0,0.857,1.714
669,51714,2021,1,KBO,Hanwha,OF,6,6,0,0,0,0,1,1
670,51714,2021,1,KBO,Hanwha,2B,5,9,12,1,2,0,0.955,4.2
671,51715,2021,1,KBO,Hanwha,P,15,1,3,0,0,0,1,0.267
672,51715,2022,1,KBO,Hanwha,P,5,0,1,0,0,0,1,0.2
673,51715,2023,1,KBO,Hanwha,P,37,2,6,0,0,0,1,0.216
674,51715,2024,1,KBO,Hanwha,P,27,0,3,0,0,0,1,0.111
675,51722,2021,1,KBO,Hanwha,P,31,6,16,3,1,0,0.88,0.71
676,51722,2022,1,KBO,Hanwha,P,4,1,5,1,1,0,0.857,1.5
677,51725,2021,1,KBO,Hanwha,1B,62,479,42,5,42,0,0.99,8.403
678,51761,2021,1,KBO,Hanwha,P,20,1,3,0,0,0,1,0.2
679,51762,2021,1,KBO,Hanwha,C,4,12,0,0,0,0,1,3
680,51762,2024,1,KBO,Hanwha,C,9,8,1,1,0,0,0.9,1
681,51764,2021,1,KBO,Hanwha,3B,3,2,7,3,1,0,0.75,3
682,51764,2021,1,KBO,Hanwha,2B,1,0,0,0,0,0,,0
683,51764,2021,1,KBO,Hanwha,1B,1,6,4,0,0,0,1,10
684,51764,2022,1,KBO,Hanwha,1B,8,39,5,1,3,0,0.978,5.5
685,51767,2021,1,KBO,Hanwha,SS,4,0,4,1,0,0,0.8,1
686,51767,2021,1,KBO,Hanwha,2B,1,0,0,0,0,0,,0
687,51767,2021,1,KBO,Hanwha,OF,1,0,0,0,0,0,,0
688,51809,2021,1,KBO,SSG,P,6,1,1,0,0,0,1,0.333
689,51809,2022,1,KBO,SSG,P,23,0,0,0,0,0,,0
690,51817,2021,1,KBO,SSG,OF,47,79,0,1,0,0,0.988,1.681
691,51817,2022,1,KBO,SSG,OF,2,4,0,0,0,0,1,2
692,51817,2023,1,KBO,SSG,OF,25,42,1,0,0,0,1,1.72
693,51817,2024,1,KBO,SSG,OF,6,7,0,0,0,0,1,1.167
694,51833,2021,1,KBO,SSG,P,15,3,7,0,0,0,1,0.667
695,51834,2021,1,KBO,SSG,P,4,0,0,0,0,0,,0
696,51863,2021,1,KBO,SSG,P,25,4,12,1,0,0,0.941,0.64
697,51863,2022,1,KBO,SSG,P,28,4,16,1,0,0,0.952,0.714
698,51865,2022,1,KBO,SSG,C,5,19,0,0,0,2,1,3.8
699,51865,2023,1,KBO,SSG,C,55,258,30,5,5,4,0.983,5.236
700,51865,2024,1,KBO,SSG,C,19,79,6,1,1,4,0.988,4.474
701,51865,2025,1,KBO,SSG,C,35,206,18,1,2,2,0.996,6.4
702,51867,2021,1,KBO,SSG,P,6,1,1,0,0,0,1,0.333
703,51867,2022,1,KBO,SSG,P,2,0,0,0,0,0,,0
704,51867,2025,1,KBO,SSG,P,24,1,3,1,0,0,0.8,0.167
705,51868,2021,1,KBO,SSG,1B,1,1,1,0,0,0,1,2
706,51868,2023,1,KBO,SSG,1B,1,7,0,0,1,0,1,7
707,51868,2023,1,KBO,SSG,3B,1,0,0,0,0,0,,0
708,51868,2024,1,KBO,SSG,1B,92,584,42,5,53,0,0.992,6.804
709,51868,2024,1,KBO,SSG,3B,1,0,0,0,0,0,,0
