playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
100107,1938,1,JBL,NAGOYA,1,1,0,0,0,0,0,0,0,,0,1,,,0,0,0,,,,
100108,1936,1,JBL,DAI TOKYO,5,2,1,2,0,0,0,1,0,,1,0,,,2,1,1,,,,
100109,1936,1,JBL,DAI TOKYO,19,25,2,3,1,0,0,3,1,,9,7,,,4,0.12,0.16,,,,
100109,1937,1,JBL,DAI TOKYO,32,67,6,16,2,2,0,9,2,,11,6,,,22,0.239,0.328,,,,
100109,1937,2,JBL,LION,21,32,4,7,1,0,0,1,0,,3,2,,,8,0.219,0.25,,,,
100109,1938,1,JBL,LION,37,76,6,18,0,0,0,2,0,,8,6,,,18,0.237,0.237,,,,
100109,1939,1,JBL,LION,65,101,10,25,5,0,0,10,1,,6,4,,108,30,0.248,0.297,0.29,0.587,0.056,0.037
100109,1940,1,JBL,LION,69,124,9,22,1,1,0,7,0,,10,13,,136,25,0.177,0.202,0.235,0.437,0.074,0.096
100110,1936,1,JBL,NAGOYA,9,15,2,2,0,0,0,2,0,,4,5,,,2,0.133,0.133,,,,
100110,1937,1,JBL,NAGOYA,25,29,2,1,0,0,0,1,0,,1,7,,,1,0.034,0.034,,,,
100110,1938,1,JBL,NAGOYA,71,210,31,45,3,3,2,15,13,,35,48,,,60,0.214,0.286,,,,
100110,1939,1,JBL,LION,24,61,5,15,1,1,0,9,0,,5,11,,74,18,0.246,0.295,0.292,0.587,0.068,0.149
100110,1940,1,JBL,LION,4,4,2,1,0,0,0,1,0,,0,1,,4,1,0.25,0.25,0.25,0.5,0,0.25
100110,1942,1,JBL,YAMATO,76,218,13,32,3,0,1,7,12,6,23,19,,,38,0.147,0.174,,,,
100110,1943,1,JBL,YAMATO,84,277,21,44,6,5,3,24,13,4,44,48,,,69,0.159,0.249,,,,
100110,1944,1,JBL,SANGYO,23,78,6,18,3,0,0,6,12,2,18,8,,,21,0.231,0.269,,,,
100110,1946,1,JBL,CHUBU NIPPON,30,65,9,12,0,0,0,5,2,4,16,10,,,12,0.185,0.185,,,,
100111,1936,1,JBL,DAI TOKYO,24,50,8,12,0,3,0,9,2,,15,14,,,18,0.24,0.36,,,,
100111,1937,1,JBL,DAI TOKYO,19,31,0,6,2,0,0,2,0,,1,7,,,8,0.194,0.258,,,,
100111,1937,2,JBL,LION,30,75,9,20,6,1,2,16,0,,3,15,,,34,0.267,0.453,,,,
100111,1938,1,JBL,LION,40,132,10,22,3,1,1,11,1,,10,16,,,30,0.167,0.227,,,,
100112,1936,1,JBL,NAGOYA,2,4,0,1,0,0,0,2,0,,2,0,,,1,0.25,0.25,,,,
100113,1936,1,JBL,NAGOYA,15,18,2,1,0,0,0,1,1,,14,3,,,1,0.056,0.056,,,,
100113,1937,1,JBL,NAGOYA,2,1,0,0,0,0,0,0,0,,0,1,,,0,0,0,,,,
100114,1936,1,JBL,SENATORS,13,27,4,5,0,0,0,4,2,,4,3,,,5,0.185,0.185,,,,
100114,1937,1,JBL,SENATORS,6,10,1,1,0,0,0,0,0,,1,1,,,1,0.1,0.1,,,,
100115,1936,1,JBL,DAI TOKYO,4,7,0,1,0,0,0,0,0,,0,0,,,1,0.143,0.143,,,,
100115,1937,1,JBL,DAI TOKYO,51,150,14,26,5,2,0,9,9,,6,13,,,35,0.173,0.233,,,,
100115,1937,2,JBL,LION,46,141,16,29,2,2,0,11,13,,14,8,,,35,0.206,0.248,,,,
100115,1938,1,JBL,LION,60,146,24,29,3,1,1,9,7,,23,13,,,37,0.199,0.253,,,,
100115,1939,1,JBL,LION,6,4,0,0,0,0,0,0,1,,0,1,,4,0,0,0,0,0,0,0.25
100116,1936,1,JBL,KYOJIN,16,62,3,14,2,0,0,7,1,,3,7,,,16,0.226,0.258,,,,
100116,1937,1,JBL,KYOJIN,104,394,71,106,21,6,4,49,29,,71,21,,,151,0.269,0.383,,,,
100116,1938,1,JBL,KYOJIN,63,211,33,46,7,1,2,22,7,,41,14,,,61,0.218,0.289,,,,
100116,1939,1,JBL,KYOJIN,96,358,61,86,13,3,2,40,15,,78,26,,445,111,0.24,0.31,0.379,0.689,0.175,0.058
100116,1940,1,JBL,KYOJIN,86,332,42,79,9,3,1,22,9,,43,16,,384,97,0.238,0.292,0.328,0.62,0.112,0.042
100116,1941,1,JBL,KYOJIN,86,340,44,86,11,1,3,27,6,,71,13,,,108,0.253,0.318,,,,
100116,1942,1,JBL,KYOJIN,65,258,32,58,10,2,0,16,2,3,38,8,,,72,0.225,0.279,,,,
100116,1950,1,CL,YOMIURI,7,5,1,1,0,0,0,1,0,0,1,1,0,,1,0.2,0.2,,,,
100117,1936,1,JBL,SENATORS,15,35,2,3,0,0,0,2,0,,5,4,,,3,0.086,0.086,,,,
100117,1937,1,JBL,SENATORS,71,199,14,40,7,3,0,19,7,,21,22,,,53,0.201,0.266,,,,
100117,1938,1,JBL,SENATORS,55,166,19,31,5,1,0,12,5,,15,16,,,38,0.187,0.229,,,,
100117,1939,1,JBL,SENATORS,10,4,0,0,0,0,0,0,0,,2,1,,6,0,0,0,0.333,0.333,0.333,0.167
100118,1936,1,JBL,HANKYU,13,32,1,5,2,2,0,6,0,,4,5,,,11,0.156,0.344,,,,
100118,1937,1,JBL,HANKYU,58,125,8,23,2,1,0,9,2,,25,17,,,27,0.184,0.216,,,,
100118,1938,1,JBL,HANKYU,21,60,4,10,0,0,0,4,1,,7,4,,,10,0.167,0.167,,,,
100119,1936,1,JBL,KYOJIN,13,43,3,9,2,1,0,2,5,,11,8,,,13,0.209,0.302,,,,
100119,1937,1,JBL,KYOJIN,47,186,31,45,9,1,0,24,12,,23,13,,,56,0.242,0.301,,,,
100119,1938,1,JBL,KYOJIN,48,178,26,38,8,3,0,14,10,,34,16,,,52,0.213,0.292,,,,
100120,1936,1,JBL,NAGOYA,8,21,0,5,0,0,0,3,0,,1,5,,,5,0.238,0.238,,,,
100120,1937,1,JBL,NAGOYA,96,338,31,80,21,5,1,41,5,,32,53,,,114,0.237,0.337,,,,
100120,1938,1,JBL,NAGOYA,16,40,4,3,0,0,0,2,1,,6,16,,,3,0.075,0.075,,,,
100121,1936,1,JBL,DAI TOKYO,3,3,0,0,0,0,0,0,0,,0,2,,,0,0,0,,,,
100121,1937,1,JBL,DAI TOKYO,2,2,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,
100122,1936,1,JBL,KINKO,5,9,1,2,1,0,0,0,1,,1,2,,,3,0.222,0.333,,,,
100122,1937,1,JBL,KINKO,10,21,1,4,0,0,0,0,2,,0,3,,,4,0.19,0.19,,,,
100123,1936,1,JBL,DAI TOKYO,1,1,0,0,0,0,0,0,0,,0,1,,,0,0,0,,,,
100124,1936,1,JBL,DAI TOKYO,7,24,4,11,1,1,0,1,1,,2,5,,,14,0.458,0.583,,,,
100125,1936,1,JBL,KINKO,15,48,4,6,0,1,0,3,1,,6,4,,,8,0.125,0.167,,,,
100125,1937,1,JBL,KINKO,85,294,34,77,13,3,2,41,17,,60,30,,,102,0.262,0.347,,,,
100125,1939,1,JBL,KINKO,56,183,12,42,4,1,4,24,2,,36,16,,225,60,0.23,0.328,0.353,0.681,0.16,0.071
100126,1936,1,JBL,NAGOYA,24,77,8,18,2,1,0,6,2,,5,7,,,22,0.234,0.286,,,,
100126,1937,1,JBL,NAGOYA,83,294,21,56,7,2,0,14,3,,25,17,,,67,0.19,0.228,,,,
100126,1938,1,JBL,NAGOYA,18,21,0,5,0,0,0,1,0,,1,4,,,5,0.238,0.238,,,,
100126,1939,1,JBL,NAGOYA,91,315,22,54,3,1,1,24,9,,15,27,,335,62,0.171,0.197,0.209,0.406,0.045,0.081
100126,1940,1,JBL,NAGOYA,102,347,18,67,8,1,0,28,4,,32,33,,388,77,0.193,0.222,0.261,0.482,0.082,0.085
100126,1941,1,JBL,NAGOYA,82,288,11,52,3,0,1,17,4,,14,13,,,58,0.181,0.201,,,,
100126,1942,1,JBL,NAGOYA,98,311,12,49,2,0,0,8,12,5,20,16,,,51,0.158,0.164,,,,
100126,1943,1,JBL,NAGOYA,75,267,8,45,2,0,0,10,2,3,13,14,,,47,0.169,0.176,,,,
100127,1936,1,JBL,OSAKA,31,117,15,30,8,1,0,18,3,,21,17,,,40,0.256,0.342,,,,
100127,1937,1,JBL,KORAKUEN,55,195,29,47,11,1,0,34,8,,28,30,,,60,0.241,0.308,,,,
100127,1941,1,JBL,KUROWASHI,38,130,11,33,3,0,2,11,4,,22,12,,,42,0.254,0.323,,,,
100127,1943,1,JBL,YAMATO,47,156,10,28,7,0,0,13,5,2,20,13,,,35,0.179,0.224,,,,
100127,1946,1,JBL,PACIFIC,64,227,20,47,14,1,0,30,5,0,31,15,,,63,0.207,0.278,,,,
100127,1950,1,CL,NISHI NIPPON,35,103,8,26,8,0,2,11,1,2,5,13,3,,40,0.252,0.388,,,,
100128,1936,1,JBL,DAI TOKYO,28,103,13,27,1,0,0,4,13,,12,13,,,28,0.262,0.272,,,,
100128,1937,1,JBL,DAI TOKYO,44,145,16,35,5,1,1,8,11,,10,22,,,45,0.241,0.31,,,,
100128,1937,2,JBL,LION,49,199,24,47,6,2,1,23,6,,16,17,,,60,0.236,0.302,,,,
100128,1938,1,JBL,LION,75,311,50,72,7,2,3,27,11,,38,21,,,92,0.232,0.296,,,,
100128,1939,1,JBL,LION,96,395,50,89,10,2,1,27,11,,32,21,,440,106,0.225,0.268,0.29,0.558,0.073,0.048
100128,1940,1,JBL,LION,102,394,30,76,14,1,1,17,22,,55,23,,458,95,0.193,0.241,0.294,0.535,0.12,0.05
100128,1941,1,JBL,ASAHI,81,316,30,75,10,1,2,20,26,,49,12,,,93,0.237,0.294,,,,
100128,1942,1,JBL,ASAHI,104,407,50,98,12,4,0,18,44,19,47,17,,,118,0.241,0.29,,,,
100128,1943,1,JBL,ASAHI,84,333,48,78,13,4,1,23,36,15,46,20,,,102,0.234,0.306,,,,
100128,1944,1,JBL,ASAHI,35,136,22,46,11,2,0,11,16,1,14,4,,,61,0.338,0.449,,,,
100128,1946,1,JBL,GOLD STAR,103,393,60,124,21,11,1,45,26,16,36,6,,,170,0.316,0.433,,,,
100128,1947,1,JBL,KINSEI,119,457,44,124,17,5,2,43,21,15,42,21,,,157,0.271,0.344,,,,
100128,1948,1,JBL,KINSEI,124,505,65,143,24,8,2,41,20,11,40,30,,,189,0.283,0.374,,,,
100128,1949,1,JBL,CHUNICHI,137,597,83,177,31,4,10,59,16,15,30,32,,,246,0.296,0.412,,,,
100128,1950,1,CL,CHUNICHI,123,469,73,135,25,6,7,57,28,8,38,24,8,,193,0.288,0.412,,,,
100128,1951,1,CL,NAGOYA,113,454,83,126,28,5,2,39,37,8,41,16,15,,170,0.278,0.374,,,,
100129,1936,1,JBL,KINKO,8,15,2,2,1,0,0,5,0,,1,4,,,3,0.133,0.2,,,,
100129,1937,1,JBL,KORAKUEN,46,91,10,21,0,1,0,4,4,,13,14,,,23,0.231,0.253,,,,
100130,1936,1,JBL,SENATORS,12,25,0,1,0,0,0,3,0,,3,7,,,1,0.04,0.04,,,,
100130,1946,1,JBL,SENATORS,6,12,2,0,0,0,0,0,0,0,1,2,,,0,0,0,,,,
100131,1936,1,JBL,NAGOYA,20,46,4,8,0,1,0,3,1,,2,3,,,10,0.174,0.217,,,,
100131,1937,1,JBL,NAGOYA,46,109,9,27,3,0,0,11,1,,3,4,,,30,0.248,0.275,,,,
100131,1938,1,JBL,NAGOYA,26,53,2,10,0,0,0,6,0,,3,1,,,10,0.189,0.189,,,,
100131,1940,1,JBL,NAGOYA,1,2,0,0,0,0,0,0,0,,0,0,,2,0,0,0,0,0,0,0
100131,1941,1,JBL,NAGOYA,23,34,1,7,0,0,0,0,0,,1,2,,,7,0.206,0.206,,,,
100131,1942,1,JBL,NAGOYA,27,44,2,4,0,0,0,1,0,0,1,3,,,4,0.091,0.091,,,,
100131,1943,1,JBL,NAGOYA,18,37,2,2,0,0,0,0,0,0,2,2,,,2,0.054,0.054,,,,
100131,1944,1,JBL,SANGYO,29,70,3,16,1,0,0,2,1,0,4,2,,,17,0.229,0.243,,,,
100131,1946,1,JBL,CHUBU NIPPON,38,85,4,18,3,0,0,7,0,0,4,3,,,21,0.212,0.247,,,,
100131,1950,1,CL,HIROSHIMA,15,29,2,8,1,0,0,1,0,0,1,1,0,,9,0.276,0.31,,,,
100132,1936,1,JBL,NAGOYA,9,21,1,2,0,0,0,0,0,,1,3,,,2,0.095,0.095,,,,
100132,1937,1,JBL,NAGOYA,45,80,9,13,1,0,0,6,0,,7,11,,,14,0.162,0.175,,,,
100132,1944,1,JBL,SANGYO,35,127,14,18,2,0,1,6,9,5,20,7,,,23,0.142,0.181,,,,
100133,1936,1,JBL,SENATORS,11,13,2,1,1,0,0,0,1,,2,3,,,2,0.077,0.154,,,,
100133,1937,1,JBL,SENATORS,31,44,1,7,1,0,0,0,0,,3,11,,,8,0.159,0.182,,,,
100134,1936,1,JBL,HANKYU,15,31,2,4,0,0,0,1,0,,3,4,,,4,0.129,0.129,,,,
100134,1937,1,JBL,NAGOYA,38,125,19,29,4,1,0,5,2,,15,20,,,35,0.232,0.28,,,,
100135,1936,1,JBL,HANKYU,9,19,4,6,2,0,0,1,1,,2,4,,,8,0.316,0.421,,,,
100135,1937,1,JBL,HANKYU,53,74,10,14,0,1,0,6,1,,8,10,,,16,0.189,0.216,,,,
100135,1938,1,JBL,HANKYU,17,36,5,5,0,0,0,1,1,,8,5,,,5,0.139,0.139,,,,
100135,1939,1,JBL,HANKYU,38,71,2,7,0,0,0,4,0,,13,13,,84,7,0.099,0.099,0.238,0.337,0.155,0.155
100135,1940,1,JBL,HANKYU,13,27,0,3,0,0,0,0,0,,1,6,,29,3,0.111,0.111,0.143,0.254,0.034,0.207
100135,1942,1,JBL,TAIYO,19,33,6,7,0,0,1,3,1,0,4,7,,,10,0.212,0.303,,,,
100135,1943,1,JBL,NISHITETSU,40,97,7,22,2,0,1,9,0,0,14,20,,,27,0.227,0.278,,,,
100135,1947,1,JBL,KINSEI,57,117,8,20,5,0,0,12,1,0,13,24,,,25,0.171,0.214,,,,
100135,1950,1,CL,NISHI NIPPON,36,58,10,10,1,0,3,10,0,0,2,13,0,,20,0.172,0.345,,,,
100136,1936,1,JBL,SENATORS,10,33,6,9,1,0,0,6,2,,6,10,,,10,0.273,0.303,,,,
100136,1937,1,JBL,SENATORS,87,307,39,79,16,3,3,45,23,,38,35,,,110,0.257,0.358,,,,
100136,1942,1,JBL,TAIYO,18,51,3,11,0,0,1,3,1,0,3,6,,,14,0.216,0.275,,,,
100136,1943,1,JBL,NISHITETSU,73,255,16,49,9,3,0,24,2,1,15,25,,,64,0.192,0.251,,,,
100137,1936,1,JBL,OSAKA,1,1,0,0,0,0,0,0,0,,0,1,,,0,0,0,,,,
100137,1937,1,JBL,DAI TOKYO,9,14,1,3,0,0,0,0,1,,2,4,,,3,0.214,0.214,,,,
100137,1937,2,JBL,LION,8,3,0,0,0,0,0,0,0,,1,1,,,0,0,0,,,,
100138,1936,1,JBL,KYOJIN,2,1,0,0,0,0,0,1,0,,1,0,,,0,0,0,,,,
100138,1937,1,JBL,KYOJIN,6,9,0,2,1,0,0,0,0,,1,1,,,3,0.222,0.333,,,,
100138,1938,1,JBL,KYOJIN,8,15,1,2,0,0,0,2,0,,1,0,,,2,0.133,0.133,,,,
100139,1936,1,JBL,KINKO,18,30,3,5,2,0,0,0,2,,2,9,,,7,0.167,0.233,,,,
100139,1937,1,JBL,KINKO,27,31,3,7,0,0,0,2,1,,3,3,,,7,0.226,0.226,,,,
100139,1938,1,JBL,KINKO,68,243,35,50,11,2,2,20,17,,46,35,,,71,0.206,0.292,,,,
100139,1939,1,JBL,KINKO,88,293,37,56,2,4,0,19,30,,62,41,,364,66,0.191,0.225,0.333,0.559,0.17,0.113
100139,1940,1,JBL,KINKO,97,297,39,57,6,0,1,12,25,,70,48,,376,66,0.192,0.222,0.344,0.566,0.186,0.128
100139,1941,1,JBL,ASAHI,66,180,19,35,1,1,1,6,17,,34,38,,,41,0.194,0.228,,,,
100139,1942,1,JBL,ASAHI,74,241,30,44,1,2,0,9,21,11,49,33,,,49,0.183,0.203,,,,
100139,1948,1,JBL,TAIYO,1,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,
100140,1936,1,JBL,DAI TOKYO,10,8,1,1,0,0,0,0,1,,0,1,,,1,0.125,0.125,,,,
100141,1936,1,JBL,SENATORS,1,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,
100142,1936,1,JBL,NAGOYA,5,2,1,0,0,0,0,0,0,,1,0,,,0,0,0,,,,
100143,1937,1,JBL,KINKO,2,1,1,1,0,0,0,0,0,,0,0,,,1,1,1,,,,
100143,1938,1,JBL,KINKO,20,49,7,13,2,0,0,12,2,,7,7,,,15,0.265,0.306,,,,
100143,1939,1,JBL,KINKO,2,2,0,1,0,0,0,0,0,,1,1,,3,1,0.5,0.5,0.667,1.167,0.333,0.333
100144,1937,1,JBL,KINKO,15,26,2,3,0,0,0,1,0,,0,1,,,3,0.115,0.115,,,,
100145,1937,1,JBL,KORAKUEN,101,402,25,98,9,3,0,58,2,,19,11,,,113,0.244,0.281,,,,
100145,1938,1,JBL,EAGLES,66,220,13,47,3,1,0,14,0,,11,3,,,52,0.214,0.236,,,,
100145,1939,1,JBL,EAGLES,81,258,21,47,3,0,1,12,5,,17,8,,280,53,0.182,0.205,0.241,0.446,0.061,0.029
100145,1940,1,JBL,KUROWASHI,28,54,2,11,2,0,0,5,0,,3,0,,59,13,0.204,0.241,0.254,0.495,0.051,0
100145,1941,1,JBL,KUROWASHI,7,7,0,1,0,0,0,0,0,,0,0,,,1,0.143,0.143,,,,
100146,1937,1,JBL,SENATORS,104,415,50,94,14,10,3,51,23,,38,54,,,137,0.227,0.33,,,,
100146,1938,1,JBL,SENATORS,71,271,31,80,14,2,2,43,7,,36,34,,,104,0.295,0.384,,,,
100146,1939,1,JBL,SENATORS,96,366,39,101,16,4,4,56,10,,44,39,,419,137,0.276,0.374,0.352,0.726,0.105,0.093
100147,1937,1,JBL,OSAKA,44,112,19,20,5,0,1,14,1,,13,9,,,28,0.179,0.25,,,,
100147,1938,1,JBL,OSAKA,39,99,11,19,3,0,1,10,1,,9,15,,,25,0.192,0.253,,,,
100147,1939,1,JBL,OSAKA,30,64,4,10,2,0,0,5,1,,4,9,,68,12,0.156,0.188,0.206,0.393,0.059,0.132
100148,1937,1,JBL,DAI TOKYO,55,184,21,29,9,0,0,14,3,,19,9,,,38,0.158,0.207,,,,
100148,1937,2,JBL,LION,42,137,14,30,4,2,1,10,4,,16,7,,,41,0.219,0.299,,,,
100148,1938,1,JBL,LION,7,14,0,3,0,0,0,0,0,,2,2,,,3,0.214,0.214,,,,
100149,1937,1,JBL,DAI TOKYO,36,105,13,26,1,2,1,8,6,,14,16,,,34,0.248,0.324,,,,
100149,1937,2,JBL,LION,29,60,5,11,2,0,0,5,3,,6,11,,,13,0.183,0.217,,,,
100149,1938,1,JBL,LION,23,57,3,11,2,0,0,3,0,,7,6,,,13,0.193,0.228,,,,
100150,1937,1,JBL,HANKYU,85,271,39,53,7,1,1,32,22,,49,28,,,65,0.196,0.24,,,,
100150,1938,1,JBL,HANKYU,70,248,44,60,7,3,1,24,8,,35,27,,,76,0.242,0.306,,,,
100150,1939,1,JBL,HANKYU,91,316,40,85,12,4,0,44,16,,40,29,,371,105,0.269,0.332,0.356,0.688,0.108,0.078
100150,1940,1,JBL,HANKYU,95,349,37,86,5,5,1,23,20,,44,34,,409,104,0.246,0.298,0.33,0.628,0.108,0.083
100150,1941,1,JBL,HANKYU,76,271,29,60,6,1,1,23,6,,47,14,,,71,0.221,0.262,,,,
100150,1942,1,JBL,HANKYU,95,359,35,72,3,0,0,19,11,8,43,15,,,75,0.201,0.209,,,,
100150,1943,1,JBL,HANKYU,83,293,27,68,7,0,0,25,23,10,53,12,,,75,0.232,0.256,,,,
100150,1944,1,JBL,HANKYU,35,139,18,36,9,0,1,19,6,1,20,7,,,48,0.259,0.345,,,,
100150,1946,1,JBL,HANKYU,105,409,52,109,15,2,0,48,14,7,53,21,,,128,0.267,0.313,,,,
100150,1947,1,JBL,HANKYU,109,392,50,101,14,1,3,29,6,5,44,22,,,126,0.258,0.321,,,,
100150,1948,1,JBL,HANKYU,69,145,7,25,2,1,0,5,4,1,8,4,,,29,0.172,0.2,,,,
100151,1937,1,JBL,DAI TOKYO,55,207,14,43,7,4,3,26,3,,17,46,,,67,0.208,0.324,,,,
100151,1938,1,JBL,LION,31,91,11,18,2,0,2,10,1,,18,18,,,26,0.198,0.286,,,,
100151,1939,1,JBL,NAGOYA,89,283,21,55,13,1,4,27,5,,33,53,,321,82,0.194,0.29,0.28,0.57,0.103,0.165
100151,1940,1,JBL,NAGOYA,101,346,36,66,7,9,2,33,4,,39,68,,394,97,0.191,0.28,0.272,0.552,0.099,0.173
100152,1937,1,JBL,KORAKUEN,100,376,57,80,10,4,1,33,14,,77,56,,,101,0.213,0.269,,,,
100152,1938,1,JBL,EAGLES,65,241,29,40,6,0,3,19,5,,37,35,,,55,0.166,0.228,,,,
100152,1939,1,JBL,EAGLES,93,345,44,71,17,9,4,24,3,,57,35,,408,118,0.206,0.342,0.319,0.661,0.14,0.086
100152,1940,1,JBL,KUROWASHI,77,233,24,45,3,3,3,12,3,,33,35,,273,63,0.193,0.27,0.296,0.566,0.121,0.128
100152,1941,1,JBL,KUROWASHI,66,206,12,39,4,1,1,10,2,,29,28,,,48,0.189,0.233,,,,
100152,1942,1,JBL,YAMATO,18,39,3,8,1,0,1,6,1,2,12,5,,,12,0.205,0.308,,,,
100153,1937,1,JBL,DAI TOKYO,38,119,16,22,2,1,0,4,3,,18,14,,,26,0.185,0.218,,,,
100153,1937,2,JBL,LION,48,171,14,42,4,2,0,18,3,,23,15,,,50,0.246,0.292,,,,
100153,1938,1,JBL,LION,65,173,14,29,4,2,0,9,5,,39,13,,,37,0.168,0.214,,,,
100153,1939,1,JBL,LION,31,87,2,14,1,0,0,4,1,,9,15,,99,15,0.161,0.172,0.247,0.42,0.091,0.152
100154,1937,1,JBL,NAGOYA,53,154,26,43,6,2,0,7,13,,24,10,,,53,0.279,0.344,,,,
100154,1938,1,JBL,NAGOYA,66,172,23,50,2,1,0,8,23,,31,17,,,54,0.291,0.314,,,,
100154,1939,1,JBL,NAGOYA,81,299,36,63,9,0,0,14,16,,28,10,,338,72,0.211,0.241,0.275,0.516,0.083,0.03
100154,1940,1,JBL,NAGOYA,66,256,41,49,5,1,0,4,32,,37,15,,296,56,0.191,0.219,0.294,0.512,0.125,0.051
100154,1946,1,JBL,CHUBU NIPPON,28,50,5,10,1,0,0,1,4,3,5,4,,,11,0.2,0.22,,,,
100155,1937,1,JBL,DAI TOKYO,9,4,0,0,0,0,0,0,1,,0,1,,,0,0,0,,,,
100156,1937,1,JBL,KINKO,13,19,2,1,0,0,0,1,0,,1,1,,,1,0.053,0.053,,,,
100157,1937,1,JBL,KORAKUEN,11,11,4,2,0,0,0,0,1,,0,1,,,2,0.182,0.182,,,,
100158,1937,1,JBL,NAGOYA,82,320,44,77,5,4,1,12,5,,49,25,,,93,0.241,0.291,,,,
100158,1938,1,JBL,NAGOYA,20,72,6,14,0,0,0,8,3,,12,6,,,14,0.194,0.194,,,,
100158,1941,1,JBL,NAGOYA,35,115,7,11,2,0,0,6,2,,18,12,,,13,0.096,0.113,,,,
100158,1942,1,JBL,NAGOYA,105,412,36,72,7,1,0,16,12,5,43,25,,,81,0.175,0.197,,,,
100158,1943,1,JBL,NAGOYA,83,303,32,52,9,0,0,6,11,9,71,26,,,61,0.172,0.201,,,,
100158,1951,1,CL,SHOCHIKU,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,
100159,1937,1,JBL,DAI TOKYO,11,14,0,0,0,0,0,1,0,,1,2,,,0,0,0,,,,
100160,1937,1,JBL,OSAKA,7,6,2,3,0,0,0,0,0,,0,1,,,3,0.5,0.5,,,,
100160,1941,1,JBL,HANSHIN,18,44,2,6,1,0,0,4,0,,5,5,,,7,0.136,0.159,,,,
100160,1942,1,JBL,HANSHIN,63,112,7,14,1,1,0,3,4,3,12,12,,,17,0.125,0.152,,,,
100160,1943,1,JBL,HANSHIN,28,43,6,2,0,0,0,3,1,1,9,5,,,2,0.047,0.047,,,,
100161,1937,1,JBL,KORAKUEN,19,24,2,2,0,0,0,0,0,,6,12,,,2,0.083,0.083,,,,
100161,1938,1,JBL,EAGLES,17,12,2,0,0,0,0,0,0,,2,3,,,0,0,0,,,,
100161,1942,1,JBL,YAMATO,37,63,3,16,0,1,0,4,0,0,5,8,,,18,0.254,0.286,,,,
100162,1937,1,JBL,KORAKUEN,33,64,5,11,3,0,0,5,0,,9,12,,,14,0.172,0.219,,,,
100163,1937,1,JBL,KORAKUEN,22,34,2,5,1,1,0,1,0,,2,7,,,8,0.147,0.235,,,,
100163,1938,1,JBL,EAGLES,26,53,1,8,0,0,0,2,0,,0,4,,,8,0.151,0.151,,,,
100163,1939,1,JBL,EAGLES,24,40,3,8,2,0,0,2,1,,1,3,,41,10,0.2,0.25,0.22,0.47,0.024,0.073
100164,1937,1,JBL,KINKO,47,110,11,26,5,3,1,18,0,,6,16,,,40,0.236,0.364,,,,
100164,1938,1,JBL,KINKO,23,37,1,4,0,0,0,5,0,,2,9,,,4,0.108,0.108,,,,
100164,1939,1,JBL,KINKO,11,14,0,2,0,0,0,1,0,,1,4,,15,2,0.143,0.143,0.2,0.343,0.067,0.267
100165,1937,1,JBL,HANKYU,12,12,1,2,0,0,0,0,0,,2,3,,,2,0.167,0.167,,,,
100165,1938,1,JBL,HANKYU,12,25,1,3,0,0,0,1,0,,2,0,,,3,0.12,0.12,,,,
100165,1939,1,JBL,HANKYU,33,77,5,13,0,0,0,6,0,,9,16,,87,13,0.169,0.169,0.256,0.425,0.103,0.184
100165,1940,1,JBL,HANKYU,56,117,8,20,0,0,0,4,0,,20,17,,146,20,0.171,0.171,0.292,0.463,0.137,0.116
100165,1941,1,JBL,HANKYU,48,100,5,12,0,0,0,3,3,,23,24,,,12,0.12,0.12,,,,
100165,1942,1,JBL,HANKYU,60,118,8,18,3,0,0,4,1,0,18,13,,,21,0.153,0.178,,,,
100165,1943,1,JBL,HANKYU,14,25,0,6,1,0,0,0,0,0,1,8,,,7,0.24,0.28,,,,
100165,1946,1,JBL,HANKYU,8,14,2,3,0,0,0,1,0,0,3,3,,,3,0.214,0.214,,,,
100165,1947,1,JBL,HANKYU,16,17,2,2,0,0,0,0,0,0,3,3,,,2,0.118,0.118,,,,
100165,1948,1,JBL,HANKYU,30,54,2,11,0,0,0,5,0,0,2,7,,,11,0.204,0.204,,,,
100165,1949,1,JBL,TOKYU,17,36,4,10,0,0,0,0,1,0,3,5,,,10,0.278,0.278,,,,
100165,1950,1,CL,NISHI NIPPON,29,61,4,13,1,0,0,7,0,1,2,7,1,,14,0.213,0.23,,,,
100166,1937,1,JBL,KINKO,77,107,15,17,1,1,0,7,6,,11,13,,,20,0.159,0.187,,,,
100166,1938,1,JBL,KINKO,75,262,38,59,7,3,1,9,28,,36,28,,,75,0.225,0.286,,,,
100166,1939,1,JBL,KINKO,87,317,29,65,5,3,1,15,25,,26,22,,360,79,0.205,0.249,0.269,0.518,0.072,0.061
100166,1940,1,JBL,KINKO,82,279,33,47,3,2,1,7,8,,45,29,,339,57,0.168,0.204,0.286,0.49,0.133,0.086
100167,1937,1,JBL,KINKO,38,63,7,12,2,0,1,5,1,,7,9,,,17,0.19,0.27,,,,
