playerID,yearID,stint,lgID,teamID,G,W,L,CG,SHO,SV,IPouts,H,HR,BB,HBP,SO,R,ER,ERA,BFP,WPCT
100029,1938,1,JBL,KINKO,30,4,13,10,1,,510,169,3,112,4,60,99,70,3.705882353,791,0.235
100029,1939,1,JBL,KINKO,45,7,18,10,0,,732,206,7,129,1,107,102,66,2.43442623,1056,0.28
100029,1940,1,JBL,KINKO,43,9,19,16,2,,853,230,5,134,3,112,114,81,2.563892145,1212,0.321
100029,1941,1,JBL,TAIYO,26,3,7,5,0,,410,105,3,59,0,36,35,21,1.382926829,566,0.3
100029,1942,1,JBL,TAIYO,22,5,7,7,3,,378,82,3,50,2,46,37,23,1.642857143,513,0.417
100034,1936,1,JBL,KINKO,7,1,3,0,0,,58,21,0,21,2,5,22,15,6.982758621,105,0.25
100034,1937,1,JBL,KINKO,2,0,1,0,0,,20,4,0,8,0,2,4,3,4.05,31,0
100035,1936,1,JBL,KYOJIN,14,3,4,3,3,,208,61,1,27,4,30,24,16,2.076923077,300,0.429
100035,1937,1,JBL,KYOJIN,29,6,9,6,1,,472,137,4,71,4,61,73,57,3.26059322,670,0.4
100035,1938,1,JBL,KYOJIN,27,9,7,4,0,,344,110,10,51,6,43,68,59,4.630813953,511,0.562
100035,1946,1,JBL,HANKYU,11,3,3,3,0,,181,61,0,19,1,9,21,17,2.535911602,251,0.5
100040,1936,1,JBL,KYOJIN,7,1,3,0,0,,74,28,1,12,1,10,11,6,2.189189189,112,0.25
100040,1937,1,JBL,KYOJIN,14,2,1,0,0,,169,36,2,18,1,19,18,16,2.556213018,225,0.667
100040,1938,1,JBL,KYOJIN,2,0,0,0,0,,11,2,0,1,0,0,0,0,0,13,
100041,1937,1,JBL,SENATORS,1,0,0,0,0,,6,3,0,1,0,2,0,0,0,9,
100042,1936,1,JBL,KYOJIN,11,1,2,0,0,,137,32,3,27,0,32,20,14,2.759124088,196,0.333
100042,1937,1,JBL,KORAKUEN,61,19,32,39,6,,1305,411,17,214,6,180,242,169,3.496551724,1937,0.373
100042,1941,1,JBL,KUROWASHI,26,7,14,13,3,,458,110,5,93,1,50,61,44,2.593886463,655,0.333
100042,1942,1,JBL,YAMATO,35,3,18,19,3,,727,194,9,99,5,62,80,60,2.228335626,1021,0.143
100042,1943,1,JBL,YAMATO,34,11,10,18,4,,696,196,3,103,1,49,70,55,2.13362069,976,0.524
100047,1936,1,JBL,HANKYU,24,12,6,13,3,,482,117,2,36,1,67,52,32,1.79253112,641,0.667
100047,1937,1,JBL,HANKYU,7,2,4,1,0,,80,33,0,13,0,13,15,10,3.375,124,0.333
100048,1936,1,JBL,SENATORS,25,6,5,3,0,,331,103,3,46,2,34,67,48,3.915407855,420,0.545
100048,1940,1,JBL,TSUBASA,5,0,1,0,0,,46,23,0,9,2,6,17,12,7.043478261,80,0
100048,1941,1,JBL,KUROWASHI,33,5,10,9,2,,583,169,6,95,1,47,78,63,2.917667238,830,0.333
100048,1942,1,JBL,YAMATO,60,20,26,36,7,,1318,292,5,144,4,94,109,78,1.597875569,1740,0.435
100050,1936,1,JBL,NAGOYA,1,0,0,0,0,,26,15,0,9,0,1,6,6,6.230769231,47,
100051,1936,1,JBL,SENATORS,22,5,1,2,0,,282,102,3,44,1,37,48,38,3.638297872,415,0.833
100051,1937,1,JBL,SENATORS,43,8,20,10,2,,680,198,6,133,3,71,129,100,3.970588235,1004,0.286
100051,1938,1,JBL,SENATORS,40,15,14,18,2,,726,227,11,103,0,78,126,87,3.23553719,1060,0.517
100051,1939,1,JBL,SENATORS,34,9,8,9,2,,638,173,4,84,2,86,53,31,1.311912226,875,0.529
100051,1940,1,JBL,TSUBASA,41,14,9,20,7,,845,199,8,106,0,85,71,52,1.661538462,1126,0.609
100051,1941,1,JBL,TAIYO,29,11,6,10,3,,538,123,7,75,0,45,41,32,1.605947955,714,0.647
100051,1942,1,JBL,TAIYO,4,1,0,1,1,,57,15,0,2,0,3,5,4,1.894736842,73,1
100056,1936,1,JBL,KINKO,7,0,0,0,0,,56,12,1,18,1,11,8,5,2.410714286,83,
100056,1937,1,JBL,SENATORS,14,1,1,0,0,,130,41,1,42,3,27,34,25,5.192307692,210,0.5
100056,1938,1,JBL,SENATORS,42,13,15,13,2,,696,202,10,135,10,89,115,88,3.413793103,1019,0.464
100056,1939,1,JBL,SENATORS,28,7,10,6,4,,444,126,3,67,2,73,69,52,3.162162162,637,0.412
100056,1940,1,JBL,TSUBASA,21,2,6,0,0,,230,79,2,50,2,23,53,41,4.813043478,358,0.25
100056,1941,1,JBL,KUROWASHI,16,1,6,3,1,,211,61,0,62,0,25,28,23,2.943127962,319,0.143
100056,1942,1,JBL,YAMATO,17,3,7,7,0,,324,101,1,53,3,32,46,34,2.833333333,472,0.3
100056,1943,1,JBL,YAMATO,1,0,0,0,0,,1,0,0,2,0,0,0,0,0,3,
100062,1936,1,JBL,OSAKA,9,6,0,5,1,,179,26,0,20,0,31,11,7,1.055865922,227,1
100062,1937,1,JBL,OSAKA,30,15,6,4,1,,413,90,1,48,1,69,31,16,1.046004843,554,0.714
100062,1938,1,JBL,OSAKA,11,4,1,0,0,,135,40,0,24,1,21,14,9,1.8,194,0.8
100062,1939,1,JBL,OSAKA,6,2,2,1,0,,96,33,1,14,1,13,19,16,4.5,140,0.5
100063,1936,1,JBL,OSAKA,6,1,0,1,1,,60,11,0,16,1,10,6,4,1.8,89,1
100063,1937,1,JBL,DAI TOKYO,12,6,2,7,2,,244,72,0,40,1,42,29,17,1.881147541,357,0.75
100063,1937,2,JBL,LION,29,13,10,19,1,,612,147,4,123,5,97,86,53,2.338235294,882,0.565
100063,1938,1,JBL,LION,51,16,27,29,2,,1034,283,8,239,5,189,191,127,3.316247582,1563,0.372
100063,1939,1,JBL,LION,55,16,21,22,3,,1005,277,4,209,4,151,169,110,2.955223881,1487,0.432
100063,1940,1,JBL,LION,47,8,27,19,1,,858,243,4,158,3,112,133,88,2.769230769,1260,0.229
100063,1941,1,JBL,ASAHI,1,0,0,0,0,,17,4,0,10,0,2,2,1,1.588235294,30,
100063,1944,1,JBL,ASAHI,5,0,4,2,0,,81,27,0,34,1,3,19,17,5.666666667,140,0
100064,1936,1,JBL,HANKYU,11,2,4,1,0,,101,50,2,12,0,13,35,24,6.415841584,167,0.333
100064,1937,1,JBL,HANKYU,1,1,0,0,0,,15,5,0,1,1,2,2,1,1.8,21,1
100064,1938,1,JBL,HANKYU,13,4,3,5,2,,213,62,2,20,1,24,22,14,1.774647887,291,0.571
100064,1939,1,JBL,HANKYU,7,4,2,1,1,,101,28,0,11,0,13,20,14,3.742574257,144,0.667
100064,1940,1,JBL,HANKYU,27,11,7,13,5,,544,132,1,61,3,49,46,33,1.637867647,729,0.611
100064,1941,1,JBL,HANKYU,12,2,6,5,1,,211,72,1,27,3,18,41,29,3.710900474,310,0.25
100065,1936,1,JBL,HANKYU,20,7,5,8,3,,398,90,0,59,0,69,35,22,1.492462312,535,0.583
100065,1937,1,JBL,HANKYU,43,13,10,13,1,,715,199,6,100,0,102,92,74,2.794405594,1007,0.565
100065,1938,1,JBL,HANKYU,28,12,10,15,1,,561,133,7,82,3,80,66,56,2.695187166,760,0.545
100065,1939,1,JBL,HANKYU,30,8,7,9,3,,455,117,3,95,2,64,57,45,2.67032967,653,0.533
100065,1940,1,JBL,HANKYU,43,16,13,18,4,,851,173,3,132,4,97,80,53,1.681551116,1137,0.552
100065,1941,1,JBL,NANKAI,28,6,7,6,3,,420,79,1,91,3,52,30,15,0.964285714,574,0.462
100065,1942,1,JBL,NANKAI,35,6,12,9,0,,552,133,4,121,2,63,73,48,2.347826087,793,0.333
100065,1943,1,JBL,YAMATO,37,11,13,14,0,,704,175,3,147,2,83,90,79,3.029829545,995,0.458
100065,1946,1,JBL,GOLD STAR,36,12,16,16,2,,667,228,9,121,2,105,128,93,3.764617691,1006,0.429
100069,1936,1,JBL,OSAKA,17,7,2,4,1,,239,57,0,28,2,31,26,20,2.259414226,320,0.778
100069,1937,1,JBL,OSAKA,33,19,3,12,1,,643,183,3,61,4,70,65,48,2.0155521,883,0.864
100069,1938,1,JBL,OSAKA,35,21,6,16,2,,666,178,7,77,3,91,68,50,2.027027027,914,0.778
100069,1939,1,JBL,OSAKA,21,14,3,15,1,,481,112,3,41,1,66,40,35,1.964656965,616,0.824
100069,1941,1,JBL,HANSHIN,4,0,2,0,0,,21,10,0,5,0,2,4,1,1.285714286,34,0
100069,1942,1,JBL,HANSHIN,43,13,16,15,4,,804,225,2,121,3,74,75,50,1.679104478,1147,0.448
100069,1943,1,JBL,HANSHIN,9,2,6,5,0,,158,43,1,32,0,20,21,15,2.563291139,229,0.25
100069,1944,1,JBL,HANSHIN,3,2,1,2,1,,72,15,0,12,0,2,5,4,1.5,97,0.667
100069,1946,1,JBL,OSAKA,27,11,9,12,3,,541,179,6,52,7,35,74,57,2.844731978,771,0.55
100069,1947,1,JBL,OSAKA,30,18,6,13,4,,555,158,9,28,0,30,50,41,1.994594595,726,0.75
100069,1948,1,JBL,OSAKA,27,11,9,9,0,,504,177,11,19,0,31,65,49,2.625,690,0.55
