playerID,yearID,stint,lgID,teamID,G,W,L,CG,SHO,SV,IPouts,H,HR,BB,HBP,SO,R,ER,ERA,BFP,WPCT
100877,1951,1,CL,NAGOYA,15,2,1,1,0,,184,62,3,20,2,8,25,21,3.081521739,264,0.667
100878,1950,1,PL,HANKYU,14,4,3,3,0,,227,72,7,9,1,32,29,22,2.616740088,311,0.571
100878,1951,1,PL,HANKYU,33,6,13,5,1,,527,184,9,30,6,55,76,66,3.381404175,734,0.316
100878,1952,1,PL,HANKYU,28,10,11,8,4,,467,149,7,24,0,56,69,55,3.17987152,632,0.476
100878,1953,1,PL,HANKYU,43,17,13,8,2,,629,214,12,40,3,98,86,71,3.047694754,865,0.567
100878,1954,1,PL,HANKYU,46,17,16,8,4,,704,196,11,57,8,117,85,67,2.569602273,946,0.515
100878,1955,1,PL,HANKYU,50,17,8,3,0,,707,219,4,39,5,111,78,67,2.558698727,946,0.68
100878,1956,1,PL,HANKYU,44,12,8,2,2,,578,177,8,31,4,77,67,54,2.522491349,768,0.6
100878,1957,1,PL,HANKYU,37,4,4,2,0,,338,108,5,25,1,47,47,41,3.275147929,465,0.5
100878,1958,1,PL,HANKYU,26,4,1,0,0,,212,62,3,11,1,37,19,15,1.910377358,275,0.8
100878,1959,1,PL,HANKYU,7,0,0,0,0,,49,27,4,3,0,5,16,16,8.816326531,78,
100878,1960,1,PL,HANKYU,13,0,0,0,0,,60,17,3,4,0,15,6,6,2.7,76,
100879,1950,1,PL,HANKYU,4,0,0,0,0,,29,17,1,6,1,2,12,10,9.310344828,53,
100881,1950,1,CL,YOMIURI,3,1,1,1,0,,41,15,0,9,0,5,10,2,1.317073171,65,0.5
100881,1951,1,CL,YOMIURI,34,23,3,15,4,,683,186,5,64,5,93,61,51,2.016105417,896,0.885
100881,1952,1,CL,YOMIURI,37,13,7,2,0,,415,130,4,47,0,71,58,49,3.187951807,578,0.65
100881,1953,1,CL,YOMIURI,11,0,1,0,0,,100,30,3,9,1,9,17,16,4.32,138,0
100881,1954,1,CL,YOMIURI,6,0,0,0,0,,42,14,2,2,0,5,6,4,2.571428571,59,
100881,1955,1,CL,YOMIURI,2,0,0,0,0,,6,2,0,1,0,0,1,0,0,8,
100881,1956,1,CL,KOKUTETSU,10,2,2,0,0,,70,19,1,9,3,15,12,10,3.857142857,106,0.5
100882,1950,1,PL,NANKAI,11,1,2,0,0,,76,25,4,20,1,19,26,22,7.815789474,123,0.333
100882,1951,1,PL,NANKAI,10,0,0,0,0,,67,23,3,10,0,11,17,16,6.447761194,102,
100882,1952,1,PL,NANKAI,2,0,0,0,0,,9,1,0,1,0,2,0,0,0,9,
100882,1955,1,PL,TOEI,2,0,0,0,0,,12,5,0,4,0,2,4,3,6.75,20,
100883,1950,1,PL,DAIEI,3,0,0,0,0,,14,9,1,3,1,3,8,8,15.42857143,25,
100883,1951,1,PL,DAIEI,2,0,0,0,0,,24,8,0,4,1,6,2,2,2.25,35,
100883,1954,1,PL,NISHITETSU,14,1,0,0,0,,72,23,3,12,2,8,11,10,3.75,103,1
100884,1950,1,CL,NISHI NIPPON,3,0,1,0,0,,4,8,0,0,0,0,8,7,47.25,13,0
100886,1950,1,CL,HIROSHIMA,1,0,0,0,0,,5,0,0,3,0,1,0,0,0,7,
100886,1951,1,CL,HIROSHIMA,8,1,1,0,0,,66,41,3,13,0,4,26,23,9.409090909,116,0.5
100887,1950,1,CL,TAIYO,3,1,0,0,0,,53,21,3,7,0,3,13,12,6.113207547,78,1
100887,1951,1,CL,TAIYO,35,6,9,2,0,,479,188,14,49,3,41,93,83,4.678496868,681,0.4
100887,1952,1,CL,SHOCHIKU,15,1,6,0,0,,201,91,7,20,2,16,52,44,5.910447761,308,0.143
100887,1953,1,CL,YOSHO,9,1,3,0,0,,82,26,1,7,0,5,16,16,5.268292683,113,0.25
100887,1954,1,CL,YOSHO,4,0,1,0,0,,34,15,0,5,0,1,10,8,6.352941176,53,0
100888,1950,1,PL,TOKYU,1,0,0,0,0,,4,2,0,5,0,1,2,2,13.5,11,
100889,1950,1,CL,CHUNICHI,4,0,0,0,0,,26,5,0,3,0,4,2,0,0,31,
100889,1951,1,CL,NAGOYA,17,0,0,0,0,,127,57,6,19,0,16,36,34,7.228346457,193,
100889,1956,1,CL,CHUNICHI,1,0,0,0,0,,12,2,0,5,0,2,2,2,4.5,18,
100891,1950,1,PL,DAIEI,1,0,1,0,0,,8,4,0,3,0,1,4,0,0,16,0
100891,1951,1,PL,DAIEI,16,1,2,0,0,,193,46,1,25,5,21,20,14,1.958549223,265,0.333
100891,1952,1,PL,DAIEI,26,6,4,5,1,,362,116,9,33,3,37,62,49,3.654696133,508,0.6
100891,1953,1,PL,DAIEI,17,6,2,4,1,,229,68,5,21,0,24,17,17,2.004366812,300,0.75
100891,1954,1,PL,DAIEI,7,1,2,0,0,,64,26,2,3,0,7,10,10,4.21875,91,0.333
100891,1955,1,PL,DAIEI,8,0,0,0,0,,44,13,1,2,0,4,5,5,3.068181818,56,
100894,1950,1,CL,KOKUTETSU,52,10,15,4,0,,600,183,15,178,1,147,152,128,5.76,938,0.4
100894,1951,1,CL,KOKUTETSU,36,10,11,6,2,,490,130,14,112,3,124,85,74,4.07755102,727,0.476
100894,1952,1,CL,KOKUTETSU,34,2,6,1,0,,307,113,6,71,0,59,71,54,4.749185668,465,0.25
100894,1953,1,CL,KOKUTETSU,11,0,2,0,0,,78,37,1,22,0,13,18,9,3.115384615,136,0
100894,1954,1,CL,KOKUTETSU,28,7,11,7,0,,454,126,13,62,0,90,60,55,3.27092511,638,0.389
100894,1955,1,CL,KOKUTETSU,11,0,7,1,0,,111,47,3,25,0,17,38,31,7.540540541,183,0
100894,1956,1,CL,KOKUTETSU,6,0,1,0,0,,33,11,2,5,0,9,8,4,3.272727273,50,0
100896,1950,1,PL,DAIEI,1,0,0,0,0,,2,4,0,1,0,0,3,3,40.5,7,
100896,1951,1,PL,DAIEI,4,0,1,0,0,,34,15,2,11,0,6,13,11,8.735294118,61,0
100896,1953,1,PL,DAIEI,15,1,0,0,0,,68,15,0,16,0,18,10,5,1.985294118,96,1
100896,1954,1,PL,DAIEI,42,10,16,11,0,,716,225,15,101,6,107,122,103,3.884078212,1025,0.385
100896,1955,1,PL,DAIEI,37,3,8,2,0,,400,127,10,56,3,68,69,61,4.1175,580,0.273
100896,1958,1,PL,KINTETSU,19,0,3,0,0,,151,54,1,17,0,24,20,16,2.860927152,217,0
100897,1950,1,PL,TOKYU,2,0,0,0,0,,5,5,0,10,0,1,11,7,37.8,20,
100897,1951,1,PL,TOKYU,2,0,0,0,0,,12,7,0,5,0,0,6,5,11.25,22,
100899,1950,1,PL,NANKAI,6,0,0,0,0,,45,11,0,12,1,9,3,2,1.2,69,
100899,1951,1,PL,NANKAI,31,10,7,4,4,,465,104,4,78,4,62,44,35,2.032258065,632,0.588
100899,1952,1,PL,NANKAI,40,16,6,2,1,,561,132,7,105,6,85,65,54,2.598930481,784,0.727
100899,1954,1,PL,TAKAHASHI,11,0,2,0,0,,87,36,2,32,1,17,27,23,7.137931034,152,0
100899,1956,1,PL,MAINICHI,2,0,0,0,0,,3,1,0,2,0,1,1,1,9,6,
100899,1957,1,PL,MAINICHI,6,0,2,0,0,,49,9,1,10,2,7,10,4,2.204081633,72,0
100899,1958,1,CL,HIROSHIMA,4,0,1,0,0,,36,14,1,3,2,6,9,8,6,54,0
100900,1950,1,CL,KOKUTETSU,30,8,12,9,1,,494,132,12,127,1,143,93,72,3.935222672,727,0.4
100900,1951,1,CL,KOKUTETSU,56,22,21,25,4,,1050,257,22,190,8,233,159,110,2.828571429,1488,0.512
100900,1952,1,CL,KOKUTETSU,64,24,25,23,7,,1074,280,17,197,10,269,149,126,3.167597765,1527,0.49
100900,1953,1,CL,KOKUTETSU,47,23,13,24,6,,911,222,10,135,8,229,90,80,2.371020856,1233,0.639
100900,1954,1,CL,KOKUTETSU,53,23,23,28,2,,1037,290,19,114,6,269,128,101,2.629701061,1435,0.5
100900,1955,1,CL,KOKUTETSU,62,29,20,34,9,,1200,279,19,101,8,350,91,79,1.7775,1565,0.592
100900,1956,1,CL,KOKUTETSU,68,25,20,24,5,,1102,222,20,81,2,316,86,71,1.739564428,1393,0.556
100900,1957,1,CL,KOKUTETSU,61,28,16,25,5,,1059,256,17,93,2,306,88,64,1.631728045,1378,0.636
100900,1958,1,CL,KOKUTETSU,56,31,14,22,11,,997,216,16,60,3,311,63,48,1.299899699,1252,0.689
100900,1959,1,CL,KOKUTETSU,58,21,19,14,4,,913,222,26,79,3,313,96,86,2.543263965,1187,0.525
100900,1960,1,CL,KOKUTETSU,57,20,22,22,4,,961,238,27,94,1,284,97,92,2.584807492,1253,0.476
100900,1961,1,CL,KOKUTETSU,57,20,16,23,6,,991,257,27,81,2,262,88,78,2.125126135,1292,0.556
100900,1962,1,CL,KOKUTETSU,48,22,17,24,1,,1030,265,25,80,8,262,78,66,1.730097087,1342,0.564
100900,1963,1,CL,KOKUTETSU,53,30,17,25,9,,1011,234,20,83,1,287,83,74,1.976261128,1308,0.638
100900,1964,1,CL,KOKUTETSU,44,27,12,22,4,,930,250,36,69,3,231,100,96,2.787096774,1221,0.692
100900,1965,1,CL,YOMIURI,28,11,6,9,3,,425,95,12,36,0,100,38,29,1.842352941,542,0.647
100900,1966,1,CL,YOMIURI,19,4,6,1,0,,253,72,12,25,3,58,36,32,3.415019763,341,0.4
100900,1967,1,CL,YOMIURI,33,16,5,6,1,,510,146,13,57,3,132,47,43,2.276470588,698,0.762
100900,1968,1,CL,YOMIURI,32,11,10,4,0,,415,122,21,71,0,87,57,53,3.448192771,585,0.524
100900,1969,1,CL,YOMIURI,18,5,4,1,0,,217,65,8,35,0,48,39,34,4.230414747,311,0.556
100901,1950,1,CL,HIROSHIMA,1,0,1,0,0,,4,3,0,1,0,0,3,3,20.25,7,0
100903,1951,1,CL,NAGOYA,4,0,1,0,0,,17,6,0,2,0,1,6,2,3.176470588,27,0
100905,1951,1,CL,KOKUTETSU,2,0,0,0,0,,3,0,0,3,0,1,0,0,0,6,
100907,1951,1,CL,HIROSHIMA,34,6,14,14,0,,574,198,12,63,0,31,104,82,3.857142857,818,0.3
100907,1952,1,CL,HIROSHIMA,42,9,12,7,1,,624,212,7,49,4,36,98,68,2.942307692,871,0.429
100907,1953,1,CL,HIROSHIMA,29,2,7,1,0,,333,159,8,16,0,26,65,54,4.378378378,496,0.222
100907,1954,1,CL,HIROSHIMA,13,0,3,0,0,,120,57,2,8,0,12,26,23,5.175,187,0
100907,1955,1,CL,TAIYO,2,0,0,0,0,,12,6,3,1,0,3,6,6,13.5,19,
100909,1951,1,CL,OSAKA,11,1,1,1,0,,82,27,1,12,3,3,17,16,5.268292683,122,0.5
100911,1951,1,PL,TOKYU,4,0,1,0,0,,12,7,1,9,1,1,10,10,22.5,28,0
100911,1952,1,PL,TOKYU,1,0,0,0,0,,11,7,1,3,0,2,3,3,7.363636364,20,
100915,1951,1,PL,TOKYU,26,2,8,1,0,,252,88,3,34,3,33,55,39,4.178571429,380,0.2
100915,1952,1,PL,TOKYU,32,8,9,1,1,,359,128,10,46,0,30,61,54,4.061281337,513,0.471
100915,1953,1,PL,TOKYU,25,1,4,1,0,,206,68,4,21,1,25,35,30,3.932038835,289,0.2
100915,1954,1,PL,TOEI,26,4,4,1,1,,250,87,2,23,0,14,33,30,3.24,356,0.5
100915,1955,1,PL,TOEI,39,8,10,5,3,,515,168,6,43,3,45,74,60,3.145631068,705,0.444
100915,1956,1,PL,TOEI,50,6,11,3,1,,524,166,13,41,2,50,70,53,2.730916031,713,0.353
100915,1957,1,PL,TOEI,16,1,0,0,0,,85,39,2,10,1,6,26,21,6.670588235,126,1
100916,1951,1,CL,OSAKA,1,0,0,0,0,,8,4,0,1,0,0,2,2,6.75,13,
100919,1951,1,PL,MAINICHI,21,4,4,4,1,,265,78,6,27,2,21,42,36,3.667924528,363,0.5
100919,1952,1,PL,MAINICHI,42,12,6,4,0,,576,156,11,53,2,81,78,67,3.140625,761,0.667
100919,1953,1,PL,MAINICHI,22,1,6,1,0,,204,73,4,24,2,23,36,26,3.441176471,290,0.143
100919,1954,1,PL,MAINICHI,3,1,0,0,0,,25,9,0,5,1,1,3,3,3.24,40,1
100919,1955,1,PL,MAINICHI,21,3,5,1,1,,273,79,2,19,1,24,31,24,2.373626374,364,0.375
100919,1956,1,PL,MAINICHI,33,6,5,2,0,,341,103,2,28,3,36,26,18,1.425219941,452,0.545
100919,1957,1,PL,MAINICHI,24,3,4,1,0,,162,44,4,17,2,29,27,19,3.166666667,221,0.429
100919,1958,1,PL,DAIMAI,4,0,0,0,0,,19,17,2,3,0,5,9,9,12.78947368,37,
100920,1951,1,CL,HIROSHIMA,16,1,7,1,0,,176,71,7,54,0,19,59,43,6.596590909,301,0.125
100920,1952,1,CL,HIROSHIMA,4,0,0,0,0,,12,4,0,1,0,1,2,2,4.5,17,
100922,1951,1,CL,HIROSHIMA,2,0,0,0,0,,21,6,0,0,0,3,0,0,0,27,
100922,1952,1,CL,HIROSHIMA,43,6,14,5,2,,552,183,12,54,2,34,102,74,3.619565217,794,0.3
100922,1953,1,CL,HIROSHIMA,32,4,6,1,0,,250,112,9,28,0,17,70,51,5.508,393,0.4
100922,1954,1,CL,HIROSHIMA,17,1,3,0,0,,159,73,3,7,3,15,38,36,6.113207547,241,0.25
100922,1955,1,CL,HIROSHIMA,8,0,0,0,0,,52,27,3,4,0,10,16,13,6.75,80,
100924,1951,1,CL,NAGOYA,5,0,0,0,0,,27,15,0,2,1,2,10,8,8,45,
100926,1951,1,CL,HIROSHIMA,1,0,0,0,0,,12,7,0,3,0,1,5,5,11.25,21,
100926,1952,1,CL,HIROSHIMA,1,0,0,0,0,,2,2,0,1,0,0,1,1,13.5,4,
100928,1951,1,CL,KOKUTETSU,8,1,2,1,0,,60,31,2,9,0,3,24,22,9.9,98,0.333
100930,1951,1,CL,OSAKA,4,1,0,0,0,,33,12,0,0,0,1,0,0,0,45,1
100930,1952,1,CL,OSAKA,1,0,0,0,0,,7,6,0,1,0,0,3,3,11.57142857,14,
100931,1951,1,PL,NISHITETSU,7,1,0,1,0,,75,18,1,10,0,10,8,5,1.8,101,1
100931,1952,1,PL,NISHITETSU,46,18,8,12,0,,691,209,4,57,3,70,86,70,2.735166425,931,0.692
100931,1953,1,PL,NISHITETSU,34,6,11,4,1,,441,150,9,46,1,56,75,60,3.673469388,626,0.353
100931,1954,1,PL,NISHITETSU,49,18,11,9,2,,772,197,7,69,6,123,62,51,1.783678756,1018,0.621
100931,1955,1,PL,NISHITETSU,55,21,10,11,6,,767,213,11,91,3,116,83,71,2.49934811,1034,0.677
100931,1956,1,PL,NISHITETSU,5,0,2,0,0,,42,18,1,4,0,6,13,11,7.071428571,63,0
100931,1957,1,PL,NISHITETSU,2,0,0,0,0,,3,7,0,1,0,0,6,5,45,11,
100931,1958,1,PL,KINTETSU,46,10,22,15,3,,669,214,14,70,0,63,91,74,2.986547085,920,0.312
100931,1959,1,PL,KINTETSU,45,11,20,7,0,,681,240,14,68,4,79,106,80,3.171806167,965,0.355
100931,1960,1,PL,KINTETSU,19,0,11,0,0,,166,83,5,22,0,32,53,41,6.668674699,265,0
100931,1961,1,PL,KINTETSU,46,4,13,2,1,,407,148,11,44,0,55,78,61,4.046683047,581,0.235
100931,1962,1,PL,KINTETSU,46,6,4,0,0,,275,97,9,20,1,58,39,30,2.945454545,376,0.6
100931,1963,1,PL,KINTETSU,9,1,0,0,0,,37,22,3,6,0,5,17,15,10.94594595,62,1
100932,1951,1,CL,TAIYO,2,0,0,0,0,,6,2,1,3,0,1,4,2,9,11,
100935,1951,1,CL,TAIYO,11,0,4,0,0,,74,32,3,14,0,8,25,20,7.297297297,124,0
100935,1955,1,PL,HANKYU,36,8,3,2,0,,371,90,4,28,0,52,33,30,2.18328841,474,0.727
100935,1956,1,PL,HANKYU,41,17,8,10,4,,728,178,7,35,4,95,60,42,1.557692308,941,0.68
100935,1957,1,PL,HANKYU,36,8,7,6,2,,448,139,4,21,2,66,45,33,1.988839286,592,0.533
100935,1958,1,PL,HANKYU,33,3,5,3,0,,393,137,5,29,2,55,54,44,3.022900763,540,0.375
100935,1959,1,PL,HANKYU,30,3,11,2,2,,288,90,5,31,0,44,50,41,3.84375,404,0.214
100935,1960,1,PL,HANKYU,15,1,0,0,0,,112,33,1,10,0,9,13,11,2.651785714,148,1
100935,1961,1,PL,HANKYU,9,0,1,0,0,,42,18,1,4,0,6,8,6,3.857142857,62,0
100936,1951,1,CL,NAGOYA,13,3,2,2,0,,152,46,6,17,1,19,28,23,4.085526316,212,0.6
100936,1952,1,CL,NAGOYA,10,0,0,0,0,,56,20,4,7,1,8,15,12,5.785714286,86,
100936,1953,1,CL,NAGOYA,48,9,10,5,2,,567,166,8,45,7,36,74,55,2.619047619,775,0.474
100936,1954,1,CL,CHUNICHI,28,11,7,5,0,,420,127,7,39,3,42,64,50,3.214285714,582,0.611
100936,1955,1,CL,CHUNICHI,29,12,9,8,3,,498,141,9,45,4,42,56,42,2.277108434,663,0.571
100936,1956,1,CL,CHUNICHI,25,8,10,6,4,,393,124,8,24,3,41,51,44,3.022900763,526,0.444
100936,1957,1,CL,CHUNICHI,12,1,0,0,0,,96,25,5,9,0,13,14,13,3.65625,124,1
100936,1958,1,CL,CHUNICHI,5,0,0,0,0,,13,5,0,1,0,3,1,1,2.076923077,20,
100939,1951,1,PL,HANKYU,19,4,3,2,1,,195,62,3,16,5,23,31,27,3.738461538,270,0.571
100939,1952,1,PL,HANKYU,28,8,8,6,0,,470,138,13,41,3,91,68,62,3.561702128,647,0.5
100939,1953,1,PL,HANKYU,17,1,2,0,0,,112,32,3,25,5,22,27,27,6.508928571,168,0.333
100939,1954,1,PL,HANKYU,31,5,7,6,2,,451,127,12,42,4,79,60,54,3.232815965,612,0.417
100939,1955,1,PL,HANKYU,19,2,2,0,0,,144,42,6,15,0,15,25,23,4.3125,199,0.5
100939,1956,1,PL,HANKYU,7,0,1,0,0,,49,17,0,4,0,6,4,3,1.653061224,68,0
100939,1957,1,PL,HANKYU,1,0,0,0,0,,0,2,0,0,0,0,1,0,,2,
100941,1951,1,CL,KOKUTETSU,9,0,1,0,0,,55,21,0,15,0,8,23,18,8.836363636,95,0
100941,1952,1,CL,KOKUTETSU,22,1,1,0,0,,146,42,1,24,3,14,22,11,2.034246575,216,0.5
100941,1953,1,CL,KOKUTETSU,30,3,8,3,1,,362,118,13,48,4,39,65,51,3.803867403,522,0.273
100942,1951,1,CL,OSAKA,14,4,3,3,1,,205,52,1,30,1,19,24,18,2.370731707,274,0.571
100942,1952,1,CL,OSAKA,10,0,2,0,0,,35,13,1,8,1,2,9,7,5.4,55,0
100943,1951,1,CL,NAGOYA,9,0,2,0,0,,79,20,1,20,1,14,17,11,3.759493671,124,0
100943,1952,1,CL,NAGOYA,3,0,0,0,0,,5,2,0,4,0,0,2,1,5.4,11,
100943,1953,1,CL,NAGOYA,31,6,9,6,4,,405,114,5,75,4,62,66,52,3.466666667,590,0.4
100943,1954,1,CL,CHUNICHI,1,0,1,0,0,,2,5,0,0,0,0,5,5,67.5,7,0
100943,1955,1,PL,TOMBO,8,1,5,0,0,,92,23,3,24,1,20,24,16,4.695652174,140,0.167
100945,1951,1,CL,YOMIURI,12,0,0,0,0,,84,22,1,18,1,12,14,12,3.857142857,120,
100947,1951,1,CL,KOKUTETSU,11,2,2,0,0,,91,28,2,21,4,17,19,16,4.747252747,142,0.5
100947,1952,1,CL,KOKUTETSU,35,7,7,5,1,,349,101,5,50,8,55,55,43,3.326647564,502,0.5
100947,1953,1,CL,KOKUTETSU,44,9,26,3,0,,608,184,13,98,12,78,125,95,4.21875,888,0.257
100947,1954,1,CL,KOKUTETSU,19,3,4,1,0,,245,84,5,35,1,24,38,34,3.746938776,355,0.429
100947,1955,1,CL,KOKUTETSU,5,0,0,0,0,,38,9,1,6,1,5,4,3,2.131578947,53,
100947,1956,1,CL,KOKUTETSU,7,0,0,0,0,,48,12,0,0,0,7,6,4,2.25,58,
100947,1957,1,CL,KOKUTETSU,18,1,3,0,0,,106,34,3,12,4,15,19,18,4.58490566,155,0.25
100948,1951,1,CL,NAGOYA,3,0,0,0,0,,12,1,0,4,1,0,3,1,2.25,16,
100948,1952,1,CL,NAGOYA,1,0,0,0,0,,3,1,0,1,0,0,0,0,0,4,
100948,1953,1,CL,NAGOYA,7,1,1,0,0,,49,13,3,6,0,5,6,5,2.755102041,63,0.5
100948,1954,1,CL,CHUNICHI,11,1,0,0,0,,85,32,1,7,2,12,20,13,4.129411765,124,1
100948,1955,1,PL,TOMBO,24,1,5,1,0,,194,65,2,24,1,32,42,28,3.896907216,284,0.167
100948,1956,1,PL,TAKAHASHI,65,21,19,10,2,,971,244,14,71,8,177,95,72,2.002059732,1261,0.525
100948,1957,1,PL,KINTETSU,38,2,11,1,1,,422,140,12,54,1,88,70,60,3.838862559,602,0.154
100948,1958,1,PL,KINTETSU,32,3,14,1,0,,391,142,13,49,2,66,75,60,4.143222506,566,0.176
100948,1959,1,PL,KINTETSU,12,0,2,0,0,,97,32,4,15,2,11,22,20,5.567010309,144,0
100948,1960,1,PL,NANKAI,5,0,0,0,0,,21,8,2,3,0,1,3,3,3.857142857,30,
100949,1951,1,PL,DAIEI,2,0,0,0,0,,5,1,1,4,0,0,3,3,16.2,9,
100949,1952,1,PL,DAIEI,5,0,2,0,0,,36,17,1,8,1,2,6,6,4.5,60,0
100949,1953,1,PL,DAIEI,11,0,2,0,0,,86,32,0,25,0,11,20,14,4.395348837,136,0
100949,1954,1,PL,DAIEI,36,3,7,2,0,,418,130,3,61,1,69,54,40,2.583732057,592,0.3
100949,1955,1,PL,DAIEI,37,2,13,5,0,,471,139,3,52,3,83,56,46,2.636942675,640,0.133
100949,1956,1,PL,TAKAHASHI,47,3,16,4,1,,539,193,15,40,3,96,84,70,3.506493506,766,0.158
100949,1957,1,PL,TOEI,46,10,10,4,1,,578,166,13,45,2,107,71,54,2.522491349,767,0.5
100949,1958,1,PL,TOEI,17,2,1,1,0,,120,41,4,13,2,15,26,22,4.95,173,0.667
100949,1959,1,PL,TOEI,52,9,12,2,2,,574,190,10,53,4,89,83,66,3.104529617,804,0.429
100949,1960,1,PL,DAIMAI,32,5,4,1,0,,328,109,8,18,2,40,45,37,3.045731707,455,0.556
100949,1961,1,PL,DAIMAI,7,0,0,0,0,,38,19,1,2,0,6,6,6,4.263157895,58,
100949,1962,1,CL,HANSHIN,15,1,3,0,0,,105,31,2,7,1,17,12,10,2.571428571,141,0.25
100949,1963,1,CL,HANSHIN,12,0,0,0,0,,68,25,1,7,1,10,13,12,4.764705882,102,
100950,1952,1,CL,TAIYO,27,9,9,6,2,,443,141,11,75,2,39,67,55,3.35214447,637,0.5
100950,1953,1,CL,YOSHO,20,5,8,3,0,,331,109,6,56,1,34,57,48,3.915407855,485,0.385
100950,1954,1,CL,YOSHO,3,0,2,0,0,,36,19,1,6,0,2,14,9,6.75,61,0
100952,1952,1,PL,MAINICHI,10,2,1,0,0,,115,29,0,33,1,9,23,16,3.756521739,174,0.667
100953,1952,1,PL,MAINICHI,6,0,1,0,0,,47,18,4,8,0,3,14,10,5.744680851,73,0
100953,1953,1,PL,MAINICHI,3,0,0,0,0,,24,7,1,0,0,3,2,2,2.25,31,
100956,1952,1,CL,NAGOYA,20,4,3,3,1,,220,59,5,24,2,15,28,23,2.822727273,297,0.571
100956,1953,1,CL,NAGOYA,11,0,1,0,0,,56,24,0,7,0,9,17,16,7.714285714,89,0
100957,1952,1,PL,HANKYU,36,11,10,10,1,,619,183,7,65,2,100,84,74,3.227786753,830,0.524
100961,1952,1,PL,MAINICHI,25,6,6,1,0,,267,81,4,52,1,32,42,34,3.438202247,370,0.5
100961,1953,1,PL,MAINICHI,11,1,4,2,0,,140,54,3,28,3,13,32,30,5.785714286,214,0.2
100961,1954,1,PL,MAINICHI,11,1,2,0,0,,82,28,2,15,0,7,15,9,2.963414634,126,0.333
100966,1952,1,PL,HANKYU,1,0,0,0,0,,3,1,0,2,0,1,1,1,9,5,
100968,1952,1,CL,YOMIURI,10,0,0,0,0,,70,17,1,1,2,11,5,5,1.928571429,89,
100968,1953,1,CL,YOMIURI,29,11,7,10,2,,523,159,14,44,1,63,61,46,2.374760994,716,0.611
100968,1954,1,CL,YOMIURI,23,7,6,5,2,,345,105,7,18,1,45,41,30,2.347826087,458,0.538
100968,1955,1,CL,YOMIURI,16,5,0,2,0,,212,51,5,11,1,26,18,17,2.16509434,268,1
100968,1956,1,CL,YOMIURI,7,0,0,0,0,,54,23,1,3,0,6,7,6,3,76,
100971,1952,1,PL,MAINICHI,1,0,0,0,0,,1,3,1,0,0,0,1,1,27,4,
100971,1953,1,PL,MAINICHI,3,0,0,0,0,,24,11,2,3,0,7,4,4,4.5,37,
100971,1954,1,PL,TAKAHASHI,55,16,19,14,2,,858,209,14,92,8,159,85,70,2.202797203,1145,0.457
100971,1955,1,PL,TOMBO,46,9,14,7,2,,596,181,19,51,8,89,93,81,3.669463087,825,0.391
100971,1956,1,PL,TAKAHASHI,38,6,20,1,1,,496,160,8,40,4,64,90,72,3.919354839,696,0.231
100971,1957,1,PL,DAIEI,49,13,9,6,4,,616,188,16,71,4,70,84,70,3.068181818,845,0.591
100971,1958,1,PL,DAIMAI,13,0,1,0,0,,74,24,3,11,1,9,17,16,5.837837838,107,0
100971,1959,1,PL,DAIMAI,8,0,0,0,0,,27,13,0,3,1,2,6,5,5,43,
100976,1952,1,CL,KOKUTETSU,44,8,16,5,4,,550,193,10,75,5,73,102,76,3.730909091,803,0.333
100976,1953,1,CL,KOKUTETSU,18,2,9,1,1,,231,78,4,29,0,30,41,28,3.272727273,332,0.182
100976,1954,1,CL,KOKUTETSU,28,6,8,4,0,,366,123,6,39,2,72,61,47,3.467213115,524,0.429
100976,1955,1,CL,KOKUTETSU,28,9,6,5,2,,466,131,13,35,1,65,58,46,2.665236052,617,0.6
100976,1956,1,CL,KOKUTETSU,33,4,13,1,1,,402,115,7,36,2,61,56,47,3.156716418,545,0.235
100976,1957,1,CL,KOKUTETSU,38,5,12,3,1,,474,147,18,48,3,57,66,57,3.246835443,664,0.294
100976,1958,1,CL,KOKUTETSU,34,1,7,0,0,,365,123,15,34,0,50,58,48,3.550684932,511,0.125
100977,1952,1,CL,YOMIURI,21,3,1,2,0,,226,69,6,25,3,30,42,27,3.225663717,312,0.75
100977,1955,1,CL,YOMIURI,10,1,2,1,1,,116,26,2,8,0,21,9,9,2.094827586,149,0.333
100977,1958,1,PL,TOEI,48,16,19,16,5,,866,226,12,68,4,184,91,74,2.307159353,1132,0.457
100977,1960,1,PL,DAIMAI,9,1,0,1,0,,89,31,1,5,1,5,13,10,3.033707865,121,1
100977,1961,1,PL,DAIMAI,32,9,6,2,0,,338,113,11,31,7,54,50,42,3.355029586,475,0.6
100977,1963,1,CL,KOKUTETSU,30,1,6,0,0,,230,64,4,27,5,47,26,22,2.582608696,319,0.143
100980,1952,1,PL,NANKAI,19,3,2,1,0,,165,55,4,21,3,20,25,16,2.618181818,243,0.6
100980,1953,1,PL,NANKAI,32,14,5,6,1,,535,160,8,42,7,54,70,58,2.927102804,729,0.737
100982,1952,1,PL,NISHITETSU,26,7,4,2,0,,305,97,3,47,0,34,41,31,2.744262295,438,0.636
100982,1953,1,PL,NISHITETSU,35,10,7,6,2,,437,147,4,55,4,49,74,54,3.336384439,624,0.588
100985,1952,1,CL,TAIYO,5,0,0,0,0,,27,8,0,6,1,1,6,3,3,42,
100989,1952,1,CL,SHOCHIKU,26,4,12,3,0,,306,128,8,53,2,26,78,65,5.735294118,480,0.25
