mnkpID,playerID,mlb_playerID,npb_playerID,kbo_playerID,yearID,stint,lgID,teamID,transition_indicator,G,W,L,CG,SHO,SV,IPouts,H,HR,BB,HBP,SO,R,ER,ERA,BFP,WPCT,AL_indicator,NL_indicator,CL_indicator,PL_indicator,KBO_indicator
26576,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1986,1,CL,YOMIURI,1,15,2,1,1.0,0,0.0,184,64,13,17,1.0,57,36.0,35.0,5.135869565,261.0,0.667,0,0,1,0,0
26577,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1987,1,CL,YOMIURI,1,28,15,6,14.0,2,0.0,623,177,16,43,5.0,151,59.0,50.0,2.166934189,823.0,0.714,0,0,1,0,0
26578,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1988,1,CL,YOMIURI,1,27,10,11,5.0,1,0.0,595,174,19,53,5.0,139,80.0,75.0,3.403361345,806.0,0.476,0,0,1,0,0
26579,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1989,1,CL,YOMIURI,1,30,17,9,20.0,5,0.0,747,214,18,54,9.0,155,77.0,72.0,2.602409639,995.0,0.654,0,0,1,0,0
26580,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1990,1,CL,YOMIURI,1,23,14,7,17.0,2,0.0,559,161,12,40,1.0,115,58.0,52.0,2.511627907,748.0,0.667,0,0,1,0,0
26581,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1991,1,CL,YOMIURI,1,28,16,8,17.0,3,1.0,683,192,17,58,5.0,175,89.0,80.0,3.162518302,934.0,0.667,0,0,1,0,0
26582,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1992,1,CL,YOMIURI,1,29,10,14,11.0,3,0.0,631,235,24,64,5.0,152,112.0,103.0,4.407290016,912.0,0.417,0,0,1,0,0
26583,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1993,1,CL,YOMIURI,1,26,8,15,8.0,1,0.0,534,162,15,61,6.0,158,85.0,79.0,3.994382022,745.0,0.348,0,0,1,0,0
26584,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1994,1,CL,YOMIURI,1,28,14,11,10.0,1,1.0,622,175,16,51,4.0,185,65.0,58.0,2.517684887,836.0,0.56,0,0,1,0,0
26585,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1995,1,CL,YOMIURI,1,9,3,3,3.0,1,0.0,196,53,2,18,2.0,61,22.0,18.0,2.479591837,265.0,0.5,0,0,1,0,0
26586,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1997,1,CL,YOMIURI,1,26,10,7,0.0,0,0.0,423,127,15,37,5.0,104,68.0,59.0,3.765957447,580.0,0.588,0,0,1,0,0
26587,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1998,1,CL,YOMIURI,1,27,16,5,7.0,1,0.0,543,197,17,46,6.0,116,88.0,82.0,4.077348066,779.0,0.762,0,0,1,0,0
26588,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,1999,1,CL,YOMIURI,1,32,8,9,2.0,0,5.0,425,137,17,57,4.0,100,69.0,64.0,4.065882353,608.0,0.471,0,0,1,0,0
26589,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2000,1,CL,YOMIURI,1,30,5,8,0.0,0,5.0,258,103,6,28,3.0,49,43.0,43.0,4.5,385.0,0.385,0,0,1,0,0
26590,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2001,1,CL,YOMIURI,1,16,4,5,0.0,0,2.0,151,56,4,19,0.0,31,29.0,27.0,4.82781457,226.0,0.444,0,0,1,0,0
26591,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2002,1,CL,YOMIURI,1,23,12,6,3.0,1,0.0,475,138,13,38,3.0,108,51.0,39.0,2.216842105,640.0,0.667,0,0,1,0,0
26592,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2003,1,CL,YOMIURI,1,14,5,3,0.0,0,0.0,214,92,13,16,3.0,46,48.0,47.0,5.929906542,314.0,0.625,0,0,1,0,0
26593,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2004,1,CL,YOMIURI,1,16,3,5,0.0,0,0.0,238,100,16,28,4.0,39,58.0,57.0,6.466386555,357.0,0.375,0,0,1,0,0
26594,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2005,1,CL,YOMIURI,1,12,0,7,0.0,0,0.0,149,65,7,23,5.0,34,43.0,40.0,7.248322148,238.0,0,0,0,1,0,0
26595,MLB_kuwatma01_NPB_103688_KBO_,,103688.0,,2006,1,CL,YOMIURI,1,3,1,1,0.0,0,0.0,35,19,4,1,0.0,5,11.0,9.0,6.942857143,55.0,0.5,0,0,1,0,0
26795,MLB_lambepe01_NPB_93995150_KBO_,,93995150.0,,2025,1,CL,YAKULT,2,7,1,4,0.0,0,0.0,117,36,3,13,3.0,31,13.0,13.0,3.0,166.0,0.2,0,0,1,0,0
27116,MLB_lauerer01_NPB__KBO_54666,,,54666.0,2024,1,KBO,KIA,2,7,2,2,0.0,0,0.0,109,35,3,12,3.0,37,19.0,19.0,4.93,150.0,0.5,0,0,0,0,1
27167,MLB_lawreca01_NPB_106805_KBO_,,106805.0,,2019,1,CL,HIROSHIMA,2,1,0,1,0.0,0,0.0,15,4,1,4,0.0,3,6.0,6.0,10.8,23.0,0,0,0,1,0,0
27245,MLB_leachbr01_NPB_105913_KBO_,,105913.0,,2011,1,CL,YOKOHAMA,2,8,1,7,0.0,0,0.0,118,47,3,21,0.0,36,28.0,26.0,5.949152542,181.0,0.125,0,0,1,0,0
27330,MLB_leblawa01_NPB_106291_KBO_,,106291.0,,2015,1,PL,SEIBU,3,8,2,5,1.0,0,0.0,134,43,6,18,2.0,26,26.0,21.0,4.231343284,196.0,0.286,0,0,0,1,0
27370,MLB_ledezwi01_NPB_106024_KBO_,,106024.0,,2012,1,PL,LOTTE,4,1,0,0,0.0,0,0.0,3,2,0,1,0.0,1,3.0,2.0,18.0,7.0,,0,0,0,1,0
27371,MLB_ledezwi01_NPB_106024_KBO_,,106024.0,,2013,1,PL,LOTTE,4,26,3,3,0.0,0,0.0,92,31,2,13,2.0,22,12.0,11.0,3.22826087,137.0,0.5,0,0,0,1,0
27411,MLB_leech01_NPB_106364_KBO_,,106364.0,,2016,1,PL,SEIBU,2,18,0,0,0.0,0,0.0,50,25,1,5,0.0,13,14.0,12.0,6.48,80.0,,0,0,0,1,0
27428,MLB_leeco01_NPB_105274_KBO_,,105274.0,,2005,1,PL,NIPPON-HAM,2,9,3,4,0.0,0,0.0,166,51,6,18,1.0,29,22.0,21.0,3.415662651,228.0,0.429,0,0,0,1,0
27429,MLB_leeco01_NPB_105274_KBO_,,105274.0,,2006,1,PL,NIPPON-HAM,2,11,5,3,0.0,0,0.0,189,58,5,32,4.0,41,26.0,24.0,3.428571429,275.0,0.625,0,0,0,1,0
27435,MLB_leeda02_NPB_105940_KBO_71564,,,71564.0,2022,1,KBO,Lotte,1,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0,0.0,0.0,0.0,1.0,-,0,0,0,0,1
27464,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,1993,1,KBO,LG,1,28,9,9,7.0,3,0.0,457,129,10,75,3.0,131,65.0,63.0,3.76,635.0,0.5,0,0,0,0,1
27465,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,1994,1,KBO,LG,1,27,18,8,6.0,2,0.0,574,140,9,57,7.0,148,58.0,52.0,2.47,754.0,0.692,0,0,0,0,1
27466,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,1995,1,KBO,LG,1,30,20,5,12.0,3,0.0,687,150,12,48,3.0,142,61.0,51.0,2.01,867.0,0.8,0,0,0,0,1
27467,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,1996,1,KBO,LG,1,41,3,3,0.0,0,10.0,300,70,8,37,5.0,95,32.0,28.0,2.54,401.0,0.5,0,0,0,0,1
27468,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,1997,1,KBO,LG,1,57,10,6,0.0,0,37.0,258,56,6,25,2.0,103,23.0,20.0,2.11,336.0,0.625,0,0,0,0,1
27469,MLB_leesa01_NPB_104616_KBO_93147,,104616.0,,1998,1,CL,CHUNICHI,2,11,1,0,0.0,0,0.0,98,32,6,12,1.0,33,22.0,17.0,4.683673469,143.0,1,0,0,1,0,0
27470,MLB_leesa01_NPB_104616_KBO_93147,,104616.0,,1999,1,CL,CHUNICHI,2,36,6,5,2.0,0,3.0,286,75,8,30,4.0,65,30.0,30.0,2.832167832,377.0,0.545,0,0,1,0,0
27472,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,2002,1,KBO,LG,4,52,7,2,0.0,0,18.0,262,53,8,30,3.0,92,18.0,16.0,1.68,343.0,0.778,0,0,0,0,1
27473,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,2003,1,KBO,LG,4,55,4,4,0.0,0,30.0,175,42,4,21,0.0,55,22.0,21.0,3.34,233.0,0.5,0,0,0,0,1
27474,MLB_leesa01_NPB_104616_KBO_93147,,,93147.0,2004,1,KBO,SK,4,18,0,3,0.0,0,3.0,42,11,2,9,0.0,15,8.0,8.0,5.14,61.0,0,0,0,0,0,1
27535,MLB_leftwph01_NPB_104607_KBO_,,104607.0,,1998,1,PL,KINTETSU,2,19,3,4,0.0,0,0.0,202,64,5,32,5.0,38,41.0,36.0,4.811881188,292.0,0.429,0,0,0,1,0
27536,MLB_leftwph01_NPB_104607_KBO_,,104607.0,,1999,1,PL,KINTETSU,2,15,4,6,1.0,0,0.0,211,73,12,32,4.0,52,45.0,41.0,5.246445498,314.0,0.4,0,0,0,1,0
27551,MLB_lehrju01_NPB__KBO_78256,,,78256.0,2008,1,KBO,Doosan,3,12,0,6,0.0,0,0.0,105,49,0,10,3.0,20,23.0,22.0,5.66,161.0,0,0,0,0,0,1
27574,MLB_leicejo01_NPB_105659_KBO_,,105659.0,,2009,1,PL,ORIX,3,20,0,1,0.0,0,0.0,75,22,0,11,2.0,20,14.0,14.0,5.04,108.0,0,0,0,0,1,0
27575,MLB_leicejo01_NPB_105659_KBO_,,105659.0,,2010,1,PL,ORIX,3,35,2,2,0.0,0,10.0,113,45,3,16,2.0,33,21.0,20.0,4.778761062,178.0,0.5,0,0,0,1,0
27742,MLB_leonar01_NPB__KBO_66446,,,66446.0,2016,1,KBO,Samsung,2,2,0,1,0.0,0,0.0,24,16,2,1,1.0,7,10.0,10.0,11.25,40.0,0,0,0,0,0,1
27794,MLB_lerewan01_NPB_105879_KBO_62644,,105879.0,,2011,1,PL,SOFTBANK,3,4,0,0,0.0,0,0.0,15,6,0,1,0.0,1,1.0,1.0,1.8,20.0,,0,0,0,1,0
27795,MLB_lerewan01_NPB_105879_KBO_62644,,,62644.0,2012,1,KBO,KIA,4,32,11,13,0.0,0,1.0,520,174,15,67,7.0,94,84.0,73.0,3.83,745.0,0.458,0,0,0,0,1
27796,MLB_lerewan01_NPB_105879_KBO_62644,,,62644.0,2013,1,KBO,KIA,4,30,0,3,0.0,0,20.0,108,42,1,15,3.0,25,18.0,18.0,4.5,159.0,0,0,0,0,0,1
27803,MLB_lerouch01_NPB_106100_KBO_,,106100.0,,2013,1,CL,YAKULT,2,5,0,2,0.0,0,0.0,66,37,1,11,1.0,14,26.0,22.0,9.0,115.0,0,0,0,1,0,0
27833,MLB_leslebr01_NPB_103621_KBO_,,103621.0,,1986,1,PL,HANKYU,3,42,5,3,0.0,0,19.0,154,57,1,23,3.0,39,19.0,15.0,2.62987013,230.0,0.625,0,0,0,1,0
27834,MLB_leslebr01_NPB_103621_KBO_,,103621.0,,1987,1,PL,HANKYU,3,18,2,2,0.0,0,5.0,53,18,1,10,3.0,19,10.0,8.0,4.075471698,83.0,0.5,0,0,0,1,0
27902,MLB_lewisco01_NPB_105565_KBO_,,105565.0,,2008,1,CL,HIROSHIMA,2,26,15,8,3.0,2,0.0,534,151,12,27,6.0,183,56.0,53.0,2.679775281,702.0,0.652,0,0,1,0,0
27903,MLB_lewisco01_NPB_105565_KBO_,,105565.0,,2009,1,CL,HIROSHIMA,2,29,11,9,3.0,1,0.0,529,156,13,19,14.0,186,68.0,58.0,2.960302457,715.0,0.55,0,0,1,0,0
27945,MLB_leyte01_NPB_102851_KBO_,,102851.0,,1974,1,PL,NIPPON-HAM,2,13,3,2,2.0,0,0.0,130,23,3,32,2.0,28,17.0,16.0,3.323076923,180.0,0.6,0,0,0,1,0
27946,MLB_leyte01_NPB_102851_KBO_,,102851.0,,1975,1,PL,NIPPON-HAM,2,11,2,3,0.0,0,0.0,166,46,9,48,2.0,30,30.0,29.0,4.71686747,252.0,0.4,0,0,0,1,0
28061,MLB_limajo01_NPB__KBO_78627,,,78627.0,2008,1,KBO,KIA,7,14,3,6,0.0,0,0.0,210,72,5,31,4.0,28,47.0,38.0,4.89,308.0,0.333,0,0,0,0,1
28062,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,1995,1,KBO,Haitai,1,14,0,2,0.0,0,0.0,90,37,0,5,3.0,16,19.0,19.0,5.83,126.0,0,0,0,0,0,1
28063,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,1996,1,KBO,Haitai,1,49,7,7,0.0,0,0.0,349,91,8,38,6.0,78,48.0,41.0,3.22,469.0,0.5,0,0,0,0,1
28064,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,1997,1,KBO,Haitai,1,64,14,8,0.0,0,26.0,405,93,6,36,6.0,120,44.0,35.0,2.33,526.0,0.636,0,0,0,0,1
28065,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,1998,1,KBO,Haitai,1,59,8,7,0.0,0,34.0,406,90,4,30,12.0,141,35.0,28.0,1.89,524.0,0.533,0,0,0,0,1
28066,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,1999,1,KBO,Samsung,1,71,13,4,0.0,0,38.0,421,91,10,29,7.0,141,33.0,33.0,2.14,535.0,0.765,0,0,0,0,1
28067,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2000,1,KBO,Samsung,1,52,5,4,0.0,0,30.0,271,58,2,22,9.0,95,19.0,15.0,1.52,345.0,0.556,0,0,0,0,1
28068,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2001,1,KBO,Samsung,1,30,14,6,1.0,1,1.0,559,169,25,62,17.0,136,88.0,80.0,3.9,791.0,0.7,0,0,0,0,1
28069,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2002,1,KBO,Samsung,1,36,17,6,0.0,0,2.0,615,188,24,34,24.0,160,82.0,70.0,3.08,841.0,0.739,0,0,0,0,1
28070,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2003,1,KBO,Samsung,1,28,13,3,1.0,1,1.0,441,141,15,44,15.0,85,63.0,58.0,3.55,618.0,0.813,0,0,0,0,1
28071,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2004,1,KBO,Samsung,1,61,2,4,0.0,0,36.0,201,51,4,22,4.0,67,19.0,15.0,2.01,271.0,0.333,0,0,0,0,1
28072,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2005,1,KBO,Samsung,1,29,5,8,0.0,0,0.0,276,110,11,36,15.0,70,67.0,66.0,6.5,427.0,0.385,0,0,0,0,1
28073,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2006,1,KBO,Samsung,1,1,1,0,0.0,0,0.0,6,3,0,1,0.0,0,1.0,1.0,4.5,9.0,1,0,0,0,0,1
28074,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2007,1,KBO,Samsung,1,40,5,7,0.0,0,0.0,360,138,9,44,10.0,62,68.0,65.0,4.9,536.0,0.417,0,0,0,0,1
28075,MLB_limch01_NPB_105550_KBO_95657,,105550.0,,2008,1,CL,YAKULT,2,54,1,5,0.0,0,33.0,153,55,6,9,2.0,50,18.0,17.0,3.0,214.0,0.167,0,0,1,0,0
28076,MLB_limch01_NPB_105550_KBO_95657,,105550.0,,2009,1,CL,YAKULT,2,57,5,4,0.0,0,28.0,171,40,4,19,2.0,52,15.0,13.0,2.052631579,229.0,0.556,0,0,1,0,0
28077,MLB_limch01_NPB_105550_KBO_95657,,105550.0,,2010,1,CL,YAKULT,2,53,1,2,0.0,0,35.0,167,32,3,16,2.0,53,9.0,9.0,1.45508982,214.0,0.333,0,0,1,0,0
28078,MLB_limch01_NPB_105550_KBO_95657,,105550.0,,2011,1,CL,YAKULT,2,65,4,2,0.0,0,32.0,187,40,2,22,3.0,69,15.0,15.0,2.165775401,247.0,0.667,0,0,1,0,0
28079,MLB_limch01_NPB_105550_KBO_95657,,105550.0,,2012,1,CL,YAKULT,2,9,0,0,0.0,0,0.0,21,6,0,2,0.0,7,0.0,0.0,0.0,28.0,,0,0,1,0,0
28081,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2014,1,KBO,Samsung,4,49,5,4,0.0,0,31.0,139,50,4,21,4.0,52,33.0,29.0,5.84,205.0,0.556,0,0,0,0,1
28082,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2015,1,KBO,Samsung,4,55,5,2,0.0,0,33.0,162,45,2,13,3.0,71,17.0,17.0,2.83,219.0,0.714,0,0,0,0,1
28083,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2016,1,KBO,KIA,4,34,3,3,0.0,0,15.0,105,45,5,10,1.0,38,18.0,17.0,4.37,159.0,0.5,0,0,0,0,1
28084,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2017,1,KBO,KIA,4,51,8,6,0.0,0,7.0,150,51,3,22,5.0,58,22.0,21.0,3.78,225.0,0.571,0,0,0,0,1
28085,MLB_limch01_NPB_105550_KBO_95657,,,95657.0,2018,1,KBO,KIA,4,37,5,5,0.0,0,4.0,261,92,16,29,11.0,84,54.0,52.0,5.42,388.0,0.5,0,0,0,0,1
28122,MLB_lindbjo01_NPB__KBO_65543,,,65543.0,2015,1,KBO,Lotte,3,32,13,11,2.0,1,0.0,630,196,28,52,12.0,180,86.0,83.0,3.56,861.0,0.542,0,0,0,0,1
28123,MLB_lindbjo01_NPB__KBO_65543,,,65543.0,2016,1,KBO,Lotte,3,30,10,13,1.0,0,0.0,534,197,28,77,9.0,148,109.0,104.0,5.28,791.0,0.435,0,0,0,0,1
28125,MLB_lindbjo01_NPB__KBO_65543,,,65543.0,2017,1,KBO,Lotte,5,12,5,3,0.0,0,0.0,223,66,10,18,2.0,76,31.0,30.0,3.72,296.0,0.625,0,0,0,0,1
28126,MLB_lindbjo01_NPB__KBO_65543,,,65543.0,2018,1,KBO,Doosan,5,26,15,4,0.0,0,0.0,511,142,16,38,8.0,157,56.0,54.0,2.88,681.0,0.789,0,0,0,0,1
28127,MLB_lindbjo01_NPB__KBO_65543,,,65543.0,2019,1,KBO,Doosan,5,30,20,3,0.0,0,0.0,589,165,13,29,6.0,189,57.0,54.0,2.5,773.0,0.87,0,0,0,0,1
28322,MLB_livelbe01_NPB__KBO_69439,,,69439.0,2019,1,KBO,Samsung,3,9,4,4,1.0,1,0.0,171,51,4,13,5.0,58,26.0,25.0,3.95,236.0,0.5,0,0,0,0,1
28323,MLB_livelbe01_NPB__KBO_69439,,,69439.0,2020,1,KBO,Samsung,3,21,6,7,0.0,0,0.0,336,98,11,39,12.0,95,54.0,53.0,4.26,478.0,0.462,0,0,0,0,1
28324,MLB_livelbe01_NPB__KBO_69439,,,69439.0,2021,1,KBO,Samsung,3,6,0,1,0.0,0,0.0,102,23,4,13,5.0,38,16.0,15.0,4.05,140.0,0,0,0,0,0,1
28338,MLB_lizra01_NPB_106376_KBO_61158,,,61158.0,2011,1,KBO,LG,2,30,11,13,1.0,0,0.0,499,149,11,84,15.0,122,79.0,71.0,3.88,719.0,0.458,0,0,0,0,1
28339,MLB_lizra01_NPB_106376_KBO_61158,,,61158.0,2012,1,KBO,LG,2,32,5,12,1.0,0,5.0,456,138,6,68,9.0,144,68.0,62.0,3.69,656.0,0.294,0,0,0,0,1
28340,MLB_lizra01_NPB_106376_KBO_61158,,,61158.0,2013,1,KBO,LG,2,32,10,13,2.0,1,0.0,613,153,11,88,20.0,188,78.0,69.0,3.06,837.0,0.435,0,0,0,0,1
28342,MLB_lizra01_NPB_106376_KBO_61158,,106376.0,,2016,1,PL,RAKUTEN,4,5,0,3,0.0,0,0.0,35,17,1,9,0.0,13,9.0,9.0,6.942857143,59.0,0,0,0,0,1,0
28399,MLB_lockean01_NPB__KBO_51234,,,51234.0,2021,1,KBO,Doosan,3,21,9,9,1.0,0,0.0,372,132,5,42,12.0,112,44.0,41.0,2.98,540.0,0.5,0,0,0,0,1
28452,MLB_loeka01_NPB_105671_KBO_,,105671.0,,2009,1,PL,SOFTBANK,2,5,0,4,0.0,0,0.0,81,36,2,12,2.0,18,26.0,19.0,6.333333333,133.0,0,0,0,0,1,0
28504,MLB_logueza01_NPB__KBO_55239,,,55239.0,2025,1,KBO,Doosan,3,9,2,3,0.0,0,0.0,156,43,0,15,2.0,54,20.0,19.0,3.29,210.0,0.4,0,0,0,0,1
28658,MLB_lopezaq01_NPB__KBO_79644,,,79644.0,2009,1,KBO,KIA,4,29,14,5,4.0,0,0.0,573,200,6,41,10.0,129,83.0,66.0,3.12,802.0,0.737,0,0,0,0,1
28659,MLB_lopezaq01_NPB__KBO_79644,,,79644.0,2010,1,KBO,KIA,4,27,4,10,1.0,0,1.0,498,180,22,43,8.0,83,92.0,86.0,4.66,713.0,0.286,0,0,0,0,1
28660,MLB_lopezaq01_NPB__KBO_79644,,,79644.0,2011,1,KBO,KIA,4,26,11,9,1.0,0,1.0,466,153,14,26,9.0,106,71.0,68.0,3.98,631.0,0.55,0,0,0,0,1
28661,MLB_lopezaq01_NPB__KBO_79644,,,79644.0,2012,1,KBO,SK,4,5,3,2,0.0,0,0.0,84,26,3,3,1.0,13,13.0,12.0,3.86,110.0,0.6,0,0,0,0,1
28979,MLB_ludwier01_NPB_104793_KBO_,,104793.0,,2000,1,CL,HIROSHIMA,5,8,1,0,0.0,0,0.0,41,16,2,6,0.0,10,10.0,9.0,5.926829268,60.0,1,0,0,1,0,0
28980,MLB_ludwier01_NPB_104793_KBO_,,104793.0,,2001,1,CL,HIROSHIMA,5,17,2,6,1.0,1,0.0,245,92,11,37,4.0,69,51.0,47.0,5.179591837,373.0,0.25,0,0,1,0,0
29001,MLB_luekejo01_NPB_106389_KBO_,,106389.0,,2016,1,CL,YAKULT,2,69,6,6,0.0,0,0.0,194,66,6,20,5.0,60,26.0,22.0,3.06185567,277.0,0.5,0,0,1,0,0
29002,MLB_luekejo01_NPB_106389_KBO_,,106389.0,,2017,1,CL,YAKULT,2,61,4,6,0.0,0,7.0,182,54,6,19,2.0,70,24.0,20.0,2.967032967,257.0,0.4,0,0,1,0,0
29052,MLB_lundqda01_NPB_105093_KBO_,,105093.0,,2003,1,CL,HIROSHIMA,3,6,0,0,0.0,0,0.0,23,14,0,4,0.0,3,10.0,7.0,8.217391304,41.0,,0,0,1,0,0
29259,MLB_macdobo01_NPB_104486_KBO_,,104486.0,,1997,1,CL,HANSHIN,3,9,0,1,0.0,0,0.0,22,7,2,4,0.0,9,6.0,6.0,7.363636364,32.0,0,0,0,1,0,0
29298,MLB_machaan02_NPB_43945159_KBO_,,43945159.0,,2024,1,PL,ORIX,3,53,5,3,0.0,0,23.0,159,36,1,18,1.0,58,13.0,12.0,2.037735849,211.0,0.625,0,0,0,1,0
29299,MLB_machaan02_NPB_43945159_KBO_,,43945159.0,,2025,1,PL,ORIX,3,21,2,3,0.0,0,8.0,60,18,0,6,2.0,27,7.0,6.0,2.7,87.0,0.4,0,0,0,1,0
29328,MLB_maclaev01_NPB_105897_KBO_,,105897.0,,2011,1,PL,ORIX,2,7,3,3,0.0,0,0.0,90,34,2,10,2.0,22,17.0,15.0,4.5,135.0,0.5,0,0,0,1,0
29329,MLB_maclaev01_NPB_105897_KBO_,,105897.0,,2012,1,PL,ORIX,2,18,5,4,0.0,0,0.0,207,74,4,26,4.0,28,36.0,30.0,3.913043478,303.0,0.556,0,0,0,1,0
29418,MLB_madriwa01_NPB_106110_KBO_,,106110.0,,2013,1,CL,CHUNICHI,2,31,2,0,0.0,0,0.0,117,34,6,18,1.0,28,16.0,14.0,3.230769231,168.0,1,0,0,1,0,0
29439,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2008,1,CL,HIROSHIMA,1,19,9,2,1.0,1,0.0,329,103,10,35,3.0,55,43.0,39.0,3.200607903,462.0,0.818,0,0,1,0,0
29440,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2009,1,CL,HIROSHIMA,1,29,8,14,3.0,1,0.0,579,194,22,29,3.0,147,82.0,72.0,3.357512953,795.0,0.364,0,0,1,0,0
29441,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2010,1,CL,HIROSHIMA,1,28,15,8,6.0,2,0.0,647,166,15,46,7.0,174,55.0,53.0,2.211746522,848.0,0.652,0,0,1,0,0
29442,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2011,1,CL,HIROSHIMA,1,31,10,12,4.0,2,0.0,648,178,14,43,6.0,192,61.0,59.0,2.458333333,864.0,0.455,0,0,1,0,0
29443,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2012,1,CL,HIROSHIMA,1,29,14,7,5.0,2,0.0,619,161,6,44,9.0,171,46.0,35.0,1.526655897,820.0,0.667,0,0,1,0,0
29444,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2013,1,CL,HIROSHIMA,1,26,15,7,3.0,1,0.0,527,129,13,40,2.0,158,46.0,41.0,2.10056926,690.0,0.682,0,0,1,0,0
29445,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2014,1,CL,HIROSHIMA,1,27,11,9,1.0,1,0.0,561,164,12,41,2.0,161,61.0,54.0,2.598930481,746.0,0.55,0,0,1,0,0
29446,MLB_maedake01_NPB_105637_KBO_,,105637.0,,2015,1,CL,HIROSHIMA,1,29,15,8,5.0,0,0.0,619,168,5,41,6.0,175,49.0,48.0,2.093699515,821.0,0.652,0,0,1,0,0
29601,MLB_mahompa01_NPB_104506_KBO_,,104506.0,,1997,1,CL,YOKOHAMA,2,11,3,4,0.0,0,0.0,157,54,6,25,1.0,42,30.0,28.0,4.815286624,228.0,0.429,0,0,1,0,0
29602,MLB_mahompa01_NPB_104506_KBO_,,104506.0,,1998,1,CL,YOKOHAMA,2,10,0,4,0.0,0,0.0,131,61,4,29,0.0,24,30.0,29.0,5.977099237,210.0,0,0,0,1,0,0
29660,MLB_makitka01_NPB_105862_KBO_,,105862.0,,2011,1,PL,SEIBU,1,55,5,7,2.0,1,22.0,383,105,5,16,9.0,86,39.0,37.0,2.608355091,510.0,0.417,0,0,0,1,0
29661,MLB_makitka01_NPB_105862_KBO_,,105862.0,,2012,1,PL,SEIBU,1,27,13,9,3.0,1,0.0,534,175,4,36,9.0,108,55.0,48.0,2.426966292,739.0,0.591,0,0,0,1,0
29662,MLB_makitka01_NPB_105862_KBO_,,105862.0,,2013,1,PL,SEIBU,1,26,8,9,3.0,1,0.0,498,169,13,39,9.0,87,54.0,48.0,2.602409639,690.0,0.471,0,0,0,1,0
29663,MLB_makitka01_NPB_105862_KBO_,,105862.0,,2014,1,PL,SEIBU,1,26,8,9,0.0,0,0.0,512,170,10,50,12.0,89,74.0,71.0,3.744140625,734.0,0.471,0,0,0,1,0
29664,MLB_makitka01_NPB_105862_KBO_,,105862.0,,2015,1,PL,SEIBU,1,34,9,11,1.0,0,3.0,413,143,7,44,11.0,66,68.0,56.0,3.661016949,596.0,0.45,0,0,0,1,0
