mnkpID,playerID,mlb_playerID,npb_playerID,kbo_playerID,yearID,stint,lgID,teamID,transition_indicator,G,W,L,CG,SHO,SV,IPouts,H,HR,BB,HBP,SO,R,ER,ERA,BFP,WPCT,AL_indicator,NL_indicator,CL_indicator,PL_indicator,KBO_indicator
66812,MLB__NPB_105323_KBO_,,105323.0,,2015,1,CL,YAKULT,1,38,2,0,0.0,0,1.0,110,31,1,15,4.0,31,14.0,14.0,3.436363636,152.0,1,0,0,1,0,0
66813,MLB__NPB_105323_KBO_,,105323.0,,2016,1,CL,YAKULT,1,53,2,1,0.0,0,0.0,166,54,4,31,3.0,39,25.0,23.0,3.740963855,246.0,0.667,0,0,1,0,0
66814,MLB__NPB_105323_KBO_,,105323.0,,2017,1,CL,YAKULT,1,37,0,1,0.0,0,0.0,100,31,5,11,2.0,28,13.0,13.0,3.51,137.0,0,0,0,1,0,0
66815,MLB__NPB_105323_KBO_,,105323.0,,2018,1,CL,YAKULT,1,14,1,0,0.0,0,0.0,44,16,1,9,2.0,14,11.0,8.0,4.909090909,73.0,1,0,0,1,0,0
66816,MLB__NPB_105324_KBO_,,105324.0,,2005,1,CL,HIROSHIMA,1,2,0,0,0.0,0,0.0,24,8,1,6,0.0,5,5.0,5.0,5.625,37.0,,0,0,1,0,0
66817,MLB__NPB_105324_KBO_,,105324.0,,2006,1,CL,HIROSHIMA,1,4,0,2,0.0,0,0.0,63,25,3,2,1.0,12,13.0,13.0,5.571428571,91.0,0,0,0,1,0,0
66818,MLB__NPB_105324_KBO_,,105324.0,,2007,1,CL,HIROSHIMA,1,1,0,0,0.0,0,0.0,2,4,1,2,0.0,0,4.0,3.0,40.5,8.0,,0,0,1,0,0
66819,MLB__NPB_105324_KBO_,,105324.0,,2010,1,CL,HIROSHIMA,1,4,0,0,0.0,0,0.0,6,3,0,1,1.0,0,1.0,1.0,4.5,10.0,,0,0,1,0,0
66820,MLB__NPB_105326_KBO_,,105326.0,,2005,1,PL,LOTTE,1,1,0,1,0.0,0,0.0,9,6,1,2,0.0,5,4.0,4.0,12,17.0,0,0,0,0,1,0
66821,MLB__NPB_105327_KBO_,,105327.0,,2005,1,CL,YOKOHAMA,1,1,0,0,0.0,0,0.0,1,1,0,2,0.0,0,2.0,2.0,54,4.0,,0,0,1,0,0
66822,MLB__NPB_105327_KBO_,,105327.0,,2007,1,CL,YOKOHAMA,1,1,0,0,0.0,0,0.0,3,0,0,1,0.0,0,0.0,0.0,0,3.0,,0,0,1,0,0
66823,MLB__NPB_105328_KBO_,,105328.0,,2005,1,PL,NIPPON-HAM,1,1,0,0,0.0,0,0.0,3,0,0,0,0.0,1,0.0,0.0,0,3.0,,0,0,0,1,0
66824,MLB__NPB_105328_KBO_,,105328.0,,2007,1,PL,NIPPON-HAM,1,1,0,0,0.0,0,0.0,6,1,0,1,0.0,3,0.0,0.0,0,8.0,,0,0,0,1,0
66825,MLB__NPB_105328_KBO_,,105328.0,,2008,1,PL,NIPPON-HAM,1,11,0,0,0.0,0,0.0,30,17,1,3,0.0,4,11.0,11.0,9.9,49.0,,0,0,0,1,0
66826,MLB__NPB_105328_KBO_,,105328.0,,2009,1,PL,NIPPON-HAM,1,58,5,2,0.0,0,0.0,184,59,5,11,2.0,62,25.0,25.0,3.668478261,252.0,0.714,0,0,0,1,0
66827,MLB__NPB_105328_KBO_,,105328.0,,2010,1,PL,NIPPON-HAM,1,17,1,1,0.0,0,0.0,56,18,0,6,0.0,13,4.0,3.0,1.446428571,80.0,0.5,0,0,0,1,0
66828,MLB__NPB_105328_KBO_,,105328.0,,2012,1,CL,DENA,2,63,3,2,0.0,0,1.0,148,34,2,24,2.0,19,15.0,13.0,2.371621622,204.0,0.6,0,0,1,0,0
66829,MLB__NPB_105328_KBO_,,105328.0,,2013,1,CL,DENA,2,24,0,1,0.0,0,0.0,60,28,2,7,2.0,12,13.0,11.0,4.95,95.0,0,0,0,1,0,0
66830,MLB__NPB_105328_KBO_,,105328.0,,2014,1,CL,DENA,2,2,0,1,0.0,0,0.0,1,1,1,0,0.0,0,1.0,1.0,27,2.0,0,0,0,1,0,0
66831,MLB__NPB_105330_KBO_,,105330.0,,2005,1,PL,RAKUTEN,1,23,2,9,2.0,0,1.0,306,119,15,53,4.0,72,67.0,63.0,5.558823529,473.0,0.182,0,0,0,1,0
66832,MLB__NPB_105330_KBO_,,105330.0,,2006,1,PL,RAKUTEN,1,30,7,14,5.0,2,0.0,581,205,22,71,7.0,151,103.0,94.0,4.368330465,848.0,0.333,0,0,0,1,0
66833,MLB__NPB_105330_KBO_,,105330.0,,2007,1,PL,RAKUTEN,1,12,6,2,0.0,0,0.0,176,73,5,21,1.0,40,39.0,35.0,5.369318182,264.0,0.75,0,0,0,1,0
66834,MLB__NPB_105330_KBO_,,105330.0,,2008,1,PL,RAKUTEN,1,12,0,3,0.0,0,0.0,94,49,3,21,1.0,27,38.0,34.0,9.765957447,165.0,0,0,0,0,1,0
66835,MLB__NPB_105330_KBO_,,105330.0,,2009,1,CL,YAKULT,2,9,1,5,0.0,0,0.0,113,48,10,16,4.0,27,36.0,33.0,7.884955752,174.0,0.167,0,0,1,0,0
66836,MLB__NPB_105330_KBO_,,105330.0,,2011,1,CL,YAKULT,2,5,0,0,0.0,0,0.0,16,4,0,4,0.0,5,3.0,3.0,5.0625,23.0,,0,0,1,0,0
66837,MLB__NPB_105332_KBO_,,105332.0,,2005,1,CL,YOMIURI,1,4,0,0,0.0,0,0.0,12,7,0,6,1.0,3,5.0,5.0,11.25,25.0,,0,0,1,0,0
66838,MLB__NPB_105332_KBO_,,105332.0,,2007,1,CL,YOMIURI,1,4,0,1,0.0,0,0.0,5,5,1,1,0.0,1,2.0,2.0,10.8,12.0,0,0,0,1,0,0
66839,MLB__NPB_105334_KBO_,,105334.0,,2005,1,PL,SEIBU,1,14,1,1,0.0,0,0.0,105,23,5,11,6.0,28,15.0,11.0,2.828571429,142.0,0.5,0,0,0,1,0
66840,MLB__NPB_105334_KBO_,,105334.0,,2006,1,PL,SEIBU,1,31,2,0,0.0,0,0.0,118,34,6,12,2.0,45,16.0,14.0,3.203389831,166.0,1,0,0,0,1,0
66841,MLB__NPB_105334_KBO_,,105334.0,,2007,1,PL,SEIBU,1,18,3,3,0.0,0,1.0,89,28,1,5,2.0,21,11.0,9.0,2.730337079,119.0,0.5,0,0,0,1,0
66842,MLB__NPB_105334_KBO_,,105334.0,,2008,1,PL,SEIBU,1,4,0,0,0.0,0,0.0,25,9,2,2,2.0,2,8.0,5.0,5.4,37.0,,0,0,0,1,0
66843,MLB__NPB_105334_KBO_,,105334.0,,2009,1,PL,SEIBU,1,4,0,0,0.0,0,0.0,18,10,0,3,0.0,5,6.0,6.0,9,30.0,,0,0,0,1,0
66844,MLB__NPB_105334_KBO_,,105334.0,,2010,1,CL,YAKULT,2,4,0,0,0.0,0,0.0,22,7,2,3,1.0,8,8.0,8.0,9.818181818,33.0,,0,0,1,0,0
66845,MLB__NPB_105334_KBO_,,105334.0,,2011,1,CL,YAKULT,2,1,0,0,0.0,0,0.0,9,4,1,2,0.0,1,5.0,5.0,15,15.0,,0,0,1,0,0
66846,MLB__NPB_105335_KBO_,,105335.0,,2005,1,PL,SOFTBANK,1,4,1,0,0.0,0,0.0,43,15,1,10,4.0,14,7.0,7.0,4.395348837,71.0,1,0,0,0,1,0
66847,MLB__NPB_105335_KBO_,,105335.0,,2006,1,PL,SOFTBANK,1,4,0,4,0.0,0,0.0,63,22,4,5,2.0,18,15.0,12.0,5.142857143,92.0,0,0,0,0,1,0
66848,MLB__NPB_105335_KBO_,,105335.0,,2008,1,PL,SOFTBANK,1,20,1,1,0.0,0,1.0,93,29,1,13,2.0,31,14.0,14.0,4.064516129,132.0,0.5,0,0,0,1,0
66849,MLB__NPB_105335_KBO_,,105335.0,,2009,1,PL,SOFTBANK,1,12,3,4,0.0,0,0.0,143,43,8,22,5.0,42,30.0,26.0,4.909090909,207.0,0.429,0,0,0,1,0
66850,MLB__NPB_105335_KBO_,,105335.0,,2010,1,PL,SOFTBANK,1,5,2,2,0.0,0,0.0,73,29,1,10,3.0,16,15.0,15.0,5.547945205,108.0,0.5,0,0,0,1,0
66851,MLB__NPB_105335_KBO_,,105335.0,,2011,1,PL,SOFTBANK,1,1,0,1,0.0,0,0.0,10,6,1,1,0.0,3,5.0,5.0,13.5,17.0,0,0,0,0,1,0
66852,MLB__NPB_105335_KBO_,,105335.0,,2012,1,PL,ORIX,1,5,0,0,0.0,0,0.0,11,5,0,2,0.0,2,3.0,3.0,7.363636364,17.0,,0,0,0,1,0
66853,MLB__NPB_105337_KBO_,,105337.0,,2005,1,CL,YOKOHAMA,1,8,1,2,0.0,0,0.0,66,32,5,12,0.0,16,22.0,20.0,8.181818182,109.0,0.333,0,0,1,0,0
66854,MLB__NPB_105337_KBO_,,105337.0,,2006,1,CL,YOKOHAMA,1,16,3,8,0.0,0,0.0,286,92,11,49,1.0,66,49.0,43.0,4.059440559,417.0,0.273,0,0,1,0,0
66855,MLB__NPB_105337_KBO_,,105337.0,,2007,1,CL,YOKOHAMA,1,63,4,5,0.0,0,1.0,185,68,6,26,1.0,43,29.0,26.0,3.794594595,276.0,0.444,0,0,1,0,0
66856,MLB__NPB_105337_KBO_,,105337.0,,2008,1,CL,YOKOHAMA,1,22,5,12,0.0,0,0.0,242,98,16,33,4.0,55,61.0,58.0,6.47107438,369.0,0.294,0,0,1,0,0
66857,MLB__NPB_105337_KBO_,,105337.0,,2009,1,CL,YOKOHAMA,1,12,0,0,0.0,0,0.0,21,9,1,5,0.0,5,9.0,9.0,11.57142857,34.0,,0,0,1,0,0
66858,MLB__NPB_105338_KBO_,,105338.0,,2005,1,CL,YOKOHAMA,1,15,0,0,0.0,0,0.0,58,17,2,13,1.0,11,10.0,10.0,4.655172414,84.0,,0,0,1,0,0
66859,MLB__NPB_105338_KBO_,,105338.0,,2006,1,CL,YOKOHAMA,1,6,0,1,0.0,0,0.0,46,21,0,7,2.0,11,9.0,8.0,4.695652174,72.0,0,0,0,1,0,0
66860,MLB__NPB_105338_KBO_,,105338.0,,2007,1,CL,YOKOHAMA,1,3,0,0,0.0,0,0.0,12,5,2,0,0.0,4,2.0,2.0,4.5,17.0,,0,0,1,0,0
66861,MLB__NPB_105338_KBO_,,105338.0,,2008,1,CL,HIROSHIMA,1,37,2,2,0.0,0,0.0,106,37,2,18,3.0,27,25.0,21.0,5.349056604,163.0,0.5,0,0,1,0,0
66862,MLB__NPB_105338_KBO_,,105338.0,,2010,1,CL,HIROSHIMA,1,51,1,2,0.0,0,0.0,181,86,6,21,5.0,45,44.0,40.0,5.966850829,286.0,0.333,0,0,1,0,0
66863,MLB__NPB_105338_KBO_,,105338.0,,2011,1,CL,HIROSHIMA,1,42,3,2,0.0,0,0.0,136,38,1,19,4.0,46,21.0,21.0,4.169117647,193.0,0.6,0,0,1,0,0
66864,MLB__NPB_105338_KBO_,,105338.0,,2012,1,CL,HIROSHIMA,1,27,0,2,0.0,0,0.0,72,24,1,17,0.0,27,20.0,18.0,6.75,114.0,0,0,0,1,0,0
66865,MLB__NPB_105340_KBO_,,105340.0,,2005,1,CL,CHUNICHI,1,47,5,3,0.0,0,0.0,205,62,5,28,3.0,46,30.0,27.0,3.556097561,295.0,0.625,0,0,1,0,0
66866,MLB__NPB_105340_KBO_,,105340.0,,2006,1,CL,CHUNICHI,1,46,1,0,0.0,0,1.0,159,45,2,15,7.0,54,13.0,10.0,1.698113208,221.0,1,0,0,1,0,0
66867,MLB__NPB_105340_KBO_,,105340.0,,2007,1,CL,CHUNICHI,1,30,1,1,0.0,0,0.0,92,19,3,14,2.0,31,12.0,12.0,3.52173913,123.0,0.5,0,0,1,0,0
66868,MLB__NPB_105340_KBO_,,105340.0,,2008,1,CL,CHUNICHI,1,8,0,0,0.0,0,0.0,24,2,0,1,0.0,9,1.0,1.0,1.125,27.0,,0,0,1,0,0
66869,MLB__NPB_105340_KBO_,,105340.0,,2009,1,CL,CHUNICHI,1,6,0,0,0.0,0,0.0,14,4,0,2,2.0,2,1.0,1.0,1.928571429,23.0,,0,0,1,0,0
66870,MLB__NPB_105340_KBO_,,105340.0,,2010,1,CL,CHUNICHI,1,41,1,0,0.0,0,0.0,110,27,2,16,2.0,21,14.0,13.0,3.190909091,153.0,1,0,0,1,0,0
66871,MLB__NPB_105340_KBO_,,105340.0,,2011,1,CL,CHUNICHI,1,55,2,1,0.0,0,0.0,125,34,0,19,4.0,20,9.0,5.0,1.08,181.0,0.667,0,0,1,0,0
66872,MLB__NPB_105340_KBO_,,105340.0,,2012,1,CL,CHUNICHI,1,9,0,0,0.0,0,0.0,24,8,0,5,0.0,4,5.0,5.0,5.625,37.0,,0,0,1,0,0
66873,MLB__NPB_105340_KBO_,,105340.0,,2013,1,CL,CHUNICHI,1,15,0,1,0.0,0,0.0,47,15,0,8,0.0,7,6.0,6.0,3.446808511,68.0,0,0,0,1,0,0
66874,MLB__NPB_105340_KBO_,,105340.0,,2014,1,CL,CHUNICHI,1,1,0,0,0.0,0,0.0,0,1,1,0,0.0,0,1.0,1.0,,1.0,,0,0,1,0,0
66875,MLB__NPB_105342_KBO_,,105342.0,,2005,1,CL,HIROSHIMA,1,33,1,1,0.0,0,0.0,96,30,3,12,2.0,18,12.0,9.0,2.53125,136.0,0.5,0,0,1,0,0
66876,MLB__NPB_105342_KBO_,,105342.0,,2006,1,CL,HIROSHIMA,1,23,0,1,0.0,0,1.0,66,14,0,7,0.0,23,3.0,3.0,1.227272727,84.0,0,0,0,1,0,0
66877,MLB__NPB_105342_KBO_,,105342.0,,2007,1,CL,HIROSHIMA,1,47,2,3,0.0,0,0.0,133,39,5,20,1.0,36,27.0,26.0,5.278195489,193.0,0.4,0,0,1,0,0
66878,MLB__NPB_105342_KBO_,,105342.0,,2008,1,CL,HIROSHIMA,1,64,0,3,0.0,0,1.0,175,44,6,18,2.0,49,18.0,17.0,2.622857143,236.0,0,0,0,1,0,0
66879,MLB__NPB_105342_KBO_,,105342.0,,2009,1,CL,HIROSHIMA,1,26,2,1,0.0,0,0.0,74,17,1,4,0.0,16,6.0,5.0,1.824324324,94.0,0.667,0,0,1,0,0
66880,MLB__NPB_105342_KBO_,,105342.0,,2010,1,CL,HIROSHIMA,1,46,0,1,0.0,0,0.0,121,47,9,17,3.0,24,33.0,26.0,5.801652893,186.0,0,0,0,1,0,0
66881,MLB__NPB_105342_KBO_,,105342.0,,2011,1,CL,HIROSHIMA,1,23,3,1,0.0,0,0.0,60,21,1,3,3.0,11,6.0,6.0,2.7,82.0,0.75,0,0,1,0,0
66882,MLB__NPB_105342_KBO_,,105342.0,,2012,1,CL,HIROSHIMA,1,9,0,0,0.0,0,0.0,20,11,0,4,3.0,5,5.0,3.0,4.05,38.0,,0,0,1,0,0
66883,MLB__NPB_105342_KBO_,,105342.0,,2013,1,CL,HIROSHIMA,1,8,0,0,0.0,0,0.0,31,9,0,4,1.0,6,6.0,6.0,5.225806452,42.0,,0,0,1,0,0
66884,MLB__NPB_105342_KBO_,,105342.0,,2014,1,CL,HIROSHIMA,1,11,0,0,0.0,0,0.0,55,22,1,6,1.0,9,12.0,12.0,5.890909091,80.0,,0,0,1,0,0
66885,MLB__NPB_105342_KBO_,,105342.0,,2015,1,PL,RAKUTEN,2,1,0,0,0.0,0,0.0,3,4,1,0,0.0,1,3.0,3.0,27,7.0,,0,0,0,1,0
66886,MLB__NPB_105343_KBO_,,105343.0,,2005,1,CL,YOMIURI,1,9,4,3,1.0,0,0.0,143,51,12,17,0.0,32,36.0,35.0,6.608391608,210.0,0.571,0,0,1,0,0
66887,MLB__NPB_105343_KBO_,,105343.0,,2006,1,CL,YOMIURI,1,26,1,3,0.0,0,0.0,126,37,5,21,1.0,33,20.0,16.0,3.428571429,186.0,0.25,0,0,1,0,0
66888,MLB__NPB_105343_KBO_,,105343.0,,2007,1,CL,YOMIURI,1,7,4,0,1.0,0,0.0,75,21,0,2,1.0,16,5.0,5.0,1.8,98.0,1,0,0,1,0,0
66889,MLB__NPB_105343_KBO_,,105343.0,,2008,1,CL,YOMIURI,1,17,2,3,0.0,0,0.0,158,58,8,11,4.0,39,30.0,29.0,4.955696203,226.0,0.4,0,0,1,0,0
66890,MLB__NPB_105343_KBO_,,105343.0,,2009,1,CL,YOMIURI,1,25,0,1,0.0,0,1.0,87,30,4,20,4.0,28,16.0,16.0,4.965517241,133.0,0,0,0,1,0,0
66891,MLB__NPB_105343_KBO_,,105343.0,,2010,1,CL,YOMIURI,1,12,1,2,0.0,0,0.0,58,22,6,9,1.0,12,16.0,14.0,6.517241379,89.0,0.333,0,0,1,0,0
66892,MLB__NPB_105343_KBO_,,105343.0,,2011,1,CL,YOMIURI,1,12,1,0,0.0,0,0.0,41,12,0,3,0.0,10,5.0,3.0,1.975609756,56.0,1,0,0,1,0,0
66893,MLB__NPB_105343_KBO_,,105343.0,,2012,1,CL,YOMIURI,1,3,0,0,0.0,0,0.0,9,2,0,1,0.0,2,0.0,0.0,0,11.0,,0,0,1,0,0
66894,MLB__NPB_105344_KBO_,,105344.0,,2005,1,CL,YAKULT,1,3,0,0,0.0,0,0.0,7,1,0,1,0.0,2,0.0,0.0,0,8.0,,0,0,1,0,0
66895,MLB__NPB_105344_KBO_,,105344.0,,2006,1,CL,YAKULT,1,1,0,0,0.0,0,0.0,9,7,0,2,0.0,2,4.0,3.0,9,18.0,,0,0,1,0,0
66896,MLB__NPB_105344_KBO_,,105344.0,,2008,1,CL,YAKULT,1,4,0,0,0.0,0,0.0,15,6,0,0,2.0,1,3.0,3.0,5.4,23.0,,0,0,1,0,0
66897,MLB__NPB_105345_KBO_,,105345.0,,2005,1,CL,HIROSHIMA,1,7,2,2,0.0,0,0.0,81,33,4,16,3.0,22,25.0,25.0,8.333333333,130.0,0.5,0,0,1,0,0
66898,MLB__NPB_105345_KBO_,,105345.0,,2006,1,CL,HIROSHIMA,1,5,0,2,0.0,0,0.0,48,32,6,10,0.0,5,23.0,23.0,12.9375,88.0,0,0,0,1,0,0
66899,MLB__NPB_105345_KBO_,,105345.0,,2007,1,CL,HIROSHIMA,1,1,0,1,0.0,0,0.0,10,9,1,0,0.0,3,6.0,6.0,16.2,19.0,0,0,0,1,0,0
66900,MLB__NPB_105345_KBO_,,105345.0,,2008,1,CL,HIROSHIMA,1,16,0,4,0.0,0,0.0,95,35,1,14,0.0,16,19.0,14.0,3.978947368,143.0,0,0,0,1,0,0
66901,MLB__NPB_105345_KBO_,,105345.0,,2009,1,CL,HIROSHIMA,1,7,0,0,0.0,0,0.0,29,15,4,1,1.0,9,14.0,13.0,12.10344828,47.0,,0,0,1,0,0
66902,MLB__NPB_105345_KBO_,,105345.0,,2010,1,CL,HIROSHIMA,1,53,1,5,0.0,0,3.0,168,61,7,21,6.0,46,33.0,32.0,5.142857143,252.0,0.167,0,0,1,0,0
66903,MLB__NPB_105345_KBO_,,105345.0,,2011,1,CL,HIROSHIMA,1,7,0,0,0.0,0,0.0,33,10,0,3,1.0,8,2.0,2.0,1.636363636,46.0,,0,0,1,0,0
66904,MLB__NPB_105345_KBO_,,105345.0,,2012,1,CL,HIROSHIMA,1,1,0,0,0.0,0,0.0,1,0,0,1,0.0,0,0.0,0.0,0,2.0,,0,0,1,0,0
66905,MLB__NPB_105348_KBO_,,105348.0,,2005,1,CL,YOKOHAMA,1,1,0,0,0.0,0,0.0,3,1,0,0,0.0,0,0.0,0.0,0,3.0,,0,0,1,0,0
66906,MLB__NPB_105352_KBO_,,105352.0,,2005,1,PL,SEIBU,1,13,1,6,0.0,0,0.0,166,62,11,23,4.0,57,45.0,45.0,7.319277108,253.0,0.143,0,0,0,1,0
66907,MLB__NPB_105352_KBO_,,105352.0,,2006,1,PL,SEIBU,1,26,12,8,8.0,1,0.0,534,161,16,53,8.0,136,79.0,64.0,3.235955056,734.0,0.6,0,0,0,1,0
66908,MLB__NPB_105352_KBO_,,105352.0,,2007,1,PL,SEIBU,1,28,17,10,11.0,1,0.0,639,199,14,50,8.0,141,71.0,66.0,2.788732394,877.0,0.63,0,0,0,1,0
66909,MLB__NPB_105352_KBO_,,105352.0,,2008,1,PL,SEIBU,1,25,10,11,5.0,0,0.0,519,173,16,51,8.0,122,80.0,75.0,3.901734104,738.0,0.476,0,0,0,1,0
66910,MLB__NPB_105352_KBO_,,105352.0,,2009,1,PL,SEIBU,1,27,16,6,11.0,4,0.0,635,162,12,76,9.0,199,57.0,54.0,2.296062992,863.0,0.727,0,0,0,1,0
66911,MLB__NPB_105352_KBO_,,105352.0,,2010,1,PL,SEIBU,1,27,14,8,6.0,2,0.0,589,191,21,54,9.0,154,85.0,80.0,3.667232598,828.0,0.636,0,0,0,1,0
66912,MLB__NPB_105352_KBO_,,105352.0,,2011,1,PL,SEIBU,1,26,9,12,5.0,1,0.0,535,184,9,41,8.0,108,71.0,58.0,2.927102804,744.0,0.429,0,0,0,1,0
66913,MLB__NPB_105352_KBO_,,105352.0,,2012,1,PL,SEIBU,1,55,1,5,0.0,0,30.0,189,66,1,22,2.0,40,27.0,26.0,3.714285714,271.0,0.167,0,0,0,1,0
66914,MLB__NPB_105352_KBO_,,105352.0,,2013,1,PL,SEIBU,1,45,5,7,1.0,0,7.0,277,89,4,29,8.0,79,51.0,40.0,3.898916968,398.0,0.417,0,0,0,1,0
66915,MLB__NPB_105352_KBO_,,105352.0,,2014,1,PL,LOTTE,1,26,8,12,1.0,0,0.0,494,158,9,63,10.0,116,81.0,77.0,4.208502024,708.0,0.4,0,0,0,1,0
66916,MLB__NPB_105352_KBO_,,105352.0,,2015,1,PL,LOTTE,1,28,15,9,1.0,0,0.0,566,178,11,57,8.0,117,79.0,71.0,3.386925795,786.0,0.625,0,0,0,1,0
66917,MLB__NPB_105352_KBO_,,105352.0,,2016,1,PL,LOTTE,1,26,10,7,5.0,0,0.0,566,195,15,48,4.0,118,73.0,63.0,3.005300353,793.0,0.588,0,0,0,1,0
66918,MLB__NPB_105352_KBO_,,105352.0,,2017,1,PL,LOTTE,1,25,5,11,1.0,1,0.0,474,156,20,53,7.0,115,74.0,70.0,3.987341772,675.0,0.312,0,0,0,1,0
66919,MLB__NPB_105352_KBO_,,105352.0,,2018,1,PL,LOTTE,1,22,7,9,1.0,1,0.0,452,155,16,43,2.0,99,65.0,62.0,3.703539823,629.0,0.438,0,0,0,1,0
66920,MLB__NPB_105352_KBO_,,105352.0,,2019,1,PL,LOTTE,1,18,3,7,2.0,1,0.0,312,121,14,27,6.0,87,58.0,52.0,4.5,462.0,0.3,0,0,0,1,0
66921,MLB__NPB_105352_KBO_,,105352.0,,2020,1,PL,RAKUTEN,1,20,11,4,1.0,1,0.0,390,110,17,38,3.0,110,53.0,52.0,3.6,529.0,0.733,0,0,0,1,0
66922,MLB__NPB_105352_KBO_,,105352.0,,2021,1,PL,RAKUTEN,1,21,6,8,0.0,0,0.0,289,110,7,26,2.0,76,57.0,54.0,5.044982699,420.0,0.429,0,0,0,1,0
66923,MLB__NPB_105352_KBO_,,105352.0,,2022,1,PL,RAKUTEN,1,10,4,3,1.0,0,0.0,168,50,6,10,1.0,35,23.0,22.0,3.535714286,224.0,0.571,0,0,0,1,0
66924,MLB__NPB_105352_KBO_,,105352.0,,2023,1,CL,CHUNICHI,2,21,5,13,0.0,0,0.0,333,116,9,30,2.0,89,53.0,49.0,3.972972973,479.0,0.278,0,0,1,0,0
66925,MLB__NPB_105352_KBO_,,105352.0,,2024,1,CL,CHUNICHI,2,16,3,5,0.0,0,0.0,255,79,4,23,2.0,46,31.0,29.0,3.070588235,349.0,0.375,0,0,1,0,0
66926,MLB__NPB_105352_KBO_,,105352.0,,2025,1,CL,CHUNICHI,2,4,2,1,0.0,0,0.0,75,19,1,5,2.0,22,4.0,4.0,1.44,97.0,0.667,0,0,1,0,0
66927,MLB__NPB_105353_KBO_,,105353.0,,2005,1,CL,YAKULT,1,2,0,0,0.0,0,0.0,19,4,2,0,2.0,6,4.0,4.0,5.684210526,25.0,,0,0,1,0,0
66928,MLB__NPB_105353_KBO_,,105353.0,,2006,1,CL,YAKULT,1,11,1,2,0.0,0,0.0,71,18,5,12,3.0,20,15.0,15.0,5.704225352,104.0,0.333,0,0,1,0,0
66929,MLB__NPB_105353_KBO_,,105353.0,,2008,1,CL,YAKULT,1,7,0,0,0.0,0,0.0,16,5,0,2,0.0,4,2.0,2.0,3.375,21.0,,0,0,1,0,0
66930,MLB__NPB_105353_KBO_,,105353.0,,2009,1,CL,YAKULT,1,9,0,0,0.0,0,0.0,23,6,1,8,0.0,6,6.0,6.0,7.043478261,36.0,,0,0,1,0,0
66931,MLB__NPB_105360_KBO_,,105360.0,,2006,1,CL,YOKOHAMA,1,27,1,0,0.0,0,0.0,92,29,1,13,1.0,37,15.0,13.0,3.815217391,131.0,1,0,0,1,0,0
66932,MLB__NPB_105365_KBO_,,105365.0,,2006,1,CL,CHUNICHI,1,3,0,0,0.0,0,0.0,12,5,1,1,0.0,5,5.0,5.0,11.25,18.0,,0,0,1,0,0
66933,MLB__NPB_105372_KBO_,,105372.0,,2006,1,PL,NIPPON-HAM,1,29,5,2,0.0,0,1.0,252,68,5,15,3.0,54,20.0,19.0,2.035714286,326.0,0.714,0,0,0,1,0
66934,MLB__NPB_105372_KBO_,,105372.0,,2007,1,PL,NIPPON-HAM,1,35,9,4,1.0,0,0.0,447,113,18,17,6.0,101,42.0,42.0,2.536912752,569.0,0.692,0,0,0,1,0
66935,MLB__NPB_105372_KBO_,,105372.0,,2008,1,PL,NIPPON-HAM,1,20,8,7,1.0,0,0.0,365,110,18,19,5.0,68,44.0,40.0,2.95890411,493.0,0.533,0,0,0,1,0
66936,MLB__NPB_105372_KBO_,,105372.0,,2009,1,PL,NIPPON-HAM,1,24,10,9,2.0,0,0.0,433,150,17,20,4.0,99,58.0,57.0,3.554272517,592.0,0.526,0,0,0,1,0
66937,MLB__NPB_105372_KBO_,,105372.0,,2010,1,PL,NIPPON-HAM,1,26,14,7,3.0,1,0.0,505,161,12,19,1.0,106,47.0,45.0,2.405940594,661.0,0.667,0,0,0,1,0
66938,MLB__NPB_105372_KBO_,,105372.0,,2011,1,PL,NIPPON-HAM,1,25,11,12,3.0,0,0.0,494,143,7,18,3.0,87,51.0,45.0,2.45951417,647.0,0.478,0,0,0,1,0
66939,MLB__NPB_105372_KBO_,,105372.0,,2012,1,PL,NIPPON-HAM,1,28,11,7,4.0,2,0.0,548,159,10,30,4.0,90,50.0,48.0,2.364963504,709.0,0.611,0,0,0,1,0
66940,MLB__NPB_105372_KBO_,,105372.0,,2013,1,PL,NIPPON-HAM,1,22,8,7,2.0,0,0.0,387,139,11,27,4.0,47,62.0,56.0,3.906976744,546.0,0.533,0,0,0,1,0
66941,MLB__NPB_105372_KBO_,,105372.0,,2014,1,PL,NIPPON-HAM,1,25,3,4,0.0,0,0.0,185,72,12,20,2.0,33,43.0,41.0,5.983783784,278.0,0.429,0,0,0,1,0
66942,MLB__NPB_105372_KBO_,,105372.0,,2015,1,PL,NIPPON-HAM,1,9,3,2,0.0,0,0.0,111,51,6,5,4.0,15,26.0,24.0,5.837837838,168.0,0.6,0,0,0,1,0
66943,MLB__NPB_105372_KBO_,,105372.0,,2016,1,PL,NIPPON-HAM,1,1,0,0,0.0,0,0.0,1,0,0,0,0.0,1,0.0,0.0,0,1.0,,0,0,0,1,0
66944,MLB__NPB_105373_KBO_,,105373.0,,2006,1,CL,YAKULT,1,40,3,5,0.0,0,0.0,192,62,8,18,3.0,53,33.0,29.0,4.078125,272.0,0.375,0,0,1,0,0
